trialN,stimuli,trialStartTime,trialStartTime_UNIX,stimulus1,stimulus2,stimulus1Bid,stimulus2Bid,delta,trialEvents,selected,rt,rt_UNIX,rt_perfnow,receivedResponse,rsp,trialEndTime,trialDuration,trialEndTime_UNIX,trialDuration_UNIX,exp,subjectId,date
0,"[{'imgObject': {}, 'id': 'granola w milk', 'src': '/static/foodstim60/granola w milk.jpg', 'key': 'u', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 0, 'loaded': True, 'loadedTime': 2814.7999999523163, 'positionName': 'LEFT', 'positionCoords': [511.6, 335], 'bid': 1.94}, {'imgObject': {}, 'id': 'froot loops w milk', 'src': '/static/foodstim60/froot loops w milk.jpg', 'key': 'i', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 0, 'loaded': True, 'loadedTime': 2819.2000000476837, 'positionName': 'RIGHT', 'positionCoords': [998.4, 335], 'bid': 0.27}]",3242.2000000476837,1669837282028,granola w milk,froot loops w milk,1.94,0.27,-1.67,"[{'event': 'fullscreenchange', 'details': 'fullscreenexit', 'performance time': 4605.799999952316, 'date time': 1669837283391}]",granola w milk,3356,3356,3356.4000000953674,True,u,7104.400000095367,3862.2000000476837,1669837285890,3862,HRV,HRV_0197,2022-11-30 19:46:14
1,"[{'imgObject': {}, 'id': 'cherry tomato', 'src': '/static/foodstim60/cherry tomato.jpg', 'key': 'u', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 1, 'loaded': True, 'loadedTime': 7106.100000143051, 'positionName': 'LEFT', 'positionCoords': [489.04, 263.5], 'bid': 4.14}, {'imgObject': {}, 'id': 'rigatoni and sauce', 'src': '/static/foodstim60/rigatoni and sauce.jpg', 'key': 'i', 'origWidth': 410, 'origHeight': 411, 'width': 410, 'height': 411, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 1, 'loaded': True, 'loadedTime': 7106.400000095367, 'positionName': 'RIGHT', 'positionCoords': [973.96, 263], 'bid': 2.93}]",7105.0,1669837285890,cherry tomato,rigatoni and sauce,4.14,2.93,-1.2099999999999995,,cherry tomato,1308.9000000953674,1310,1309.1000001430511,True,u,8925.900000095367,1820.9000000953674,1669837287711,1821,HRV,HRV_0197,2022-11-30 19:46:14
2,"[{'imgObject': {}, 'id': 'rigatoni and sauce', 'src': '/static/foodstim60/rigatoni and sauce.jpg', 'key': 'u', 'origWidth': 410, 'origHeight': 411, 'width': 410, 'height': 411, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 2, 'loaded': True, 'loadedTime': 8927.900000095367, 'positionName': 'LEFT', 'positionCoords': [489.04, 263], 'bid': 2.93}, {'imgObject': {}, 'id': 'cheerios', 'src': '/static/foodstim60/cheerios.jpg', 'key': 'i', 'origWidth': 409, 'origHeight': 410, 'width': 409, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 2, 'loaded': True, 'loadedTime': 8928.100000143051, 'positionName': 'RIGHT', 'positionCoords': [973.96, 263.5], 'bid': 0.61}]",8926.600000143051,1669837287712,rigatoni and sauce,cheerios,2.93,0.61,-2.3200000000000003,,rigatoni and sauce,1343.8999998569489,1344,1344.0999999046326,True,u,10790.200000047684,1863.5999999046326,1669837289576,1864,HRV,HRV_0197,2022-11-30 19:46:14
3,"[{'imgObject': {}, 'id': 'lox', 'src': '/static/foodstim60/lox.jpg', 'key': 'u', 'origWidth': 410, 'origHeight': 411, 'width': 410, 'height': 411, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 3, 'loaded': True, 'loadedTime': 10791.900000095367, 'positionName': 'LEFT', 'positionCoords': [489.04, 263], 'bid': 5.66}, {'imgObject': {}, 'id': 'eggsalad', 'src': '/static/foodstim60/eggsalad.jpg', 'key': 'i', 'origWidth': 410, 'origHeight': 409, 'width': 410, 'height': 409, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 3, 'loaded': True, 'loadedTime': 10792.100000143051, 'positionName': 'RIGHT', 'positionCoords': [973.96, 264], 'bid': 4.82}]",10790.799999952316,1669837289576,lox,eggsalad,5.66,4.82,-0.8399999999999999,,lox,1487.4000000953674,1488,1487.8000001907349,True,u,12790.900000095367,2000.1000001430511,1669837291576,2000,HRV,HRV_0197,2022-11-30 19:46:14
4,"[{'imgObject': {}, 'id': 'salad w chicken', 'src': '/static/foodstim60/salad w chicken.jpg', 'key': 'u', 'origWidth': 411, 'origHeight': 411, 'width': 411, 'height': 411, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 4, 'loaded': True, 'loadedTime': 12792.600000143051, 'positionName': 'LEFT', 'positionCoords': [488.04, 263], 'bid': 9.15}, {'imgObject': {}, 'id': 'grilled chicken strips', 'src': '/static/foodstim60/grilled chicken strips.jpg', 'key': 'i', 'origWidth': 410, 'origHeight': 411, 'width': 410, 'height': 411, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 4, 'loaded': True, 'loadedTime': 12792.799999952316, 'positionName': 'RIGHT', 'positionCoords': [973.96, 263], 'bid': 8.9}]",12791.400000095367,1669837291577,salad w chicken,grilled chicken strips,9.15,8.9,-0.25,,salad w chicken,694.8999998569489,695,695.2000000476837,True,u,14006.0,1214.5999999046326,1669837292791,1214,HRV,HRV_0197,2022-11-30 19:46:14
5,"[{'imgObject': {}, 'id': 'raisin bran w milk', 'src': '/static/foodstim60/raisin bran w milk.jpg', 'key': 'u', 'origWidth': 411, 'origHeight': 411, 'width': 411, 'height': 411, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 5, 'loaded': True, 'loadedTime': 14007.700000047684, 'positionName': 'LEFT', 'positionCoords': [488.04, 263], 'bid': 0.67}, {'imgObject': {}, 'id': 'bagel and cc', 'src': '/static/foodstim60/bagel and cc.jpg', 'key': 'i', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 5, 'loaded': True, 'loadedTime': 14007.900000095367, 'positionName': 'RIGHT', 'positionCoords': [973.96, 263.5], 'bid': 3.3200000000000003}]",14006.5,1669837292792,raisin bran w milk,bagel and cc,0.67,3.3200000000000003,2.6500000000000004,,bagel and cc,1735.7000000476837,1736,1735.9000000953674,True,i,16260.299999952316,2253.7999999523163,1669837295046,2254,HRV,HRV_0197,2022-11-30 19:46:14
6,"[{'imgObject': {}, 'id': 'salad w chicken', 'src': '/static/foodstim60/salad w chicken.jpg', 'key': 'u', 'origWidth': 411, 'origHeight': 411, 'width': 411, 'height': 411, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 6, 'loaded': True, 'loadedTime': 16262.400000095367, 'positionName': 'LEFT', 'positionCoords': [488.04, 263], 'bid': 9.15}, {'imgObject': {}, 'id': 'omelette', 'src': '/static/foodstim60/omelette.jpg', 'key': 'i', 'origWidth': 410, 'origHeight': 409, 'width': 410, 'height': 409, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 6, 'loaded': True, 'loadedTime': 16262.799999952316, 'positionName': 'RIGHT', 'positionCoords': [973.96, 264], 'bid': 9.86}]",16260.900000095367,1669837295046,salad w chicken,omelette,9.15,9.86,0.7099999999999991,,salad w chicken,1281,1282,1281.2999999523163,True,u,18047.400000095367,1786.5,1669837296833,1787,HRV,HRV_0197,2022-11-30 19:46:14
7,"[{'imgObject': {}, 'id': 'shreddedwheatwithmilk', 'src': '/static/foodstim60/shreddedwheatwithmilk.jpg', 'key': 'u', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 7, 'loaded': True, 'loadedTime': 18049.10000014305, 'positionName': 'LEFT', 'positionCoords': [489.04, 263.5], 'bid': 4.43}, {'imgObject': {}, 'id': 'Grapes', 'src': '/static/foodstim60/Grapes.jpg', 'key': 'i', 'origWidth': 411, 'origHeight': 411, 'width': 411, 'height': 411, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 7, 'loaded': True, 'loadedTime': 18049.700000047684, 'positionName': 'RIGHT', 'positionCoords': [973.96, 263], 'bid': 4.2700000000000005}]",18047.900000095367,1669837296833,shreddedwheatwithmilk,Grapes,4.43,4.2700000000000005,-0.15999999999999925,,shreddedwheatwithmilk,1198.2999999523163,1199,1198.5999999046326,True,u,19763.700000047684,1715.7999999523163,1669837298549,1716,HRV,HRV_0197,2022-11-30 19:46:14
8,"[{'imgObject': {}, 'id': 'seaweed', 'src': '/static/foodstim60/seaweed.jpg', 'key': 'u', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 8, 'loaded': True, 'loadedTime': 19765.60000014305, 'positionName': 'LEFT', 'positionCoords': [489.04, 263.5], 'bid': 0.09}, {'imgObject': {}, 'id': 'cantaloupe', 'src': '/static/foodstim60/cantaloupe.jpg', 'key': 'i', 'origWidth': 409, 'origHeight': 409, 'width': 409, 'height': 409, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 8, 'loaded': True, 'loadedTime': 19766.10000014305, 'positionName': 'RIGHT', 'positionCoords': [973.96, 264], 'bid': 0.14}]",19764.299999952316,1669837298550,seaweed,cantaloupe,0.09,0.14,0.05000000000000002,,seaweed,1842.2000000476837,1842,1842.4000000953674,True,u,22115.299999952316,2351.0,1669837300901,2351,HRV,HRV_0197,2022-11-30 19:46:14
9,"[{'imgObject': {}, 'id': 'cherry tomato', 'src': '/static/foodstim60/cherry tomato.jpg', 'key': 'u', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 9, 'loaded': True, 'loadedTime': 22116.900000095367, 'positionName': 'LEFT', 'positionCoords': [489.04, 263.5], 'bid': 4.14}, {'imgObject': {}, 'id': 'pear', 'src': '/static/foodstim60/pear.jpg', 'key': 'i', 'origWidth': 411, 'origHeight': 410, 'width': 411, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 9, 'loaded': True, 'loadedTime': 22117.60000014305, 'positionName': 'RIGHT', 'positionCoords': [973.96, 263.5], 'bid': 4.03}]",22115.799999952316,1669837300901,cherry tomato,pear,4.14,4.03,-0.10999999999999943,,pear,818.4000000953674,819,818.7000000476837,True,i,23452.900000095367,1337.1000001430511,1669837302238,1337,HRV,HRV_0197,2022-11-30 19:46:14
