trialN,stimuli,trialStartTime,trialStartTime_UNIX,stimulus1,stimulus2,stimulus1Bid,stimulus2Bid,delta,trialEvents,selected,rt,rt_UNIX,rt_perfnow,receivedResponse,rsp,trialEndTime,trialDuration,trialEndTime_UNIX,trialDuration_UNIX,exp,subjectId,date
10,"[{'imgObject': {}, 'id': 'salmon', 'src': '/static/foodstim60/salmon.jpg', 'key': 'u', 'origWidth': 410, 'origHeight': 409, 'width': 410, 'height': 409, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 10, 'loaded': True, 'loadedTime': 23454.799999952316, 'positionName': 'LEFT', 'positionCoords': [489.04, 264], 'bid': 9.21}, {'imgObject': {}, 'id': 'tacos', 'src': '/static/foodstim60/tacos.jpg', 'key': 'i', 'origWidth': 411, 'origHeight': 411, 'width': 411, 'height': 411, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 10, 'loaded': True, 'loadedTime': 23455, 'positionName': 'RIGHT', 'positionCoords': [973.96, 263], 'bid': 9.99}]",23453.400000095367,1669837302239,salmon,tacos,9.21,9.99,0.7799999999999994,,tacos,609,609,609.2999999523163,True,i,24577.200000047684,1123.7999999523163,1669837303363,1124,HRV,HRV_0197,2022-11-30 19:46:14
11,"[{'imgObject': {}, 'id': 'banana', 'src': '/static/foodstim60/banana.jpg', 'key': 'u', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 11, 'loaded': True, 'loadedTime': 24579, 'positionName': 'LEFT', 'positionCoords': [489.04, 263.5], 'bid': 4.3}, {'imgObject': {}, 'id': 'blueberries', 'src': '/static/foodstim60/blueberries.jpg', 'key': 'i', 'origWidth': 411, 'origHeight': 411, 'width': 411, 'height': 411, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 11, 'loaded': True, 'loadedTime': 24579.200000047684, 'positionName': 'RIGHT', 'positionCoords': [973.96, 263], 'bid': 5.09}]",24577.700000047684,1669837303363,banana,blueberries,4.3,5.09,0.79,,blueberries,771.9000000953674,772,772.0999999046326,True,i,25868.60000014305,1290.9000000953674,1669837304654,1291,HRV,HRV_0197,2022-11-30 19:46:14
12,"[{'imgObject': {}, 'id': 'burrito', 'src': '/static/foodstim60/burrito.jpg', 'key': 'u', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 12, 'loaded': True, 'loadedTime': 25870.400000095367, 'positionName': 'LEFT', 'positionCoords': [489.04, 263.5], 'bid': 4.99}, {'imgObject': {}, 'id': 'froot loops w milk', 'src': '/static/foodstim60/froot loops w milk.jpg', 'key': 'i', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 12, 'loaded': True, 'loadedTime': 25870.60000014305, 'positionName': 'RIGHT', 'positionCoords': [973.96, 263.5], 'bid': 0.27}]",25869.200000047684,1669837304655,burrito,froot loops w milk,4.99,0.27,-4.720000000000001,,burrito,873,873,873.4000000953674,True,u,27254.299999952316,1385.0999999046326,1669837306040,1385,HRV,HRV_0197,2022-11-30 19:46:14
13,"[{'imgObject': {}, 'id': 'apple slices', 'src': '/static/foodstim60/apple slices.jpg', 'key': 'u', 'origWidth': 409, 'origHeight': 410, 'width': 409, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 13, 'loaded': True, 'loadedTime': 27256, 'positionName': 'LEFT', 'positionCoords': [490.04, 263.5], 'bid': 5.04}, {'imgObject': {}, 'id': 'burrito', 'src': '/static/foodstim60/burrito.jpg', 'key': 'i', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 13, 'loaded': True, 'loadedTime': 27256.299999952316, 'positionName': 'RIGHT', 'positionCoords': [973.96, 263.5], 'bid': 4.99}]",27254.900000095367,1669837306040,apple slices,burrito,5.04,4.99,-0.04999999999999982,,apple slices,863.3999998569489,864,863.7000000476837,True,u,28623.400000095367,1368.5,1669837307409,1369,HRV,HRV_0197,2022-11-30 19:46:14
14,"[{'imgObject': {}, 'id': 'seaweed', 'src': '/static/foodstim60/seaweed.jpg', 'key': 'u', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 14, 'loaded': True, 'loadedTime': 28625.10000014305, 'positionName': 'LEFT', 'positionCoords': [489.04, 263.5], 'bid': 0.09}, {'imgObject': {}, 'id': 'hashbrowns', 'src': '/static/foodstim60/hashbrowns.jpg', 'key': 'i', 'origWidth': 411, 'origHeight': 410, 'width': 411, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 14, 'loaded': True, 'loadedTime': 28625.60000014305, 'positionName': 'RIGHT', 'positionCoords': [973.96, 263.5], 'bid': 1.5}]",28623.900000095367,1669837307409,seaweed,hashbrowns,0.09,1.5,1.41,,hashbrowns,1814.5,1815,1814.7999999523163,True,i,30962.200000047684,2338.2999999523163,1669837309748,2339,HRV,HRV_0197,2022-11-30 19:46:14
15,"[{'imgObject': {}, 'id': 'kiwi', 'src': '/static/foodstim60/kiwi.jpg', 'key': 'u', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 15, 'loaded': True, 'loadedTime': 30963.900000095367, 'positionName': 'LEFT', 'positionCoords': [489.04, 263.5], 'bid': 3.77}, {'imgObject': {}, 'id': 'luckycharms', 'src': '/static/foodstim60/luckycharms.jpg', 'key': 'i', 'origWidth': 410, 'origHeight': 409, 'width': 410, 'height': 409, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 15, 'loaded': True, 'loadedTime': 30964.200000047684, 'positionName': 'RIGHT', 'positionCoords': [973.96, 264], 'bid': 0.49}]",30962.700000047684,1669837309748,kiwi,luckycharms,3.77,0.49,-3.2800000000000002,,luckycharms,1915.5,1916,1915.9000000953674,True,i,33394.200000047684,2431.5,1669837312180,2432,HRV,HRV_0197,2022-11-30 19:46:14
16,"[{'imgObject': {}, 'id': 'hotdog w must', 'src': '/static/foodstim60/hotdog w must.jpg', 'key': 'u', 'origWidth': 409, 'origHeight': 409, 'width': 409, 'height': 409, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 16, 'loaded': True, 'loadedTime': 33396, 'positionName': 'LEFT', 'positionCoords': [490.04, 264], 'bid': 2}, {'imgObject': {}, 'id': 'blackbeanswithrice', 'src': '/static/foodstim60/blackbeanswithrice.jpg', 'key': 'i', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 16, 'loaded': True, 'loadedTime': 33396.200000047684, 'positionName': 'RIGHT', 'positionCoords': [973.96, 263.5], 'bid': 0.08}]",33394.90000009537,1669837312180,hotdog w must,blackbeanswithrice,2.0,0.08,-1.92,,blackbeanswithrice,1419.2000000476837,1407,1419.7000000476837,True,i,35325.700000047684,1930.7999999523163,1669837314098,1918,HRV,HRV_0197,2022-11-30 19:46:14
17,"[{'imgObject': {}, 'id': 'kiwi', 'src': '/static/foodstim60/kiwi.jpg', 'key': 'u', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 17, 'loaded': True, 'loadedTime': 35327.5, 'positionName': 'LEFT', 'positionCoords': [489.04, 263.5], 'bid': 3.77}, {'imgObject': {}, 'id': 'pear', 'src': '/static/foodstim60/pear.jpg', 'key': 'i', 'origWidth': 411, 'origHeight': 410, 'width': 411, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 17, 'loaded': True, 'loadedTime': 35327.90000009537, 'positionName': 'RIGHT', 'positionCoords': [973.96, 263.5], 'bid': 4.03}]",35326.200000047684,1669837314098,kiwi,pear,3.77,4.03,0.26000000000000023,,pear,864.2000000476837,865,864.5,True,i,36696.299999952316,1370.0999999046326,1669837315468,1370,HRV,HRV_0197,2022-11-30 19:46:14
18,"[{'imgObject': {}, 'id': 'bagel plain', 'src': '/static/foodstim60/bagel plain.jpg', 'key': 'u', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 18, 'loaded': True, 'loadedTime': 36698.10000014305, 'positionName': 'LEFT', 'positionCoords': [489.04, 263.5], 'bid': 3.78}, {'imgObject': {}, 'id': 'kiwi', 'src': '/static/foodstim60/kiwi.jpg', 'key': 'i', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 18, 'loaded': True, 'loadedTime': 36698.5, 'positionName': 'RIGHT', 'positionCoords': [973.96, 263.5], 'bid': 3.77}]",36696.90000009537,1669837315469,bagel plain,kiwi,3.78,3.77,-0.009999999999999787,,bagel plain,869.2999999523163,869,869.5,True,u,38080.5,1383.5999999046326,1669837316853,1384,HRV,HRV_0197,2022-11-30 19:46:14
19,"[{'imgObject': {}, 'id': 'bagel plain', 'src': '/static/foodstim60/bagel plain.jpg', 'key': 'u', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 19, 'loaded': True, 'loadedTime': 38082.200000047684, 'positionName': 'LEFT', 'positionCoords': [489.04, 263.5], 'bid': 3.78}, {'imgObject': {}, 'id': 'popsicles', 'src': '/static/foodstim60/popsicles.jpg', 'key': 'i', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 19, 'loaded': True, 'loadedTime': 38082.5, 'positionName': 'RIGHT', 'positionCoords': [973.96, 263.5], 'bid': 0.5700000000000001}]",38081.10000014305,1669837316853,bagel plain,popsicles,3.78,0.5700000000000001,-3.21,,bagel plain,613.1999998092651,613,613.3999998569489,True,u,39213.60000014305,1132.5,1669837317986,1133,HRV,HRV_0197,2022-11-30 19:46:14
20,"[{'imgObject': {}, 'id': 'olives', 'src': '/static/foodstim60/olives.jpg', 'key': 'u', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 20, 'loaded': True, 'loadedTime': 39215.40000009537, 'positionName': 'LEFT', 'positionCoords': [489.04, 263.5], 'bid': 1.21}, {'imgObject': {}, 'id': 'hashbrowns', 'src': '/static/foodstim60/hashbrowns.jpg', 'key': 'i', 'origWidth': 411, 'origHeight': 410, 'width': 411, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 20, 'loaded': True, 'loadedTime': 39215.60000014305, 'positionName': 'RIGHT', 'positionCoords': [973.96, 263.5], 'bid': 1.5}]",39214.200000047684,1669837317986,olives,hashbrowns,1.21,1.5,0.29000000000000004,,olives,887.9000000953674,888,888.2999999523163,True,u,40615.60000014305,1401.4000000953674,1669837319388,1402,HRV,HRV_0197,2022-11-30 19:46:14
21,"[{'imgObject': {}, 'id': 'fried eggs', 'src': '/static/foodstim60/fried eggs.jpg', 'key': 'u', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 21, 'loaded': True, 'loadedTime': 40617.40000009537, 'positionName': 'LEFT', 'positionCoords': [489.04, 263.5], 'bid': 9.85}, {'imgObject': {}, 'id': 'grilled chicken strips', 'src': '/static/foodstim60/grilled chicken strips.jpg', 'key': 'i', 'origWidth': 410, 'origHeight': 411, 'width': 410, 'height': 411, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 21, 'loaded': True, 'loadedTime': 40617.5, 'positionName': 'RIGHT', 'positionCoords': [973.96, 263], 'bid': 8.9}]",40616.200000047684,1669837319388,fried eggs,grilled chicken strips,9.85,8.9,-0.9499999999999993,,fried eggs,1126,1127,1126.4000000953674,True,u,42250.299999952316,1634.0999999046326,1669837321022,1634,HRV,HRV_0197,2022-11-30 19:46:14
22,"[{'imgObject': {}, 'id': 'cherries', 'src': '/static/foodstim60/cherries.jpg', 'key': 'u', 'origWidth': 410, 'origHeight': 411, 'width': 410, 'height': 411, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 22, 'loaded': True, 'loadedTime': 42252, 'positionName': 'LEFT', 'positionCoords': [489.04, 263], 'bid': 7.71}, {'imgObject': {}, 'id': 'avocado', 'src': '/static/foodstim60/avocado.jpg', 'key': 'i', 'origWidth': 409, 'origHeight': 409, 'width': 409, 'height': 409, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 22, 'loaded': True, 'loadedTime': 42252.40000009537, 'positionName': 'RIGHT', 'positionCoords': [973.96, 264], 'bid': 7.82}]",42250.90000009537,1669837321023,cherries,avocado,7.71,7.82,0.11000000000000032,,cherries,619.2999999523163,619,619.5,True,u,43384.799999952316,1133.8999998569489,1669837322157,1134,HRV,HRV_0197,2022-11-30 19:46:14
23,"[{'imgObject': {}, 'id': 'sushi w_condiments', 'src': '/static/foodstim60/sushi w_condiments.jpg', 'key': 'u', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 23, 'loaded': True, 'loadedTime': 43386.5, 'positionName': 'LEFT', 'positionCoords': [489.04, 263.5], 'bid': 8.86}, {'imgObject': {}, 'id': 'mac & cheese', 'src': '/static/foodstim60/mac & cheese.jpg', 'key': 'i', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 23, 'loaded': True, 'loadedTime': 43387, 'positionName': 'RIGHT', 'positionCoords': [973.96, 263.5], 'bid': 3.76}]",43385.40000009537,1669837322157,sushi w_condiments,mac & cheese,8.86,3.76,-5.1,,sushi w_condiments,797,798,797.2999999523163,True,u,44688.799999952316,1303.3999998569489,1669837323461,1304,HRV,HRV_0197,2022-11-30 19:46:14
24,"[{'imgObject': {}, 'id': 'sweetpotato', 'src': '/static/foodstim60/sweetpotato.jpg', 'key': 'u', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 24, 'loaded': True, 'loadedTime': 44690.700000047684, 'positionName': 'LEFT', 'positionCoords': [489.04, 263.5], 'bid': 1.05}, {'imgObject': {}, 'id': 'hashbrowns', 'src': '/static/foodstim60/hashbrowns.jpg', 'key': 'i', 'origWidth': 411, 'origHeight': 410, 'width': 411, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 24, 'loaded': True, 'loadedTime': 44690.90000009537, 'positionName': 'RIGHT', 'positionCoords': [973.96, 263.5], 'bid': 1.5}]",44689.40000009537,1669837323461,sweetpotato,hashbrowns,1.05,1.5,0.44999999999999996,,hashbrowns,909.0999999046326,910,909.2000000476837,True,i,46111.10000014305,1421.7000000476837,1669837324883,1422,HRV,HRV_0197,2022-11-30 19:46:14
25,"[{'imgObject': {}, 'id': 'hotdog w must', 'src': '/static/foodstim60/hotdog w must.jpg', 'key': 'u', 'origWidth': 409, 'origHeight': 409, 'width': 409, 'height': 409, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 25, 'loaded': True, 'loadedTime': 46112.799999952316, 'positionName': 'LEFT', 'positionCoords': [490.04, 264], 'bid': 2}, {'imgObject': {}, 'id': 'granola w milk', 'src': '/static/foodstim60/granola w milk.jpg', 'key': 'i', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 25, 'loaded': True, 'loadedTime': 46113, 'positionName': 'RIGHT', 'positionCoords': [973.96, 263.5], 'bid': 1.94}]",46111.60000014305,1669837324884,hotdog w must,granola w milk,2.0,1.94,-0.06000000000000005,,granola w milk,806.5999999046326,806,806.8999998569489,True,i,47437.0,1325.3999998569489,1669837326209,1325,HRV,HRV_0197,2022-11-30 19:46:14
26,"[{'imgObject': {}, 'id': 'pear', 'src': '/static/foodstim60/pear.jpg', 'key': 'u', 'origWidth': 411, 'origHeight': 410, 'width': 411, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 26, 'loaded': True, 'loadedTime': 47438.60000014305, 'positionName': 'LEFT', 'positionCoords': [488.04, 263.5], 'bid': 4.03}, {'imgObject': {}, 'id': 'cheerios', 'src': '/static/foodstim60/cheerios.jpg', 'key': 'i', 'origWidth': 409, 'origHeight': 410, 'width': 409, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 26, 'loaded': True, 'loadedTime': 47439.10000014305, 'positionName': 'RIGHT', 'positionCoords': [973.96, 263.5], 'bid': 0.61}]",47437.5,1669837326210,pear,cheerios,4.03,0.61,-3.4200000000000004,,pear,744.7999999523163,745,745.1000001430511,True,u,48691.0,1253.5,1669837327463,1253,HRV,HRV_0197,2022-11-30 19:46:14
