success,trial_type,trial_index,time_elapsed,internal_node_id,missTrial,missTrialMsg,Block,TrialNumber,TrialTime,trialTimeDiff,FPS_avg,FPS_med,FPS_mode,TrialDur,winResizeTime,rt,block,button_pressed,MotCoh,MotDir,ColCoh,Color,ChoiceKey,Choice,Accuracy,RT,nFrames,FPS,PPD,onsetDelay,fullScreenExitTime,canvCenter,TrialType,Score,BlockTrial,stimulus,button_labels,exp,subjectId,date
True,fullscreen,0,32423,0.0-0.0,True,undefinedblurEvent ,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HRV,HRV_0306,2022-11-30 21:52:39
,wl-check-fps,1,36439,0.0-1.0,,,0.0,1.0,"[33934.8, 33945, 33952.9, 33967.2, 33979.3, 33992.8, 34006.3, 34019.6, 34045.5, 34050.8, 34082.2, 34088.4, 34106.9, 34118.7, 34127.2, 34139.1, 34152.1, 34166.2, 34179.1, 34192.1, 34207.1, 34219.3, 34233.3, 34246.3, 34259.3, 34272.2, 34286.9, 34300.5, 34312.4, 34326.3, 34344.1, 34353.9, 34370.6, 34383.4, 34393.9, 34405.9, 34418.9, 34432, 34446, 34459, 34472.1, 34486.1, 34499, 34512.1, 34527.4, 34539, 34552.1, 34566, 34579, 34592.4, 34606.1, 34619, 34632, 34646.1, 34659, 34672.7, 34686.1, 34699, 34712.9, 34726.2, 34739, 34752.9, 34766.2, 34779, 34792.7, 34809.8, 34819, 34832.7, 34846, 34859, 34872.2, 34886.1, 34899, 34912.8, 34926, 34939, 34952.8, 34966.1, 34979.1, 34992.7, 35009, 35022.2, 35035.7, 35046, 35058.9, 35072, 35086, 35099.1, 35113.6, 35126.2, 35139.3, 35152.2, 35166.3, 35179.2, 35192.2, 35206.2, 35219.3, 35232.2, 35246.2, 35259.2, 35272.1, 35286.2, 35299.2, 35312.3, 35327.1, 35340.6, 35353, 35367.2, 35380.2, 35393, 35407.1, 35419, 35432.5, 35446.1, 35459, 35472.8, 35486.1, 35499, 35512.7, 35529.8, 35543.3, 35556.1, 35566, 35582.3, 35595.3, 35606, 35619, 35632.1, 35646.1, 35659.1, 35672.1, 35686.1, 35699, 35712.7, 35726, 35739.1, 35752.1, 35766.1, 35779.1, 35792.1, 35810.8, 35819.2, 35832, 35846.1, 35859.2, 35872, 35886.1, 35899.2, 35912.2, 35926.2, 35939.1, 35952.1, 35966.1, 35979.1, 35992.2, 36006.1, 36019.1, 36032.3, 36046.2, 36059.1, 36072.1, 36086.1, 36099.1, 36112.2, 36126.1, 36139.1, 36152.1, 36166.1, 36179.2, 36192.1, 36206.1, 36219.1, 36232.2, 36246.2, 36259.2, 36272.1, 36286.1, 36299.1, 36312.1, 36326.1, 36339.2, 36352.1, 36366.2, 36379.1, 36392.1, 36406.2, 36419, 36432.1, 36446.2, 36459.1, 36472.1, 36486.2, 36499.1, 36512.1, 36528, 36539.2, 36552.3, 36566.2, 36579.1, 36592.1, 36606.2, 36619.1, 36632.8, 36646.1, 36659.1, 36672.2, 36686.2, 36699.2, 36712.3, 36726.2, 36739.2, 36752.3, 36766.1, 36779.1, 36792.3, 36810.4, 36819.2, 36832.2, 36846.2, 36859.1, 36872.8, 36886.1, 36899.1, 36912.2, 36926.1, 36942.6, 36956.3, 36969.1, 36981.3, 36992, 37006.1, 37019.2, 37032, 37046.2, 37059.1, 37072.2, 37086.3, 37099.1, 37112.2, 37126.1, 37139.2, 37152, 37166.2, 37179.2, 37192, 37206.2, 37219.2, 37232.1, 37246.2, 37259.2, 37272.2, 37286.2, 37299.2, 37312.2, 37326.1, 37339.1, 37352.3, 37366.2, 37379.3, 37393, 37406.1, 37419.2, 37432.2, 37446.1, 37459.2, 37472.3, 37486.2, 37499.1, 37512.2, 37526.5, 37539.1, 37552.2, 37566.3, 37580.3, 37592.7, 37609.2, 37622.2, 37632.4, 37645.6, 37660.3, 37672.3, 37686.3, 37700.2, 37712.3, 37726.3, 37740.3, 37752.3, 37766.2, 37783.3, 37795.7, 37809.2, 37823.3, 37832.5, 37846.3, 37859.1, 37872.1, 37886.2, 37899.2, 37912.3, 37926.3]","[5.7, 10.2, 7.9, 14.3, 12.1, 13.5, 13.5, 13.3, 25.9, 5.3, 31.4, 6.2, 18.5, 11.8, 8.5, 11.9, 13, 14.1, 12.9, 13, 15, 12.2, 14, 13, 13, 12.9, 14.7, 13.6, 11.9, 13.9, 17.8, 9.8, 16.7, 12.8, 10.5, 12, 13, 13.1, 14, 13, 13.1, 14, 12.9, 13.1, 15.3, 11.6, 13.1, 13.9, 13, 13.4, 13.7, 12.9, 13, 14.1, 12.9, 13.7, 13.4, 12.9, 13.9, 13.3, 12.8, 13.9, 13.3, 12.8, 13.7, 17.1, 9.2, 13.7, 13.3, 13, 13.2, 13.9, 12.9, 13.8, 13.2, 13, 13.8, 13.3, 13, 13.6, 16.3, 13.2, 13.5, 10.3, 12.9, 13.1, 14, 13.1, 14.5, 12.6, 13.1, 12.9, 14.1, 12.9, 13, 14, 13.1, 12.9, 14, 13, 12.9, 14.1, 13, 13.1, 14.8, 13.5, 12.4, 14.2, 13, 12.8, 14.1, 11.9, 13.5, 13.6, 12.9, 13.8, 13.3, 12.9, 13.7, 17.1, 13.5, 12.8, 9.9, 16.3, 13, 10.7, 13, 13.1, 14, 13, 13, 14, 12.9, 13.7, 13.3, 13.1, 13, 14, 13, 13, 18.7, 8.4, 12.8, 14.1, 13.1, 12.8, 14.1, 13.1, 13, 14, 12.9, 13, 14, 13, 13.1, 13.9, 13, 13.2, 13.9, 12.9, 13, 14, 13, 13.1, 13.9, 13, 13, 14, 13.1, 12.9, 14, 13, 13.1, 14, 13, 12.9, 14, 13, 13, 14, 13.1, 12.9, 14.1, 12.9, 13, 14.1, 12.8, 13.1, 14.1, 12.9, 13, 14.1, 12.9, 13, 15.9, 11.2, 13.1, 13.9, 12.9, 13, 14.1, 12.9, 13.7, 13.3, 13, 13.1, 14, 13, 13.1, 13.9, 13, 13.1, 13.8, 13, 13.2, 18.1, 8.8, 13, 14, 12.9, 13.7, 13.3, 13, 13.1, 13.9, 16.5, 13.7, 12.8, 12.2, 10.7, 14.1, 13.1, 12.8, 14.2, 12.9, 13.1, 14.1, 12.8, 13.1, 13.9, 13.1, 12.8, 14.2, 13, 12.8, 14.2, 13, 12.9, 14.1, 13, 13, 14, 13, 13, 13.9, 13, 13.2, 13.9, 13.1, 13.7, 13.1, 13.1, 13, 13.9, 13.1, 13.1, 13.9, 12.9, 13.1, 14.3, 12.6, 13.1, 14.1, 14, 12.4, 16.5, 13, 10.2, 13.2, 14.7, 12, 14, 13.9, 12.1, 14, 14, 12, 13.9, 17.1, 12.4, 13.5, 14.1, 9.2, 13.8, 12.8, 13, 14.1, 13, 13.1, 14]",75.0,74.0,77.0,4010.2,[],,,,,,,,,,,,,,,,,,,,,,,HRV,HRV_0306,2022-11-30 21:52:39
,wl-html-keyboard-response,2,55709,0.0-2.0-0.0,,,0.0,2.0,,,,,,,,17247.800000190735,0.0,0,,,,,,,,,,,,,,,,,,,,HRV,HRV_0306,2022-11-30 21:52:39
,wl-rdm,3,66635,0.0-3.0-0.0,False,,0.0,3.0,,,,,,,[],,,,0.0,0.0,87.9,0.0,u,0.0,True,5344.300000190735,399.0,77.0,40.0,3000.0,[],"[576, 432]",ColorTask_Demo,,,,,HRV,HRV_0306,2022-11-30 21:52:39
,wl-rdm,4,72222,0.0-3.0-1.0,False,,0.0,4.0,,,,,,,[],,,,0.0,0.0,87.9,1.0,i,1.0,True,1512.5999999046326,112.0,77.0,40.0,2000.0,[],"[576, 432]",ColorTask_Demo,,,,,HRV,HRV_0306,2022-11-30 21:52:39
,wl-html-keyboard-response,5,81252,0.0-3.0-2.0,,,0.0,5.0,,,,,,,,7021.299999713898,0.0,1,,,,,,,,,,,,,,,,,,,,HRV,HRV_0306,2022-11-30 21:52:39
,wl-html-keyboard-response,6,93996,0.0-4.0-0.0,,,0.0,6.0,,,,,,,,10734.89999961853,0.0,0,,,,,,,,,,,,,,,,,,,,HRV,HRV_0306,2022-11-30 21:52:39
,wl-html-keyboard-response,7,102148,0.0-5.0-0.0,,,0.0,7.0,,,,,,,,6142.5,0.0,0,,,,,,,,,,,,,,,,,,,,HRV,HRV_0306,2022-11-30 21:52:39
,wl-rdm,8,104354,0.0-6.0-0.0,False,,0.0,8.0,,,,,,,[],,,,,,56.4,1.0,i,1.0,True,781.4999995231628,58.0,77.0,40.0,361.59221970392724,[],"[576, 432]",ColorTask,1.0,1.0,,,HRV,HRV_0306,2022-11-30 21:52:39
,wl-rdm,9,106674,0.0-6.1-0.1,False,,0.0,9.0,,,,,,,[],,,,,,53.2,0.0,i,1.0,False,954.6000003814697,72.0,77.0,40.0,310.4761014527048,[],"[576, 432]",ColorTask,0.0,2.0,,,HRV,HRV_0306,2022-11-30 21:52:39
