trialN,QuestionNum,Question,Answer,QuestionRating,AnswerRating,exp,subjectId,date
0.0,407,What slightly hallucinogenic spice did Malcolm X use to get high while in prison? ,Nutmeg,Know,NaN,HRV,HRV_0029,2022-11-30 17:34:32
1.0,416,"""Project Kansas"" was the name for the top secret 1985 attempt to revamp what product?",Coca-Cola,Know,NaN,HRV,HRV_0029,2022-11-30 17:34:32
2.0,255,What rubber Wham-O toy inspired the name of one of the world's largest sporting events? ,The Super Bowl ,Know,NaN,HRV,HRV_0029,2022-11-30 17:34:32
3.0,125,"What 1990's movie was filmed on a budget of $60,000 but grossed over $100 million? ",The Blair Witch Project,Know,NaN,HRV,HRV_0029,2022-11-30 17:34:32
4.0,310,What's the only stock from the original Dow Jones Industrial Average that's still used in computing the index?,General Electric ,Know,NaN,HRV,HRV_0029,2022-11-30 17:34:32
5.0,414,Who invented condensed milk in 1856? ,"Gail Borden, Jr. ",35,20,HRV,HRV_0029,2022-11-30 17:34:32
6.0,24,"At age 11, who accidentally discovered the true identity of his baseball pitcher father while searching his mother's closet for hidden Christmas presents? ",Tim McGraw,19,40,HRV,HRV_0029,2022-11-30 17:34:32
7.0,320,Where is the only active diamond mine in the U.S.?,Arkansas ,Know,NaN,HRV,HRV_0029,2022-11-30 17:34:32
8.0,31,Challenger Astronaut Bruce McCandless II became Earth's first human to ever do what?,Untethered space walk,22,49,HRV,HRV_0029,2022-11-30 17:34:32
9.0,360,Whittaker Chambers hid Alger Hiss's purloined State Department documents in a hollowed-out what?,Pumpkin,Know,NaN,HRV,HRV_0029,2022-11-30 17:34:32
