trialN,stimuli,trialStartTime,trialStartTime_UNIX,stimulus1,stimulus2,stimulus1Bid,stimulus2Bid,delta,selected,rt,rt_UNIX,rt_perfnow,receivedResponse,rsp,trialEndTime,trialDuration,trialEndTime_UNIX,trialDuration_UNIX,trialEvents,exp,subjectId,date
0,"[{'imgObject': {}, 'id': 'seaweed', 'src': '/static/foodstim60/seaweed.jpg', 'key': 'u', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 0, 'loaded': True, 'loadedTime': 2924.7999999523163, 'positionName': 'LEFT', 'positionCoords': [242.8, 179], 'bid': 0}, {'imgObject': {}, 'id': 'cherries', 'src': '/static/foodstim60/cherries.jpg', 'key': 'i', 'origWidth': 410, 'origHeight': 411, 'width': 410, 'height': 411, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 0, 'loaded': True, 'loadedTime': 2987.2999999523163, 'positionName': 'RIGHT', 'positionCoords': [707.2, 178.5], 'bid': 1.07}]",4626.099999904633,1669834313498,seaweed,cherries,0.0,1.07,1.07,seaweed,2980.7000000476837,2981,2981.4000000953674,True,u,8120.399999976158,3494.3000000715256,1669834316992,3494,,HRV,HRV_0215,2022-11-30 18:56:57
1,"[{'imgObject': {}, 'id': 'bagel plain', 'src': '/static/foodstim60/bagel plain.jpg', 'key': 'u', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 1, 'loaded': True, 'loadedTime': 2989.1999999284744, 'positionName': 'LEFT', 'positionCoords': [242.8, 179], 'bid': 4.94}, {'imgObject': {}, 'id': 'raisin bran w milk', 'src': '/static/foodstim60/raisin bran w milk.jpg', 'key': 'i', 'origWidth': 411, 'origHeight': 411, 'width': 411, 'height': 411, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 1, 'loaded': True, 'loadedTime': 3014.899999976158, 'positionName': 'RIGHT', 'positionCoords': [707.2, 178.5], 'bid': 4.92}]",8121.899999976158,1669834316994,bagel plain,raisin bran w milk,4.94,4.92,-0.020000000000000462,raisin bran w milk,1940.5,1941,1940.7999999523163,True,i,10574.899999976158,2453.0,1669834319447,2453,,HRV,HRV_0215,2022-11-30 18:56:57
2,"[{'imgObject': {}, 'id': 'apple slices', 'src': '/static/foodstim60/apple slices.jpg', 'key': 'u', 'origWidth': 409, 'origHeight': 410, 'width': 409, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 2, 'loaded': True, 'loadedTime': 3042.1999999284744, 'positionName': 'LEFT', 'positionCoords': [243.8, 179], 'bid': 0.55}, {'imgObject': {}, 'id': 'blackbeanswithrice', 'src': '/static/foodstim60/blackbeanswithrice.jpg', 'key': 'i', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 2, 'loaded': True, 'loadedTime': 3042.2999999523163, 'positionName': 'RIGHT', 'positionCoords': [707.2, 179], 'bid': 0}]",10576.699999928474,1669834319449,apple slices,blackbeanswithrice,0.55,0.0,-0.55,blackbeanswithrice,1979.5,1979,1979.8999999761581,True,i,13066.299999952316,2489.600000023842,1669834321938,2489,,HRV,HRV_0215,2022-11-30 18:56:57
3,"[{'imgObject': {}, 'id': 'tacos', 'src': '/static/foodstim60/tacos.jpg', 'key': 'u', 'origWidth': 411, 'origHeight': 411, 'width': 411, 'height': 411, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 3, 'loaded': True, 'loadedTime': 3096.399999976158, 'positionName': 'LEFT', 'positionCoords': [241.8, 178.5], 'bid': 3.16}, {'imgObject': {}, 'id': 'burrito', 'src': '/static/foodstim60/burrito.jpg', 'key': 'i', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 3, 'loaded': True, 'loadedTime': 3098.1999999284744, 'positionName': 'RIGHT', 'positionCoords': [707.2, 179], 'bid': 6.6000000000000005}]",13068.099999904633,1669834321940,tacos,burrito,3.16,6.6000000000000005,3.4400000000000004,tacos,1353.1000000238419,1353,1353.4000000953674,True,u,14936.199999928474,1868.1000000238419,1669834323808,1868,,HRV,HRV_0215,2022-11-30 18:56:57
4,"[{'imgObject': {}, 'id': 'raspberries', 'src': '/static/foodstim60/raspberries.jpg', 'key': 'u', 'origWidth': 411, 'origHeight': 411, 'width': 411, 'height': 411, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 4, 'loaded': True, 'loadedTime': 3146.7999999523163, 'positionName': 'LEFT', 'positionCoords': [241.8, 178.5], 'bid': 0.2}, {'imgObject': {}, 'id': 'olives', 'src': '/static/foodstim60/olives.jpg', 'key': 'i', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 4, 'loaded': True, 'loadedTime': 3148.5999999046326, 'positionName': 'RIGHT', 'positionCoords': [707.2, 179], 'bid': 0}]",14938.699999928474,1669834323811,raspberries,olives,0.2,0.0,-0.2,raspberries,2456.8000000715256,2457,2457.0,True,u,17903.799999952316,2965.100000023842,1669834326776,2965,,HRV,HRV_0215,2022-11-30 18:56:57
5,"[{'imgObject': {}, 'id': 'orange slices', 'src': '/static/foodstim60/orange slices.jpg', 'key': 'u', 'origWidth': 409, 'origHeight': 410, 'width': 409, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 5, 'loaded': True, 'loadedTime': 3173.899999976158, 'positionName': 'LEFT', 'positionCoords': [243.8, 179], 'bid': 0}, {'imgObject': {}, 'id': 'Grapes', 'src': '/static/foodstim60/Grapes.jpg', 'key': 'i', 'origWidth': 411, 'origHeight': 411, 'width': 411, 'height': 411, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 5, 'loaded': True, 'loadedTime': 3174.0999999046326, 'positionName': 'RIGHT', 'positionCoords': [707.2, 178.5], 'bid': 1.13}]",17906.299999952316,1669834326778,orange slices,Grapes,0.0,1.13,1.13,Grapes,1250.7999999523163,1251,1251.0,True,i,19674.199999928474,1767.8999999761581,1669834328546,1768,,HRV,HRV_0215,2022-11-30 18:56:57
6,"[{'imgObject': {}, 'id': 'rigatoni and sauce', 'src': '/static/foodstim60/rigatoni and sauce.jpg', 'key': 'u', 'origWidth': 410, 'origHeight': 411, 'width': 410, 'height': 411, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 6, 'loaded': True, 'loadedTime': 3205.7999999523163, 'positionName': 'LEFT', 'positionCoords': [242.8, 178.5], 'bid': 3.36}, {'imgObject': {}, 'id': 'mashed potato', 'src': '/static/foodstim60/mashed potato.jpg', 'key': 'i', 'origWidth': 409, 'origHeight': 409, 'width': 409, 'height': 409, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 6, 'loaded': True, 'loadedTime': 3232.5999999046326, 'positionName': 'RIGHT', 'positionCoords': [707.2, 179.5], 'bid': 6.83}]",19676.5,1669834328548,rigatoni and sauce,mashed potato,3.36,6.83,3.47,mashed potato,1419.1999999284744,1420,1419.5,True,i,21612.599999904633,1936.0999999046326,1669834330484,1936,,HRV,HRV_0215,2022-11-30 18:56:57
7,"[{'imgObject': {}, 'id': 'cherries', 'src': '/static/foodstim60/cherries.jpg', 'key': 'u', 'origWidth': 410, 'origHeight': 411, 'width': 410, 'height': 411, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 7, 'loaded': True, 'loadedTime': 2963.899999976158, 'positionName': 'LEFT', 'positionCoords': [242.8, 178.5], 'bid': 1.07}, {'imgObject': {}, 'id': 'sweetpotato', 'src': '/static/foodstim60/sweetpotato.jpg', 'key': 'i', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 7, 'loaded': True, 'loadedTime': 3259.0999999046326, 'positionName': 'RIGHT', 'positionCoords': [707.2, 179], 'bid': 0.13}]",21614.399999976158,1669834330486,cherries,sweetpotato,1.07,0.13,-0.9400000000000001,sweetpotato,1969.1000000238419,1970,1969.6000000238419,True,i,24096.099999904633,2481.6999999284744,1669834332968,2482,,HRV,HRV_0215,2022-11-30 18:56:57
8,"[{'imgObject': {}, 'id': 'salad w chicken', 'src': '/static/foodstim60/salad w chicken.jpg', 'key': 'u', 'origWidth': 411, 'origHeight': 411, 'width': 411, 'height': 411, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 8, 'loaded': True, 'loadedTime': 3278.899999976158, 'positionName': 'LEFT', 'positionCoords': [241.8, 178.5], 'bid': 6.11}, {'imgObject': {}, 'id': 'raisin bran w milk', 'src': '/static/foodstim60/raisin bran w milk.jpg', 'key': 'i', 'origWidth': 411, 'origHeight': 411, 'width': 411, 'height': 411, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 8, 'loaded': True, 'loadedTime': 3016.6999999284744, 'positionName': 'RIGHT', 'positionCoords': [707.2, 178.5], 'bid': 4.92}]",24097.799999952316,1669834332970,salad w chicken,raisin bran w milk,6.11,4.92,-1.1900000000000004,salad w chicken,1679.8999999761581,1680,1680.2000000476837,True,u,26297.899999976158,2200.100000023842,1669834335170,2200,,HRV,HRV_0215,2022-11-30 18:56:57
9,"[{'imgObject': {}, 'id': 'kiwi', 'src': '/static/foodstim60/kiwi.jpg', 'key': 'u', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 9, 'loaded': True, 'loadedTime': 3280.0999999046326, 'positionName': 'LEFT', 'positionCoords': [242.8, 179], 'bid': 5.19}, {'imgObject': {}, 'id': 'turkeysandwich', 'src': '/static/foodstim60/turkeysandwich.jpg', 'key': 'i', 'origWidth': 409, 'origHeight': 409, 'width': 409, 'height': 409, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 9, 'loaded': True, 'loadedTime': 3293, 'positionName': 'RIGHT', 'positionCoords': [707.2, 179.5], 'bid': 7.08}]",26300.199999928474,1669834335172,kiwi,turkeysandwich,5.19,7.08,1.8899999999999997,turkeysandwich,1237.2000000476837,1238,1237.5,True,i,28054.899999976158,1754.7000000476837,1669834336927,1755,,HRV,HRV_0215,2022-11-30 18:56:57
