success,trial_type,trial_index,time_elapsed,internal_node_id,Block,TrialNumber,TrialTime,trialTimeDiff,FPS_avg,FPS_med,FPS_mode,TrialDur,winResizeTime,rt,block,button_pressed,missTrial,missTrialMsg,MotCoh,MotDir,ColCoh,Color,ChoiceKey,Choice,Accuracy,RT,nFrames,FPS,PPD,onsetDelay,fullScreenExitTime,canvCenter,TrialType,Score,BlockTrial,stimulus,button_labels,exp,subjectId,date
True,fullscreen,0,7274,0.0-0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HRV,HRV_0089,2022-11-30 18:48:05
,wl-check-fps,1,12268,0.0-1.0,0.0,2.0,"[7576.8, 7580.4, 7598.2, 7613.5, 7631.2, 7648.2, 7664.9, 7680.5, 7698, 7714.7, 7731.3, 7747.8, 7764.9, 7780.8, 7798, 7815.2, 7831.6, 7848.5, 7864, 7881.2, 7897.4, 7914.8, 7931.1, 7947.1, 7963.9, 7981.5, 7998, 8014.1, 8031.6, 8047.8, 8064.6, 8081.8, 8097.8, 8115.2, 8131.2, 8148.4, 8164.4, 8182, 8198.2, 8215.5, 8231.7, 8248, 8264.7, 8280.9, 8297.9, 8314.3, 8332, 8347.5, 8365.3, 8380.6, 8398.6, 8414.3, 8430.6, 8447.7, 8465.1, 8480.9, 8497.9, 8515.1, 8530.9, 8548, 8565.8, 8582, 8598.7, 8615, 8631.6, 8648.4, 8671, 8681.2, 8698.4, 8715.4, 8732.3, 8747.5, 8765.2, 8781.6, 8798.5, 8814.3, 8831.3, 8848.2, 8863.9, 8881.8, 8898.5, 8914.6, 8931.3, 8948, 8964, 8982.1, 8998.5, 9015, 9031.3, 9048.2, 9065.5, 9081.5, 9098.4, 9115.3, 9130.9, 9148.1, 9164.9, 9181.9, 9197.9, 9215.1, 9231.6, 9248.2, 9265.2, 9281.2, 9297, 9314.9, 9331.3, 9347.3, 9363.8, 9380.5, 9397.7, 9415, 9430.8, 9448.2, 9463.5, 9480.4, 9498.1, 9513.8, 9530.3, 9547.5, 9564.4, 9581.5, 9598, 9614.9, 9631.7, 9648.3, 9665.2, 9680.6, 9697.3, 9714.8, 9730.3, 9747.7, 9764.5, 9780.5, 9798.3, 9814.6, 9832.1, 9847.9, 9864.7, 9881.4, 9897.6, 9913.9, 9930.3, 9948, 9964.5, 9981.9, 9998, 10015, 10032.2, 10048.7, 10065, 10081, 10098.4, 10114.9, 10130.9, 10148.5, 10164.3, 10181.7, 10198, 10214.2, 10231.9, 10247.7, 10265.2, 10281.7, 10298.1, 10314.9, 10331.2, 10347.9, 10365, 10381.8, 10397.8, 10414.6, 10431.5, 10448.6, 10463.9, 10481.1, 10497.3, 10514.5, 10531.1, 10548.2, 10564.5, 10582.1, 10597.9, 10614, 10632.1, 10647.8, 10664.7, 10681.7, 10698.3, 10715, 10731.7, 10748.2, 10764.7, 10781.2, 10797.8, 10815, 10830.9, 10847.2, 10865, 10880.4, 10898.1, 10915, 10930.3, 10948.5, 10964.5, 10980.6, 10999, 11015.3, 11031.5, 11048.7, 11064.8, 11081.9, 11098.5, 11115.8, 11131.9, 11148.5, 11165.5, 11181.2, 11198.9, 11215.6, 11231.2, 11247.7, 11264.1, 11282, 11297.7, 11314.4, 11331.5, 11347.4, 11365.5, 11381.8, 11398.4, 11414.7, 11431.8, 11448.6, 11464.1, 11480.7, 11498, 11515.4, 11531.5, 11547.3, 11564.1, 11581.4, 11599, 11613.9, 11631.4, 11647.3, 11665.4, 11681.2, 11697.9, 11715.4, 11731.2, 11748.6, 11765.2, 11781.2, 11798.2, 11814, 11830.9, 11847.8, 11865.3, 11881.4, 11897.6, 11915.3, 11930.9, 11948, 11964.5, 11980.7, 11998.2, 12014, 12031.2, 12047.4, 12064, 12080.7, 12098, 12114.1, 12131.8, 12148, 12164.5, 12181.2, 12197.4, 12215.4, 12230.6, 12247.4, 12264.8, 12281.2, 12298.3, 12314.4, 12331, 12348.7, 12364.9, 12382.2, 12397.8, 12414.6, 12430.4, 12448.8, 12464.5, 12481.7, 12497.9, 12515, 12531.1, 12548.2]","[1.1, 3.6, 17.8, 15.3, 17.7, 17, 16.7, 15.6, 17.5, 16.7, 16.6, 16.5, 17.1, 15.9, 17.2, 17.2, 16.4, 16.9, 15.5, 17.2, 16.2, 17.4, 16.3, 16, 16.8, 17.6, 16.5, 16.1, 17.5, 16.2, 16.8, 17.2, 16, 17.4, 16, 17.2, 16, 17.6, 16.2, 17.3, 16.2, 16.3, 16.7, 16.2, 17, 16.4, 17.7, 15.5, 17.8, 15.3, 18, 15.7, 16.3, 17.1, 17.4, 15.8, 17, 17.2, 15.8, 17.1, 17.8, 16.2, 16.7, 16.3, 16.6, 16.8, 22.6, 10.2, 17.2, 17, 16.9, 15.2, 17.7, 16.4, 16.9, 15.8, 17, 16.9, 15.7, 17.9, 16.7, 16.1, 16.7, 16.7, 16, 18.1, 16.4, 16.5, 16.3, 16.9, 17.3, 16, 16.9, 16.9, 15.6, 17.2, 16.8, 17, 16, 17.2, 16.5, 16.6, 17, 16, 15.8, 17.9, 16.4, 16, 16.5, 16.7, 17.2, 17.3, 15.8, 17.4, 15.3, 16.9, 17.7, 15.7, 16.5, 17.2, 16.9, 17.1, 16.5, 16.9, 16.8, 16.6, 16.9, 15.4, 16.7, 17.5, 15.5, 17.4, 16.8, 16, 17.8, 16.3, 17.5, 15.8, 16.8, 16.7, 16.2, 16.3, 16.4, 17.7, 16.5, 17.4, 16.1, 17, 17.2, 16.5, 16.3, 16, 17.4, 16.5, 16, 17.6, 15.8, 17.4, 16.3, 16.2, 17.7, 15.8, 17.5, 16.5, 16.4, 16.8, 16.3, 16.7, 17.1, 16.8, 16, 16.8, 16.9, 17.1, 15.3, 17.2, 16.2, 17.2, 16.6, 17.1, 16.3, 17.6, 15.8, 16.1, 18.1, 15.7, 16.9, 17, 16.6, 16.7, 16.7, 16.5, 16.5, 16.5, 16.6, 17.2, 15.9, 16.3, 17.8, 15.4, 17.7, 16.9, 15.3, 18.2, 16, 16.1, 18.4, 16.3, 16.2, 17.2, 16.1, 17.1, 16.6, 17.3, 16.1, 16.6, 17, 15.7, 17.7, 16.7, 15.6, 16.5, 16.4, 17.9, 15.7, 16.7, 17.1, 15.9, 18.1, 16.3, 16.6, 16.3, 17.1, 16.8, 15.5, 16.6, 17.3, 17.4, 16.1, 15.8, 16.8, 17.3, 17.6, 14.9, 17.5, 15.9, 18.1, 15.8, 16.7, 17.5, 15.8, 17.4, 16.6, 16, 17, 15.8, 16.9, 16.9, 17.5, 16.1, 16.2, 17.7, 15.6, 17.1, 16.5, 16.2, 17.5, 15.8, 17.2, 16.2, 16.6, 16.7, 17.3, 16.1, 17.7, 16.2, 16.5, 16.7, 16.2, 18, 15.2, 16.8, 17.4, 16.4, 17.1, 16.1, 16.6, 17.7, 16.2, 17.3, 15.6, 16.8, 15.8, 18.4, 15.7, 17.2, 16.2, 17.1, 16.1, 17.1]",60.0,61.0,59.0,4988.7,[],,,,,,,,,,,,,,,,,,,,,,,,,HRV,HRV_0089,2022-11-30 18:48:05
,wl-html-keyboard-response,2,2663776,0.0-2.0-0.0,0.0,2.0,,,,,,,,2649566.700000003,0.0,0,True,undefinedblurEvent ,,,,,,,,,,,,,,,,,,,,HRV,HRV_0089,2022-11-30 18:48:05
,wl-rdm,3,2671084,0.0-3.0-0.0,0.0,3.0,,,,,,,[],,,,False,,0.0,0.0,87.9,0.0,u,0.0,True,1702.9999999850988,103.0,59.0,40.0,3000.0,[],"[720, 450]",ColorTask_Demo,,,,,HRV,HRV_0089,2022-11-30 18:48:05
,wl-rdm,4,2676417,0.0-3.0-1.0,0.0,4.0,,,,,,,[],,,,False,,0.0,0.0,87.9,1.0,i,1.0,True,1255.8999999910593,76.0,59.0,40.0,2000.0,[],"[720, 450]",ColorTask_Demo,,,,,HRV,HRV_0089,2022-11-30 18:48:05
,wl-html-keyboard-response,5,2681626,0.0-3.0-2.0,0.0,5.0,,,,,,,,3200.2999999970198,0.0,1,,,,,,,,,,,,,,,,,,,,,,HRV,HRV_0089,2022-11-30 18:48:05
,wl-html-keyboard-response,6,2689551,0.0-4.0-0.0,0.0,6.0,,,,,,,,5920.899999991059,0.0,0,,,,,,,,,,,,,,,,,,,,,,HRV,HRV_0089,2022-11-30 18:48:05
,wl-html-keyboard-response,7,2704559,0.0-5.0-0.0,0.0,7.0,,,,,,,,12999.59999999404,0.0,0,,,,,,,,,,,,,,,,,,,,,,HRV,HRV_0089,2022-11-30 18:48:05
,wl-rdm,8,2708967,0.0-6.0-0.0,0.0,7.0,,,,,,,[],,,,True,RT_timeout ,,,62.5,1.0,i,,,3247.9000000059605,176.0,59.0,40.0,324.0766394746421,[],"[720, 450]",ColorTask,-1.0,1.0,,,HRV,HRV_0089,2022-11-30 18:48:05
,wl-rdm,9,2711384,0.0-6.1-0.1,0.0,8.0,,,,,,,[],,,,False,,,,62.5,0.0,u,0.0,True,1103.9000000059605,67.0,59.0,40.0,218.13990594413843,[],"[720, 450]",ColorTask,0.0,2.0,,,HRV,HRV_0089,2022-11-30 18:48:05
