success,trial_type,trial_index,time_elapsed,internal_node_id,missTrial,missTrialMsg,Block,TrialNumber,TrialTime,trialTimeDiff,FPS_avg,FPS_med,FPS_mode,TrialDur,winResizeTime,rt,block,button_pressed,MotCoh,MotDir,ColCoh,Color,ChoiceKey,Choice,Accuracy,RT,nFrames,FPS,PPD,onsetDelay,fullScreenExitTime,canvCenter,TrialType,Score,BlockTrial,stimulus,button_labels,exp,subjectId,date
True,fullscreen,0,8011,0.0-0.0,True,undefinedblurEvent ,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HRV,HRV_0125,2022-11-30 18:42:27
,wl-check-fps,1,13033,0.0-1.0,,,0.0,1.0,"[12190.1, 12193.1, 12214.2, 12232.4, 12251.1, 12263, 12279, 12291.2, 12307.8, 12323.9, 12340.9, 12358.3, 12373.7, 12391.4, 12407.8, 12424, 12440.6, 12457.4, 12473.9, 12490.4, 12507.2, 12524.3, 12541.1, 12557.8, 12577.7, 12590.7, 12606.3, 12622.9, 12641.4, 12657, 12673.9, 12688.8, 12707, 12724, 12740.7, 12757.1, 12773.6, 12790.3, 12806.9, 12822.4, 12840.2, 12857, 12873.7, 12888.8, 12907, 12923.6, 12940.6, 12957.4, 12973.8, 12989.4, 13006.8, 13022.4, 13039.9, 13056.7, 13073, 13090, 13106.9, 13123.1, 13140.2, 13158.1, 13173.3, 13190.5, 13206.8, 13222.9, 13239.8, 13256.8, 13274.5, 13297.9, 13329.7, 13335.1, 13348, 13362.1, 13376.8, 13392.9, 13407.6, 13428.7, 13441, 13458.4, 13473.4, 13489.1, 13507, 13523.3, 13540.3, 13558, 13573.2, 13589.8, 13606.9, 13623.1, 13640, 13656.9, 13676.9, 13689.7, 13706.5, 13722.6, 13739.5, 13757, 13772.6, 13789.4, 13805.7, 13822.6, 13840.8, 13856, 13872.7, 13889.3, 13906.2, 13922.6, 13946.3, 13973.5, 14011.9, 14016.6, 14029, 14040, 14056.6, 14072.3, 14089.1, 14105.7, 14122.3, 14139.1, 14155.8, 14172.4, 14187.7, 14205.8, 14220.6, 14238.7, 14256.3, 14272.3, 14288, 14305.7, 14322.4, 14338, 14356.3, 14373.4, 14389.2, 14405.7, 14422.7, 14439.6, 14457.4, 14473.1, 14489, 14506.2, 14521.9, 14538.9, 14558.3, 14576.5, 14589.9, 14605.4, 14623, 14641.5, 14660.5, 14677, 14714, 14721.3, 14738.3, 14756.2, 14771.1, 14788.4, 14805.5, 14821.7, 14836.8, 14855.4, 14872, 14887.5, 14905, 14921.6, 14939.7, 14954.9, 14972, 14988.6, 15008.1, 15021.8, 15038.2, 15053.9, 15071.4, 15088.1, 15103.8, 15121.3, 15138.2, 15153.9, 15171.3, 15188.2, 15203.8, 15221.3, 15238.2, 15255.3, 15271.3, 15287.9, 15304.7, 15320.7, 15337.8, 15355.6, 15371.5, 15388, 15405.4, 15421.6, 15438.2, 15455.1, 15471.3, 15489, 15504.9, 15521.1, 15537.8, 15552.7, 15571.3, 15587.6, 15605.7, 15620.4, 15637.7, 15655.5, 15671.1, 15687.8, 15704.2, 15719.6, 15737.5, 15755.4, 15771.3, 15787.5, 15803.3, 15820.8, 15837.4, 15854.6, 15872.1, 15887.6, 15904, 15921.3, 15938.6, 15958.7, 15971.8, 15987.6, 16004.2, 16021, 16038, 16057.5, 16070.7, 16087.9, 16104.1, 16119.1, 16137.5, 16154.6, 16170.9, 16187.3, 16203.9, 16219, 16237.5, 16253.8, 16269, 16287.5, 16304.9, 16320.7, 16337.1, 16353.9, 16368.6, 16388.5, 16404.2, 16420.4, 16437.2, 16453.8, 16473.5, 16487.6, 16504, 16520.6, 16537.3, 16553.8, 16570.5, 16587.2, 16604.6, 16620.3, 16637.1, 16653.7, 16670.2, 16688.3, 16703.5, 16720.5, 16736.8, 16753.8, 16770.4, 16788.3, 16803.5, 16820.1, 16836.7, 16856.3, 16870.4, 16886.8, 16903.6, 16920.6, 16938.6, 16955.2, 16969.9, 16986.7, 17003.4, 17019.9, 17036.5, 17053.8, 17070.2, 17086.9, 17103.2, 17120.5, 17136.9, 17157, 17169.8, 17186.8]","[3.4, 3, 21.1, 18.2, 18.7, 11.9, 16, 12.2, 16.6, 16.1, 17, 17.4, 15.4, 17.7, 16.4, 16.2, 16.6, 16.8, 16.5, 16.5, 16.8, 17.1, 16.8, 16.7, 19.9, 13, 15.6, 16.6, 18.5, 15.6, 16.9, 14.9, 18.2, 17, 16.7, 16.4, 16.5, 16.7, 16.6, 15.5, 17.8, 16.8, 16.7, 15.1, 18.2, 16.6, 17, 16.8, 16.4, 15.6, 17.4, 15.6, 17.5, 16.8, 16.3, 17, 16.9, 16.2, 17.1, 17.9, 15.2, 17.2, 16.3, 16.1, 16.9, 17, 17.7, 23.4, 31.8, 5.4, 12.9, 14.1, 14.7, 16.1, 14.7, 21.1, 12.3, 17.4, 15, 15.7, 17.9, 16.3, 17, 17.7, 15.2, 16.6, 17.1, 16.2, 16.9, 16.9, 20, 12.8, 16.8, 16.1, 16.9, 17.5, 15.6, 16.8, 16.3, 16.9, 18.2, 15.2, 16.7, 16.6, 16.9, 16.4, 23.7, 27.2, 38.4, 4.7, 12.4, 11, 16.6, 15.7, 16.8, 16.6, 16.6, 16.8, 16.7, 16.6, 15.3, 18.1, 14.8, 18.1, 17.6, 16, 15.7, 17.7, 16.7, 15.6, 18.3, 17.1, 15.8, 16.5, 17, 16.9, 17.8, 15.7, 15.9, 17.2, 15.7, 17, 19.4, 18.2, 13.4, 15.5, 17.6, 18.5, 19, 16.5, 37, 7.3, 17, 17.9, 14.9, 17.3, 17.1, 16.2, 15.1, 18.6, 16.6, 15.5, 17.5, 16.6, 18.1, 15.2, 17.1, 16.6, 19.5, 13.7, 16.4, 15.7, 17.5, 16.7, 15.7, 17.5, 16.9, 15.7, 17.4, 16.9, 15.6, 17.5, 16.9, 17.1, 16, 16.6, 16.8, 16, 17.1, 17.8, 15.9, 16.5, 17.4, 16.2, 16.6, 16.9, 16.2, 17.7, 15.9, 16.2, 16.7, 14.9, 18.6, 16.3, 18.1, 14.7, 17.3, 17.8, 15.6, 16.7, 16.4, 15.4, 17.9, 17.9, 15.9, 16.2, 15.8, 17.5, 16.6, 17.2, 17.5, 15.5, 16.4, 17.3, 17.3, 20.1, 13.1, 15.8, 16.6, 16.8, 17, 19.5, 13.2, 17.2, 16.2, 15, 18.4, 17.1, 16.3, 16.4, 16.6, 15.1, 18.5, 16.3, 15.2, 18.5, 17.4, 15.8, 16.4, 16.8, 14.7, 19.9, 15.7, 16.2, 16.8, 16.6, 19.7, 14.1, 16.4, 16.6, 16.7, 16.5, 16.7, 16.7, 17.4, 15.7, 16.8, 16.6, 16.5, 18.1, 15.2, 17, 16.3, 17, 16.6, 17.9, 15.2, 16.6, 16.6, 19.6, 14.1, 16.4, 16.8, 17, 18, 16.6, 14.7, 16.8, 16.7, 16.5, 16.6, 17.3, 16.4, 16.7, 16.3, 17.3, 16.4, 20.1, 12.8, 17]",60.0,37.0,60.0,5016.6,[],,,,,,,,,,,,,,,,,,,,,,,HRV,HRV_0125,2022-11-30 18:42:27
,wl-html-keyboard-response,2,29824,0.0-2.0-0.0,,,0.0,2.0,,,,,,,,14779.599999904633,0.0,0,,,,,,,,,,,,,,,,,,,,HRV,HRV_0125,2022-11-30 18:42:27
,wl-rdm,3,37008,0.0-3.0-0.0,False,,0.0,3.0,,,,,,,[],,,,0.0,0.0,87.9,0.0,u,0.0,True,1589.8999999761581,96.0,60.0,40.0,3000.0,[],"[640, 360]",ColorTask_Demo,,,,,HRV,HRV_0125,2022-11-30 18:42:27
,wl-rdm,4,41968,0.0-3.0-1.0,False,,0.0,4.0,,,,,,,[],,,,0.0,0.0,87.9,1.0,i,1.0,True,876.0,53.0,60.0,40.0,2000.0,[],"[640, 360]",ColorTask_Demo,,,,,HRV,HRV_0125,2022-11-30 18:42:27
,wl-html-keyboard-response,5,51688,0.0-3.0-2.0,,,0.0,5.0,,,,,,,,7706.5,0.0,1,,,,,,,,,,,,,,,,,,,,HRV,HRV_0125,2022-11-30 18:42:27
,wl-html-keyboard-response,6,62448,0.0-4.0-0.0,,,0.0,6.0,,,,,,,,8749.5,0.0,0,,,,,,,,,,,,,,,,,,,,HRV,HRV_0125,2022-11-30 18:42:27
,wl-html-keyboard-response,7,76664,0.0-5.0-0.0,,,0.0,7.0,,,,,,,,12207.5,0.0,0,,,,,,,,,,,,,,,,,,,,HRV,HRV_0125,2022-11-30 18:42:27
,wl-rdm,8,79185,0.0-6.0-0.0,False,,0.0,8.0,,,,,,,[],,,,,,53.2,1.0,i,1.0,True,1210.8999999761581,73.0,60.0,40.0,245.59622806570582,[],"[640, 360]",ColorTask,1.0,1.0,,,HRV,HRV_0125,2022-11-30 18:42:27
,wl-rdm,9,82015,0.0-6.1-0.1,False,,0.0,9.0,,,,,,,[],,,,,,53.2,0.0,i,1.0,False,1389.1000000238419,84.0,60.0,40.0,358.1906763902973,[],"[640, 360]",ColorTask,0.0,2.0,,,HRV,HRV_0125,2022-11-30 18:42:27
