success,trial_type,trial_index,time_elapsed,internal_node_id,Block,TrialNumber,TrialTime,trialTimeDiff,FPS_avg,FPS_med,FPS_mode,TrialDur,winResizeTime,rt,block,button_pressed,MotCoh,MotDir,ColCoh,Color,ChoiceKey,Choice,Accuracy,RT,nFrames,FPS,PPD,missTrial,missTrialMsg,onsetDelay,fullScreenExitTime,canvCenter,TrialType,Score,BlockTrial,stimulus,button_labels,exp,subjectId,date
True,fullscreen,0,2154,0.0-0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HRV,HRV_0241,2022-11-30 19:37:26
,wl-check-fps,1,7179,0.0-1.0,0.0,2.0,"[2816, 2822.7, 2842.2, 2858.2, 2873.7, 2890.7, 2907.2, 2924, 2939.4, 2956.5, 2973.1, 2991.3, 3006.6, 3024.9, 3041.4, 3057.8, 3074.8, 3089.2, 3107.8, 3124.8, 3141, 3157.5, 3174.1, 3190.4, 3207.5, 3223.8, 3240.5, 3257.2, 3273.6, 3290.4, 3312.3, 3324.3, 3339.7, 3357.1, 3372.7, 3389.5, 3407.6, 3422.7, 3441.4, 3457.1, 3473.1, 3490.1, 3506.7, 3522.6, 3539.9, 3556.6, 3573.2, 3589.6, 3606.5, 3622.9, 3639.9, 3656.1, 3673.2, 3689.9, 3706.2, 3723.3, 3739.5, 3756.6, 3773.1, 3789.5, 3806.4, 3823.2, 3844.4, 3857.2, 3873.3, 3890.3, 3906.3, 3923.7, 3939.9, 3956.4, 3979.7, 3989.7, 4008.4, 4023, 4042.1, 4056, 4073.4, 4090.5, 4106.3, 4122.8, 4140.5, 4157.5, 4173.3, 4189.6, 4206.8, 4224.2, 4240.5, 4256.8, 4273.2, 4290.7, 4308, 4323.8, 4341.1, 4358.6, 4375.5, 4395.7, 4405.9, 4459.3, 4460.3, 4473.5, 4489.9, 4506.2, 4523.3, 4540.4, 4557.3, 4573.7, 4590.1, 4606.9, 4623.5, 4640.9, 4656.6, 4673.7, 4690.4, 4706.6, 4723.8, 4740.8, 4757.7, 4773.9, 4790.2, 4807.4, 4824.2, 4841.1, 4857.2, 4873.8, 4890.6, 4911, 4923.7, 4940.5, 4957.3, 4974, 4990.1, 5006.5, 5023.8, 5040.7, 5056.3, 5073, 5090.5, 5106.7, 5123.4, 5140.6, 5157, 5174, 5190.1, 5207, 5224, 5240.7, 5256.6, 5273.5, 5289.5, 5306.3, 5323.7, 5340.2, 5357.3, 5374, 5389.9, 5408.2, 5425, 5443.6, 5456.8, 5473.2, 5489.6, 5506.4, 5523.1, 5541.2, 5556.9, 5574.2, 5590, 5607.1, 5623.5, 5639.8, 5656.6, 5673.5, 5689.6, 5707.4, 5722.9, 5741.2, 5756.1, 5773.3, 5790.6, 5806.9, 5822.3, 5840.6, 5856.8, 5872.2, 5888.6, 5905.3, 5923.6, 5939.3, 5957, 5977.8, 5989, 6006.5, 6022.8, 6039.6, 6056.3, 6083.2, 6091.2, 6106.8, 6121.9, 6138.9, 6156.1, 6172.7, 6188.6, 6207, 6223.2, 6239.7, 6256.3, 6273.4, 6290, 6306.8, 6323.3, 6340.1, 6357.1, 6375.6, 6390.2, 6408, 6424.5, 6440, 6457.5, 6472.8, 6491, 6512.7, 6522.9, 6539.3, 6556.8, 6573.6, 6589.3, 6606.1, 6622.8, 6640, 6656.8, 6676.1, 6689.9, 6706.1, 6723.2, 6739.7, 6755.9, 6772.4, 6788.8, 6805.8, 6822.4, 6839, 6856.6, 6872.9, 6890, 6906.3, 6922.7, 6940.2, 6957, 6974.4, 6989.5, 7008.1, 7024.8, 7046.5, 7056.3, 7073.7, 7090.6, 7106.6, 7122.5, 7139.9, 7155.6, 7172.6, 7191, 7205.4, 7223.2, 7239.9, 7256.2, 7272.8, 7288.8, 7306.2, 7322.8, 7339.9, 7355.4, 7373.3, 7389.2, 7407.9, 7422.7, 7438.5, 7456.2, 7472.3, 7490.1, 7505.9, 7522.9, 7539.1, 7556.2, 7572.7, 7589.1, 7605.8, 7622.5, 7638.8, 7655.4, 7672.4, 7689.1, 7705.9, 7722.7, 7739.5, 7756.1, 7772.2, 7789, 7806]","[7, 6.7, 19.5, 16, 15.5, 17, 16.5, 16.8, 15.4, 17.1, 16.6, 18.2, 15.3, 18.3, 16.5, 16.4, 17, 14.4, 18.6, 17, 16.2, 16.5, 16.6, 16.3, 17.1, 16.3, 16.7, 16.7, 16.4, 16.8, 21.9, 12, 15.4, 17.4, 15.6, 16.8, 18.1, 15.1, 18.7, 15.7, 16, 17, 16.6, 15.9, 17.3, 16.7, 16.6, 16.4, 16.9, 16.4, 17, 16.2, 17.1, 16.7, 16.3, 17.1, 16.2, 17.1, 16.5, 16.4, 16.9, 16.8, 21.2, 12.8, 16.1, 17, 16, 17.4, 16.2, 16.5, 23.3, 10, 18.7, 14.6, 19.1, 13.9, 17.4, 17.1, 15.8, 16.5, 17.7, 17, 15.8, 16.3, 17.2, 17.4, 16.3, 16.3, 16.4, 17.5, 17.3, 15.8, 17.3, 17.5, 16.9, 20.2, 10.2, 53.4, 1, 13.2, 16.4, 16.3, 17.1, 17.1, 16.9, 16.4, 16.4, 16.8, 16.6, 17.4, 15.7, 17.1, 16.7, 16.2, 17.2, 17, 16.9, 16.2, 16.3, 17.2, 16.8, 16.9, 16.1, 16.6, 16.8, 20.4, 12.7, 16.8, 16.8, 16.7, 16.1, 16.4, 17.3, 16.9, 15.6, 16.7, 17.5, 16.2, 16.7, 17.2, 16.4, 17, 16.1, 16.9, 17, 16.7, 15.9, 16.9, 16, 16.8, 17.4, 16.5, 17.1, 16.7, 15.9, 18.3, 16.8, 18.6, 13.2, 16.4, 16.4, 16.8, 16.7, 18.1, 15.7, 17.3, 15.8, 17.1, 16.4, 16.3, 16.8, 16.9, 16.1, 17.8, 15.5, 18.3, 14.9, 17.2, 17.3, 16.3, 15.4, 18.3, 16.2, 15.4, 16.4, 16.7, 18.3, 15.7, 17.7, 20.8, 11.2, 17.5, 16.3, 16.8, 16.7, 26.9, 8, 15.6, 15.1, 17, 17.2, 16.6, 15.9, 18.4, 16.2, 16.5, 16.6, 17.1, 16.6, 16.8, 16.5, 16.8, 17, 18.5, 14.6, 17.8, 16.5, 15.5, 17.5, 15.3, 18.2, 21.7, 10.2, 16.4, 17.5, 16.8, 15.7, 16.8, 16.7, 17.2, 16.8, 19.3, 13.8, 16.2, 17.1, 16.5, 16.2, 16.5, 16.4, 17, 16.6, 16.6, 17.6, 16.3, 17.1, 16.3, 16.4, 17.5, 16.8, 17.4, 15.1, 18.6, 16.7, 21.7, 9.8, 17.4, 16.9, 16, 15.9, 17.4, 15.7, 17, 18.4, 14.4, 17.8, 16.7, 16.3, 16.6, 16, 17.4, 16.6, 17.1, 15.5, 17.9, 15.9, 18.7, 14.8, 15.8, 17.7, 16.1, 17.8, 15.8, 17, 16.2, 17.1, 16.5, 16.4, 16.7, 16.7, 16.3, 16.6, 17, 16.7, 16.8, 16.8, 16.8, 16.6, 16.1, 16.8, 17]",60.0,58.0,60.0,5013.5,[],,,,,,,,,,,,,,,,,,,,,,,,,HRV,HRV_0241,2022-11-30 19:37:26
,wl-html-keyboard-response,2,36946,0.0-2.0-0.0,0.0,3.0,,,,,,,,27744.300000000745,0.0,0,,,,,,,,,,,,,,,,,,,,,,HRV,HRV_0241,2022-11-30 19:37:26
,wl-rdm,3,44816,0.0-3.0-0.0,0.0,4.0,,,,,,,[],,,,0.0,0.0,87.9,0.0,u,0.0,True,2280.60000000149,137.0,60.0,40.0,False,,3000.0,[],"[960, 540]",ColorTask_Demo,,,,,HRV,HRV_0241,2022-11-30 19:37:26
,wl-rdm,4,50162,0.0-3.0-1.0,0.0,5.0,,,,,,,[],,,,0.0,0.0,87.9,1.0,i,1.0,True,1242.199999999255,75.0,60.0,40.0,False,,2000.0,[],"[960, 540]",ColorTask_Demo,,,,,HRV,HRV_0241,2022-11-30 19:37:26
,wl-html-keyboard-response,5,223306,0.0-3.0-2.0,0.0,6.0,,,,,,,,171127.69999999925,0.0,1,,,,,,,,,,,,,,,,,,,,,,HRV,HRV_0241,2022-11-30 19:37:26
,wl-html-keyboard-response,6,239155,0.0-4.0-0.0,0.0,7.0,,,,,,,,13840.5,0.0,0,,,,,,,,,,,,,,,,,,,,,,HRV,HRV_0241,2022-11-30 19:37:26
,wl-html-keyboard-response,7,272586,0.0-5.0-0.0,0.0,8.0,,,,,,,,31427.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,HRV,HRV_0241,2022-11-30 19:37:26
,wl-rdm,8,276313,0.0-6.0-0.0,0.0,9.0,,,,,,,[],,,,,,56.4,1.0,i,1.0,True,2388.89999999851,144.0,60.0,40.0,False,,276.71148331811406,[],"[960, 540]",ColorTask,1.0,1.0,,,HRV,HRV_0241,2022-11-30 19:37:26
,wl-rdm,9,280196,0.0-6.1-0.1,0.0,10.0,,,,,,,[],,,,,,50.0,0.0,i,1.0,False,2601.0,155.0,60.0,40.0,False,,204.7488591550692,[],"[960, 540]",ColorTask,0.0,2.0,,,HRV,HRV_0241,2022-11-30 19:37:26
