success,trial_type,trial_index,time_elapsed,internal_node_id,missTrial,missTrialMsg,Block,TrialNumber,TrialTime,trialTimeDiff,FPS_avg,FPS_med,FPS_mode,TrialDur,winResizeTime,rt,block,button_pressed,MotCoh,MotDir,ColCoh,Color,ChoiceKey,Choice,Accuracy,RT,nFrames,FPS,PPD,onsetDelay,fullScreenExitTime,canvCenter,TrialType,Score,BlockTrial,stimulus,button_labels,exp,subjectId,date
True,fullscreen,0,5955,0.0-0.0,True,undefinedblurEvent ,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HRV,HRV_0099,2022-11-30 18:41:33
,wl-check-fps,1,10968,0.0-1.0,,,0.0,1.0,"[6710.1, 6726.4, 6743.1, 6760.1, 6777.4, 6793.1, 6809.7, 6826.6, 6843.4, 6859.8, 6876.4, 6893.1, 6909.9, 6926.3, 6944.3, 6959.7, 6976.3, 6993, 7009.7, 7026.3, 7043.1, 7060.1, 7076.5, 7093.1, 7109.8, 7126.5, 7143.5, 7160.1, 7176.7, 7193.3, 7210.1, 7226.5, 7243, 7259.8, 7276.4, 7293.2, 7309.8, 7326.4, 7343.2, 7359.9, 7376.4, 7393.1, 7409.6, 7426.3, 7443.1, 7459.6, 7476.4, 7492.9, 7509.5, 7526.3, 7542.9, 7559.6, 7576.3, 7593.1, 7609.7, 7626.5, 7643.1, 7659.8, 7676.7, 7693.9, 7709.9, 7726.5, 7743.1, 7759.6, 7776.4, 7793.3, 7809.9, 7826.7, 7843.3, 7859.8, 7876.4, 7893.1, 7910.1, 7926.6, 7943.1, 7959.6, 7976.7, 7993, 8009.8, 8026.4, 8043.3, 8059.8, 8076.4, 8093, 8109.9, 8126.4, 8143.1, 8159.8, 8176.5, 8193, 8210.2, 8226.7, 8243, 8259.8, 8276.6, 8293, 8309.9, 8326.4, 8343.3, 8360.1, 8376.6, 8393.4, 8409.8, 8426.4, 8442.9, 8459.6, 8476.5, 8492.9, 8509.5, 8526.5, 8543.1, 8559.8, 8576.5, 8593.3, 8609.9, 8626.5, 8643.2, 8659.8, 8676.5, 8693.1, 8709.6, 8726.5, 8743.2, 8759.9, 8776.5, 8793.1, 8809.8, 8826.5, 8843.3, 8859.8, 8876.5, 8893.1, 8909.8, 8926.5, 8943.1, 8959.5, 8976.9, 8993.3, 9009.8, 9026.3, 9043.2, 9064.4, 9076.3, 9093.1, 9109.6, 9126.4, 9142.9, 9159.5, 9176.5, 9193.1, 9209.8, 9226.3, 9243.2, 9259.8, 9276.4, 9293, 9309.9, 9326.4, 9343.1, 9359.6, 9376.6, 9392.9, 9409.7, 9426.5, 9443.1, 9459.8, 9476.3, 9493.1, 9509.9, 9526.5, 9542.9, 9559.9, 9576.4, 9593.1, 9609.8, 9626.4, 9643.2, 9659.8, 9676.5, 9693, 9709.9, 9726.6, 9743.1, 9759.6, 9776.6, 9793.2, 9810, 9826.1, 9843.1, 9859.8, 9876.5, 9893, 9909.7, 9926.3, 9943.1, 9959.9, 9976.2, 9993.1, 10009.6, 10026.5, 10043.1, 10059.8, 10076.4, 10093.1, 10109.9, 10126.5, 10143.1, 10159.9, 10176.4, 10193.1, 10209.8, 10226.5, 10243, 10259.8, 10276.5, 10293.2, 10309.9, 10326.4, 10343.2, 10359.8, 10376.3, 10393.2, 10409.8, 10426.5, 10443.1, 10459.9, 10476.4, 10493.2, 10510, 10526.4, 10543, 10559.8, 10576.5, 10593.2, 10609.6, 10626.3, 10643.2, 10660, 10676.5, 10692.9, 10709.9, 10726.5, 10743.2, 10759.7, 10776.5, 10793.1, 10809.8, 10826.5, 10842.9, 10859.6, 10876.5, 10893.1, 10909.8, 10926.4, 10943.2, 10959.8, 10976.5, 10993, 11009.9, 11026.5, 11043.1, 11059.9, 11076.5, 11093, 11109.9, 11126.4, 11143.2, 11159.8, 11176.6, 11193.3, 11209.9, 11226.5, 11243.2, 11259.8, 11276.3, 11293.1, 11310, 11326.5, 11343.4, 11359.5, 11376.4, 11393.2, 11409.8, 11426.4, 11443.2, 11459.5, 11476.3, 11493, 11509.9, 11526.4, 11543.2, 11559.9, 11576.2, 11592.9, 11609.6, 11626.2, 11642.9, 11659.5, 11676.3, 11693]","[10.7, 16.3, 16.7, 17, 17.3, 15.7, 16.6, 16.9, 16.8, 16.4, 16.6, 16.7, 16.8, 16.4, 18, 15.4, 16.6, 16.7, 16.7, 16.6, 16.8, 17, 16.4, 16.6, 16.7, 16.7, 17, 16.6, 16.6, 16.6, 16.8, 16.4, 16.5, 16.8, 16.6, 16.8, 16.6, 16.6, 16.8, 16.7, 16.5, 16.7, 16.5, 16.7, 16.8, 16.5, 16.8, 16.5, 16.6, 16.8, 16.6, 16.7, 16.7, 16.8, 16.6, 16.8, 16.6, 16.7, 16.9, 17.2, 16, 16.6, 16.6, 16.5, 16.8, 16.9, 16.6, 16.8, 16.6, 16.5, 16.6, 16.7, 17, 16.5, 16.5, 16.5, 17.1, 16.3, 16.8, 16.6, 16.9, 16.5, 16.6, 16.6, 16.9, 16.5, 16.7, 16.7, 16.7, 16.5, 17.2, 16.5, 16.3, 16.8, 16.8, 16.4, 16.9, 16.5, 16.9, 16.8, 16.5, 16.8, 16.4, 16.6, 16.5, 16.7, 16.9, 16.4, 16.6, 17, 16.6, 16.7, 16.7, 16.8, 16.6, 16.6, 16.7, 16.6, 16.7, 16.6, 16.5, 16.9, 16.7, 16.7, 16.6, 16.6, 16.7, 16.7, 16.8, 16.5, 16.7, 16.6, 16.7, 16.7, 16.6, 16.4, 17.4, 16.4, 16.5, 16.5, 16.9, 21.2, 11.9, 16.8, 16.5, 16.8, 16.5, 16.6, 17, 16.6, 16.7, 16.5, 16.9, 16.6, 16.6, 16.6, 16.9, 16.5, 16.7, 16.5, 17, 16.3, 16.8, 16.8, 16.6, 16.7, 16.5, 16.8, 16.8, 16.6, 16.4, 17, 16.5, 16.7, 16.7, 16.6, 16.8, 16.6, 16.7, 16.5, 16.9, 16.7, 16.5, 16.5, 17, 16.6, 16.8, 16.1, 17, 16.7, 16.7, 16.5, 16.7, 16.6, 16.8, 16.8, 16.3, 16.9, 16.5, 16.9, 16.6, 16.7, 16.6, 16.7, 16.8, 16.6, 16.6, 16.8, 16.5, 16.7, 16.7, 16.7, 16.5, 16.8, 16.7, 16.7, 16.7, 16.5, 16.8, 16.6, 16.5, 16.9, 16.6, 16.7, 16.6, 16.8, 16.5, 16.8, 16.8, 16.4, 16.6, 16.8, 16.7, 16.7, 16.4, 16.7, 16.9, 16.8, 16.5, 16.4, 17, 16.6, 16.7, 16.5, 16.8, 16.6, 16.7, 16.7, 16.4, 16.7, 16.9, 16.6, 16.7, 16.6, 16.8, 16.6, 16.7, 16.5, 16.9, 16.6, 16.6, 16.8, 16.6, 16.5, 16.9, 16.5, 16.8, 16.6, 16.8, 16.7, 16.6, 16.6, 16.7, 16.6, 16.5, 16.8, 16.9, 16.5, 16.9, 16.1, 16.9, 16.8, 16.6, 16.6, 16.8, 16.3, 16.8, 16.7, 16.9, 16.5, 16.8, 16.7, 16.3, 16.7, 16.7, 16.6, 16.7, 16.6, 16.8, 16.7]",60.0,60.0,60.0,5010.6,[],,,,,,,,,,,,,,,,,,,,,,,HRV,HRV_0099,2022-11-30 18:41:33
,wl-html-keyboard-response,2,20968,0.0-2.0-0.0,,,0.0,2.0,,,,,,,,7958.0999999940395,0.0,0,,,,,,,,,,,,,,,,,,,,HRV,HRV_0099,2022-11-30 18:41:33
,wl-rdm,3,27852,0.0-3.0-0.0,False,,0.0,3.0,,,,,,,[],,,,0.0,0.0,87.9,0.0,u,0.0,True,1299.5000000149012,78.0,60.0,40.0,3000.0,[],"[940.5, 444]",ColorTask_Demo,,,,,HRV,HRV_0099,2022-11-30 18:41:33
,wl-rdm,4,32651,0.0-3.0-1.0,False,,0.0,4.0,,,,,,,[],,,,0.0,0.0,87.9,1.0,i,1.0,True,731.9000000208616,44.0,60.0,40.0,2000.0,[],"[940.5, 444]",ColorTask_Demo,,,,,HRV,HRV_0099,2022-11-30 18:41:33
,wl-html-keyboard-response,5,37096,0.0-3.0-2.0,,,0.0,5.0,,,,,,,,2441.7999999970198,0.0,1,,,,,,,,,,,,,,,,,,,,HRV,HRV_0099,2022-11-30 18:41:33
,wl-html-keyboard-response,6,72332,0.0-4.0-0.0,,,0.0,6.0,,,,,,,,33233.39999999106,0.0,0,,,,,,,,,,,,,,,,,,,,HRV,HRV_0099,2022-11-30 18:41:33
,wl-html-keyboard-response,7,95276,0.0-5.0-0.0,,,0.0,7.0,,,,,,,,20939.30000001192,0.0,0,,,,,,,,,,,,,,,,,,,,HRV,HRV_0099,2022-11-30 18:41:33
,wl-rdm,8,97368,0.0-6.0-0.0,False,,0.0,8.0,,,,,,,[],,,,,,73.6,0.0,u,0.0,True,806.9000000059605,49.0,60.0,40.0,230.8936469977538,[],"[940.5, 444]",ColorTask,1.0,1.0,,,HRV,HRV_0099,2022-11-30 18:41:33
,wl-rdm,9,99268,0.0-6.1-0.1,False,,0.0,9.0,,,,,,,[],,,,,,87.9,1.0,i,1.0,True,607.2999999970198,37.0,60.0,40.0,206.90884460090723,[],"[940.5, 444]",ColorTask,2.0,2.0,,,HRV,HRV_0099,2022-11-30 18:41:33
