trialN,stimuli,trialStartTime,trialStartTime_UNIX,stimulus1,stimulus2,stimulus1Bid,stimulus2Bid,delta,selected,rt,rt_UNIX,rt_perfnow,receivedResponse,rsp,trialEndTime,trialDuration,trialEndTime_UNIX,trialDuration_UNIX,trialEvents,exp,subjectId,date
0,"[{'imgObject': {}, 'id': 'strawberries', 'src': '/static/foodstim60/strawberries.jpg', 'key': 'u', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 0, 'loaded': True, 'loadedTime': 3907.5, 'positionName': 'LEFT', 'positionCoords': [511.6, 335], 'bid': 8.63}, {'imgObject': {}, 'id': 'blackbeanswithrice', 'src': '/static/foodstim60/blackbeanswithrice.jpg', 'key': 'i', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 0, 'loaded': True, 'loadedTime': 4007.699999988079, 'positionName': 'RIGHT', 'positionCoords': [998.4, 335], 'bid': 8.34}]",4848.100000023842,1669830599377,strawberries,blackbeanswithrice,8.63,8.34,-0.2900000000000009,strawberries,1986.8999999761581,1987,1987.5999999642372,True,u,7338.5,2490.399999976158,1669830601867,2490,,HRV,HRV_0114,2022-11-30 18:01:10
1,"[{'imgObject': {}, 'id': 'chickenfingers', 'src': '/static/foodstim60/chickenfingers.jpg', 'key': 'u', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 1, 'loaded': True, 'loadedTime': 4116.600000023842, 'positionName': 'LEFT', 'positionCoords': [511.6, 335], 'bid': 8.8}, {'imgObject': {}, 'id': 'apple slices', 'src': '/static/foodstim60/apple slices.jpg', 'key': 'i', 'origWidth': 409, 'origHeight': 410, 'width': 409, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 1, 'loaded': True, 'loadedTime': 4170.199999988079, 'positionName': 'RIGHT', 'positionCoords': [998.4, 335], 'bid': 7.97}]",7338.800000011921,1669830601867,chickenfingers,apple slices,8.8,7.97,-0.830000000000001,chickenfingers,1207.8999999761581,1209,1208.300000011921,True,u,9050.399999976158,1711.5999999642372,1669830603579,1712,,HRV,HRV_0114,2022-11-30 18:01:10
2,"[{'imgObject': {}, 'id': 'luckycharms', 'src': '/static/foodstim60/luckycharms.jpg', 'key': 'u', 'origWidth': 410, 'origHeight': 409, 'width': 410, 'height': 409, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 2, 'loaded': True, 'loadedTime': 4253.300000011921, 'positionName': 'LEFT', 'positionCoords': [511.6, 335.5], 'bid': 8.84}, {'imgObject': {}, 'id': 'edamame', 'src': '/static/foodstim60/edamame.jpg', 'key': 'i', 'origWidth': 409, 'origHeight': 410, 'width': 409, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 2, 'loaded': True, 'loadedTime': 4319.600000023842, 'positionName': 'RIGHT', 'positionCoords': [998.4, 335], 'bid': 8.81}]",9050.600000023842,1669830603579,luckycharms,edamame,8.84,8.81,-0.02999999999999936,luckycharms,848.5999999642372,849,848.8999999761581,True,u,10403.0,1352.3999999761581,1669830604932,1353,,HRV,HRV_0114,2022-11-30 18:01:10
3,"[{'imgObject': {}, 'id': 'shreddedwheatwithmilk', 'src': '/static/foodstim60/shreddedwheatwithmilk.jpg', 'key': 'u', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 3, 'loaded': True, 'loadedTime': 4442.600000023842, 'positionName': 'LEFT', 'positionCoords': [511.6, 335], 'bid': 3.61}, {'imgObject': {}, 'id': 'yogurt no spoon', 'src': '/static/foodstim60/yogurt no spoon.jpg', 'key': 'i', 'origWidth': 411, 'origHeight': 410, 'width': 411, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 3, 'loaded': True, 'loadedTime': 4467.5, 'positionName': 'RIGHT', 'positionCoords': [998.4, 335], 'bid': 6.16}]",10403.100000023842,1669830604932,shreddedwheatwithmilk,yogurt no spoon,3.61,6.16,2.5500000000000003,yogurt no spoon,807.7999999523163,808,808.0,True,i,11714.699999988079,1311.5999999642372,1669830606243,1311,,HRV,HRV_0114,2022-11-30 18:01:10
4,"[{'imgObject': {}, 'id': 'mac & cheese', 'src': '/static/foodstim60/mac & cheese.jpg', 'key': 'u', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 4, 'loaded': True, 'loadedTime': 3952.899999976158, 'positionName': 'LEFT', 'positionCoords': [511.6, 335], 'bid': 9.65}, {'imgObject': {}, 'id': 'chickenfingers', 'src': '/static/foodstim60/chickenfingers.jpg', 'key': 'i', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 4, 'loaded': True, 'loadedTime': 4117.100000023842, 'positionName': 'RIGHT', 'positionCoords': [998.4, 335], 'bid': 8.8}]",11714.800000011921,1669830606243,mac & cheese,chickenfingers,9.65,8.8,-0.8499999999999996,mac & cheese,608.0999999642372,609,608.3000000119209,True,u,12826.699999988079,1111.8999999761581,1669830607355,1112,,HRV,HRV_0114,2022-11-30 18:01:10
5,"[{'imgObject': {}, 'id': 'bagel and cc', 'src': '/static/foodstim60/bagel and cc.jpg', 'key': 'u', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 5, 'loaded': True, 'loadedTime': 3975.800000011921, 'positionName': 'LEFT', 'positionCoords': [511.6, 335], 'bid': 8.040000000000001}, {'imgObject': {}, 'id': 'shreddedwheatwithmilk', 'src': '/static/foodstim60/shreddedwheatwithmilk.jpg', 'key': 'i', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 5, 'loaded': True, 'loadedTime': 4402.300000011921, 'positionName': 'RIGHT', 'positionCoords': [998.4, 335], 'bid': 3.61}]",12826.800000011921,1669830607356,bagel and cc,shreddedwheatwithmilk,8.040000000000001,3.61,-4.4300000000000015,bagel and cc,864,864,864.0999999642372,True,u,14194.399999976158,1367.5999999642372,1669830608723,1367,,HRV,HRV_0114,2022-11-30 18:01:10
6,"[{'imgObject': {}, 'id': 'froot loops w milk', 'src': '/static/foodstim60/froot loops w milk.jpg', 'key': 'u', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 6, 'loaded': True, 'loadedTime': 4024.899999976158, 'positionName': 'LEFT', 'positionCoords': [511.6, 335], 'bid': 7.75}, {'imgObject': {}, 'id': 'steak', 'src': '/static/foodstim60/steak.jpg', 'key': 'i', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 6, 'loaded': True, 'loadedTime': 4150.800000011921, 'positionName': 'RIGHT', 'positionCoords': [998.4, 335], 'bid': 7.83}]",14194.600000023842,1669830608723,froot loops w milk,steak,7.75,7.83,0.08000000000000007,steak,680.3999999761581,681,680.5,True,i,15378.0,1183.3999999761581,1669830609907,1184,,HRV,HRV_0114,2022-11-30 18:01:10
7,"[{'imgObject': {}, 'id': 'salmon', 'src': '/static/foodstim60/salmon.jpg', 'key': 'u', 'origWidth': 410, 'origHeight': 409, 'width': 410, 'height': 409, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 7, 'loaded': True, 'loadedTime': 4203.399999976158, 'positionName': 'LEFT', 'positionCoords': [511.6, 335.5], 'bid': 3.82}, {'imgObject': {}, 'id': 'eggsalad', 'src': '/static/foodstim60/eggsalad.jpg', 'key': 'i', 'origWidth': 410, 'origHeight': 409, 'width': 410, 'height': 409, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 7, 'loaded': True, 'loadedTime': 4223.399999976158, 'positionName': 'RIGHT', 'positionCoords': [998.4, 335.5], 'bid': 3.72}]",15378.100000023842,1669830609907,salmon,eggsalad,3.82,3.72,-0.09999999999999964,salmon,1128.699999988079,1129,1128.8999999761581,True,u,17010.69999998808,1632.5999999642372,1669830611539,1632,,HRV,HRV_0114,2022-11-30 18:01:10
8,"[{'imgObject': {}, 'id': 'salad w chicken', 'src': '/static/foodstim60/salad w chicken.jpg', 'key': 'u', 'origWidth': 411, 'origHeight': 411, 'width': 411, 'height': 411, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 8, 'loaded': True, 'loadedTime': 4269.899999976158, 'positionName': 'LEFT', 'positionCoords': [510.6, 334.5], 'bid': 8.47}, {'imgObject': {}, 'id': 'eggs', 'src': '/static/foodstim60/eggs.jpg', 'key': 'i', 'origWidth': 409, 'origHeight': 409, 'width': 409, 'height': 409, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 8, 'loaded': True, 'loadedTime': 4318.399999976158, 'positionName': 'RIGHT', 'positionCoords': [998.4, 335.5], 'bid': 8.92}]",17010.899999976158,1669830611540,salad w chicken,eggs,8.47,8.92,0.4499999999999993,salad w chicken,1471.9000000357628,1472,1472.0,True,u,18986.0,1975.1000000238419,1669830613515,1975,,HRV,HRV_0114,2022-11-30 18:01:10
9,"[{'imgObject': {}, 'id': 'corn cob', 'src': '/static/foodstim60/corn cob.jpg', 'key': 'u', 'origWidth': 411, 'origHeight': 411, 'width': 411, 'height': 411, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 9, 'loaded': True, 'loadedTime': 4367, 'positionName': 'LEFT', 'positionCoords': [510.6, 334.5], 'bid': 7.41}, {'imgObject': {}, 'id': 'grilled chicken strips', 'src': '/static/foodstim60/grilled chicken strips.jpg', 'key': 'i', 'origWidth': 410, 'origHeight': 411, 'width': 410, 'height': 411, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 9, 'loaded': True, 'loadedTime': 4402.199999988079, 'positionName': 'RIGHT', 'positionCoords': [998.4, 334.5], 'bid': 7.930000000000001}]",18986.19999998808,1669830613515,corn cob,grilled chicken strips,7.41,7.930000000000001,0.5200000000000005,corn cob,656.8000000119209,657,657.1000000238419,True,u,20147.19999998808,1161.0,1669830614676,1161,,HRV,HRV_0114,2022-11-30 18:01:10
