trialN,stimuli,trialStartTime,trialStartTime_UNIX,stimulus1,stimulus2,stimulus1Bid,stimulus2Bid,delta,selected,rt,rt_UNIX,rt_perfnow,receivedResponse,rsp,trialEndTime,trialDuration,trialEndTime_UNIX,trialDuration_UNIX,trialEvents,exp,subjectId,date
10,"[{'imgObject': {}, 'id': 'cherry tomato', 'src': '/static/foodstim60/cherry tomato.jpg', 'key': 'u', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 10, 'loaded': True, 'loadedTime': 4483.800000011921, 'positionName': 'LEFT', 'positionCoords': [511.6, 335], 'bid': 8.620000000000001}, {'imgObject': {}, 'id': 'lox', 'src': '/static/foodstim60/lox.jpg', 'key': 'i', 'origWidth': 410, 'origHeight': 411, 'width': 410, 'height': 411, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 10, 'loaded': True, 'loadedTime': 4550.300000011921, 'positionName': 'RIGHT', 'positionCoords': [998.4, 334.5], 'bid': 8.71}]",20147.30000001192,1669830614676,cherry tomato,lox,8.620000000000001,8.71,0.08999999999999986,lox,975.6999999880791,976,976.0,True,i,21626.80000001192,1479.5,1669830616156,1480,,HRV,HRV_0114,2022-11-30 18:01:10
11,"[{'imgObject': {}, 'id': 'chicken nuggets2', 'src': '/static/foodstim60/chicken nuggets2.jpg', 'key': 'u', 'origWidth': 410, 'origHeight': 409, 'width': 410, 'height': 409, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 11, 'loaded': True, 'loadedTime': 4551.5, 'positionName': 'LEFT', 'positionCoords': [511.6, 335.5], 'bid': 8.92}, {'imgObject': {}, 'id': 'pear', 'src': '/static/foodstim60/pear.jpg', 'key': 'i', 'origWidth': 411, 'origHeight': 410, 'width': 411, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 11, 'loaded': True, 'loadedTime': 4585.399999976158, 'positionName': 'RIGHT', 'positionCoords': [998.4, 335], 'bid': 8.870000000000001}]",21626.899999976158,1669830616156,chicken nuggets2,pear,8.92,8.870000000000001,-0.049999999999998934,chicken nuggets2,1896.1000000238419,1896,1896.4000000357628,True,u,24026.899999976158,2400.0,1669830618556,2400,,HRV,HRV_0114,2022-11-30 18:01:10
12,"[{'imgObject': {}, 'id': 'olives', 'src': '/static/foodstim60/olives.jpg', 'key': 'u', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 12, 'loaded': True, 'loadedTime': 4587.699999988079, 'positionName': 'LEFT', 'positionCoords': [511.6, 335], 'bid': 3.67}, {'imgObject': {}, 'id': 'hotdog w must', 'src': '/static/foodstim60/hotdog w must.jpg', 'key': 'i', 'origWidth': 409, 'origHeight': 409, 'width': 409, 'height': 409, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 12, 'loaded': True, 'loadedTime': 4588.899999976158, 'positionName': 'RIGHT', 'positionCoords': [998.4, 335.5], 'bid': 3.76}]",24027.0,1669830618556,olives,hotdog w must,3.67,3.76,0.08999999999999986,hotdog w must,631.8999999761581,632,632.1000000238419,True,i,25162.30000001192,1135.300000011921,1669830619691,1135,,HRV,HRV_0114,2022-11-30 18:01:10
13,"[{'imgObject': {}, 'id': 'kiwi', 'src': '/static/foodstim60/kiwi.jpg', 'key': 'u', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 13, 'loaded': True, 'loadedTime': 4590.899999976158, 'positionName': 'LEFT', 'positionCoords': [511.6, 335], 'bid': 7.65}, {'imgObject': {}, 'id': 'orange slices', 'src': '/static/foodstim60/orange slices.jpg', 'key': 'i', 'origWidth': 409, 'origHeight': 410, 'width': 409, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 13, 'loaded': True, 'loadedTime': 4594.100000023842, 'positionName': 'RIGHT', 'positionCoords': [998.4, 335], 'bid': 8.27}]",25162.5,1669830619691,kiwi,orange slices,7.65,8.27,0.6199999999999992,orange slices,1016.5,1017,1016.8000000119209,True,i,26682.19999998808,1519.699999988079,1669830621211,1520,,HRV,HRV_0114,2022-11-30 18:01:10
14,"[{'imgObject': {}, 'id': 'kiwi', 'src': '/static/foodstim60/kiwi.jpg', 'key': 'u', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 14, 'loaded': True, 'loadedTime': 4592.100000023842, 'positionName': 'LEFT', 'positionCoords': [511.6, 335], 'bid': 7.65}, {'imgObject': {}, 'id': 'mac & cheese', 'src': '/static/foodstim60/mac & cheese.jpg', 'key': 'i', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 14, 'loaded': True, 'loadedTime': 3938.300000011921, 'positionName': 'RIGHT', 'positionCoords': [998.4, 335], 'bid': 9.65}]",26682.30000001192,1669830621211,kiwi,mac & cheese,7.65,9.65,2.0,mac & cheese,704.6999999880791,705,704.8999999761581,True,i,27890.100000023842,1207.800000011921,1669830622419,1208,,HRV,HRV_0114,2022-11-30 18:01:10
15,"[{'imgObject': {}, 'id': 'ice cream sundae 002', 'src': '/static/foodstim60/ice cream sundae 002.jpg', 'key': 'u', 'origWidth': 409, 'origHeight': 409, 'width': 409, 'height': 409, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 15, 'loaded': True, 'loadedTime': 4594.199999988079, 'positionName': 'LEFT', 'positionCoords': [512.6, 335.5], 'bid': 8.14}, {'imgObject': {}, 'id': 'rigatoni', 'src': '/static/foodstim60/rigatoni.jpg', 'key': 'i', 'origWidth': 411, 'origHeight': 411, 'width': 411, 'height': 411, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 15, 'loaded': True, 'loadedTime': 4596.800000011921, 'positionName': 'RIGHT', 'positionCoords': [998.4, 334.5], 'bid': 8.040000000000001}]",27890.19999998808,1669830622419,ice cream sundae 002,rigatoni,8.14,8.040000000000001,-0.09999999999999964,rigatoni,1680.6000000238419,1681,1680.800000011921,True,i,30074.19999998808,2184.0,1669830624603,2184,,HRV,HRV_0114,2022-11-30 18:01:10
16,"[{'imgObject': {}, 'id': 'corn cob', 'src': '/static/foodstim60/corn cob.jpg', 'key': 'u', 'origWidth': 411, 'origHeight': 411, 'width': 411, 'height': 411, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 16, 'loaded': True, 'loadedTime': 4350.699999988079, 'positionName': 'LEFT', 'positionCoords': [510.6, 334.5], 'bid': 7.41}, {'imgObject': {}, 'id': 'turkey sandwich', 'src': '/static/foodstim60/turkey sandwich.jpg', 'key': 'i', 'origWidth': 409, 'origHeight': 409, 'width': 409, 'height': 409, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 16, 'loaded': True, 'loadedTime': 4598, 'positionName': 'RIGHT', 'positionCoords': [998.4, 335.5], 'bid': 7.35}]",30074.30000001192,1669830624603,corn cob,turkey sandwich,7.41,7.35,-0.0600000000000005,corn cob,1272.5,1273,1272.800000011921,True,u,31850.30000001192,1776.0,1669830626379,1776,,HRV,HRV_0114,2022-11-30 18:01:10
17,"[{'imgObject': {}, 'id': 'cherries', 'src': '/static/foodstim60/cherries.jpg', 'key': 'u', 'origWidth': 410, 'origHeight': 411, 'width': 410, 'height': 411, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 17, 'loaded': True, 'loadedTime': 4600.300000011921, 'positionName': 'LEFT', 'positionCoords': [511.6, 334.5], 'bid': 8.45}, {'imgObject': {}, 'id': 'cheerios', 'src': '/static/foodstim60/cheerios.jpg', 'key': 'i', 'origWidth': 409, 'origHeight': 410, 'width': 409, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 17, 'loaded': True, 'loadedTime': 4637.600000023842, 'positionName': 'RIGHT', 'positionCoords': [998.4, 335], 'bid': 3.96}]",31850.399999976158,1669830626379,cherries,cheerios,8.45,3.96,-4.489999999999999,cherries,744.5,745,744.6000000238419,True,u,33099.39999997616,1249.0,1669830627628,1249,,HRV,HRV_0114,2022-11-30 18:01:10
18,"[{'imgObject': {}, 'id': 'raspberries', 'src': '/static/foodstim60/raspberries.jpg', 'key': 'u', 'origWidth': 411, 'origHeight': 411, 'width': 411, 'height': 411, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 18, 'loaded': True, 'loadedTime': 4653.100000023842, 'positionName': 'LEFT', 'positionCoords': [510.6, 334.5], 'bid': 7.16}, {'imgObject': {}, 'id': 'grilled chicken strips', 'src': '/static/foodstim60/grilled chicken strips.jpg', 'key': 'i', 'origWidth': 410, 'origHeight': 411, 'width': 410, 'height': 411, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 18, 'loaded': True, 'loadedTime': 4384.199999988079, 'positionName': 'RIGHT', 'positionCoords': [998.4, 334.5], 'bid': 7.930000000000001}]",33099.60000002384,1669830627628,raspberries,grilled chicken strips,7.16,7.930000000000001,0.7700000000000005,raspberries,783.5999999642372,784,783.7999999523163,True,u,34386.89999997616,1287.2999999523163,1669830628916,1288,,HRV,HRV_0114,2022-11-30 18:01:10
19,"[{'imgObject': {}, 'id': 'raisin bran w milk', 'src': '/static/foodstim60/raisin bran w milk.jpg', 'key': 'u', 'origWidth': 411, 'origHeight': 411, 'width': 411, 'height': 411, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 19, 'loaded': True, 'loadedTime': 4654, 'positionName': 'LEFT', 'positionCoords': [510.6, 334.5], 'bid': 6.4}, {'imgObject': {}, 'id': 'olives', 'src': '/static/foodstim60/olives.jpg', 'key': 'i', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 19, 'loaded': True, 'loadedTime': 4586.300000011921, 'positionName': 'RIGHT', 'positionCoords': [998.4, 335], 'bid': 3.67}]",34387.0,1669830628916,raisin bran w milk,olives,6.4,3.67,-2.7300000000000004,olives,920.1000000238419,920,920.3999999761581,True,i,35810.30000001192,1423.300000011921,1669830630339,1423,,HRV,HRV_0114,2022-11-30 18:01:10
20,"[{'imgObject': {}, 'id': 'hashbrowns', 'src': '/static/foodstim60/hashbrowns.jpg', 'key': 'u', 'origWidth': 411, 'origHeight': 410, 'width': 411, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 20, 'loaded': True, 'loadedTime': 4684, 'positionName': 'LEFT', 'positionCoords': [510.6, 335], 'bid': 1.91}, {'imgObject': {}, 'id': 'granola w milk', 'src': '/static/foodstim60/granola w milk.jpg', 'key': 'i', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 20, 'loaded': True, 'loadedTime': 4685.5, 'positionName': 'RIGHT', 'positionCoords': [998.4, 335], 'bid': 2.2}]",35810.39999997616,1669830630339,hashbrowns,granola w milk,1.91,2.2,0.29000000000000026,granola w milk,1304.4000000357628,1305,1304.6000000238419,True,i,37618.5,1808.1000000238419,1669830632147,1808,,HRV,HRV_0114,2022-11-30 18:01:10
21,"[{'imgObject': {}, 'id': 'rigatoni and sauce', 'src': '/static/foodstim60/rigatoni and sauce.jpg', 'key': 'u', 'origWidth': 410, 'origHeight': 411, 'width': 410, 'height': 411, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 21, 'loaded': True, 'loadedTime': 4685.699999988079, 'positionName': 'LEFT', 'positionCoords': [511.6, 334.5], 'bid': 9.03}, {'imgObject': {}, 'id': 'chicken nuggets2', 'src': '/static/foodstim60/chicken nuggets2.jpg', 'key': 'i', 'origWidth': 410, 'origHeight': 409, 'width': 410, 'height': 409, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 21, 'loaded': True, 'loadedTime': 4551.600000023842, 'positionName': 'RIGHT', 'positionCoords': [998.4, 335.5], 'bid': 8.92}]",37618.69999998808,1669830632147,rigatoni and sauce,chicken nuggets2,9.03,8.92,-0.10999999999999943,rigatoni and sauce,832.1999999880791,833,832.4000000357628,True,u,38954.69999998808,1336.0,1669830633483,1336,,HRV,HRV_0114,2022-11-30 18:01:10
22,"[{'imgObject': {}, 'id': 'cocktailshrimp', 'src': '/static/foodstim60/cocktailshrimp.jpg', 'key': 'u', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 22, 'loaded': True, 'loadedTime': 4691, 'positionName': 'LEFT', 'positionCoords': [511.6, 335], 'bid': 8.4}, {'imgObject': {}, 'id': 'luckycharms', 'src': '/static/foodstim60/luckycharms.jpg', 'key': 'i', 'origWidth': 410, 'origHeight': 409, 'width': 410, 'height': 409, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 22, 'loaded': True, 'loadedTime': 4253.600000023842, 'positionName': 'RIGHT', 'positionCoords': [998.4, 335.5], 'bid': 8.84}]",38954.80000001192,1669830633484,cocktailshrimp,luckycharms,8.4,8.84,0.4399999999999995,cocktailshrimp,672.0999999642372,672,672.3000000119209,True,u,40130.69999998808,1175.8999999761581,1669830634659,1175,,HRV,HRV_0114,2022-11-30 18:01:10
23,"[{'imgObject': {}, 'id': 'yogurt no spoon', 'src': '/static/foodstim60/yogurt no spoon.jpg', 'key': 'u', 'origWidth': 411, 'origHeight': 410, 'width': 411, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 23, 'loaded': True, 'loadedTime': 4450.199999988079, 'positionName': 'LEFT', 'positionCoords': [510.6, 335], 'bid': 6.16}, {'imgObject': {}, 'id': 'raspberries', 'src': '/static/foodstim60/raspberries.jpg', 'key': 'i', 'origWidth': 411, 'origHeight': 411, 'width': 411, 'height': 411, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 23, 'loaded': True, 'loadedTime': 4653, 'positionName': 'RIGHT', 'positionCoords': [998.4, 334.5], 'bid': 7.16}]",40130.69999998808,1669830634659,yogurt no spoon,raspberries,6.16,7.16,1.0,yogurt no spoon,744.4000000357628,745,744.6000000238419,True,u,41378.30000001192,1247.6000000238419,1669830635907,1248,,HRV,HRV_0114,2022-11-30 18:01:10
24,"[{'imgObject': {}, 'id': 'steak', 'src': '/static/foodstim60/steak.jpg', 'key': 'u', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 24, 'loaded': True, 'loadedTime': 4119.100000023842, 'positionName': 'LEFT', 'positionCoords': [511.6, 335], 'bid': 7.83}, {'imgObject': {}, 'id': 'Grapes', 'src': '/static/foodstim60/Grapes.jpg', 'key': 'i', 'origWidth': 411, 'origHeight': 411, 'width': 411, 'height': 411, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 24, 'loaded': True, 'loadedTime': 4704.600000023842, 'positionName': 'RIGHT', 'positionCoords': [998.4, 334.5], 'bid': 7.33}]",41378.39999997616,1669830635907,steak,Grapes,7.83,7.33,-0.5,steak,704.5,705,704.8000000119209,True,u,42586.30000001192,1207.9000000357628,1669830637115,1208,,HRV,HRV_0114,2022-11-30 18:01:10
25,"[{'imgObject': {}, 'id': 'fried eggs', 'src': '/static/foodstim60/fried eggs.jpg', 'key': 'u', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 25, 'loaded': True, 'loadedTime': 4707.199999988079, 'positionName': 'LEFT', 'positionCoords': [511.6, 335], 'bid': 5.94}, {'imgObject': {}, 'id': 'strawberries', 'src': '/static/foodstim60/strawberries.jpg', 'key': 'i', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 25, 'loaded': True, 'loadedTime': 3890, 'positionName': 'RIGHT', 'positionCoords': [998.4, 335], 'bid': 8.63}]",42586.39999997616,1669830637115,fried eggs,strawberries,5.94,8.63,2.6900000000000004,strawberries,960.3000000119209,961,960.5,True,i,44050.19999998808,1463.800000011921,1669830638579,1464,,HRV,HRV_0114,2022-11-30 18:01:10
26,"[{'imgObject': {}, 'id': 'avocado', 'src': '/static/foodstim60/avocado.jpg', 'key': 'u', 'origWidth': 409, 'origHeight': 409, 'width': 409, 'height': 409, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 26, 'loaded': True, 'loadedTime': 4740.5, 'positionName': 'LEFT', 'positionCoords': [512.6, 335.5], 'bid': 5.65}, {'imgObject': {}, 'id': 'popsicles', 'src': '/static/foodstim60/popsicles.jpg', 'key': 'i', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 26, 'loaded': True, 'loadedTime': 4847.300000011921, 'positionName': 'RIGHT', 'positionCoords': [998.4, 335], 'bid': 5.5600000000000005}]",44050.30000001192,1669830638579,avocado,popsicles,5.65,5.5600000000000005,-0.08999999999999986,popsicles,1016.5999999642372,1017,1016.8000000119209,True,i,45570.39999997616,1520.0999999642372,1669830640099,1520,,HRV,HRV_0114,2022-11-30 18:01:10
