success,trial_type,trial_index,time_elapsed,internal_node_id,Block,TrialNumber,TrialTime,trialTimeDiff,FPS_avg,FPS_med,FPS_mode,TrialDur,winResizeTime,rt,block,button_pressed,MotCoh,MotDir,ColCoh,Color,ChoiceKey,Choice,Accuracy,RT,nFrames,FPS,PPD,missTrial,missTrialMsg,onsetDelay,fullScreenExitTime,canvCenter,TrialType,Score,BlockTrial,stimulus,button_labels,exp,subjectId,date
True,fullscreen,0,3926,0.0-0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HRV,HRV_0133,2022-11-30 18:17:33
,wl-check-fps,1,8930,0.0-1.0,0.0,2.0,"[4608.3, 4619.7, 4636.2, 4652.9, 4669.6, 4686.3, 4702.9, 4719.6, 4736.2, 4752.9, 4769.3, 4786.2, 4802.9, 4819.7, 4836.3, 4853.2, 4869.8, 4886.4, 4903.1, 4919.7, 4936.3, 4953.1, 4969.6, 4986.4, 5003.1, 5019.6, 5036.3, 5053.2, 5069.7, 5086.4, 5103, 5119.8, 5136.4, 5153, 5169.6, 5186, 5202.6, 5219.6, 5236.2, 5252.9, 5269.8, 5286.6, 5303.3, 5319.9, 5336.6, 5353.3, 5369.9, 5386.5, 5403.2, 5419.9, 5436.6, 5453.3, 5469.9, 5486.5, 5503.2, 5519.8, 5536.6, 5553.2, 5569.6, 5586.5, 5603.2, 5619.8, 5636.5, 5653.3, 5669.8, 5686.6, 5703.3, 5719.8, 5736.6, 5753, 5769.3, 5786, 5802.7, 5819.5, 5836.3, 5852.8, 5869.5, 5886.2, 5903, 5919.7, 5936, 5952.7, 5969.4, 5986.1, 6002.9, 6019.5, 6036.1, 6052.9, 6069.5, 6086.2, 6102.9, 6119.4, 6136.1, 6152.8, 6169.4, 6186, 6202.9, 6219.5, 6236.2, 6252.8, 6269.5, 6286.3, 6302.8, 6319.6, 6336.5, 6353.3, 6369.8, 6386.6, 6403.3, 6419.8, 6436.6, 6453.2, 6469.9, 6486.6, 6503.3, 6519.8, 6536.6, 6553.2, 6569.7, 6586.6, 6603.2, 6619.8, 6636.6, 6653.3, 6669.9, 6686.6, 6702.7, 6719.5, 6736.1, 6752.9, 6769.4, 6786.6, 6803.1, 6819.6, 6836.6, 6853, 6869.8, 6886.4, 6903.2, 6919.7, 6936.5, 6953, 6969.7, 6986.5, 7003.2, 7019.6, 7036.5, 7052.9, 7069.7, 7086.5, 7103.2, 7119.8, 7136.6, 7153.1, 7169.4, 7186.1, 7202.7, 7219.4, 7236.1, 7252.8, 7269.4, 7286.1, 7302.8, 7319.4, 7336.3, 7352.9, 7370, 7386, 7402.9, 7419.4, 7436.3, 7453.2, 7469.8, 7486.6, 7503.3, 7519.8, 7536.6, 7553.1, 7569.9, 7586.6, 7603.2, 7619.8, 7636.7, 7653.2, 7669.9, 7686.6, 7702.8, 7719.4, 7736.3, 7752.8, 7769.6, 7786.5, 7803.3, 7819.8, 7836.6, 7853.2, 7869.9, 7886.5, 7903.1, 7919.9, 7936.5, 7953.3, 7969.7, 7986.6, 8003.2, 8019.6, 8036.3, 8053.1, 8069.7, 8086.4, 8103.1, 8119.7, 8136.3, 8153, 8169.7, 8186.1, 8202.8, 8219.5, 8236.3, 8252.9, 8269.6, 8286.4, 8303, 8319.7, 8336.4, 8353, 8369.6, 8386.4, 8403.1, 8419.7, 8436.4, 8453.1, 8469.7, 8486.4, 8503, 8519.7, 8536.4, 8553, 8569.7, 8586.4, 8603.1, 8619.6, 8636.4, 8653.1, 8669.6, 8686.5, 8703.1, 8719.7, 8736.4, 8753.1, 8769.7, 8786.6, 8803.2, 8819.9, 8836.4, 8853.3, 8869.9, 8886.6, 8903.2, 8919.9, 8936.7, 8953.1, 8969.7, 8986.6, 9003.3, 9019.8, 9036.6, 9053.2, 9069.8, 9086.5, 9103.1, 9119.9, 9136.5, 9153.2, 9169.8, 9186.1, 9202.7, 9219.6, 9236.2, 9252.9, 9269.6, 9286.6, 9303.1, 9319.6, 9336.4, 9353, 9369.8, 9386.5, 9403.1, 9419.7, 9436.3, 9453, 9469.7, 9486.3, 9503.1, 9519.6, 9536.5, 9553.2, 9569.6, 9586.5]","[3.1, 11.4, 16.5, 16.7, 16.7, 16.7, 16.6, 16.7, 16.6, 16.7, 16.4, 16.9, 16.7, 16.8, 16.6, 16.9, 16.6, 16.6, 16.7, 16.6, 16.6, 16.8, 16.5, 16.8, 16.7, 16.5, 16.7, 16.9, 16.5, 16.7, 16.6, 16.8, 16.6, 16.6, 16.6, 16.4, 16.6, 17, 16.6, 16.7, 16.9, 16.8, 16.7, 16.6, 16.7, 16.7, 16.6, 16.6, 16.7, 16.7, 16.7, 16.7, 16.6, 16.6, 16.7, 16.6, 16.8, 16.6, 16.4, 16.9, 16.7, 16.6, 16.7, 16.8, 16.5, 16.8, 16.7, 16.5, 16.8, 16.4, 16.3, 16.7, 16.7, 16.8, 16.8, 16.5, 16.7, 16.7, 16.8, 16.7, 16.3, 16.7, 16.7, 16.7, 16.8, 16.6, 16.6, 16.8, 16.6, 16.7, 16.7, 16.5, 16.7, 16.7, 16.6, 16.6, 16.9, 16.6, 16.7, 16.6, 16.7, 16.8, 16.5, 16.8, 16.9, 16.8, 16.5, 16.8, 16.7, 16.5, 16.8, 16.6, 16.7, 16.7, 16.7, 16.5, 16.8, 16.6, 16.5, 16.9, 16.6, 16.6, 16.8, 16.7, 16.6, 16.7, 16.1, 16.8, 16.6, 16.8, 16.5, 17.2, 16.5, 16.5, 17, 16.4, 16.8, 16.6, 16.8, 16.5, 16.8, 16.5, 16.7, 16.8, 16.7, 16.4, 16.9, 16.4, 16.8, 16.8, 16.7, 16.6, 16.8, 16.5, 16.3, 16.7, 16.6, 16.7, 16.7, 16.7, 16.6, 16.7, 16.7, 16.6, 16.9, 16.6, 17.1, 16, 16.9, 16.5, 16.9, 16.9, 16.6, 16.8, 16.7, 16.5, 16.8, 16.5, 16.8, 16.7, 16.6, 16.6, 16.9, 16.5, 16.7, 16.7, 16.2, 16.6, 16.9, 16.5, 16.8, 16.9, 16.8, 16.5, 16.8, 16.6, 16.7, 16.6, 16.6, 16.8, 16.6, 16.8, 16.4, 16.9, 16.6, 16.4, 16.7, 16.8, 16.6, 16.7, 16.7, 16.6, 16.6, 16.7, 16.7, 16.4, 16.7, 16.7, 16.8, 16.6, 16.7, 16.8, 16.6, 16.7, 16.7, 16.6, 16.6, 16.8, 16.7, 16.6, 16.7, 16.7, 16.6, 16.7, 16.6, 16.7, 16.7, 16.6, 16.7, 16.7, 16.7, 16.5, 16.8, 16.7, 16.5, 16.9, 16.6, 16.6, 16.7, 16.7, 16.6, 16.9, 16.6, 16.7, 16.5, 16.9, 16.6, 16.7, 16.6, 16.7, 16.8, 16.4, 16.6, 16.9, 16.7, 16.5, 16.8, 16.6, 16.6, 16.7, 16.6, 16.8, 16.6, 16.7, 16.6, 16.3, 16.6, 16.9, 16.6, 16.7, 16.7, 17, 16.5, 16.5, 16.8, 16.6, 16.8, 16.7, 16.6, 16.6, 16.6, 16.7, 16.7, 16.6, 16.8, 16.5, 16.9, 16.7, 16.4, 16.9]",60.0,60.0,60.0,4997.8,[],,,,,,,,,,,,,,,,,,,,,,,,,HRV,HRV_0133,2022-11-30 18:17:33
,wl-html-keyboard-response,2,27246,0.0-2.0-0.0,0.0,3.0,,,,,,,,16303.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,HRV,HRV_0133,2022-11-30 18:17:33
,wl-rdm,3,34029,0.0-3.0-0.0,0.0,4.0,,,,,,,[],,,,0.0,0.0,87.9,0.0,u,0.0,True,1187.5999999977648,71.0,60.0,40.0,False,,3000.0,[],"[698, 392.5]",ColorTask_Demo,,,,,HRV,HRV_0133,2022-11-30 18:17:33
,wl-rdm,4,39112,0.0-3.0-1.0,0.0,5.0,,,,,,,[],,,,0.0,0.0,87.9,1.0,i,1.0,True,1019.3000000007451,62.0,60.0,40.0,False,,2000.0,[],"[698, 392.5]",ColorTask_Demo,,,,,HRV,HRV_0133,2022-11-30 18:17:33
,wl-html-keyboard-response,5,46358,0.0-3.0-2.0,0.0,6.0,,,,,,,,5240.099999997765,0.0,1,,,,,,,,,,,,,,,,,,,,,,HRV,HRV_0133,2022-11-30 18:17:33
,wl-html-keyboard-response,6,65686,0.0-4.0-0.0,0.0,7.0,,,,,,,,17316.89999999851,0.0,0,,,,,,,,,,,,,,,,,,,,,,HRV,HRV_0133,2022-11-30 18:17:33
,wl-html-keyboard-response,7,123414,0.0-5.0-0.0,0.0,8.0,,,,,,,,55724.699999999255,0.0,0,,,,,,,,,,,,,,,,,,,,,,HRV,HRV_0133,2022-11-30 18:17:33
,wl-rdm,8,126360,0.0-6.0-0.0,0.0,9.0,,,,,,,[],,,,,,62.5,0.0,u,0.0,True,1617.5,98.0,60.0,40.0,False,,240.14609634438352,[],"[698, 392.5]",ColorTask,1.0,1.0,,,HRV,HRV_0133,2022-11-30 18:17:33
,wl-rdm,9,129243,0.0-6.1-0.1,0.0,10.0,,,,,,,[],,,,,,50.0,1.0,i,1.0,True,1399.699999999255,84.0,60.0,40.0,False,,399.88712282008714,[],"[698, 392.5]",ColorTask,2.0,2.0,,,HRV,HRV_0133,2022-11-30 18:17:33
