success,trial_type,trial_index,time_elapsed,internal_node_id,missTrial,missTrialMsg,Block,TrialNumber,TrialTime,trialTimeDiff,FPS_avg,FPS_med,FPS_mode,TrialDur,winResizeTime,rt,block,button_pressed,MotCoh,MotDir,ColCoh,Color,ChoiceKey,Choice,Accuracy,RT,nFrames,FPS,PPD,onsetDelay,fullScreenExitTime,canvCenter,TrialType,Score,BlockTrial,stimulus,button_labels,exp,subjectId,date
True,fullscreen,0,7800,0.0-0.0,True,undefinedblurEvent ,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HRV,HRV_0014,2022-11-30 18:01:19
,wl-check-fps,1,12802,0.0-1.0,,,0.0,1.0,"[9376.1, 9379.8, 9396.4, 9413.3, 9430.1, 9447.3, 9463.6, 9479.9, 9496.7, 9513.7, 9530, 9546.8, 9563.5, 9580.1, 9596.6, 9613.2, 9630.3, 9647.1, 9663.7, 9679.9, 9696.6, 9713.4, 9730, 9746.7, 9763.4, 9780.4, 9797.3, 9813.6, 9830.5, 9846.9, 9863.6, 9880.2, 9896.8, 9913.4, 9930.5, 9947.2, 9963.6, 9980.4, 9997.1, 10013.9, 10030.4, 10047, 10063.8, 10080.1, 10096.7, 10113.4, 10130, 10146.9, 10163.5, 10180.2, 10196.5, 10213.3, 10230.4, 10247.3, 10263.6, 10280.7, 10297.1, 10313.7, 10330.3, 10346.6, 10363.3, 10380.2, 10396.8, 10413.6, 10430.3, 10446.7, 10463.6, 10480.1, 10496.8, 10513.5, 10530.1, 10546.9, 10563.7, 10581, 10596.4, 10613.4, 10630, 10646.8, 10663.5, 10680.1, 10696.9, 10713.8, 10730.3, 10747, 10763.7, 10780.4, 10796.9, 10813.5, 10830.2, 10846.5, 10863.7, 10880.5, 10897.1, 10913.9, 10930.4, 10947.1, 10963.6, 10980.3, 10997.1, 11013.8, 11030.5, 11047, 11063.5, 11079.7, 11096.6, 11113.3, 11130.4, 11146.9, 11163.7, 11180.4, 11196.8, 11213.1, 11229.8, 11246.5, 11263, 11280.3, 11297, 11313.6, 11330.3, 11347, 11363.6, 11380.3, 11397, 11413.6, 11430.1, 11446.7, 11463.5, 11480, 11496.8, 11513.8, 11530.3, 11546.8, 11563.6, 11580.4, 11596.5, 11613.2, 11630, 11646.6, 11663.4, 11680, 11696.8, 11713.4, 11730.2, 11746.8, 11763.4, 11780.2, 11796.6, 11813.5, 11830.1, 11846.8, 11863.5, 11880, 11896.7, 11913.5, 11930.2, 11946.8, 11963.5, 11980, 11996.7, 12013.4, 12030.1, 12046.8, 12063.5, 12080.1, 12096.7, 12113.4, 12130, 12146.8, 12163.4, 12179.9, 12196.7, 12213.4, 12229.8, 12246.4, 12263.3, 12280.2, 12296.7, 12313.4, 12330.3, 12346.7, 12363.4, 12380.2, 12396.7, 12413.1, 12429.9, 12446.6, 12463.5, 12480.1, 12496.9, 12513.3, 12530, 12546.6, 12563.4, 12580.6, 12596.5, 12613.2, 12629.8, 12646.5, 12663.3, 12680, 12696.4, 12713.1, 12729.9, 12746.6, 12763.6, 12780, 12796.7, 12813.7, 12830.3, 12846.9, 12863.4, 12880.3, 12896.8, 12913.5, 12930.1, 12946.6, 12963.1, 12979.9, 12996.7, 13013.2, 13030.1, 13046.7, 13063.5, 13080, 13096.6, 13113.3, 13130, 13146.7, 13163.4, 13179.7, 13196.6, 13213.6, 13230.3, 13246.7, 13263.5, 13280.1, 13296.8, 13313.4, 13330.1, 13347, 13363.7, 13380, 13397.6, 13413.1, 13430, 13446.5, 13463, 13480.1, 13496.7, 13513.4, 13530.1, 13546.7, 13563.5, 13580.9, 13596.8, 13613.4, 13629.7, 13646.4, 13663.4, 13679.7, 13696.4, 13713.1, 13729.8, 13746.4, 13763.2, 13780.1, 13797.2, 13814.2, 13830.3, 13847.2, 13863.4, 13880.1, 13897.2, 13913.6, 13930.3, 13947, 13963.2, 13980, 13996.8, 14013.5, 14030.4, 14046.9, 14063.5, 14080.6, 14096.6, 14113.2, 14130.1, 14146.7, 14163.4, 14180.3, 14197.3, 14214, 14230, 14246.9, 14263.9, 14280.3, 14296.9, 14313.4, 14330.4, 14346.8]","[10.3, 3.7, 16.6, 16.9, 16.8, 17.2, 16.3, 16.3, 16.8, 17, 16.3, 16.8, 16.7, 16.6, 16.5, 16.6, 17.1, 16.8, 16.6, 16.2, 16.7, 16.8, 16.6, 16.7, 16.7, 17, 16.9, 16.3, 16.9, 16.4, 16.7, 16.6, 16.6, 16.6, 17.1, 16.7, 16.4, 16.8, 16.7, 16.8, 16.5, 16.6, 16.8, 16.3, 16.6, 16.7, 16.6, 16.9, 16.6, 16.7, 16.3, 16.8, 17.1, 16.9, 16.3, 17.1, 16.4, 16.6, 16.6, 16.3, 16.7, 16.9, 16.6, 16.8, 16.7, 16.4, 16.9, 16.5, 16.7, 16.7, 16.6, 16.8, 16.8, 17.3, 15.4, 17, 16.6, 16.8, 16.7, 16.6, 16.8, 16.9, 16.5, 16.7, 16.7, 16.7, 16.5, 16.6, 16.7, 16.3, 17.2, 16.8, 16.6, 16.8, 16.5, 16.7, 16.5, 16.7, 16.8, 16.7, 16.7, 16.5, 16.5, 16.2, 16.9, 16.7, 17.1, 16.5, 16.8, 16.7, 16.4, 16.3, 16.7, 16.7, 16.5, 17.3, 16.7, 16.6, 16.7, 16.7, 16.6, 16.7, 16.7, 16.6, 16.5, 16.6, 16.8, 16.5, 16.8, 17, 16.5, 16.5, 16.8, 16.8, 16.1, 16.7, 16.8, 16.6, 16.8, 16.6, 16.8, 16.6, 16.8, 16.6, 16.6, 16.8, 16.4, 16.9, 16.6, 16.7, 16.7, 16.5, 16.7, 16.8, 16.7, 16.6, 16.7, 16.5, 16.7, 16.7, 16.7, 16.7, 16.7, 16.6, 16.6, 16.7, 16.6, 16.8, 16.6, 16.5, 16.8, 16.7, 16.4, 16.6, 16.9, 16.9, 16.5, 16.7, 16.9, 16.4, 16.7, 16.8, 16.5, 16.4, 16.8, 16.7, 16.9, 16.6, 16.8, 16.4, 16.7, 16.6, 16.8, 17.2, 15.9, 16.7, 16.6, 16.7, 16.8, 16.7, 16.4, 16.7, 16.8, 16.7, 17, 16.4, 16.7, 17, 16.6, 16.6, 16.5, 16.9, 16.5, 16.7, 16.6, 16.5, 16.5, 16.8, 16.8, 16.5, 16.9, 16.6, 16.8, 16.5, 16.6, 16.7, 16.7, 16.7, 16.7, 16.3, 16.9, 17, 16.7, 16.4, 16.8, 16.6, 16.7, 16.6, 16.7, 16.9, 16.7, 16.3, 17.6, 15.5, 16.9, 16.5, 16.5, 17.1, 16.6, 16.7, 16.7, 16.6, 16.8, 17.4, 15.9, 16.6, 16.3, 16.7, 17, 16.3, 16.7, 16.7, 16.7, 16.6, 16.8, 16.9, 17.1, 17, 16.1, 16.9, 16.2, 16.7, 17.1, 16.4, 16.7, 16.7, 16.2, 16.8, 16.8, 16.7, 16.9, 16.5, 16.6, 17.1, 16, 16.6, 16.9, 16.6, 16.7, 16.9, 17, 16.7, 16, 16.9, 17, 16.4, 16.6, 16.5, 17, 16.4]",60.0,60.0,60.0,4997.6,[],,,,,,,,,,,,,,,,,,,,,,,HRV,HRV_0014,2022-11-30 18:01:19
,wl-html-keyboard-response,2,27520,0.0-2.0-0.0,,,0.0,2.0,,,,,,,,12698.10000000149,0.0,0,,,,,,,,,,,,,,,,,,,,HRV,HRV_0014,2022-11-30 18:01:19
,wl-rdm,3,35483,0.0-3.0-0.0,False,,0.0,3.0,,,,,,,[],,,,0.0,0.0,87.9,0.0,u,0.0,True,2386.89999999851,144.0,60.0,40.0,3000.0,[],"[1720, 720]",ColorTask_Demo,,,,,HRV,HRV_0014,2022-11-30 18:01:19
,wl-rdm,4,40316,0.0-3.0-1.0,False,,0.0,4.0,,,,,,,[],,,,0.0,0.0,87.9,1.0,i,1.0,True,769.5,47.0,60.0,40.0,2000.0,[],"[1720, 720]",ColorTask_Demo,,,,,HRV,HRV_0014,2022-11-30 18:01:19
,wl-html-keyboard-response,5,44437,0.0-3.0-2.0,,,0.0,5.0,,,,,,,,2109.400000002235,0.0,1,,,,,,,,,,,,,,,,,,,,HRV,HRV_0014,2022-11-30 18:01:19
,wl-html-keyboard-response,6,52076,0.0-4.0-0.0,,,0.0,6.0,,,,,,,,5629.199999999255,0.0,0,,,,,,,,,,,,,,,,,,,,HRV,HRV_0014,2022-11-30 18:01:19
,wl-html-keyboard-response,7,59653,0.0-5.0-0.0,,,0.0,7.0,,,,,,,,5565.10000000149,0.0,0,,,,,,,,,,,,,,,,,,,,HRV,HRV_0014,2022-11-30 18:01:19
,wl-rdm,8,62066,0.0-6.0-0.0,False,,0.0,8.0,,,,,,,[],,,,,,53.2,1.0,i,1.0,True,1079.9999999962747,65.0,60.0,40.0,250.58112835831002,[],"[1720, 720]",ColorTask,1.0,1.0,,,HRV,HRV_0014,2022-11-30 18:01:19
,wl-rdm,9,64732,0.0-6.1-0.1,False,,0.0,9.0,,,,,,,[],,,,,,62.5,1.0,i,1.0,True,1320.0,80.0,60.0,40.0,257.90228352149154,[],"[1720, 720]",ColorTask,2.0,2.0,,,HRV,HRV_0014,2022-11-30 18:01:19
