success,trial_type,trial_index,time_elapsed,internal_node_id,Block,TrialNumber,TrialTime,trialTimeDiff,FPS_avg,FPS_med,FPS_mode,TrialDur,winResizeTime,rt,block,button_pressed,missTrial,missTrialMsg,MotCoh,MotDir,ColCoh,Color,ChoiceKey,Choice,Accuracy,RT,nFrames,FPS,PPD,onsetDelay,fullScreenExitTime,canvCenter,TrialType,Score,BlockTrial,stimulus,button_labels,exp,subjectId,date
True,fullscreen,0,2585,0.0-0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HRV,HRV_0254,2022-11-30 19:56:27
,wl-check-fps,1,7581,0.0-1.0,0.0,2.0,"[3200.7, 3208.2, 3222.1, 3239.1, 3255.9, 3272.8, 3288.8, 3305.7, 3322.3, 3339.1, 3356.5, 3373.9, 3388.9, 3405.5, 3423.1, 3439.7, 3455.7, 3473.1, 3489.6, 3506.1, 3522.4, 3539, 3556.4, 3572.6, 3589.2, 3606.1, 3622.9, 3639.7, 3656.5, 3672.7, 3689.7, 3706, 3722.6, 3739.2, 3755.9, 3772.8, 3789.7, 3806.5, 3824.1, 3839.5, 3855.9, 3872.5, 3889.3, 3906, 3922.6, 3939.6, 3956, 3972.4, 3989.4, 4006.7, 4022.8, 4040, 4056.9, 4072.8, 4089.9, 4106.2, 4122, 4138.7, 4155.4, 4172.3, 4188.9, 4205.3, 4222.3, 4238.8, 4255.6, 4272.3, 4289, 4305.7, 4322.4, 4339, 4355.7, 4372.3, 4388.9, 4405.5, 4422.7, 4438.9, 4455.8, 4472.7, 4489.6, 4506.2, 4523.2, 4540.4, 4557, 4573.4, 4590.4, 4607.3, 4623.7, 4640.6, 4656.7, 4673.6, 4690.3, 4706.9, 4723.5, 4740.2, 4757.3, 4773.8, 4790.3, 4807, 4824.1, 4840.2, 4856.8, 4873.2, 4889.9, 4906.9, 4923.4, 4940.5, 4957.2, 4973.8, 4990.4, 5006.9, 5024.3, 5040.1, 5057.1, 5073.7, 5090, 5107.3, 5124.1, 5140.2, 5157.2, 5173.9, 5190.5, 5207.5, 5224.3, 5240.4, 5257.4, 5274.1, 5290.1, 5307, 5323.9, 5340.7, 5357.3, 5374, 5390.8, 5407, 5423.7, 5440.8, 5457.3, 5474, 5490.3, 5507.2, 5524.1, 5541, 5558.1, 5574.2, 5590.6, 5607.4, 5624.2, 5640.3, 5657.3, 5674.4, 5691.1, 5707.7, 5723.8, 5740.5, 5757.1, 5774.6, 5790.8, 5807.1, 5825.6, 5840.8, 5857.4, 5874, 5891.4, 5907.7, 5924.7, 5941.3, 5958.2, 5974.8, 5990.9, 6008.9, 6023.8, 6041.4, 6056.7, 6074.6, 6091.4, 6107.8, 6124.8, 6141.5, 6157.8, 6174.8, 6190.7, 6207.8, 6224.3, 6240.8, 6257.7, 6274.5, 6291.3, 6307.9, 6325.2, 6341.5, 6357.6, 6374.6, 6391.5, 6407.8, 6425.2, 6441.5, 6458.1, 6474.5, 6491.5, 6508.3, 6524.6, 6541.1, 6558, 6575.2, 6591.4, 6607.8, 6624.8, 6641.7, 6658.3, 6674.5, 6691, 6707.9, 6724.4, 6741.6, 6757.8, 6774.6, 6791.6, 6808.2, 6824.7, 6841.9, 6858.3, 6875.3, 6892, 6908.6, 6925.1, 6941.8, 6958.4, 6975.3, 6993, 7008.6, 7024.8, 7041.6, 7058.1, 7075.2, 7092, 7108.1, 7125.1, 7141.7, 7158.5, 7175.2, 7192.2, 7208.3, 7227.1, 7241.8, 7258.1, 7275.2, 7291.8, 7308, 7325.6, 7342.1, 7358.4, 7375.6, 7391.6, 7408.1, 7425, 7441.8, 7458.5, 7475.7, 7491.6, 7508.4, 7525.4, 7542, 7558.5, 7575.5, 7592.1, 7608.4, 7625.3, 7642.5, 7658.8, 7675.4, 7692.4, 7708.9, 7725.3, 7741.8, 7758.6, 7775.6, 7792.9, 7808.8, 7825, 7842.3, 7858.5, 7875.6, 7892.1, 7909.2, 7925.8, 7942.5, 7958.8, 7975.9, 7992.8, 8009.1, 8025.1, 8042.8, 8058.3, 8075.6, 8092, 8108.9, 8126.2, 8142.8, 8159.8, 8175.7]","[1, 7.5, 13.9, 17, 16.8, 16.9, 16, 16.9, 16.6, 16.8, 17.4, 17.4, 15, 16.6, 17.6, 16.6, 16, 17.4, 16.5, 16.5, 16.3, 16.6, 17.4, 16.2, 16.6, 16.9, 16.8, 16.8, 16.8, 16.2, 17, 16.3, 16.6, 16.6, 16.7, 16.9, 16.9, 16.8, 17.6, 15.4, 16.4, 16.6, 16.8, 16.7, 16.6, 17, 16.4, 16.4, 17, 17.3, 16.1, 17.2, 16.9, 15.9, 17.1, 16.3, 15.8, 16.7, 16.7, 16.9, 16.6, 16.4, 17, 16.5, 16.8, 16.7, 16.7, 16.7, 16.7, 16.6, 16.7, 16.6, 16.6, 16.6, 17.2, 16.2, 16.9, 16.9, 16.9, 16.6, 17, 17.2, 16.6, 16.4, 17, 16.9, 16.4, 16.9, 16.1, 16.9, 16.7, 16.6, 16.6, 16.7, 17.1, 16.5, 16.5, 16.7, 17.1, 16.1, 16.6, 16.4, 16.7, 17, 16.5, 17.1, 16.7, 16.6, 16.6, 16.5, 17.4, 15.8, 17, 16.6, 16.3, 17.3, 16.8, 16.1, 17, 16.7, 16.6, 17, 16.8, 16.1, 17, 16.7, 16, 16.9, 16.9, 16.8, 16.6, 16.7, 16.8, 16.2, 16.7, 17.1, 16.5, 16.7, 16.3, 16.9, 16.9, 16.9, 17.1, 16.1, 16.4, 16.8, 16.8, 16.1, 17, 17.1, 16.7, 16.6, 16.1, 16.7, 16.6, 17.5, 16.2, 16.3, 18.5, 15.2, 16.6, 16.6, 17.4, 16.3, 17, 16.6, 16.9, 16.6, 16.1, 18, 14.9, 17.6, 15.3, 17.9, 16.8, 16.4, 17, 16.7, 16.3, 17, 15.9, 17.1, 16.5, 16.5, 16.9, 16.8, 16.8, 16.6, 17.3, 16.3, 16.1, 17, 16.9, 16.3, 17.4, 16.3, 16.6, 16.4, 17, 16.8, 16.3, 16.5, 16.9, 17.2, 16.2, 16.4, 17, 16.9, 16.6, 16.2, 16.5, 16.9, 16.5, 17.2, 16.2, 16.8, 17, 16.6, 16.5, 17.2, 16.4, 17, 16.7, 16.6, 16.5, 16.7, 16.6, 16.9, 17.7, 15.6, 16.2, 16.8, 16.5, 17.1, 16.8, 16.1, 17, 16.6, 16.8, 16.7, 17, 16.1, 18.8, 14.7, 16.3, 17.1, 16.6, 16.2, 17.6, 16.5, 16.3, 17.2, 16, 16.5, 16.9, 16.8, 16.7, 17.2, 15.9, 16.8, 17, 16.6, 16.5, 17, 16.6, 16.3, 16.9, 17.2, 16.3, 16.6, 17, 16.5, 16.4, 16.5, 16.8, 17, 17.3, 15.9, 16.2, 17.3, 16.2, 17.1, 16.5, 17.1, 16.6, 16.7, 16.3, 17.1, 16.9, 16.3, 16, 17.7, 15.5, 17.3, 16.4, 16.9, 17.3, 16.6, 17, 15.9]",60.0,59.0,60.0,4992.4,[],,,,,,,,,,,,,,,,,,,,,,,,,HRV,HRV_0254,2022-11-30 19:56:27
,wl-html-keyboard-response,2,25157,0.0-2.0-0.0,0.0,2.0,,,,,,,,15565.900000095367,0.0,0,True,undefinedblurEvent ,,,,,,,,,,,,,,,,,,,,HRV,HRV_0254,2022-11-30 19:56:27
,wl-rdm,3,33698,0.0-3.0-0.0,0.0,3.0,,,,,,,[],,,,False,,0.0,0.0,87.9,0.0,u,0.0,True,2976.600000143051,179.0,60.0,40.0,3000.0,[],"[684, 456]",ColorTask_Demo,,,,,HRV,HRV_0254,2022-11-30 19:56:27
,wl-rdm,4,41220,0.0-3.0-1.0,0.0,4.0,,,,,,,[],,,,False,,0.0,0.0,87.9,1.0,i,1.0,True,3461.2999999523163,208.0,60.0,40.0,2000.0,[],"[684, 456]",ColorTask_Demo,,,,,HRV,HRV_0254,2022-11-30 19:56:27
,wl-html-keyboard-response,5,45818,0.0-3.0-2.0,0.0,5.0,,,,,,,,,0.0,0,,,,,,,,,,,,,,,,,,,,,,HRV,HRV_0254,2022-11-30 19:56:27
,wl-rdm,6,52611,0.0-3.1-0.1,0.0,3.0,,,,,,,[],,,,False,,0.0,0.0,87.9,0.0,u,0.0,True,1218.2000000476837,74.0,60.0,40.0,3000.0,[],"[684, 456]",ColorTask_Demo,,,,,HRV,HRV_0254,2022-11-30 19:56:27
,wl-rdm,7,57798,0.0-3.1-1.1,0.0,4.0,,,,,,,[],,,,False,,0.0,0.0,87.9,1.0,i,1.0,True,1128.4999997615814,68.0,60.0,40.0,2000.0,[],"[684, 456]",ColorTask_Demo,,,,,HRV,HRV_0254,2022-11-30 19:56:27
,wl-html-keyboard-response,8,63809,0.0-3.1-2.1,0.0,5.0,,,,,,,,,0.0,0,,,,,,,,,,,,,,,,,,,,,,HRV,HRV_0254,2022-11-30 19:56:27
,wl-rdm,9,70656,0.0-3.2-0.2,0.0,3.0,,,,,,,[],,,,False,,0.0,0.0,87.9,0.0,u,0.0,True,1282.2000000476837,77.0,60.0,40.0,3000.0,[],"[684, 456]",ColorTask_Demo,,,,,HRV,HRV_0254,2022-11-30 19:56:27
