success,trial_type,trial_index,time_elapsed,internal_node_id,missTrial,missTrialMsg,Block,TrialNumber,TrialTime,trialTimeDiff,FPS_avg,FPS_med,FPS_mode,TrialDur,winResizeTime,rt,block,button_pressed,MotCoh,MotDir,ColCoh,Color,ChoiceKey,Choice,Accuracy,RT,nFrames,FPS,PPD,onsetDelay,fullScreenExitTime,canvCenter,TrialType,Score,BlockTrial,stimulus,button_labels,exp,subjectId,date
True,fullscreen,0,7786,0.0-0.0,True,undefinedblurEvent ,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HRV,HRV_0205,2022-11-30 19:03:24
,wl-check-fps,1,12780,0.0-1.0,,,0.0,1.0,"[8091.7, 8097.1, 8114.2, 8131, 8148.5, 8163.9, 8181.4, 8198.1, 8215.7, 8231.4, 8247.7, 8263.6, 8281.1, 8297.3, 8315.2, 8334.4, 8347.6, 8364.3, 8380.8, 8398.3, 8414.8, 8431.1, 8447.7, 8463.4, 8481.3, 8497, 8514.7, 8530.9, 8547.1, 8563.9, 8580.5, 8598.2, 8613.6, 8630.5, 8647.9, 8663.3, 8681, 8697.6, 8715, 8731, 8748.4, 8765.1, 8781.4, 8797.8, 8814.5, 8831, 8847.6, 8865.2, 8880.1, 8897.6, 8915.1, 8931.7, 8947.5, 8964.6, 8981.1, 8997.8, 9013.7, 9030.9, 9048.5, 9064.8, 9081.4, 9097.3, 9114.4, 9131.2, 9147.2, 9164.6, 9181, 9197.7, 9215.2, 9231.9, 9247.7, 9265.2, 9280.7, 9298.2, 9315.4, 9331.6, 9348.5, 9364, 9381.5, 9397.8, 9414.2, 9431.6, 9448.1, 9464.7, 9481.4, 9497.9, 9514.6, 9530.3, 9547.7, 9563.8, 9581.9, 9597.8, 9614.2, 9631.9, 9648.5, 9664.7, 9681.1, 9697.7, 9714.9, 9731.8, 9748.3, 9764.9, 9781.5, 9797.3, 9814.8, 9831, 9847.7, 9864.4, 9881, 9897.6, 9915.2, 9930.7, 9948.2, 9964.8, 9981.4, 9998.2, 10015, 10031.6, 10048.2, 10064.4, 10081, 10097.8, 10114.5, 10131, 10147.7, 10164.4, 10181.9, 10198, 10214.6, 10231.3, 10248, 10263.5, 10280.3, 10296.7, 10323.1, 10331.4, 10347.1, 10364.5, 10381, 10397.6, 10414.3, 10430.1, 10447.4, 10464.4, 10481, 10497.6, 10514.3, 10531.9, 10548.4, 10565, 10602.9, 10603.4, 10615, 10631.7, 10647.9, 10663.9, 10681.2, 10698.4, 10714.5, 10731.7, 10747.9, 10764.2, 10781.2, 10798.3, 10814.5, 10830.6, 10847.9, 10865.2, 10881.5, 10897.7, 10914.7, 10930.9, 10947.5, 10964.3, 10980.7, 10998, 11015.2, 11031.7, 11047.9, 11065, 11080.2, 11097.6, 11115, 11131.3, 11148.4, 11164.5, 11181.6, 11196.7, 11213.7, 11231.1, 11248.1, 11264.4, 11281.7, 11297.7, 11314.2, 11331, 11347.7, 11364.8, 11381.3, 11397.3, 11414.2, 11430.9, 11448.1, 11464.1, 11481, 11497.5, 11514.2, 11531.3, 11547.9, 11564.6, 11581.5, 11597.6, 11614.4, 11631.1, 11647.9, 11664.3, 11681.6, 11698, 11714.4, 11731.1, 11748, 11763.7, 11780.8, 11797.6, 11814.3, 11830.8, 11847.5, 11864.3, 11881.3, 11898.2, 11914.1, 11931.8, 11948.2, 11965.4, 11980.1, 11997.7, 12015, 12031, 12047.6, 12064.4, 12081.1, 12098.1, 12113.6, 12131.2, 12147.8, 12164.6, 12181.1, 12197.6, 12214.3, 12231.2, 12247.4, 12264.4, 12281.7, 12298, 12314.3, 12330, 12347.4, 12364.2, 12380.8, 12397.3, 12413.8, 12431.1, 12448, 12463.6, 12480.9, 12497.5, 12514.5, 12530.9, 12547.6, 12564.5, 12581.4, 12597.6, 12614.8, 12630.3, 12648, 12664.6, 12681.7, 12698.1, 12714.4, 12731.2, 12747.7, 12764, 12781.3, 12797.6, 12814.8, 12830.8, 12847.8, 12864.6, 12881.1, 12897.5, 12914.7, 12930.9, 12947.6, 12964.4, 12980.8, 12997.6, 13013.3, 13031, 13047.6, 13064.4]","[1.7, 5.4, 17.1, 16.8, 17.5, 15.4, 17.5, 16.7, 17.6, 15.7, 16.3, 15.9, 17.5, 16.2, 17.9, 19.2, 13.2, 16.7, 16.5, 17.5, 16.5, 16.3, 16.6, 15.7, 17.9, 15.7, 17.7, 16.2, 16.2, 16.8, 16.6, 17.7, 15.4, 16.9, 17.4, 15.4, 17.7, 16.6, 17.4, 16, 17.4, 16.7, 16.3, 16.4, 16.7, 16.5, 16.6, 17.6, 14.9, 17.5, 17.5, 16.6, 15.8, 17.1, 16.5, 16.7, 15.9, 17.2, 17.6, 16.3, 16.6, 15.9, 17.1, 16.8, 16, 17.4, 16.4, 16.7, 17.5, 16.7, 15.8, 17.5, 15.5, 17.5, 17.2, 16.2, 16.9, 15.5, 17.5, 16.3, 16.4, 17.4, 16.5, 16.6, 16.7, 16.5, 16.7, 15.7, 17.4, 16.1, 18.1, 15.9, 16.4, 17.7, 16.6, 16.2, 16.4, 16.6, 17.2, 16.9, 16.5, 16.6, 16.6, 15.8, 17.5, 16.2, 16.7, 16.7, 16.6, 16.6, 17.6, 15.5, 17.5, 16.6, 16.6, 16.8, 16.8, 16.6, 16.6, 16.2, 16.6, 16.8, 16.7, 16.5, 16.7, 16.7, 17.5, 16.1, 16.6, 16.7, 16.7, 15.5, 16.8, 16.4, 26.4, 8.3, 15.7, 17.4, 16.5, 16.6, 16.7, 15.8, 17.3, 17, 16.6, 16.6, 16.7, 17.6, 16.5, 16.6, 37.9, 0.5, 11.6, 16.7, 16.2, 16, 17.3, 17.2, 16.1, 17.2, 16.2, 16.3, 17, 17.1, 16.2, 16.1, 17.3, 17.3, 16.3, 16.2, 17, 16.2, 16.6, 16.8, 16.4, 17.3, 17.2, 16.5, 16.2, 17.1, 15.2, 17.4, 17.4, 16.3, 17.1, 16.1, 17.1, 15.1, 17, 17.4, 17, 16.3, 17.3, 16, 16.5, 16.8, 16.7, 17.1, 16.5, 16, 16.9, 16.7, 17.2, 16, 16.9, 16.5, 16.7, 17.1, 16.6, 16.7, 16.9, 16.1, 16.8, 16.7, 16.8, 16.4, 17.3, 16.4, 16.4, 16.7, 16.9, 15.7, 17.1, 16.8, 16.7, 16.5, 16.7, 16.8, 17, 16.9, 15.9, 17.7, 16.4, 17.2, 14.7, 17.6, 17.3, 16, 16.6, 16.8, 16.7, 17, 15.5, 17.6, 16.6, 16.8, 16.5, 16.5, 16.7, 16.9, 16.2, 17, 17.3, 16.3, 16.3, 15.7, 17.4, 16.8, 16.6, 16.5, 16.5, 17.3, 16.9, 15.6, 17.3, 16.6, 17, 16.4, 16.7, 16.9, 16.9, 16.2, 17.2, 15.5, 17.7, 16.6, 17.1, 16.4, 16.3, 16.8, 16.5, 16.3, 17.3, 16.3, 17.2, 16, 17, 16.8, 16.5, 16.4, 17.2, 16.2, 16.7, 16.8, 16.4, 16.8, 15.7, 17.7, 16.6, 16.8]",60.0,37.0,60.0,4991.4,[],,,,,,,,,,,,,,,,,,,,,,,HRV,HRV_0205,2022-11-30 19:03:24
,wl-html-keyboard-response,2,26368,0.0-2.0-0.0,,,0.0,2.0,,,,,,,,11579.79999923706,0.0,0,,,,,,,,,,,,,,,,,,,,HRV,HRV_0205,2022-11-30 19:03:24
,wl-rdm,3,32913,0.0-3.0-0.0,False,,0.0,3.0,,,,,,,[],,,,0.0,0.0,87.9,0.0,u,0.0,True,994.6000003814697,60.0,60.0,40.0,3000.0,[],"[720, 450]",ColorTask_Demo,,,,,HRV,HRV_0205,2022-11-30 19:03:24
,wl-rdm,4,37813,0.0-3.0-1.0,False,,0.0,4.0,,,,,,,[],,,,0.0,0.0,87.9,1.0,i,1.0,True,830.6999988555908,50.0,60.0,40.0,2000.0,[],"[720, 450]",ColorTask_Demo,,,,,HRV,HRV_0205,2022-11-30 19:03:24
,wl-html-keyboard-response,5,42482,0.0-3.0-2.0,,,0.0,5.0,,,,,,,,2665.0,0.0,1,,,,,,,,,,,,,,,,,,,,HRV,HRV_0205,2022-11-30 19:03:24
,wl-html-keyboard-response,6,49620,0.0-4.0-0.0,,,0.0,6.0,,,,,,,,5136.0,0.0,0,,,,,,,,,,,,,,,,,,,,HRV,HRV_0205,2022-11-30 19:03:24
,wl-html-keyboard-response,7,60469,0.0-5.0-0.0,,,0.0,7.0,,,,,,,,8842.69999885559,0.0,0,,,,,,,,,,,,,,,,,,,,HRV,HRV_0205,2022-11-30 19:03:24
,wl-rdm,8,62580,0.0-6.0-0.0,False,,0.0,8.0,,,,,,,[],,,,,,53.2,0.0,u,0.0,True,740.1000003814697,45.0,60.0,40.0,308.4615954461073,[],"[720, 450]",ColorTask,1.0,1.0,,,HRV,HRV_0205,2022-11-30 19:03:24
,wl-rdm,9,64613,0.0-6.1-0.1,False,,0.0,9.0,,,,,,,[],,,,,,87.9,0.0,u,0.0,True,664.0999984741211,40.0,60.0,40.0,302.12592577807095,[],"[720, 450]",ColorTask,2.0,2.0,,,HRV,HRV_0205,2022-11-30 19:03:24
,wl-rdm,10,67096,0.0-6.2-0.2,False,,0.0,10.0,,,,,,,[],,,,,,56.4,1.0,u,0.0,False,1024.5,62.0,60.0,40.0,381.13194556471626,[],"[720, 450]",ColorTask,1.0,3.0,,,HRV,HRV_0205,2022-11-30 19:03:24
,wl-rdm,11,69130,0.0-6.3-0.3,False,,0.0,11.0,,,,,,,[],,,,,,62.5,1.0,i,1.0,True,566.2999992370605,35.0,60.0,40.0,369.3132229942199,[],"[720, 450]",ColorTask,2.0,4.0,,,HRV,HRV_0205,2022-11-30 19:03:24
,wl-rdm,12,71030,0.0-6.4-0.4,False,,0.0,12.0,,,,,,,[],,,,,,87.9,1.0,i,1.0,True,631.2000007629395,38.0,60.0,40.0,212.72229411290084,[],"[720, 450]",ColorTask,3.0,5.0,,,HRV,HRV_0205,2022-11-30 19:03:24
,wl-rdm,13,72957,0.0-6.5-0.5,False,,0.0,13.0,,,,,,,[],,,,,,87.9,1.0,i,1.0,True,571.3000011444092,35.0,60.0,40.0,282.6240207611813,[],"[720, 450]",ColorTask,4.0,6.0,,,HRV,HRV_0205,2022-11-30 19:03:24
,wl-rdm,14,75357,0.0-6.6-0.6,False,,0.0,14.0,,,,,,,[],,,,,,53.2,0.0,i,1.0,False,974.3999996185303,59.0,60.0,40.0,359.1521471249532,[],"[720, 450]",ColorTask,3.0,7.0,,,HRV,HRV_0205,2022-11-30 19:03:24
,wl-rdm,15,77258,0.0-6.7-0.7,False,,0.0,15.0,,,,,,,[],,,,,,62.5,0.0,u,0.0,True,602.8000011444092,37.0,60.0,40.0,215.68215200512205,[],"[720, 450]",ColorTask,4.0,8.0,,,HRV,HRV_0205,2022-11-30 19:03:24
,wl-rdm,16,79175,0.0-6.8-0.8,False,,0.0,16.0,,,,,,,[],,,,,,53.2,1.0,i,1.0,True,571.1000003814697,35.0,60.0,40.0,252.11264441699842,[],"[720, 450]",ColorTask,5.0,9.0,,,HRV,HRV_0205,2022-11-30 19:03:24
,wl-rdm,17,81391,0.0-6.9-0.9,False,,0.0,17.0,,,,,,,[],,,,,,50.0,0.0,u,0.0,True,787.2000007629395,48.0,60.0,40.0,355.1993408686229,[],"[720, 450]",ColorTask,6.0,10.0,,,HRV,HRV_0205,2022-11-30 19:03:24
,wl-rdm,18,83707,0.0-6.10-0.10,False,,0.0,18.0,,,,,,,[],,,,,,56.4,0.0,i,1.0,False,864.7999992370605,52.0,60.0,40.0,393.1788261264951,[],"[720, 450]",ColorTask,5.0,11.0,,,HRV,HRV_0205,2022-11-30 19:03:24
,wl-rdm,19,85708,0.0-6.11-0.11,False,,0.0,19.0,,,,,,,[],,,,,,62.5,1.0,i,1.0,True,677.2999992370605,41.0,60.0,40.0,258.8367037200405,[],"[720, 450]",ColorTask,6.0,12.0,,,HRV,HRV_0205,2022-11-30 19:03:24
,wl-rdm,20,87673,0.0-6.12-0.12,False,,0.0,20.0,,,,,,,[],,,,,,87.9,0.0,u,0.0,True,570.0999984741211,35.0,60.0,40.0,325.0771779465159,[],"[720, 450]",ColorTask,7.0,13.0,,,HRV,HRV_0205,2022-11-30 19:03:24
,wl-rdm,21,89857,0.0-6.13-0.13,False,,0.0,21.0,,,,,,,[],,,,,,50.0,1.0,u,0.0,False,905.6000003814697,55.0,60.0,40.0,210.94872592243192,[],"[720, 450]",ColorTask,6.0,14.0,,,HRV,HRV_0205,2022-11-30 19:03:24
,wl-rdm,22,92191,0.0-6.14-0.14,False,,0.0,22.0,,,,,,,[],,,,,,73.6,1.0,i,1.0,True,935.4000015258789,57.0,60.0,40.0,315.28485902401144,[],"[720, 450]",ColorTask,7.0,15.0,,,HRV,HRV_0205,2022-11-30 19:03:24
,wl-rdm,23,94240,0.0-6.15-0.15,False,,0.0,23.0,,,,,,,[],,,,,,87.9,1.0,i,1.0,True,669.8999996185303,41.0,60.0,40.0,290.0985757630745,[],"[720, 450]",ColorTask,8.0,16.0,,,HRV,HRV_0205,2022-11-30 19:03:24
,wl-rdm,24,96207,0.0-6.16-0.16,False,,0.0,24.0,,,,,,,[],,,,,,73.6,0.0,u,0.0,True,657.7000007629395,40.0,60.0,40.0,218.14370753430856,[],"[720, 450]",ColorTask,9.0,17.0,,,HRV,HRV_0205,2022-11-30 19:03:24
,wl-rdm,25,98325,0.0-6.17-0.17,False,,0.0,25.0,,,,,,,[],,,,,,62.5,1.0,i,1.0,True,806.6000003814697,49.0,60.0,40.0,224.5787638195966,[],"[720, 450]",ColorTask,10.0,18.0,,,HRV,HRV_0205,2022-11-30 19:03:24
,wl-rdm,26,100458,0.0-6.18-0.18,False,,0.0,26.0,,,,,,,[],,,,,,62.5,1.0,i,1.0,True,774.5999984741211,47.0,60.0,40.0,274.0996587147131,[],"[720, 450]",ColorTask,11.0,19.0,,,HRV,HRV_0205,2022-11-30 19:03:24
,wl-rdm,27,102640,0.0-6.19-0.19,False,,0.0,27.0,,,,,,,[],,,,,,62.5,0.0,u,0.0,True,869.8999996185303,53.0,60.0,40.0,232.1867633587123,[],"[720, 450]",ColorTask,12.0,20.0,,,HRV,HRV_0205,2022-11-30 19:03:24
,wl-rdm,28,104708,0.0-6.20-0.20,False,,0.0,28.0,,,,,,,[],,,,,,73.6,1.0,i,1.0,True,739.3999996185303,45.0,60.0,40.0,253.2194663438531,[],"[720, 450]",ColorTask,13.0,21.0,,,HRV,HRV_0205,2022-11-30 19:03:24
,wl-rdm,29,106807,0.0-6.21-0.21,False,,0.0,29.0,,,,,,,[],,,,,,73.6,1.0,i,1.0,True,671.2000007629395,41.0,60.0,40.0,364.54955378586953,[],"[720, 450]",ColorTask,14.0,22.0,,,HRV,HRV_0205,2022-11-30 19:03:24
,wl-rdm,30,108990,0.0-6.22-0.22,False,,0.0,30.0,,,,,,,[],,,,,,73.6,1.0,i,1.0,True,791.7999992370605,48.0,60.0,40.0,300.75315116634783,[],"[720, 450]",ColorTask,15.0,23.0,,,HRV,HRV_0205,2022-11-30 19:03:24
,wl-rdm,31,110906,0.0-6.23-0.23,False,,0.0,31.0,,,,,,,[],,,,,,73.6,1.0,i,1.0,True,608.4000015258789,37.0,60.0,40.0,234.58265076810954,[],"[720, 450]",ColorTask,16.0,24.0,,,HRV,HRV_0205,2022-11-30 19:03:24
,wl-rdm,32,113108,0.0-6.24-0.24,False,,0.0,32.0,,,,,,,[],,,,,,62.5,1.0,i,1.0,True,750.5,46.0,60.0,40.0,361.10009397256215,[],"[720, 450]",ColorTask,17.0,25.0,,,HRV,HRV_0205,2022-11-30 19:03:24
,wl-rdm,33,115375,0.0-6.25-0.25,False,,0.0,33.0,,,,,,,[],,,,,,53.2,1.0,u,0.0,False,919.8000011444092,56.0,60.0,40.0,254.8273144726774,[],"[720, 450]",ColorTask,16.0,26.0,,,HRV,HRV_0205,2022-11-30 19:03:24
,wl-rdm,34,117391,0.0-6.26-0.26,False,,0.0,34.0,,,,,,,[],,,,,,56.4,1.0,i,1.0,True,600.7000007629395,37.0,60.0,40.0,336.9315103545727,[],"[720, 450]",ColorTask,17.0,27.0,,,HRV,HRV_0205,2022-11-30 19:03:24
,wl-rdm,35,119740,0.0-6.27-0.27,False,,0.0,35.0,,,,,,,[],,,,,,53.2,0.0,u,0.0,True,1030.7999992370605,62.0,60.0,40.0,258.71264270595765,[],"[720, 450]",ColorTask,18.0,28.0,,,HRV,HRV_0205,2022-11-30 19:03:24
,wl-rdm,36,122108,0.0-6.28-0.28,False,,0.0,36.0,,,,,,,[],,,,,,56.4,0.0,i,1.0,False,978.7999992370605,59.0,60.0,40.0,309.76742549824945,[],"[720, 450]",ColorTask,17.0,29.0,,,HRV,HRV_0205,2022-11-30 19:03:24
,wl-rdm,37,124124,0.0-6.29-0.29,False,,0.0,37.0,,,,,,,[],,,,,,56.4,1.0,i,1.0,True,728.8999996185303,44.0,60.0,40.0,213.89846936825984,[],"[720, 450]",ColorTask,18.0,30.0,,,HRV,HRV_0205,2022-11-30 19:03:24
,wl-rdm,38,126308,0.0-6.30-0.30,False,,0.0,38.0,,,,,,,[],,,,,,50.0,1.0,i,1.0,True,730.0,44.0,60.0,40.0,390.2156003909723,[],"[720, 450]",ColorTask,19.0,31.0,,,HRV,HRV_0205,2022-11-30 19:03:24
,wl-rdm,39,128507,0.0-6.31-0.31,False,,0.0,39.0,,,,,,,[],,,,,,50.0,0.0,i,1.0,False,900.6000003814697,55.0,60.0,40.0,203.97526065637953,[],"[720, 450]",ColorTask,18.0,32.0,,,HRV,HRV_0205,2022-11-30 19:03:24
,wl-rdm,40,130703,0.0-6.32-0.32,False,,0.0,40.0,,,,,,,[],,,,,,56.4,1.0,i,1.0,True,786.1000003814697,48.0,60.0,40.0,316.4732814171955,[],"[720, 450]",ColorTask,19.0,33.0,,,HRV,HRV_0205,2022-11-30 19:03:24
,wl-rdm,41,132742,0.0-6.33-0.33,False,,0.0,41.0,,,,,,,[],,,,,,53.2,1.0,u,0.0,False,722.3999996185303,44.0,60.0,40.0,253.63885255851181,[],"[720, 450]",ColorTask,18.0,34.0,,,HRV,HRV_0205,2022-11-30 19:03:24
,wl-rdm,42,134941,0.0-6.34-0.34,False,,0.0,42.0,,,,,,,[],,,,,,62.5,0.0,u,0.0,True,838.0,51.0,60.0,40.0,297.79480735959197,[],"[720, 450]",ColorTask,19.0,35.0,,,HRV,HRV_0205,2022-11-30 19:03:24
,wl-rdm,43,137106,0.0-6.35-0.35,False,,0.0,43.0,,,,,,,[],,,,,,53.2,1.0,i,1.0,True,778.0,47.0,60.0,40.0,300.08320257200364,[],"[720, 450]",ColorTask,20.0,36.0,,,HRV,HRV_0205,2022-11-30 19:03:24
,wl-rdm,44,139225,0.0-6.36-0.36,False,,0.0,44.0,,,,,,,[],,,,,,62.5,0.0,u,0.0,True,832.0999984741211,50.0,60.0,40.0,220.3713927069919,[],"[720, 450]",ColorTask,21.0,37.0,,,HRV,HRV_0205,2022-11-30 19:03:24
,wl-rdm,45,141173,0.0-6.37-0.37,False,,0.0,45.0,,,,,,,[],,,,,,87.9,0.0,u,0.0,True,658.2999973297119,40.0,60.0,40.0,220.9922911155962,[],"[720, 450]",ColorTask,22.0,38.0,,,HRV,HRV_0205,2022-11-30 19:03:24
,wl-rdm,46,143273,0.0-6.38-0.38,False,,0.0,46.0,,,,,,,[],,,,,,87.9,1.0,i,1.0,True,715.3000011444092,43.0,60.0,40.0,325.79077290881276,[],"[720, 450]",ColorTask,23.0,39.0,,,HRV,HRV_0205,2022-11-30 19:03:24
,wl-rdm,47,145541,0.0-6.39-0.39,False,,0.0,47.0,,,,,,,[],,,,,,53.2,0.0,i,1.0,False,907.0,55.0,60.0,40.0,270.1300756075037,[],"[720, 450]",ColorTask,22.0,40.0,,,HRV,HRV_0205,2022-11-30 19:03:24
,wl-rdm,48,147906,0.0-6.40-0.40,False,,0.0,48.0,,,,,,,[],,,,,,56.4,1.0,i,1.0,True,1065.6000003814697,64.0,60.0,40.0,222.7738583127948,[],"[720, 450]",ColorTask,23.0,41.0,,,HRV,HRV_0205,2022-11-30 19:03:24
,wl-rdm,49,150108,0.0-6.41-0.41,False,,0.0,49.0,,,,,,,[],,,,,,53.2,0.0,u,0.0,True,825.5999984741211,50.0,60.0,40.0,289.2532405913981,[],"[720, 450]",ColorTask,24.0,42.0,,,HRV,HRV_0205,2022-11-30 19:03:24
