success,trial_type,trial_index,time_elapsed,internal_node_id,missTrial,missTrialMsg,Block,TrialNumber,TrialTime,trialTimeDiff,FPS_avg,FPS_med,FPS_mode,TrialDur,winResizeTime,rt,block,button_pressed,MotCoh,MotDir,ColCoh,Color,ChoiceKey,Choice,Accuracy,RT,nFrames,FPS,PPD,onsetDelay,fullScreenExitTime,canvCenter,TrialType,Score,BlockTrial,stimulus,button_labels,exp,subjectId,date
True,fullscreen,0,17184,0.0-0.0,True,undefinedblurEvent ,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HRV,HRV_0276,2022-11-30 20:33:04
,wl-check-fps,1,22182,0.0-1.0,,,0.0,1.0,"[17630, 17631.2, 17647, 17670, 17681.7, 17698.5, 17714.1, 17731.5, 17748.7, 17764.9, 17783.1, 17801.8, 17814.1, 17830.7, 17847.4, 17864, 17880.7, 17897.6, 17914.1, 17930.8, 17947.4, 17964.1, 17981, 17997.5, 18014.2, 18030.9, 18047.5, 18064.2, 18080.9, 18097.7, 18114.3, 18131, 18147.9, 18164.3, 18182.6, 18197.9, 18214.3, 18231, 18247.8, 18264.4, 18281.1, 18297.8, 18314.5, 18331.1, 18347.9, 18364.5, 18381.2, 18397.9, 18414.6, 18431.2, 18447.8, 18464.6, 18481.2, 18498, 18514.7, 18531.4, 18548, 18564.8, 18581.4, 18598, 18614.8, 18631.4, 18648.1, 18664.8, 18681.5, 18698.2, 18714.9, 18731.6, 18748.2, 18765, 18781.6, 18798.3, 18814.9, 18831.7, 18848.3, 18865, 18881.7, 18898.4, 18915.1, 18931.9, 18948.5, 18965.1, 18981.8, 18998.4, 19015.2, 19031.8, 19048.6, 19065.2, 19081.9, 19098.6, 19115.3, 19131.9, 19148.6, 19165.4, 19182, 19198.6, 19215.4, 19232.1, 19248.7, 19265.4, 19282.1, 19298.8, 19315.5, 19332.2, 19348.8, 19365.5, 19382.3, 19398.9, 19415.5, 19432.6, 19449.2, 19465.9, 19482.6, 19499.3, 19516, 19532.7, 19549.3, 19566, 19583.2, 19602.3, 19619.2, 19634.1, 19650.8, 19668.3, 19683.7, 19702, 19716.9, 19734.3, 19749.7, 19766.3, 19783.8, 19799.3, 19816, 19832.7, 19849.4, 19866.1, 19883.4, 19900.1, 19916.8, 19933.1, 19950.4, 19970.2, 19983.3, 19999.5, 20016.2, 20033.2, 20050, 20066.6, 20083.4, 20099.9, 20116.6, 20133.4, 20150.1, 20166.7, 20183.4, 20202.3, 20217.3, 20233.4, 20250.2, 20266.8, 20283.5, 20300.2, 20316.8, 20333.4, 20350.3, 20366.9, 20383.6, 20400.3, 20418.6, 20435.1, 20453.1, 20470.8, 20490.1, 20501.8, 20520.4, 20534.5, 20551, 20567.8, 20583.5, 20600.1, 20617.3, 20633.9, 20650.6, 20667.8, 20683.9, 20700.6, 20717.2, 20733.8, 20750.6, 20767.3, 20783.9, 20800.6, 20817.4, 20834.1, 20850.7, 20867.9, 20884, 20900.8, 20917.9, 20934.2, 20950.8, 20968, 20984.2, 21000.9, 21017.5, 21034.2, 21050.9, 21067.6, 21084.3, 21101, 21117.7, 21134.3, 21151, 21168.4, 21184.5, 21201, 21217.8, 21234.5, 21251.1, 21268, 21284.6, 21302.4, 21320.4, 21336.6, 21353.8, 21371.2, 21386.1, 21403.3, 21420.5, 21437.7, 21451.4, 21469, 21484.7, 21501.8, 21520.1, 21537.2, 21553.7, 21570.7, 21586.8, 21603.8, 21620.3, 21636.3, 21653.5, 21671, 21688.1, 21701.7, 21718.2, 21735.3, 21753.1, 21770.3, 21787.7, 21803.6, 21819.4, 21836.3, 21852.6, 21872, 21885, 21901.6, 21918.2, 21937, 21954.7, 21968.4, 21985.8, 22002.6, 22018.2, 22035.9, 22052.8, 22072.4, 22089, 22105.4, 22121.7, 22138.3, 22155.1, 22171.7, 22189.1, 22205.6, 22222.3, 22238.8, 22252.7, 22269.2, 22285.8, 22302.5, 22319.2, 22336, 22352.7, 22369.3, 22385.8, 22402.7, 22419.5, 22436.3, 22452.9, 22469.7, 22486.3, 22503, 22519.4, 22536.5, 22553, 22569.7, 22586.5, 22603.1]","[1, 1.2, 15.8, 23, 11.7, 16.8, 15.6, 17.4, 17.2, 16.2, 18.2, 18.7, 12.3, 16.6, 16.7, 16.6, 16.7, 16.9, 16.5, 16.7, 16.6, 16.7, 16.9, 16.5, 16.7, 16.7, 16.6, 16.7, 16.7, 16.8, 16.6, 16.7, 16.9, 16.4, 18.3, 15.3, 16.4, 16.7, 16.8, 16.6, 16.7, 16.7, 16.7, 16.6, 16.8, 16.6, 16.7, 16.7, 16.7, 16.6, 16.6, 16.8, 16.6, 16.8, 16.7, 16.7, 16.6, 16.8, 16.6, 16.6, 16.8, 16.6, 16.7, 16.7, 16.7, 16.7, 16.7, 16.7, 16.6, 16.8, 16.6, 16.7, 16.6, 16.8, 16.6, 16.7, 16.7, 16.7, 16.7, 16.8, 16.6, 16.6, 16.7, 16.6, 16.8, 16.6, 16.8, 16.6, 16.7, 16.7, 16.7, 16.6, 16.7, 16.8, 16.6, 16.6, 16.8, 16.7, 16.6, 16.7, 16.7, 16.7, 16.7, 16.7, 16.6, 16.7, 16.8, 16.6, 16.6, 17.1, 16.6, 16.7, 16.7, 16.7, 16.7, 16.7, 16.6, 16.7, 17.2, 19.1, 16.9, 14.9, 16.7, 17.5, 15.4, 18.3, 14.9, 17.4, 15.4, 16.6, 17.5, 15.5, 16.7, 16.7, 16.7, 16.7, 17.3, 16.7, 16.7, 16.3, 17.3, 19.8, 13.1, 16.2, 16.7, 17, 16.8, 16.6, 16.8, 16.5, 16.7, 16.8, 16.7, 16.6, 16.7, 18.9, 15, 16.1, 16.8, 16.6, 16.7, 16.7, 16.6, 16.6, 16.9, 16.6, 16.7, 16.7, 18.3, 16.5, 18, 17.7, 19.3, 11.7, 18.6, 14.1, 16.5, 16.8, 15.7, 16.6, 17.2, 16.6, 16.7, 17.2, 16.1, 16.7, 16.6, 16.6, 16.8, 16.7, 16.6, 16.7, 16.8, 16.7, 16.6, 17.2, 16.1, 16.8, 17.1, 16.3, 16.6, 17.2, 16.2, 16.7, 16.6, 16.7, 16.7, 16.7, 16.7, 16.7, 16.7, 16.6, 16.7, 17.4, 16.1, 16.5, 16.8, 16.7, 16.6, 16.9, 16.6, 17.8, 18, 16.2, 17.2, 17.4, 14.9, 17.2, 17.2, 17.2, 13.7, 17.6, 15.7, 17.1, 18.3, 17.1, 16.5, 17, 16.1, 17, 16.5, 16, 17.2, 17.5, 17.1, 13.6, 16.5, 17.1, 17.8, 17.2, 17.4, 15.9, 15.8, 16.9, 16.3, 19.4, 13, 16.6, 16.6, 18.8, 17.7, 13.7, 17.4, 16.8, 15.6, 17.7, 16.9, 19.6, 16.6, 16.4, 16.3, 16.6, 16.8, 16.6, 17.4, 16.5, 16.7, 16.5, 13.9, 16.5, 16.6, 16.7, 16.7, 16.8, 16.7, 16.6, 16.5, 16.9, 16.8, 16.8, 16.6, 16.8, 16.6, 16.7, 16.4, 17.1, 16.5, 16.7, 16.8, 16.6]",60.0,60.0,60.0,4990.7,[],,,,,,,,,,,,,,,,,,,,,,,HRV,HRV_0276,2022-11-30 20:33:04
,wl-html-keyboard-response,2,43051,0.0-2.0-0.0,,,0.0,2.0,,,,,,,,18854.10000014305,0.0,0,,,,,,,,,,,,,,,,,,,,HRV,HRV_0276,2022-11-30 20:33:04
,wl-rdm,3,51175,0.0-3.0-0.0,False,,0.0,3.0,,,,,,,[],,,,0.0,0.0,87.9,0.0,u,0.0,True,2508.9000000953674,151.0,60.0,40.0,3000.0,[],"[960, 540]",ColorTask_Demo,,,,,HRV,HRV_0276,2022-11-30 20:33:04
,wl-rdm,4,74079,0.0-3.0-1.0,False,too_early RT_timeout ,0.0,4.0,,,,,,,[],,,,0.0,0.0,87.9,1.0,i,1.0,True,1677.7999999523163,101.0,60.0,40.0,2000.0,[],"[960, 540]",ColorTask_Demo,,,,,HRV,HRV_0276,2022-11-30 20:33:04
,wl-html-keyboard-response,5,82932,0.0-3.0-2.0,,,0.0,5.0,,,,,,,,6838.599999904633,0.0,1,,,,,,,,,,,,,,,,,,,,HRV,HRV_0276,2022-11-30 20:33:04
,wl-html-keyboard-response,6,95764,0.0-4.0-0.0,,,0.0,6.0,,,,,,,,10826.599999904633,0.0,0,,,,,,,,,,,,,,,,,,,,HRV,HRV_0276,2022-11-30 20:33:04
,wl-html-keyboard-response,7,116532,0.0-5.0-0.0,,,0.0,7.0,,,,,,,,18762.900000095367,0.0,0,,,,,,,,,,,,,,,,,,,,HRV,HRV_0276,2022-11-30 20:33:04
,wl-rdm,8,119741,0.0-6.0-0.0,False,,0.0,8.0,,,,,,,[],,,,,,73.6,0.0,u,0.0,True,1925.9000000953674,116.0,60.0,40.0,212.32957626802528,[],"[960, 540]",ColorTask,1.0,1.0,,,HRV,HRV_0276,2022-11-30 20:33:04
,wl-rdm,9,123062,0.0-6.1-0.1,False,,0.0,9.0,,,,,,,[],,,,,,53.2,0.0,i,1.0,False,1940.4999997615814,117.0,60.0,40.0,305.2271212566242,[],"[960, 540]",ColorTask,0.0,2.0,,,HRV,HRV_0276,2022-11-30 20:33:04
