trialN,stimuli,trialStartTime,trialStartTime_UNIX,stimulus1,stimulus2,stimulus1Bid,stimulus2Bid,delta,trialEvents,selected,rt,rt_UNIX,rt_perfnow,receivedResponse,rsp,trialEndTime,trialDuration,trialEndTime_UNIX,trialDuration_UNIX,exp,subjectId,date
10,"[{'imgObject': {}, 'id': 'omelette', 'src': '/static/foodstim60/omelette.jpg', 'key': 'u', 'origWidth': 410, 'origHeight': 409, 'width': 410, 'height': 409, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 10, 'loaded': True, 'loadedTime': 21461.90000000596, 'positionName': 'LEFT', 'positionCoords': [358, 190], 'bid': 4.98}, {'imgObject': {}, 'id': 'salmon', 'src': '/static/foodstim60/salmon.jpg', 'key': 'i', 'origWidth': 410, 'origHeight': 409, 'width': 410, 'height': 409, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 10, 'loaded': True, 'loadedTime': 21462.30000001192, 'positionName': 'RIGHT', 'positionCoords': [832, 190], 'bid': 0.13}]",21460.0,1669831316408,omelette,salmon,4.98,0.13,-4.8500000000000005,,omelette,1076.1000000089407,1076,1076.5,True,u,23050.0,1590.0,1669831317997,1589,HRV,HRV_0145,2022-11-30 18:06:44
11,"[{'imgObject': {}, 'id': 'popsicles', 'src': '/static/foodstim60/popsicles.jpg', 'key': 'u', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 11, 'loaded': True, 'loadedTime': 23052.60000000894, 'positionName': 'LEFT', 'positionCoords': [358, 189.5], 'bid': 6.5200000000000005}, {'imgObject': {}, 'id': 'salmon', 'src': '/static/foodstim60/salmon.jpg', 'key': 'i', 'origWidth': 410, 'origHeight': 409, 'width': 410, 'height': 409, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 11, 'loaded': True, 'loadedTime': 23052.90000000596, 'positionName': 'RIGHT', 'positionCoords': [832, 190], 'bid': 0.13}]",23050.70000000298,1669831317998,popsicles,salmon,6.5200000000000005,0.13,-6.390000000000001,,popsicles,725.2000000029802,726,725.7000000029802,True,u,24292.80000001192,1242.1000000089407,1669831319240,1242,HRV,HRV_0145,2022-11-30 18:06:44
12,"[{'imgObject': {}, 'id': 'sweetpotato', 'src': '/static/foodstim60/sweetpotato.jpg', 'key': 'u', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 12, 'loaded': True, 'loadedTime': 24295.30000001192, 'positionName': 'LEFT', 'positionCoords': [358, 189.5], 'bid': 1.65}, {'imgObject': {}, 'id': 'edamame', 'src': '/static/foodstim60/edamame.jpg', 'key': 'i', 'origWidth': 409, 'origHeight': 410, 'width': 409, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 12, 'loaded': True, 'loadedTime': 24296, 'positionName': 'RIGHT', 'positionCoords': [832, 189.5], 'bid': 3.63}]",24293.40000000596,1669831319241,sweetpotato,edamame,1.65,3.63,1.98,,sweetpotato,1466.5,1467,1467.0,True,u,26278.80000001192,1985.4000000059605,1669831321226,1985,HRV,HRV_0145,2022-11-30 18:06:44
13,"[{'imgObject': {}, 'id': 'corn cob', 'src': '/static/foodstim60/corn cob.jpg', 'key': 'u', 'origWidth': 411, 'origHeight': 411, 'width': 411, 'height': 411, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 13, 'loaded': True, 'loadedTime': 26280.5, 'positionName': 'LEFT', 'positionCoords': [357, 189], 'bid': 4.67}, {'imgObject': {}, 'id': 'olives', 'src': '/static/foodstim60/olives.jpg', 'key': 'i', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 13, 'loaded': True, 'loadedTime': 26280.90000000596, 'positionName': 'RIGHT', 'positionCoords': [832, 189.5], 'bid': 0.07}]",26279.10000000894,1669831321227,corn cob,olives,4.67,0.07,-4.6,,corn cob,936.5,936,936.7999999970198,True,u,27726.10000000894,1447.0,1669831322674,1447,HRV,HRV_0145,2022-11-30 18:06:44
14,"[{'imgObject': {}, 'id': 'blackbeanswithrice', 'src': '/static/foodstim60/blackbeanswithrice.jpg', 'key': 'u', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 14, 'loaded': True, 'loadedTime': 27728.5, 'positionName': 'LEFT', 'positionCoords': [358, 189.5], 'bid': 5.43}, {'imgObject': {}, 'id': 'Tribe humus pita', 'src': '/static/foodstim60/Tribe humus pita.jpg', 'key': 'i', 'origWidth': 411, 'origHeight': 411, 'width': 411, 'height': 411, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 14, 'loaded': True, 'loadedTime': 27728.90000000596, 'positionName': 'RIGHT', 'positionCoords': [832, 189], 'bid': 5.28}]",27726.60000000894,1669831322674,blackbeanswithrice,Tribe humus pita,5.43,5.28,-0.14999999999999947,,Tribe humus pita,936.8999999910593,938,937.5,True,i,29170.5,1443.8999999910593,1669831324118,1444,HRV,HRV_0145,2022-11-30 18:06:44
15,"[{'imgObject': {}, 'id': 'Grapes', 'src': '/static/foodstim60/Grapes.jpg', 'key': 'u', 'origWidth': 411, 'origHeight': 411, 'width': 411, 'height': 411, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 15, 'loaded': True, 'loadedTime': 29172.10000000894, 'positionName': 'LEFT', 'positionCoords': [357, 189], 'bid': 7.07}, {'imgObject': {}, 'id': 'apple slices', 'src': '/static/foodstim60/apple slices.jpg', 'key': 'i', 'origWidth': 409, 'origHeight': 410, 'width': 409, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 15, 'loaded': True, 'loadedTime': 29172.20000000298, 'positionName': 'RIGHT', 'positionCoords': [832, 189.5], 'bid': 7.03}]",29171.0,1669831324119,Grapes,apple slices,7.07,7.03,-0.040000000000000036,,apple slices,933,933,933.4000000059605,True,i,30617.60000000894,1446.6000000089407,1669831325565,1446,HRV,HRV_0145,2022-11-30 18:06:44
16,"[{'imgObject': {}, 'id': 'salmon', 'src': '/static/foodstim60/salmon.jpg', 'key': 'u', 'origWidth': 410, 'origHeight': 409, 'width': 410, 'height': 409, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 16, 'loaded': True, 'loadedTime': 30619.90000000596, 'positionName': 'LEFT', 'positionCoords': [358, 190], 'bid': 0.13}, {'imgObject': {}, 'id': 'seaweed', 'src': '/static/foodstim60/seaweed.jpg', 'key': 'i', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 16, 'loaded': True, 'loadedTime': 30620.60000000894, 'positionName': 'RIGHT', 'positionCoords': [832, 189.5], 'bid': 0}]",30618.20000000298,1669831325566,salmon,seaweed,0.13,0.0,-0.13,,salmon,1558.1000000089407,1558,1558.6000000089407,True,u,32684.90000000596,2066.7000000029802,1669831327632,2066,HRV,HRV_0145,2022-11-30 18:06:44
17,"[{'imgObject': {}, 'id': 'lox', 'src': '/static/foodstim60/lox.jpg', 'key': 'u', 'origWidth': 410, 'origHeight': 411, 'width': 410, 'height': 411, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 17, 'loaded': True, 'loadedTime': 32687.40000000596, 'positionName': 'LEFT', 'positionCoords': [358, 189], 'bid': 0.08}, {'imgObject': {}, 'id': 'cherry tomato', 'src': '/static/foodstim60/cherry tomato.jpg', 'key': 'i', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 17, 'loaded': True, 'loadedTime': 32687.90000000596, 'positionName': 'RIGHT', 'positionCoords': [832, 189.5], 'bid': 2.98}]",32685.5,1669831327633,lox,cherry tomato,0.08,2.98,2.9,,cherry tomato,1138.300000011921,1139,1138.800000011921,True,i,34335.80000001192,1650.300000011921,1669831329283,1650,HRV,HRV_0145,2022-11-30 18:06:44
18,"[{'imgObject': {}, 'id': 'grilled chicken strips', 'src': '/static/foodstim60/grilled chicken strips.jpg', 'key': 'u', 'origWidth': 410, 'origHeight': 411, 'width': 410, 'height': 411, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 18, 'loaded': True, 'loadedTime': 34338.30000001192, 'positionName': 'LEFT', 'positionCoords': [358, 189], 'bid': 8.14}, {'imgObject': {}, 'id': 'salad w chicken', 'src': '/static/foodstim60/salad w chicken.jpg', 'key': 'i', 'origWidth': 411, 'origHeight': 411, 'width': 411, 'height': 411, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 18, 'loaded': True, 'loadedTime': 34338.70000000298, 'positionName': 'RIGHT', 'positionCoords': [832, 189], 'bid': 9.21}]",34336.40000000596,1669831329284,grilled chicken strips,salad w chicken,8.14,9.21,1.0700000000000003,,salad w chicken,1215.7000000029802,1216,1216.2999999970198,True,i,36063.5,1727.0999999940395,1669831331011,1727,HRV,HRV_0145,2022-11-30 18:06:44
19,"[{'imgObject': {}, 'id': 'steak', 'src': '/static/foodstim60/steak.jpg', 'key': 'u', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 19, 'loaded': True, 'loadedTime': 36065.90000000596, 'positionName': 'LEFT', 'positionCoords': [358, 189.5], 'bid': 8.57}, {'imgObject': {}, 'id': 'pear', 'src': '/static/foodstim60/pear.jpg', 'key': 'i', 'origWidth': 411, 'origHeight': 410, 'width': 411, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 19, 'loaded': True, 'loadedTime': 36066.30000001192, 'positionName': 'RIGHT', 'positionCoords': [832, 189.5], 'bid': 7.17}]",36064.10000000894,1669831331012,steak,pear,8.57,7.17,-1.4000000000000004,,steak,1031.5,1031,1031.8999999910593,True,u,37602.30000001192,1538.2000000029802,1669831332549,1537,HRV,HRV_0145,2022-11-30 18:06:44
20,"[{'imgObject': {}, 'id': 'cherry tomato', 'src': '/static/foodstim60/cherry tomato.jpg', 'key': 'u', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 20, 'loaded': True, 'loadedTime': 37604.5, 'positionName': 'LEFT', 'positionCoords': [358, 189.5], 'bid': 2.98}, {'imgObject': {}, 'id': 'avocado', 'src': '/static/foodstim60/avocado.jpg', 'key': 'i', 'origWidth': 409, 'origHeight': 409, 'width': 409, 'height': 409, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 20, 'loaded': True, 'loadedTime': 37604.70000000298, 'positionName': 'RIGHT', 'positionCoords': [832, 190], 'bid': 0.42}]",37602.90000000596,1669831332549,cherry tomato,avocado,2.98,0.42,-2.56,,cherry tomato,1636.7000000029802,1638,1637.2999999970198,True,u,39752.0,2149.0999999940395,1669831334699,2150,HRV,HRV_0145,2022-11-30 18:06:44
21,"[{'imgObject': {}, 'id': 'edamame', 'src': '/static/foodstim60/edamame.jpg', 'key': 'u', 'origWidth': 409, 'origHeight': 410, 'width': 409, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 21, 'loaded': True, 'loadedTime': 39754.5, 'positionName': 'LEFT', 'positionCoords': [359, 189.5], 'bid': 3.63}, {'imgObject': {}, 'id': 'seaweed', 'src': '/static/foodstim60/seaweed.jpg', 'key': 'i', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 21, 'loaded': True, 'loadedTime': 39755.20000000298, 'positionName': 'RIGHT', 'positionCoords': [832, 189.5], 'bid': 0}]",39752.60000000894,1669831334699,edamame,seaweed,3.63,0.0,-3.63,,edamame,838.7000000029802,839,839.2000000029802,True,u,41101.90000000596,1349.2999999970198,1669831336049,1350,HRV,HRV_0145,2022-11-30 18:06:44
22,"[{'imgObject': {}, 'id': 'bagel plain', 'src': '/static/foodstim60/bagel plain.jpg', 'key': 'u', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 22, 'loaded': True, 'loadedTime': 41104.90000000596, 'positionName': 'LEFT', 'positionCoords': [358, 189.5], 'bid': 5}, {'imgObject': {}, 'id': 'grilled chicken strips', 'src': '/static/foodstim60/grilled chicken strips.jpg', 'key': 'i', 'origWidth': 410, 'origHeight': 411, 'width': 410, 'height': 411, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 22, 'loaded': True, 'loadedTime': 41105.40000000596, 'positionName': 'RIGHT', 'positionCoords': [832, 189], 'bid': 8.14}]",41102.70000000298,1669831336049,bagel plain,grilled chicken strips,5.0,8.14,3.1400000000000006,,grilled chicken strips,1047.2999999970198,1048,1047.5,True,i,42656.80000001192,1554.1000000089407,1669831337603,1554,HRV,HRV_0145,2022-11-30 18:06:44
23,"[{'imgObject': {}, 'id': 'salad w chicken', 'src': '/static/foodstim60/salad w chicken.jpg', 'key': 'u', 'origWidth': 411, 'origHeight': 411, 'width': 411, 'height': 411, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 23, 'loaded': True, 'loadedTime': 42659.30000001192, 'positionName': 'LEFT', 'positionCoords': [357, 189], 'bid': 9.21}, {'imgObject': {}, 'id': 'chickenfingers', 'src': '/static/foodstim60/chickenfingers.jpg', 'key': 'i', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 23, 'loaded': True, 'loadedTime': 42659.70000000298, 'positionName': 'RIGHT', 'positionCoords': [832, 189.5], 'bid': 8.72}]",42657.30000001192,1669831337604,salad w chicken,chickenfingers,9.21,8.72,-0.4900000000000002,,salad w chicken,1181.7999999970198,1182,1182.0999999940395,True,u,44354.90000000596,1697.5999999940395,1669831339301,1697,HRV,HRV_0145,2022-11-30 18:06:44
24,"[{'imgObject': {}, 'id': 'granola w milk', 'src': '/static/foodstim60/granola w milk.jpg', 'key': 'u', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 24, 'loaded': True, 'loadedTime': 44357.10000000894, 'positionName': 'LEFT', 'positionCoords': [358, 189.5], 'bid': 4.73}, {'imgObject': {}, 'id': 'ice cream sundae 002', 'src': '/static/foodstim60/ice cream sundae 002.jpg', 'key': 'i', 'origWidth': 409, 'origHeight': 409, 'width': 409, 'height': 409, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 24, 'loaded': True, 'loadedTime': 44357.40000000596, 'positionName': 'RIGHT', 'positionCoords': [832, 190], 'bid': 7.45}]",44355.30000001192,1669831339302,granola w milk,ice cream sundae 002,4.73,7.45,2.7199999999999998,,ice cream sundae 002,860.2999999970198,861,860.6999999880791,True,i,45724.40000000596,1369.0999999940395,1669831340671,1369,HRV,HRV_0145,2022-11-30 18:06:44
25,"[{'imgObject': {}, 'id': 'fried eggs', 'src': '/static/foodstim60/fried eggs.jpg', 'key': 'u', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 25, 'loaded': True, 'loadedTime': 45725.70000000298, 'positionName': 'LEFT', 'positionCoords': [358, 189.5], 'bid': 5.12}, {'imgObject': {}, 'id': 'froot loops w milk', 'src': '/static/foodstim60/froot loops w milk.jpg', 'key': 'i', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 25, 'loaded': True, 'loadedTime': 45726.10000000894, 'positionName': 'RIGHT', 'positionCoords': [832, 189.5], 'bid': 5.83}]",45724.80000001192,1669831340671,fried eggs,froot loops w milk,5.12,5.83,0.71,,froot loops w milk,2114.8999999910593,2116,2115.2999999970198,True,i,48355.5,2630.699999988079,1669831343302,2631,HRV,HRV_0145,2022-11-30 18:06:44
26,"[{'imgObject': {}, 'id': 'mashed potato', 'src': '/static/foodstim60/mashed potato.jpg', 'key': 'u', 'origWidth': 409, 'origHeight': 409, 'width': 409, 'height': 409, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 26, 'loaded': True, 'loadedTime': 48358.70000000298, 'positionName': 'LEFT', 'positionCoords': [359, 190], 'bid': 4.86}, {'imgObject': {}, 'id': 'rigatoni and sauce', 'src': '/static/foodstim60/rigatoni and sauce.jpg', 'key': 'i', 'origWidth': 410, 'origHeight': 411, 'width': 410, 'height': 411, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 26, 'loaded': True, 'loadedTime': 48359.40000000596, 'positionName': 'RIGHT', 'positionCoords': [832, 189], 'bid': 7.91}]",48356.40000000596,1669831343303,mashed potato,rigatoni and sauce,4.86,7.91,3.05,,rigatoni and sauce,843.0999999940395,844,843.5999999940395,True,i,49708.40000000596,1352.0,1669831344655,1352,HRV,HRV_0145,2022-11-30 18:06:44
