trialN,stimuli,trialStartTime,trialStartTime_UNIX,stimulus1,stimulus2,stimulus1Bid,stimulus2Bid,delta,trialEvents,selected,rsp,rt,rt_UNIX,receivedResponse,trialEndTime,trialDuration,trialEndTime_UNIX,trialDuration_UNIX,rt_perfnow,exp,subjectId,date
123,"[{'imgObject': {}, 'id': 'edamame', 'src': '/static/foodstim60/edamame.jpg', 'key': 'u', 'origWidth': 409, 'origHeight': 410, 'width': 409, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 123, 'loaded': True, 'loadedTime': 185470.90000009537, 'positionName': 'LEFT', 'positionCoords': [334.52, 220], 'bid': 5.44}, {'imgObject': {}, 'id': 'hotdog w must', 'src': '/static/foodstim60/hotdog w must.jpg', 'key': 'i', 'origWidth': 409, 'origHeight': 409, 'width': 409, 'height': 409, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 123, 'loaded': True, 'loadedTime': 185472.29999995232, 'positionName': 'RIGHT', 'positionCoords': [805.48, 220.5], 'bid': 8.89}]",185467.10000014305,1669832304227,edamame,hotdog w must,5.44,8.89,3.45,,hotdog w must,i,858.7999999523163,859,True,186843.70000004768,1376.5999999046326,1669832305603,1376,859.5999999046326,HRV,HRV_0196,2022-11-30 18:23:13
124,"[{'imgObject': {}, 'id': 'strawberries', 'src': '/static/foodstim60/strawberries.jpg', 'key': 'u', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 124, 'loaded': True, 'loadedTime': 186848.29999995232, 'positionName': 'LEFT', 'positionCoords': [333.52, 220], 'bid': 4.65}, {'imgObject': {}, 'id': 'bagel plain', 'src': '/static/foodstim60/bagel plain.jpg', 'key': 'i', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 124, 'loaded': True, 'loadedTime': 186849.79999995232, 'positionName': 'RIGHT', 'positionCoords': [805.48, 220], 'bid': 2.28}]",186844.90000009537,1669832305605,strawberries,bagel plain,4.65,2.28,-2.3700000000000006,,strawberries,u,1130.2999999523163,1131,True,188485.70000004768,1640.7999999523163,1669832307245,1640,1131.0999999046326,HRV,HRV_0196,2022-11-30 18:23:13
125,"[{'imgObject': {}, 'id': 'roastedpotatoes', 'src': '/static/foodstim60/roastedpotatoes.jpg', 'key': 'u', 'origWidth': 409, 'origHeight': 410, 'width': 409, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 125, 'loaded': True, 'loadedTime': 188490.40000009537, 'positionName': 'LEFT', 'positionCoords': [334.52, 220], 'bid': 6.37}, {'imgObject': {}, 'id': 'avocado', 'src': '/static/foodstim60/avocado.jpg', 'key': 'i', 'origWidth': 409, 'origHeight': 409, 'width': 409, 'height': 409, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 125, 'loaded': True, 'loadedTime': 188493.10000014305, 'positionName': 'RIGHT', 'positionCoords': [805.48, 220.5], 'bid': 7.08}]",188486.90000009537,1669832307247,roastedpotatoes,avocado,6.37,7.08,0.71,,avocado,i,638.2999999523163,638,True,189636.60000014305,1149.7000000476837,1669832308396,1149,638.5999999046326,HRV,HRV_0196,2022-11-30 18:23:13
126,"[{'imgObject': {}, 'id': 'shreddedwheatwithmilk', 'src': '/static/foodstim60/shreddedwheatwithmilk.jpg', 'key': 'u', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 126, 'loaded': True, 'loadedTime': 189638.60000014305, 'positionName': 'LEFT', 'positionCoords': [333.52, 220], 'bid': 6.3100000000000005}, {'imgObject': {}, 'id': 'burger', 'src': '/static/foodstim60/burger.jpg', 'key': 'i', 'origWidth': 409, 'origHeight': 409, 'width': 409, 'height': 409, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 126, 'loaded': True, 'loadedTime': 189640.70000004768, 'positionName': 'RIGHT', 'positionCoords': [805.48, 220.5], 'bid': 7.8}]",189637.20000004768,1669832308397,shreddedwheatwithmilk,burger,6.3100000000000005,7.8,1.4899999999999993,,burger,i,648.2999999523163,649,True,190800.90000009537,1163.7000000476837,1669832309561,1164,648.7000000476837,HRV,HRV_0196,2022-11-30 18:23:13
127,"[{'imgObject': {}, 'id': 'cheerios', 'src': '/static/foodstim60/cheerios.jpg', 'key': 'u', 'origWidth': 409, 'origHeight': 410, 'width': 409, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 127, 'loaded': True, 'loadedTime': 190805.20000004768, 'positionName': 'LEFT', 'positionCoords': [334.52, 220], 'bid': 6.74}, {'imgObject': {}, 'id': 'mashed potato', 'src': '/static/foodstim60/mashed potato.jpg', 'key': 'i', 'origWidth': 409, 'origHeight': 409, 'width': 409, 'height': 409, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 127, 'loaded': True, 'loadedTime': 190810.70000004768, 'positionName': 'RIGHT', 'positionCoords': [805.48, 220.5], 'bid': 3.31}]",190802.20000004768,1669832309562,cheerios,mashed potato,6.74,3.31,-3.43,,mashed potato,i,946.9000000953674,947,True,192256.10000014305,1453.9000000953674,1669832311016,1454,947.2999999523163,HRV,HRV_0196,2022-11-30 18:23:13
128,"[{'imgObject': {}, 'id': 'raspberries', 'src': '/static/foodstim60/raspberries.jpg', 'key': 'u', 'origWidth': 411, 'origHeight': 411, 'width': 411, 'height': 411, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 128, 'loaded': True, 'loadedTime': 192261.40000009537, 'positionName': 'LEFT', 'positionCoords': [332.52, 219.5], 'bid': 5.67}, {'imgObject': {}, 'id': 'strawberries', 'src': '/static/foodstim60/strawberries.jpg', 'key': 'i', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 128, 'loaded': True, 'loadedTime': 192264.40000009537, 'positionName': 'RIGHT', 'positionCoords': [805.48, 220], 'bid': 4.65}]",192257.40000009537,1669832311017,raspberries,strawberries,5.67,4.65,-1.0199999999999996,,strawberries,i,796.2999999523163,797,True,193559.0,1301.5999999046326,1669832312319,1302,796.7999999523163,HRV,HRV_0196,2022-11-30 18:23:13
129,"[{'imgObject': {}, 'id': 'mac & cheese', 'src': '/static/foodstim60/mac & cheese.jpg', 'key': 'u', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 129, 'loaded': True, 'loadedTime': 193563.5, 'positionName': 'LEFT', 'positionCoords': [333.52, 220], 'bid': 7.4}, {'imgObject': {}, 'id': 'fruitsalad', 'src': '/static/foodstim60/fruitsalad.jpg', 'key': 'i', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 129, 'loaded': True, 'loadedTime': 193564.79999995232, 'positionName': 'RIGHT', 'positionCoords': [805.48, 220], 'bid': 7.58}]",193560.40000009537,1669832312320,mac & cheese,fruitsalad,7.4,7.58,0.17999999999999972,,fruitsalad,i,949.5999999046326,951,True,195025.90000009537,1465.5,1669832313786,1466,950.5,HRV,HRV_0196,2022-11-30 18:23:13
130,"[{'imgObject': {}, 'id': 'chickenfingers', 'src': '/static/foodstim60/chickenfingers.jpg', 'key': 'u', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 130, 'loaded': True, 'loadedTime': 195030, 'positionName': 'LEFT', 'positionCoords': [333.52, 220], 'bid': 9}, {'imgObject': {}, 'id': 'luckycharms', 'src': '/static/foodstim60/luckycharms.jpg', 'key': 'i', 'origWidth': 410, 'origHeight': 409, 'width': 410, 'height': 409, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 130, 'loaded': True, 'loadedTime': 195032.5, 'positionName': 'RIGHT', 'positionCoords': [805.48, 220.5], 'bid': 7.88}]",195027.0,1669832313787,chickenfingers,luckycharms,9.0,7.88,-1.12,,luckycharms,i,706.9000000953674,707,True,196250.60000014305,1223.6000001430511,1669832315010,1223,707.7000000476837,HRV,HRV_0196,2022-11-30 18:23:13
131,"[{'imgObject': {}, 'id': 'sushi w_condiments', 'src': '/static/foodstim60/sushi w_condiments.jpg', 'key': 'u', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 131, 'loaded': True, 'loadedTime': 196254.10000014305, 'positionName': 'LEFT', 'positionCoords': [333.52, 220], 'bid': 1.8}, {'imgObject': {}, 'id': 'rigatoni and sauce', 'src': '/static/foodstim60/rigatoni and sauce.jpg', 'key': 'i', 'origWidth': 410, 'origHeight': 411, 'width': 410, 'height': 411, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 131, 'loaded': True, 'loadedTime': 196255.10000014305, 'positionName': 'RIGHT', 'positionCoords': [805.48, 219.5], 'bid': 6.05}]",196251.70000004768,1669832315011,sushi w_condiments,rigatoni and sauce,1.8,6.05,4.25,,rigatoni and sauce,i,1129.7000000476837,1131,True,197898.10000014305,1646.4000000953674,1669832316658,1647,1130.2000000476837,HRV,HRV_0196,2022-11-30 18:23:13
132,"[{'imgObject': {}, 'id': 'grilled chicken strips', 'src': '/static/foodstim60/grilled chicken strips.jpg', 'key': 'u', 'origWidth': 410, 'origHeight': 411, 'width': 410, 'height': 411, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 132, 'loaded': True, 'loadedTime': 197899.70000004768, 'positionName': 'LEFT', 'positionCoords': [333.52, 219.5], 'bid': 6.62}, {'imgObject': {}, 'id': 'turkeysandwich', 'src': '/static/foodstim60/turkeysandwich.jpg', 'key': 'i', 'origWidth': 409, 'origHeight': 409, 'width': 409, 'height': 409, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 132, 'loaded': True, 'loadedTime': 197901.90000009537, 'positionName': 'RIGHT', 'positionCoords': [805.48, 220.5], 'bid': 8.05}]",197898.5,1669832316658,grilled chicken strips,turkeysandwich,6.62,8.05,1.4300000000000006,,turkeysandwich,i,1379,1380,True,199800.5,1902.0,1669832318560,1902,1379.2999999523163,HRV,HRV_0196,2022-11-30 18:23:13
133,"[{'imgObject': {}, 'id': 'cheerios', 'src': '/static/foodstim60/cheerios.jpg', 'key': 'u', 'origWidth': 409, 'origHeight': 410, 'width': 409, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 133, 'loaded': True, 'loadedTime': 199804.90000009537, 'positionName': 'LEFT', 'positionCoords': [334.52, 220], 'bid': 6.74}, {'imgObject': {}, 'id': 'rigatoni', 'src': '/static/foodstim60/rigatoni.jpg', 'key': 'i', 'origWidth': 411, 'origHeight': 411, 'width': 411, 'height': 411, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 133, 'loaded': True, 'loadedTime': 199806.29999995232, 'positionName': 'RIGHT', 'positionCoords': [805.48, 219.5], 'bid': 6.7700000000000005}]",199802.0,1669832318562,cheerios,rigatoni,6.74,6.7700000000000005,0.03000000000000025,,rigatoni,i,731.4000000953674,732,True,201043.29999995232,1241.2999999523163,1669832319803,1241,731.7999999523163,HRV,HRV_0196,2022-11-30 18:23:13
134,"[{'imgObject': {}, 'id': 'cantaloupe', 'src': '/static/foodstim60/cantaloupe.jpg', 'key': 'u', 'origWidth': 409, 'origHeight': 409, 'width': 409, 'height': 409, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 134, 'loaded': True, 'loadedTime': 201044.90000009537, 'positionName': 'LEFT', 'positionCoords': [334.52, 220.5], 'bid': 3.43}, {'imgObject': {}, 'id': 'burrito', 'src': '/static/foodstim60/burrito.jpg', 'key': 'i', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 134, 'loaded': True, 'loadedTime': 201046.90000009537, 'positionName': 'RIGHT', 'positionCoords': [805.48, 220], 'bid': 4.64}]",201043.70000004768,1669832319803,cantaloupe,burrito,3.43,4.64,1.2099999999999995,,burrito,i,1226.2999999523163,1228,True,202790.5,1746.7999999523163,1669832321550,1747,1227.2000000476837,HRV,HRV_0196,2022-11-30 18:23:13
135,"[{'imgObject': {}, 'id': 'lox', 'src': '/static/foodstim60/lox.jpg', 'key': 'u', 'origWidth': 410, 'origHeight': 411, 'width': 410, 'height': 411, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 135, 'loaded': True, 'loadedTime': 202792.90000009537, 'positionName': 'LEFT', 'positionCoords': [333.52, 219.5], 'bid': 1.97}, {'imgObject': {}, 'id': 'cherries', 'src': '/static/foodstim60/cherries.jpg', 'key': 'i', 'origWidth': 410, 'origHeight': 411, 'width': 410, 'height': 411, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 135, 'loaded': True, 'loadedTime': 202793.60000014305, 'positionName': 'RIGHT', 'positionCoords': [805.48, 219.5], 'bid': 6.23}]",202791.29999995232,1669832321551,lox,cherries,1.97,6.23,4.260000000000001,,cherries,i,813.8000001907349,809,True,204120.40000009537,1329.1000001430511,1669832322875,1324,814.1000001430511,HRV,HRV_0196,2022-11-30 18:23:13
136,"[{'imgObject': {}, 'id': 'shreddedwheatwithmilk', 'src': '/static/foodstim60/shreddedwheatwithmilk.jpg', 'key': 'u', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 136, 'loaded': True, 'loadedTime': 204124.70000004768, 'positionName': 'LEFT', 'positionCoords': [333.52, 220], 'bid': 6.3100000000000005}, {'imgObject': {}, 'id': 'pear', 'src': '/static/foodstim60/pear.jpg', 'key': 'i', 'origWidth': 411, 'origHeight': 410, 'width': 411, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 136, 'loaded': True, 'loadedTime': 204125.90000009537, 'positionName': 'RIGHT', 'positionCoords': [805.48, 220], 'bid': 5.41}]",204121.70000004768,1669832322876,shreddedwheatwithmilk,pear,6.3100000000000005,5.41,-0.9000000000000004,,pear,i,1299.9000000953674,1301,True,205936.79999995232,1815.0999999046326,1669832324691,1815,1300.5999999046326,HRV,HRV_0196,2022-11-30 18:23:13
137,"[{'imgObject': {}, 'id': 'grilled chicken strips', 'src': '/static/foodstim60/grilled chicken strips.jpg', 'key': 'u', 'origWidth': 410, 'origHeight': 411, 'width': 410, 'height': 411, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 137, 'loaded': True, 'loadedTime': 205941.29999995232, 'positionName': 'LEFT', 'positionCoords': [333.52, 219.5], 'bid': 6.62}, {'imgObject': {}, 'id': 'seaweed', 'src': '/static/foodstim60/seaweed.jpg', 'key': 'i', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 137, 'loaded': True, 'loadedTime': 205942.40000009537, 'positionName': 'RIGHT', 'positionCoords': [805.48, 220], 'bid': 2.75}]",205938.29999995232,1669832324693,grilled chicken strips,seaweed,6.62,2.75,-3.87,,seaweed,i,1162.7000000476837,1163,True,207609.0,1670.7000000476837,1669832326363,1670,1163.2000000476837,HRV,HRV_0196,2022-11-30 18:23:13
138,"[{'imgObject': {}, 'id': 'roastedpotatoes', 'src': '/static/foodstim60/roastedpotatoes.jpg', 'key': 'u', 'origWidth': 409, 'origHeight': 410, 'width': 409, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 138, 'loaded': True, 'loadedTime': 207613.20000004768, 'positionName': 'LEFT', 'positionCoords': [334.52, 220], 'bid': 6.37}, {'imgObject': {}, 'id': 'turkey sandwich', 'src': '/static/foodstim60/turkey sandwich.jpg', 'key': 'i', 'origWidth': 409, 'origHeight': 409, 'width': 409, 'height': 409, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 138, 'loaded': True, 'loadedTime': 207614, 'positionName': 'RIGHT', 'positionCoords': [805.48, 220.5], 'bid': 7.42}]",207610.10000014305,1669832326365,roastedpotatoes,turkey sandwich,6.37,7.42,1.0499999999999998,,roastedpotatoes,u,1507.7999999523163,1508,True,209628.90000009537,2018.7999999523163,1669832328383,2018,1508.6999998092651,HRV,HRV_0196,2022-11-30 18:23:13
139,"[{'imgObject': {}, 'id': 'cheerios', 'src': '/static/foodstim60/cheerios.jpg', 'key': 'u', 'origWidth': 409, 'origHeight': 410, 'width': 409, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 139, 'loaded': True, 'loadedTime': 209631.90000009537, 'positionName': 'LEFT', 'positionCoords': [334.52, 220], 'bid': 6.74}, {'imgObject': {}, 'id': 'eggs', 'src': '/static/foodstim60/eggs.jpg', 'key': 'i', 'origWidth': 409, 'origHeight': 409, 'width': 409, 'height': 409, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 139, 'loaded': True, 'loadedTime': 209632.70000004768, 'positionName': 'RIGHT', 'positionCoords': [805.48, 220.5], 'bid': 8}]",209629.79999995232,1669832328384,cheerios,eggs,6.74,8.0,1.2599999999999998,,eggs,i,720,721,True,210852.70000004768,1222.9000000953674,1669832329607,1223,720.3000001907349,HRV,HRV_0196,2022-11-30 18:23:13
140,"[{'imgObject': {}, 'id': 'blueberries', 'src': '/static/foodstim60/blueberries.jpg', 'key': 'u', 'origWidth': 411, 'origHeight': 411, 'width': 411, 'height': 411, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 140, 'loaded': True, 'loadedTime': 210854.79999995232, 'positionName': 'LEFT', 'positionCoords': [332.52, 219.5], 'bid': 4.1}, {'imgObject': {}, 'id': 'bagel plain', 'src': '/static/foodstim60/bagel plain.jpg', 'key': 'i', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 140, 'loaded': True, 'loadedTime': 210857.29999995232, 'positionName': 'RIGHT', 'positionCoords': [805.48, 220], 'bid': 2.28}]",210853.20000004768,1669832329608,blueberries,bagel plain,4.1,2.28,-1.8199999999999998,,blueberries,u,896.7999999523163,897,True,212261.40000009537,1408.2000000476837,1669832331016,1408,897.5999999046326,HRV,HRV_0196,2022-11-30 18:23:13
141,"[{'imgObject': {}, 'id': 'raisin bran w milk', 'src': '/static/foodstim60/raisin bran w milk.jpg', 'key': 'u', 'origWidth': 411, 'origHeight': 411, 'width': 411, 'height': 411, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 141, 'loaded': True, 'loadedTime': 212263.70000004768, 'positionName': 'LEFT', 'positionCoords': [332.52, 219.5], 'bid': 3.23}, {'imgObject': {}, 'id': 'baked potato', 'src': '/static/foodstim60/baked potato.jpg', 'key': 'i', 'origWidth': 409, 'origHeight': 410, 'width': 409, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 141, 'loaded': True, 'loadedTime': 212264.20000004768, 'positionName': 'RIGHT', 'positionCoords': [805.48, 220], 'bid': 3.36}]",212262.0,1669832331016,raisin bran w milk,baked potato,3.23,3.36,0.1299999999999999,,raisin bran w milk,u,1328,1329,True,214097.60000014305,1835.6000001430511,1669832332852,1836,1328.9000000953674,HRV,HRV_0196,2022-11-30 18:23:13
142,"[{'imgObject': {}, 'id': 'hashbrowns', 'src': '/static/foodstim60/hashbrowns.jpg', 'key': 'u', 'origWidth': 411, 'origHeight': 410, 'width': 411, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 142, 'loaded': True, 'loadedTime': 214103.10000014305, 'positionName': 'LEFT', 'positionCoords': [332.52, 220], 'bid': 2.81}, {'imgObject': {}, 'id': 'mashed potato', 'src': '/static/foodstim60/mashed potato.jpg', 'key': 'i', 'origWidth': 409, 'origHeight': 409, 'width': 409, 'height': 409, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 142, 'loaded': True, 'loadedTime': 214103.70000004768, 'positionName': 'RIGHT', 'positionCoords': [805.48, 220.5], 'bid': 3.31}]",214099.20000004768,1669832332854,hashbrowns,mashed potato,2.81,3.31,0.5,,mashed potato,i,1082.7999999523163,1083,True,215697.79999995232,1598.5999999046326,1669832334452,1598,1083.7000000476837,HRV,HRV_0196,2022-11-30 18:23:13
143,"[{'imgObject': {}, 'id': 'sweetpotato', 'src': '/static/foodstim60/sweetpotato.jpg', 'key': 'u', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 143, 'loaded': True, 'loadedTime': 215700.60000014305, 'positionName': 'LEFT', 'positionCoords': [333.52, 220], 'bid': 1.48}, {'imgObject': {}, 'id': 'Tribe humus pita', 'src': '/static/foodstim60/Tribe humus pita.jpg', 'key': 'i', 'origWidth': 411, 'origHeight': 411, 'width': 411, 'height': 411, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 143, 'loaded': True, 'loadedTime': 215701.20000004768, 'positionName': 'RIGHT', 'positionCoords': [805.48, 219.5], 'bid': 2.07}]",215698.60000014305,1669832334453,sweetpotato,Tribe humus pita,1.48,2.07,0.5899999999999999,,Tribe humus pita,i,779.0999999046326,780,True,216984.0,1285.3999998569489,1669832335738,1285,779.6999998092651,HRV,HRV_0196,2022-11-30 18:23:13
144,"[{'imgObject': {}, 'id': 'cherry tomato', 'src': '/static/foodstim60/cherry tomato.jpg', 'key': 'u', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 144, 'loaded': True, 'loadedTime': 216988.20000004768, 'positionName': 'LEFT', 'positionCoords': [333.52, 220], 'bid': 2.56}, {'imgObject': {}, 'id': 'olives', 'src': '/static/foodstim60/olives.jpg', 'key': 'i', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 144, 'loaded': True, 'loadedTime': 216990.90000009537, 'positionName': 'RIGHT', 'positionCoords': [805.48, 220], 'bid': 0.64}]",216985.20000004768,1669832335740,cherry tomato,olives,2.56,0.64,-1.92,,cherry tomato,u,620.5,621,True,218117.70000004768,1132.5,1669832336872,1132,621.2999999523163,HRV,HRV_0196,2022-11-30 18:23:13
145,"[{'imgObject': {}, 'id': 'seaweed', 'src': '/static/foodstim60/seaweed.jpg', 'key': 'u', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 145, 'loaded': True, 'loadedTime': 218121.79999995232, 'positionName': 'LEFT', 'positionCoords': [333.52, 220], 'bid': 2.75}, {'imgObject': {}, 'id': 'sushi w_condiments', 'src': '/static/foodstim60/sushi w_condiments.jpg', 'key': 'i', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 145, 'loaded': True, 'loadedTime': 218122.90000009537, 'positionName': 'RIGHT', 'positionCoords': [805.48, 220], 'bid': 1.8}]",218118.79999995232,1669832336873,seaweed,sushi w_condiments,2.75,1.8,-0.95,,sushi w_condiments,i,815.1000001430511,816,True,219442.79999995232,1324.0,1669832338197,1324,815.9000000953674,HRV,HRV_0196,2022-11-30 18:23:13
146,"[{'imgObject': {}, 'id': 'bagel plain', 'src': '/static/foodstim60/bagel plain.jpg', 'key': 'u', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 146, 'loaded': True, 'loadedTime': 219447, 'positionName': 'LEFT', 'positionCoords': [333.52, 220], 'bid': 2.28}, {'imgObject': {}, 'id': 'salmon', 'src': '/static/foodstim60/salmon.jpg', 'key': 'i', 'origWidth': 410, 'origHeight': 409, 'width': 410, 'height': 409, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 146, 'loaded': True, 'loadedTime': 219448, 'positionName': 'RIGHT', 'positionCoords': [805.48, 220.5], 'bid': 2.08}]",219444.0,1669832338198,bagel plain,salmon,2.28,2.08,-0.19999999999999973,,salmon,i,979.1000001430511,980,True,220939.10000014305,1495.1000001430511,1669832339694,1496,980.0,HRV,HRV_0196,2022-11-30 18:23:13
147,"[{'imgObject': {}, 'id': 'cherry tomato', 'src': '/static/foodstim60/cherry tomato.jpg', 'key': 'u', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 147, 'loaded': True, 'loadedTime': 220944.20000004768, 'positionName': 'LEFT', 'positionCoords': [333.52, 220], 'bid': 2.56}, {'imgObject': {}, 'id': 'salmon', 'src': '/static/foodstim60/salmon.jpg', 'key': 'i', 'origWidth': 410, 'origHeight': 409, 'width': 410, 'height': 409, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 147, 'loaded': True, 'loadedTime': 220944.79999995232, 'positionName': 'RIGHT', 'positionCoords': [805.48, 220.5], 'bid': 2.08}]",220940.5,1669832339695,cherry tomato,salmon,2.56,2.08,-0.48,,cherry tomato,u,489.5,490,True,221938.79999995232,998.2999999523163,1669832340693,998,490.2000000476837,HRV,HRV_0196,2022-11-30 18:23:13
148,"[{'imgObject': {}, 'id': 'blackbeanswithrice', 'src': '/static/foodstim60/blackbeanswithrice.jpg', 'key': 'u', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 148, 'loaded': True, 'loadedTime': 221943.10000014305, 'positionName': 'LEFT', 'positionCoords': [333.52, 220], 'bid': 6.33}, {'imgObject': {}, 'id': 'cherries', 'src': '/static/foodstim60/cherries.jpg', 'key': 'i', 'origWidth': 410, 'origHeight': 411, 'width': 410, 'height': 411, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 148, 'loaded': True, 'loadedTime': 221948.10000014305, 'positionName': 'RIGHT', 'positionCoords': [805.48, 219.5], 'bid': 6.23}]",221940.10000014305,1669832340695,blackbeanswithrice,cherries,6.33,6.23,-0.09999999999999964,,blackbeanswithrice,u,961.1999998092651,961,True,223408.29999995232,1468.1999998092651,1669832342163,1468,961.7999999523163,HRV,HRV_0196,2022-11-30 18:23:13
149,"[{'imgObject': {}, 'id': 'chickenfingers', 'src': '/static/foodstim60/chickenfingers.jpg', 'key': 'u', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 149, 'loaded': True, 'loadedTime': 223410.10000014305, 'positionName': 'LEFT', 'positionCoords': [333.52, 220], 'bid': 9}, {'imgObject': {}, 'id': 'cheerios', 'src': '/static/foodstim60/cheerios.jpg', 'key': 'i', 'origWidth': 409, 'origHeight': 410, 'width': 409, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 149, 'loaded': True, 'loadedTime': 223410.79999995232, 'positionName': 'RIGHT', 'positionCoords': [805.48, 220], 'bid': 6.74}]",223408.79999995232,1669832342163,chickenfingers,cheerios,9.0,6.74,-2.26,,chickenfingers,u,684.6000001430511,685,True,224607.90000009537,1199.1000001430511,1669832343362,1199,685.1000001430511,HRV,HRV_0196,2022-11-30 18:23:13
