trialN,stimuli,trialStartTime,trialStartTime_UNIX,stimulus1,stimulus2,stimulus1Bid,stimulus2Bid,delta,trialEvents,selected,rsp,rt,rt_UNIX,receivedResponse,trialEndTime,trialDuration,trialEndTime_UNIX,trialDuration_UNIX,rt_perfnow,exp,subjectId,date
96,"[{'imgObject': {}, 'id': 'corn cob', 'src': '/static/foodstim60/corn cob.jpg', 'key': 'u', 'origWidth': 411, 'origHeight': 411, 'width': 411, 'height': 411, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 96, 'loaded': True, 'loadedTime': 150736.40000009537, 'positionName': 'LEFT', 'positionCoords': [332.52, 219.5], 'bid': 3.39}, {'imgObject': {}, 'id': 'lox', 'src': '/static/foodstim60/lox.jpg', 'key': 'i', 'origWidth': 410, 'origHeight': 411, 'width': 410, 'height': 411, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 96, 'loaded': True, 'loadedTime': 150738.5, 'positionName': 'RIGHT', 'positionCoords': [805.48, 219.5], 'bid': 1.97}]",150734.90000009537,1669832269495,corn cob,lox,3.39,1.97,-1.4200000000000002,,corn cob,u,566.5999999046326,567,True,151811.5,1076.5999999046326,1669832270571,1076,567.0999999046326,HRV,HRV_0196,2022-11-30 18:23:13
97,"[{'imgObject': {}, 'id': 'mashed potato', 'src': '/static/foodstim60/mashed potato.jpg', 'key': 'u', 'origWidth': 409, 'origHeight': 409, 'width': 409, 'height': 409, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 97, 'loaded': True, 'loadedTime': 151816.40000009537, 'positionName': 'LEFT', 'positionCoords': [334.52, 220.5], 'bid': 3.31}, {'imgObject': {}, 'id': 'bagel and cc', 'src': '/static/foodstim60/bagel and cc.jpg', 'key': 'i', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 97, 'loaded': True, 'loadedTime': 151818.79999995232, 'positionName': 'RIGHT', 'positionCoords': [805.48, 220], 'bid': 1.62}]",151812.90000009537,1669832270573,mashed potato,bagel and cc,3.31,1.62,-1.69,,bagel and cc,i,520.2999999523163,520,True,152846.60000014305,1033.7000000476837,1669832271606,1033,520.7000000476837,HRV,HRV_0196,2022-11-30 18:23:13
98,"[{'imgObject': {}, 'id': 'lox', 'src': '/static/foodstim60/lox.jpg', 'key': 'u', 'origWidth': 410, 'origHeight': 411, 'width': 410, 'height': 411, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 98, 'loaded': True, 'loadedTime': 152848.60000014305, 'positionName': 'LEFT', 'positionCoords': [333.52, 219.5], 'bid': 1.97}, {'imgObject': {}, 'id': 'bagel and cc', 'src': '/static/foodstim60/bagel and cc.jpg', 'key': 'i', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 98, 'loaded': True, 'loadedTime': 152852.79999995232, 'positionName': 'RIGHT', 'positionCoords': [805.48, 220], 'bid': 1.62}]",152847.0,1669832271607,lox,bagel and cc,1.97,1.62,-0.34999999999999987,,bagel and cc,i,566.7000000476837,567,True,153920.29999995232,1073.2999999523163,1669832272680,1073,567.4000000953674,HRV,HRV_0196,2022-11-30 18:23:13
99,"[{'imgObject': {}, 'id': 'omelette', 'src': '/static/foodstim60/omelette.jpg', 'key': 'u', 'origWidth': 410, 'origHeight': 409, 'width': 410, 'height': 409, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 99, 'loaded': True, 'loadedTime': 153924.90000009537, 'positionName': 'LEFT', 'positionCoords': [333.52, 220.5], 'bid': 7.35}, {'imgObject': {}, 'id': 'mac & cheese', 'src': '/static/foodstim60/mac & cheese.jpg', 'key': 'i', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 99, 'loaded': True, 'loadedTime': 153929.79999995232, 'positionName': 'RIGHT', 'positionCoords': [805.48, 220], 'bid': 7.4}]",153921.5,1669832272681,omelette,mac & cheese,7.35,7.4,0.05000000000000071,,omelette,u,732.5,733,True,155165.10000014305,1243.6000001430511,1669832273925,1244,732.7999999523163,HRV,HRV_0196,2022-11-30 18:23:13
100,"[{'imgObject': {}, 'id': 'fried eggs', 'src': '/static/foodstim60/fried eggs.jpg', 'key': 'u', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 100, 'loaded': True, 'loadedTime': 155169.60000014305, 'positionName': 'LEFT', 'positionCoords': [333.52, 220], 'bid': 6.73}, {'imgObject': {}, 'id': 'salad w chicken', 'src': '/static/foodstim60/salad w chicken.jpg', 'key': 'i', 'origWidth': 411, 'origHeight': 411, 'width': 411, 'height': 411, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 100, 'loaded': True, 'loadedTime': 155171.79999995232, 'positionName': 'RIGHT', 'positionCoords': [805.48, 219.5], 'bid': 6.69}]",155166.40000009537,1669832273926,fried eggs,salad w chicken,6.73,6.69,-0.040000000000000036,,salad w chicken,i,655.5999999046326,657,True,156333.29999995232,1166.8999998569489,1669832275093,1167,656.5,HRV,HRV_0196,2022-11-30 18:23:13
101,"[{'imgObject': {}, 'id': 'froot loops w milk', 'src': '/static/foodstim60/froot loops w milk.jpg', 'key': 'u', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 101, 'loaded': True, 'loadedTime': 156343.79999995232, 'positionName': 'LEFT', 'positionCoords': [333.52, 220], 'bid': 4.25}, {'imgObject': {}, 'id': 'mango', 'src': '/static/foodstim60/mango.jpg', 'key': 'i', 'origWidth': 411, 'origHeight': 411, 'width': 411, 'height': 411, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 101, 'loaded': True, 'loadedTime': 156346.70000004768, 'positionName': 'RIGHT', 'positionCoords': [805.48, 219.5], 'bid': 4.41}]",156334.10000014305,1669832275094,froot loops w milk,mango,4.25,4.41,0.16000000000000014,,mango,i,679.2999999523163,680,True,157519.10000014305,1185.0,1669832276279,1185,679.7999999523163,HRV,HRV_0196,2022-11-30 18:23:13
102,"[{'imgObject': {}, 'id': 'burger', 'src': '/static/foodstim60/burger.jpg', 'key': 'u', 'origWidth': 409, 'origHeight': 409, 'width': 409, 'height': 409, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 102, 'loaded': True, 'loadedTime': 157523.79999995232, 'positionName': 'LEFT', 'positionCoords': [334.52, 220.5], 'bid': 7.8}, {'imgObject': {}, 'id': 'kiwi', 'src': '/static/foodstim60/kiwi.jpg', 'key': 'i', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 102, 'loaded': True, 'loadedTime': 157528.90000009537, 'positionName': 'RIGHT', 'positionCoords': [805.48, 220], 'bid': 4.48}]",157520.70000004768,1669832276280,burger,kiwi,7.8,4.48,-3.3199999999999994,,burger,u,500.59999990463257,502,True,158535.60000014305,1014.9000000953674,1669832277295,1015,501.09999990463257,HRV,HRV_0196,2022-11-30 18:23:13
103,"[{'imgObject': {}, 'id': 'strawberries', 'src': '/static/foodstim60/strawberries.jpg', 'key': 'u', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 103, 'loaded': True, 'loadedTime': 158537.60000014305, 'positionName': 'LEFT', 'positionCoords': [333.52, 220], 'bid': 4.65}, {'imgObject': {}, 'id': 'eggsalad', 'src': '/static/foodstim60/eggsalad.jpg', 'key': 'i', 'origWidth': 410, 'origHeight': 409, 'width': 410, 'height': 409, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 103, 'loaded': True, 'loadedTime': 158539.79999995232, 'positionName': 'RIGHT', 'positionCoords': [805.48, 220.5], 'bid': 5.2700000000000005}]",158536.20000004768,1669832277296,strawberries,eggsalad,4.65,5.2700000000000005,0.6200000000000001,,strawberries,u,845.7999999523163,847,True,159888.60000014305,1352.4000000953674,1669832278648,1352,846.9000000953674,HRV,HRV_0196,2022-11-30 18:23:13
104,"[{'imgObject': {}, 'id': 'orange slices', 'src': '/static/foodstim60/orange slices.jpg', 'key': 'u', 'origWidth': 409, 'origHeight': 410, 'width': 409, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 104, 'loaded': True, 'loadedTime': 159892.79999995232, 'positionName': 'LEFT', 'positionCoords': [334.52, 220], 'bid': 5.76}, {'imgObject': {}, 'id': 'tacos', 'src': '/static/foodstim60/tacos.jpg', 'key': 'i', 'origWidth': 411, 'origHeight': 411, 'width': 411, 'height': 411, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 104, 'loaded': True, 'loadedTime': 159895.5, 'positionName': 'RIGHT', 'positionCoords': [805.48, 219.5], 'bid': 6}]",159889.79999995232,1669832278649,orange slices,tacos,5.76,6.0,0.2400000000000002,,tacos,i,636.2000000476837,638,True,161038.10000014305,1148.3000001907349,1669832279798,1149,637.2000000476837,HRV,HRV_0196,2022-11-30 18:23:13
105,"[{'imgObject': {}, 'id': 'eggs', 'src': '/static/foodstim60/eggs.jpg', 'key': 'u', 'origWidth': 409, 'origHeight': 409, 'width': 409, 'height': 409, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 105, 'loaded': True, 'loadedTime': 161040.29999995232, 'positionName': 'LEFT', 'positionCoords': [334.52, 220.5], 'bid': 8}, {'imgObject': {}, 'id': 'chicken nuggets2', 'src': '/static/foodstim60/chicken nuggets2.jpg', 'key': 'i', 'origWidth': 410, 'origHeight': 409, 'width': 410, 'height': 409, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 105, 'loaded': True, 'loadedTime': 161043, 'positionName': 'RIGHT', 'positionCoords': [805.48, 220.5], 'bid': 8.040000000000001}]",161038.70000004768,1669832279798,eggs,chicken nuggets2,8.0,8.040000000000001,0.040000000000000924,,chicken nuggets2,i,575.4000000953674,577,True,162122.90000009537,1084.2000000476837,1669832280883,1085,576.2000000476837,HRV,HRV_0196,2022-11-30 18:23:13
106,"[{'imgObject': {}, 'id': 'corn cob', 'src': '/static/foodstim60/corn cob.jpg', 'key': 'u', 'origWidth': 411, 'origHeight': 411, 'width': 411, 'height': 411, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 106, 'loaded': True, 'loadedTime': 162127.10000014305, 'positionName': 'LEFT', 'positionCoords': [332.52, 219.5], 'bid': 3.39}, {'imgObject': {}, 'id': 'kiwi', 'src': '/static/foodstim60/kiwi.jpg', 'key': 'i', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 106, 'loaded': True, 'loadedTime': 162129.60000014305, 'positionName': 'RIGHT', 'positionCoords': [805.48, 220], 'bid': 4.48}]",162124.0,1669832280884,corn cob,kiwi,3.39,4.48,1.0900000000000003,,kiwi,i,722,722,True,163357.5,1233.5,1669832282117,1233,722.7999999523163,HRV,HRV_0196,2022-11-30 18:23:13
107,"[{'imgObject': {}, 'id': 'banana', 'src': '/static/foodstim60/banana.jpg', 'key': 'u', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 107, 'loaded': True, 'loadedTime': 163359.40000009537, 'positionName': 'LEFT', 'positionCoords': [333.52, 220], 'bid': 5.49}, {'imgObject': {}, 'id': 'steak', 'src': '/static/foodstim60/steak.jpg', 'key': 'i', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 107, 'loaded': True, 'loadedTime': 163360.90000009537, 'positionName': 'RIGHT', 'positionCoords': [805.48, 220], 'bid': 6.36}]",163358.10000014305,1669832282118,banana,steak,5.49,6.36,0.8700000000000001,,steak,i,943.3999998569489,944,True,164809.79999995232,1451.6999998092651,1669832283569,1451,943.8999998569489,HRV,HRV_0196,2022-11-30 18:23:13
108,"[{'imgObject': {}, 'id': 'pear', 'src': '/static/foodstim60/pear.jpg', 'key': 'u', 'origWidth': 411, 'origHeight': 410, 'width': 411, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 108, 'loaded': True, 'loadedTime': 164813.90000009537, 'positionName': 'LEFT', 'positionCoords': [332.52, 220], 'bid': 5.41}, {'imgObject': {}, 'id': 'hashbrowns', 'src': '/static/foodstim60/hashbrowns.jpg', 'key': 'i', 'origWidth': 411, 'origHeight': 410, 'width': 411, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 108, 'loaded': True, 'loadedTime': 164818.40000009537, 'positionName': 'RIGHT', 'positionCoords': [805.48, 220], 'bid': 2.81}]",164810.60000014305,1669832283570,pear,hashbrowns,5.41,2.81,-2.6,,pear,u,1291.3999998569489,1292,True,166613.29999995232,1802.6999998092651,1669832285373,1803,1291.6999998092651,HRV,HRV_0196,2022-11-30 18:23:13
109,"[{'imgObject': {}, 'id': 'chicken nuggets2', 'src': '/static/foodstim60/chicken nuggets2.jpg', 'key': 'u', 'origWidth': 410, 'origHeight': 409, 'width': 410, 'height': 409, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 109, 'loaded': True, 'loadedTime': 166617.29999995232, 'positionName': 'LEFT', 'positionCoords': [333.52, 220.5], 'bid': 8.040000000000001}, {'imgObject': {}, 'id': 'Grapes', 'src': '/static/foodstim60/Grapes.jpg', 'key': 'i', 'origWidth': 411, 'origHeight': 411, 'width': 411, 'height': 411, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 109, 'loaded': True, 'loadedTime': 166618.5, 'positionName': 'RIGHT', 'positionCoords': [805.48, 219.5], 'bid': 5.17}]",166614.29999995232,1669832285374,chicken nuggets2,Grapes,8.040000000000001,5.17,-2.870000000000001,,chicken nuggets2,u,647.8000001907349,649,True,167772.79999995232,1158.5,1669832286532,1158,648.9000000953674,HRV,HRV_0196,2022-11-30 18:23:13
110,"[{'imgObject': {}, 'id': 'banana', 'src': '/static/foodstim60/banana.jpg', 'key': 'u', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 110, 'loaded': True, 'loadedTime': 167777.5, 'positionName': 'LEFT', 'positionCoords': [333.52, 220], 'bid': 5.49}, {'imgObject': {}, 'id': 'veggieswithdip', 'src': '/static/foodstim60/veggieswithdip.jpg', 'key': 'i', 'origWidth': 409, 'origHeight': 409, 'width': 409, 'height': 409, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 110, 'loaded': True, 'loadedTime': 167779.10000014305, 'positionName': 'RIGHT', 'positionCoords': [805.48, 220.5], 'bid': 5.75}]",167774.20000004768,1669832286534,banana,veggieswithdip,5.49,5.75,0.2599999999999998,,veggieswithdip,i,863.7000000476837,865,True,169142.29999995232,1368.0999999046326,1669832287902,1368,864.7000000476837,HRV,HRV_0196,2022-11-30 18:23:13
111,"[{'imgObject': {}, 'id': 'veggieswithdip', 'src': '/static/foodstim60/veggieswithdip.jpg', 'key': 'u', 'origWidth': 409, 'origHeight': 409, 'width': 409, 'height': 409, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 111, 'loaded': True, 'loadedTime': 169146.79999995232, 'positionName': 'LEFT', 'positionCoords': [334.52, 220.5], 'bid': 5.75}, {'imgObject': {}, 'id': 'avocado', 'src': '/static/foodstim60/avocado.jpg', 'key': 'i', 'origWidth': 409, 'origHeight': 409, 'width': 409, 'height': 409, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 111, 'loaded': True, 'loadedTime': 169148, 'positionName': 'RIGHT', 'positionCoords': [805.48, 220.5], 'bid': 7.08}]",169143.5,1669832287903,veggieswithdip,avocado,5.75,7.08,1.33,,veggieswithdip,u,830.4000000953674,831,True,170482.70000004768,1339.2000000476837,1669832289242,1339,831.4000000953674,HRV,HRV_0196,2022-11-30 18:23:13
112,"[{'imgObject': {}, 'id': 'froot loops w milk', 'src': '/static/foodstim60/froot loops w milk.jpg', 'key': 'u', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 112, 'loaded': True, 'loadedTime': 170487.20000004768, 'positionName': 'LEFT', 'positionCoords': [333.52, 220], 'bid': 4.25}, {'imgObject': {}, 'id': 'mashed potato', 'src': '/static/foodstim60/mashed potato.jpg', 'key': 'i', 'origWidth': 409, 'origHeight': 409, 'width': 409, 'height': 409, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 112, 'loaded': True, 'loadedTime': 170488.5, 'positionName': 'RIGHT', 'positionCoords': [805.48, 220.5], 'bid': 3.31}]",170484.0,1669832289244,froot loops w milk,mashed potato,4.25,3.31,-0.94,,froot loops w milk,u,914,914,True,171912.60000014305,1428.6000001430511,1669832290672,1428,914.7999999523163,HRV,HRV_0196,2022-11-30 18:23:13
113,"[{'imgObject': {}, 'id': 'baked potato', 'src': '/static/foodstim60/baked potato.jpg', 'key': 'u', 'origWidth': 409, 'origHeight': 410, 'width': 409, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 113, 'loaded': True, 'loadedTime': 171915.70000004768, 'positionName': 'LEFT', 'positionCoords': [334.52, 220], 'bid': 3.36}, {'imgObject': {}, 'id': 'sushi w_condiments', 'src': '/static/foodstim60/sushi w_condiments.jpg', 'key': 'i', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 113, 'loaded': True, 'loadedTime': 171917.90000009537, 'positionName': 'RIGHT', 'positionCoords': [805.48, 220], 'bid': 1.8}]",171914.0,1669832290674,baked potato,sushi w_condiments,3.36,1.8,-1.5599999999999998,,sushi w_condiments,i,1060.1000001430511,1061,True,173490.79999995232,1576.7999999523163,1669832292250,1576,1061.0,HRV,HRV_0196,2022-11-30 18:23:13
114,"[{'imgObject': {}, 'id': 'eggsalad', 'src': '/static/foodstim60/eggsalad.jpg', 'key': 'u', 'origWidth': 410, 'origHeight': 409, 'width': 410, 'height': 409, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 114, 'loaded': True, 'loadedTime': 173495, 'positionName': 'LEFT', 'positionCoords': [333.52, 220.5], 'bid': 5.2700000000000005}, {'imgObject': {}, 'id': 'turkeysandwich', 'src': '/static/foodstim60/turkeysandwich.jpg', 'key': 'i', 'origWidth': 409, 'origHeight': 409, 'width': 409, 'height': 409, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 114, 'loaded': True, 'loadedTime': 173496, 'positionName': 'RIGHT', 'positionCoords': [805.48, 220.5], 'bid': 8.05}]",173491.90000009537,1669832292252,eggsalad,turkeysandwich,5.2700000000000005,8.05,2.7800000000000002,,turkeysandwich,i,666,666,True,174661.40000009537,1169.5,1669832293421,1169,667.0,HRV,HRV_0196,2022-11-30 18:23:13
115,"[{'imgObject': {}, 'id': 'raisin bran w milk', 'src': '/static/foodstim60/raisin bran w milk.jpg', 'key': 'u', 'origWidth': 411, 'origHeight': 411, 'width': 411, 'height': 411, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 115, 'loaded': True, 'loadedTime': 174663.20000004768, 'positionName': 'LEFT', 'positionCoords': [332.52, 219.5], 'bid': 3.23}, {'imgObject': {}, 'id': 'granola w milk', 'src': '/static/foodstim60/granola w milk.jpg', 'key': 'i', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 115, 'loaded': True, 'loadedTime': 174665.29999995232, 'positionName': 'RIGHT', 'positionCoords': [805.48, 220], 'bid': 1.58}]",174661.90000009537,1669832293422,raisin bran w milk,granola w milk,3.23,1.58,-1.65,,granola w milk,i,1008.0999999046326,1009,True,176180.5,1518.5999999046326,1669832294940,1518,1009.0999999046326,HRV,HRV_0196,2022-11-30 18:23:13
116,"[{'imgObject': {}, 'id': 'lox', 'src': '/static/foodstim60/lox.jpg', 'key': 'u', 'origWidth': 410, 'origHeight': 411, 'width': 410, 'height': 411, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 116, 'loaded': True, 'loadedTime': 176184.90000009537, 'positionName': 'LEFT', 'positionCoords': [333.52, 219.5], 'bid': 1.97}, {'imgObject': {}, 'id': 'Tribe humus pita', 'src': '/static/foodstim60/Tribe humus pita.jpg', 'key': 'i', 'origWidth': 411, 'origHeight': 411, 'width': 411, 'height': 411, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 116, 'loaded': True, 'loadedTime': 176186, 'positionName': 'RIGHT', 'positionCoords': [805.48, 219.5], 'bid': 2.07}]",176181.90000009537,1669832294942,lox,Tribe humus pita,1.97,2.07,0.09999999999999987,,Tribe humus pita,i,841.0999999046326,842,True,177535.10000014305,1353.2000000476837,1669832296295,1353,842.0,HRV,HRV_0196,2022-11-30 18:23:13
117,"[{'imgObject': {}, 'id': 'apple slices', 'src': '/static/foodstim60/apple slices.jpg', 'key': 'u', 'origWidth': 409, 'origHeight': 410, 'width': 409, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 117, 'loaded': True, 'loadedTime': 177537, 'positionName': 'LEFT', 'positionCoords': [334.52, 220], 'bid': 3.79}, {'imgObject': {}, 'id': 'corn cob', 'src': '/static/foodstim60/corn cob.jpg', 'key': 'i', 'origWidth': 411, 'origHeight': 411, 'width': 411, 'height': 411, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 117, 'loaded': True, 'loadedTime': 177540, 'positionName': 'RIGHT', 'positionCoords': [805.48, 219.5], 'bid': 3.39}]",177535.70000004768,1669832296295,apple slices,corn cob,3.79,3.39,-0.3999999999999999,,corn cob,i,942.2999999523163,944,True,178994.40000009537,1458.7000000476837,1669832297754,1459,943.2000000476837,HRV,HRV_0196,2022-11-30 18:23:13
118,"[{'imgObject': {}, 'id': 'turkey sandwich', 'src': '/static/foodstim60/turkey sandwich.jpg', 'key': 'u', 'origWidth': 409, 'origHeight': 409, 'width': 409, 'height': 409, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 118, 'loaded': True, 'loadedTime': 178998.5, 'positionName': 'LEFT', 'positionCoords': [334.52, 220.5], 'bid': 7.42}, {'imgObject': {}, 'id': 'fruitsalad', 'src': '/static/foodstim60/fruitsalad.jpg', 'key': 'i', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 118, 'loaded': True, 'loadedTime': 179001.20000004768, 'positionName': 'RIGHT', 'positionCoords': [805.48, 220], 'bid': 7.58}]",178995.60000014305,1669832297755,turkey sandwich,fruitsalad,7.42,7.58,0.16000000000000014,,turkey sandwich,u,921.8999998569489,923,True,180434.20000004768,1438.5999999046326,1669832299194,1439,922.3999998569489,HRV,HRV_0196,2022-11-30 18:23:13
119,"[{'imgObject': {}, 'id': 'corn cob', 'src': '/static/foodstim60/corn cob.jpg', 'key': 'u', 'origWidth': 411, 'origHeight': 411, 'width': 411, 'height': 411, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 119, 'loaded': True, 'loadedTime': 180438.60000014305, 'positionName': 'LEFT', 'positionCoords': [332.52, 219.5], 'bid': 3.39}, {'imgObject': {}, 'id': 'sweetpotato', 'src': '/static/foodstim60/sweetpotato.jpg', 'key': 'i', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 119, 'loaded': True, 'loadedTime': 180440, 'positionName': 'RIGHT', 'positionCoords': [805.48, 220], 'bid': 1.48}]",180435.40000009537,1669832299195,corn cob,sweetpotato,3.39,1.48,-1.9100000000000001,,corn cob,u,658.7000000476837,659,True,181595.60000014305,1160.2000000476837,1669832300355,1160,659.3999998569489,HRV,HRV_0196,2022-11-30 18:23:13
120,"[{'imgObject': {}, 'id': 'popsicles', 'src': '/static/foodstim60/popsicles.jpg', 'key': 'u', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 120, 'loaded': True, 'loadedTime': 181600.10000014305, 'positionName': 'LEFT', 'positionCoords': [333.52, 220], 'bid': 7.21}, {'imgObject': {}, 'id': 'rigatoni', 'src': '/static/foodstim60/rigatoni.jpg', 'key': 'i', 'origWidth': 411, 'origHeight': 411, 'width': 411, 'height': 411, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 120, 'loaded': True, 'loadedTime': 181602, 'positionName': 'RIGHT', 'positionCoords': [805.48, 219.5], 'bid': 6.7700000000000005}]",181596.90000009537,1669832300357,popsicles,rigatoni,7.21,6.7700000000000005,-0.4399999999999995,,popsicles,u,1112.2999999523163,1112,True,183214.29999995232,1617.3999998569489,1669832301974,1617,1112.5999999046326,HRV,HRV_0196,2022-11-30 18:23:13
121,"[{'imgObject': {}, 'id': 'edamame', 'src': '/static/foodstim60/edamame.jpg', 'key': 'u', 'origWidth': 409, 'origHeight': 410, 'width': 409, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 121, 'loaded': True, 'loadedTime': 183218.70000004768, 'positionName': 'LEFT', 'positionCoords': [334.52, 220], 'bid': 5.44}, {'imgObject': {}, 'id': 'tacos', 'src': '/static/foodstim60/tacos.jpg', 'key': 'i', 'origWidth': 411, 'origHeight': 411, 'width': 411, 'height': 411, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 121, 'loaded': True, 'loadedTime': 183221.29999995232, 'positionName': 'RIGHT', 'positionCoords': [805.48, 219.5], 'bid': 6}]",183215.60000014305,1669832301975,edamame,tacos,5.44,6.0,0.5599999999999996,,tacos,i,557.8999998569489,559,True,184280.5,1064.8999998569489,1669832303040,1065,558.3999998569489,HRV,HRV_0196,2022-11-30 18:23:13
122,"[{'imgObject': {}, 'id': 'avocado', 'src': '/static/foodstim60/avocado.jpg', 'key': 'u', 'origWidth': 409, 'origHeight': 409, 'width': 409, 'height': 409, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 122, 'loaded': True, 'loadedTime': 184284.60000014305, 'positionName': 'LEFT', 'positionCoords': [334.52, 220.5], 'bid': 7.08}, {'imgObject': {}, 'id': 'popsicles', 'src': '/static/foodstim60/popsicles.jpg', 'key': 'i', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 122, 'loaded': True, 'loadedTime': 184285.70000004768, 'positionName': 'RIGHT', 'positionCoords': [805.48, 220], 'bid': 7.21}]",184281.60000014305,1669832303041,avocado,popsicles,7.08,7.21,0.1299999999999999,,avocado,u,675.8999998569489,677,True,185465.5,1183.8999998569489,1669832304225,1184,676.5,HRV,HRV_0196,2022-11-30 18:23:13
