trialN,stimuli,trialStartTime,trialStartTime_UNIX,stimulus1,stimulus2,stimulus1Bid,stimulus2Bid,delta,trialEvents,selected,rt,rt_UNIX,rt_perfnow,receivedResponse,rsp,trialEndTime,trialDuration,trialEndTime_UNIX,trialDuration_UNIX,exp,subjectId,date
10,"[{'imgObject': {}, 'id': 'hashbrowns', 'src': '/static/foodstim60/hashbrowns.jpg', 'key': 'u', 'origWidth': 411, 'origHeight': 410, 'width': 411, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 10, 'loaded': True, 'loadedTime': 20384.599999904633, 'positionName': 'LEFT', 'positionCoords': [246.12, 191], 'bid': 0.49}, {'imgObject': {}, 'id': 'kiwi', 'src': '/static/foodstim60/kiwi.jpg', 'key': 'i', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 10, 'loaded': True, 'loadedTime': 20385.399999976158, 'positionName': 'RIGHT', 'positionCoords': [711.88, 191], 'bid': 0.6900000000000001}]",20382.5,1669835155686,hashbrowns,kiwi,0.49,0.6900000000000001,0.20000000000000007,,hashbrowns,996.2999999523163,1003,1003.3999999761581,True,u,21889.599999904633,1507.0999999046326,1669835157193,1507,HRV,HRV_0234,2022-11-30 19:09:41
11,"[{'imgObject': {}, 'id': 'fried eggs', 'src': '/static/foodstim60/fried eggs.jpg', 'key': 'u', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 11, 'loaded': True, 'loadedTime': 21892.799999952316, 'positionName': 'LEFT', 'positionCoords': [247.12, 191], 'bid': 4.24}, {'imgObject': {}, 'id': 'salmon', 'src': '/static/foodstim60/salmon.jpg', 'key': 'i', 'origWidth': 410, 'origHeight': 409, 'width': 410, 'height': 409, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 11, 'loaded': True, 'loadedTime': 21893.5, 'positionName': 'RIGHT', 'positionCoords': [711.88, 191.5], 'bid': 8.11}]",21890.5,1669835157194,fried eggs,salmon,4.24,8.11,3.869999999999999,,fried eggs,769.5,776,776.5999999046326,True,u,23171.0,1280.5,1669835158474,1280,HRV,HRV_0234,2022-11-30 19:09:41
12,"[{'imgObject': {}, 'id': 'hotdog w must', 'src': '/static/foodstim60/hotdog w must.jpg', 'key': 'u', 'origWidth': 409, 'origHeight': 409, 'width': 409, 'height': 409, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 12, 'loaded': True, 'loadedTime': 23174.099999904633, 'positionName': 'LEFT', 'positionCoords': [248.12, 191.5], 'bid': 0.87}, {'imgObject': {}, 'id': 'raspberries', 'src': '/static/foodstim60/raspberries.jpg', 'key': 'i', 'origWidth': 411, 'origHeight': 411, 'width': 411, 'height': 411, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 12, 'loaded': True, 'loadedTime': 23174.599999904633, 'positionName': 'RIGHT', 'positionCoords': [711.88, 190.5], 'bid': 0.6900000000000001}]",23171.699999928474,1669835158475,hotdog w must,raspberries,0.87,0.6900000000000001,-0.17999999999999994,,raspberries,1108.1000000238419,1114,1113.6000000238419,True,i,24789.0,1617.3000000715256,1669835160092,1617,HRV,HRV_0234,2022-11-30 19:09:41
13,"[{'imgObject': {}, 'id': 'turkey sandwich', 'src': '/static/foodstim60/turkey sandwich.jpg', 'key': 'u', 'origWidth': 409, 'origHeight': 409, 'width': 409, 'height': 409, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 13, 'loaded': True, 'loadedTime': 24791.5, 'positionName': 'LEFT', 'positionCoords': [248.12, 191.5], 'bid': 6.84}, {'imgObject': {}, 'id': 'tacos', 'src': '/static/foodstim60/tacos.jpg', 'key': 'i', 'origWidth': 411, 'origHeight': 411, 'width': 411, 'height': 411, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 13, 'loaded': True, 'loadedTime': 24791.899999976158, 'positionName': 'RIGHT', 'positionCoords': [711.88, 190.5], 'bid': 6.16}]",24789.5,1669835160093,turkey sandwich,tacos,6.84,6.16,-0.6799999999999997,,turkey sandwich,1020.2999999523163,1027,1027.0999999046326,True,u,26321.0,1531.5,1669835161624,1531,HRV,HRV_0234,2022-11-30 19:09:41
14,"[{'imgObject': {}, 'id': 'shreddedwheatwithmilk', 'src': '/static/foodstim60/shreddedwheatwithmilk.jpg', 'key': 'u', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 14, 'loaded': True, 'loadedTime': 26323.699999928474, 'positionName': 'LEFT', 'positionCoords': [247.12, 191], 'bid': 0.58}, {'imgObject': {}, 'id': 'mashed potato', 'src': '/static/foodstim60/mashed potato.jpg', 'key': 'i', 'origWidth': 409, 'origHeight': 409, 'width': 409, 'height': 409, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 14, 'loaded': True, 'loadedTime': 26324.099999904633, 'positionName': 'RIGHT', 'positionCoords': [711.88, 191.5], 'bid': 0.65}]",26321.699999928474,1669835161625,shreddedwheatwithmilk,mashed potato,0.58,0.65,0.07000000000000006,,mashed potato,1468.3999999761581,1475,1475.2000000476837,True,i,28301.399999976158,1979.7000000476837,1669835163605,1980,HRV,HRV_0234,2022-11-30 19:09:41
15,"[{'imgObject': {}, 'id': 'granola w milk', 'src': '/static/foodstim60/granola w milk.jpg', 'key': 'u', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 15, 'loaded': True, 'loadedTime': 28302.399999976158, 'positionName': 'LEFT', 'positionCoords': [247.12, 191], 'bid': 0.5}, {'imgObject': {}, 'id': 'veggieswithdip', 'src': '/static/foodstim60/veggieswithdip.jpg', 'key': 'i', 'origWidth': 409, 'origHeight': 409, 'width': 409, 'height': 409, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 15, 'loaded': True, 'loadedTime': 28302.699999928474, 'positionName': 'RIGHT', 'positionCoords': [711.88, 191.5], 'bid': 1.67}]",28301.799999952316,1669835163605,granola w milk,veggieswithdip,0.5,1.67,1.17,,veggieswithdip,950.7000000476837,958,957.7000000476837,True,i,29763.799999952316,1462.0,1669835165067,1462,HRV,HRV_0234,2022-11-30 19:09:41
16,"[{'imgObject': {}, 'id': 'mac & cheese', 'src': '/static/foodstim60/mac & cheese.jpg', 'key': 'u', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 16, 'loaded': True, 'loadedTime': 29766.5, 'positionName': 'LEFT', 'positionCoords': [247.12, 191], 'bid': 6.51}, {'imgObject': {}, 'id': 'seaweed', 'src': '/static/foodstim60/seaweed.jpg', 'key': 'i', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 16, 'loaded': True, 'loadedTime': 29767.199999928474, 'positionName': 'RIGHT', 'positionCoords': [711.88, 191], 'bid': 1.54}]",29764.5,1669835165068,mac & cheese,seaweed,6.51,1.54,-4.97,,mac & cheese,905.5999999046326,912,912.3999999761581,True,u,31182.0,1417.5,1669835166485,1417,HRV,HRV_0234,2022-11-30 19:09:41
17,"[{'imgObject': {}, 'id': 'mac & cheese', 'src': '/static/foodstim60/mac & cheese.jpg', 'key': 'u', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 17, 'loaded': True, 'loadedTime': 31185, 'positionName': 'LEFT', 'positionCoords': [247.12, 191], 'bid': 6.51}, {'imgObject': {}, 'id': 'tacos', 'src': '/static/foodstim60/tacos.jpg', 'key': 'i', 'origWidth': 411, 'origHeight': 411, 'width': 411, 'height': 411, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 17, 'loaded': True, 'loadedTime': 31185.299999952316, 'positionName': 'RIGHT', 'positionCoords': [711.88, 190.5], 'bid': 6.16}]",31182.699999928474,1669835166486,mac & cheese,tacos,6.51,6.16,-0.34999999999999964,,tacos,747.2000000476837,754,754.1000000238419,True,i,32437.5,1254.8000000715256,1669835167741,1255,HRV,HRV_0234,2022-11-30 19:09:41
18,"[{'imgObject': {}, 'id': 'mashed potato', 'src': '/static/foodstim60/mashed potato.jpg', 'key': 'u', 'origWidth': 409, 'origHeight': 409, 'width': 409, 'height': 409, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 18, 'loaded': True, 'loadedTime': 32438.699999928474, 'positionName': 'LEFT', 'positionCoords': [248.12, 191.5], 'bid': 0.65}, {'imgObject': {}, 'id': 'fried eggs', 'src': '/static/foodstim60/fried eggs.jpg', 'key': 'i', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 18, 'loaded': True, 'loadedTime': 32438.799999952316, 'positionName': 'RIGHT', 'positionCoords': [711.88, 191], 'bid': 4.24}]",32437.799999952316,1669835167741,mashed potato,fried eggs,0.65,4.24,3.5900000000000003,,fried eggs,842.2999999523163,850,849.7000000476837,True,i,33791.0,1353.2000000476837,1669835169094,1353,HRV,HRV_0234,2022-11-30 19:09:41
19,"[{'imgObject': {}, 'id': 'hotdog w must', 'src': '/static/foodstim60/hotdog w must.jpg', 'key': 'u', 'origWidth': 409, 'origHeight': 409, 'width': 409, 'height': 409, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 19, 'loaded': True, 'loadedTime': 33793.799999952316, 'positionName': 'LEFT', 'positionCoords': [248.12, 191.5], 'bid': 0.87}, {'imgObject': {}, 'id': 'fruitsalad', 'src': '/static/foodstim60/fruitsalad.jpg', 'key': 'i', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 19, 'loaded': True, 'loadedTime': 33794.09999990463, 'positionName': 'RIGHT', 'positionCoords': [711.88, 191], 'bid': 0.5}]",33791.699999928474,1669835169095,hotdog w must,fruitsalad,0.87,0.5,-0.37,,hotdog w must,906.2000000476837,914,914.3000000715256,True,u,35209.5,1417.8000000715256,1669835170513,1418,HRV,HRV_0234,2022-11-30 19:09:41
20,"[{'imgObject': {}, 'id': 'salmon', 'src': '/static/foodstim60/salmon.jpg', 'key': 'u', 'origWidth': 410, 'origHeight': 409, 'width': 410, 'height': 409, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 20, 'loaded': True, 'loadedTime': 35212.199999928474, 'positionName': 'LEFT', 'positionCoords': [247.12, 191.5], 'bid': 8.11}, {'imgObject': {}, 'id': 'granola w milk', 'src': '/static/foodstim60/granola w milk.jpg', 'key': 'i', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 20, 'loaded': True, 'loadedTime': 35212.59999990463, 'positionName': 'RIGHT', 'positionCoords': [711.88, 191], 'bid': 0.5}]",35210.199999928474,1669835170513,salmon,granola w milk,8.11,0.5,-7.609999999999999,,salmon,634.8000000715256,643,642.7000000476837,True,u,36354.299999952316,1144.1000000238419,1669835171657,1144,HRV,HRV_0234,2022-11-30 19:09:41
21,"[{'imgObject': {}, 'id': 'steak', 'src': '/static/foodstim60/steak.jpg', 'key': 'u', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 21, 'loaded': True, 'loadedTime': 36357.199999928474, 'positionName': 'LEFT', 'positionCoords': [247.12, 191], 'bid': 9.57}, {'imgObject': {}, 'id': 'burger', 'src': '/static/foodstim60/burger.jpg', 'key': 'i', 'origWidth': 409, 'origHeight': 409, 'width': 409, 'height': 409, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 21, 'loaded': True, 'loadedTime': 36358.89999997616, 'positionName': 'RIGHT', 'positionCoords': [711.88, 191.5], 'bid': 8.99}]",36354.89999997616,1669835171658,steak,burger,9.57,8.99,-0.5800000000000001,,steak,570.1999999284744,578,577.5,True,u,37432.799999952316,1077.8999999761581,1669835172736,1078,HRV,HRV_0234,2022-11-30 19:09:41
22,"[{'imgObject': {}, 'id': 'salmon', 'src': '/static/foodstim60/salmon.jpg', 'key': 'u', 'origWidth': 410, 'origHeight': 409, 'width': 410, 'height': 409, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 22, 'loaded': True, 'loadedTime': 37435.5, 'positionName': 'LEFT', 'positionCoords': [247.12, 191.5], 'bid': 8.11}, {'imgObject': {}, 'id': 'mac & cheese', 'src': '/static/foodstim60/mac & cheese.jpg', 'key': 'i', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 22, 'loaded': True, 'loadedTime': 37435.89999997616, 'positionName': 'RIGHT', 'positionCoords': [711.88, 191], 'bid': 6.51}]",37433.59999990463,1669835172737,salmon,mac & cheese,8.11,6.51,-1.5999999999999996,,salmon,571.7000000476837,578,578.5,True,u,38516.299999952316,1082.7000000476837,1669835173820,1083,HRV,HRV_0234,2022-11-30 19:09:41
23,"[{'imgObject': {}, 'id': 'luckycharms', 'src': '/static/foodstim60/luckycharms.jpg', 'key': 'u', 'origWidth': 410, 'origHeight': 409, 'width': 410, 'height': 409, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 23, 'loaded': True, 'loadedTime': 38519.39999997616, 'positionName': 'LEFT', 'positionCoords': [247.12, 191.5], 'bid': 0.25}, {'imgObject': {}, 'id': 'edamame', 'src': '/static/foodstim60/edamame.jpg', 'key': 'i', 'origWidth': 409, 'origHeight': 410, 'width': 409, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 23, 'loaded': True, 'loadedTime': 38519.89999997616, 'positionName': 'RIGHT', 'positionCoords': [711.88, 191], 'bid': 0.47}]",38517.0,1669835173820,luckycharms,edamame,0.25,0.47,0.21999999999999997,,edamame,703.0999999046326,710,710.0999999046326,True,i,39727.5,1210.5,1669835175031,1211,HRV,HRV_0234,2022-11-30 19:09:41
24,"[{'imgObject': {}, 'id': 'bagel and cc', 'src': '/static/foodstim60/bagel and cc.jpg', 'key': 'u', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 24, 'loaded': True, 'loadedTime': 39729.699999928474, 'positionName': 'LEFT', 'positionCoords': [247.12, 191], 'bid': 2.23}, {'imgObject': {}, 'id': 'rigatoni and sauce', 'src': '/static/foodstim60/rigatoni and sauce.jpg', 'key': 'i', 'origWidth': 410, 'origHeight': 411, 'width': 410, 'height': 411, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 24, 'loaded': True, 'loadedTime': 39729.89999997616, 'positionName': 'RIGHT', 'positionCoords': [711.88, 190.5], 'bid': 1.92}]",39727.89999997616,1669835175031,bagel and cc,rigatoni and sauce,2.23,1.92,-0.31000000000000005,,rigatoni and sauce,999.6999999284744,1008,1007.7999999523163,True,i,41236.199999928474,1508.2999999523163,1669835176539,1508,HRV,HRV_0234,2022-11-30 19:09:41
25,"[{'imgObject': {}, 'id': 'raisin bran w milk', 'src': '/static/foodstim60/raisin bran w milk.jpg', 'key': 'u', 'origWidth': 411, 'origHeight': 411, 'width': 411, 'height': 411, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 25, 'loaded': True, 'loadedTime': 41239.59999990463, 'positionName': 'LEFT', 'positionCoords': [246.12, 190.5], 'bid': 0.24}, {'imgObject': {}, 'id': 'kiwi', 'src': '/static/foodstim60/kiwi.jpg', 'key': 'i', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 25, 'loaded': True, 'loadedTime': 41240, 'positionName': 'RIGHT', 'positionCoords': [711.88, 191], 'bid': 0.6900000000000001}]",41236.89999997616,1669835176540,raisin bran w milk,kiwi,0.24,0.6900000000000001,0.45000000000000007,,raisin bran w milk,863.3999999761581,870,870.3999999761581,True,u,42610.89999997616,1374.0,1669835177914,1374,HRV,HRV_0234,2022-11-30 19:09:41
26,"[{'imgObject': {}, 'id': 'cheerios', 'src': '/static/foodstim60/cheerios.jpg', 'key': 'u', 'origWidth': 409, 'origHeight': 410, 'width': 409, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 26, 'loaded': True, 'loadedTime': 42613.5, 'positionName': 'LEFT', 'positionCoords': [248.12, 191], 'bid': 0.5}, {'imgObject': {}, 'id': 'apple slices', 'src': '/static/foodstim60/apple slices.jpg', 'key': 'i', 'origWidth': 409, 'origHeight': 410, 'width': 409, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 26, 'loaded': True, 'loadedTime': 42614.39999997616, 'positionName': 'RIGHT', 'positionCoords': [711.88, 191], 'bid': 0.49}]",42611.5,1669835177915,cheerios,apple slices,0.5,0.49,-0.010000000000000009,,cheerios,838.2999999523163,843,843.0,True,u,43957.5,1346.0,1669835179261,1346,HRV,HRV_0234,2022-11-30 19:09:41
