success,trial_type,trial_index,time_elapsed,internal_node_id,Block,TrialNumber,TrialTime,trialTimeDiff,FPS_avg,FPS_med,FPS_mode,TrialDur,winResizeTime,rt,block,button_pressed,missTrial,missTrialMsg,MotCoh,MotDir,ColCoh,Color,ChoiceKey,Choice,Accuracy,RT,nFrames,FPS,PPD,onsetDelay,fullScreenExitTime,canvCenter,TrialType,Score,BlockTrial,stimulus,button_labels,exp,subjectId,date
True,fullscreen,0,1524,0.0-0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HRV,HRV_0108,2022-11-30 19:33:29
,wl-check-fps,1,6516,0.0-1.0,0.0,2.0,"[1756.5, 1757.1, 1772.2, 1788.6, 1805, 1822.1, 1838.8, 1855.9, 1872.8, 1889, 1906.4, 1924, 1939.3, 1956.2, 1972.5, 1989.5, 2006.2, 2022.5, 2040.2, 2055.4, 2073.2, 2089.7, 2106.5, 2122.7, 2138.4, 2157.3, 2172.7, 2189.8, 2206.5, 2223.2, 2244.1, 2255.7, 2275.1, 2290, 2305.5, 2323.5, 2339.1, 2356.2, 2375, 2389.3, 2405.4, 2422.2, 2439.7, 2456.1, 2472.1, 2488.8, 2506.3, 2523.4, 2540, 2557.8, 2575.3, 2589.9, 2610.9, 2623.2, 2639, 2658.9, 2672.6, 2689.3, 2710, 2722.8, 2740, 2755.5, 2772.1, 2789, 2806.1, 2823.2, 2839.6, 2855.4, 2872.6, 2889, 2906.1, 2923.6, 2942, 2958.2, 2977.4, 2988.4, 3007.5, 3023, 3039.7, 3055.6, 3072.5, 3089.3, 3105.6, 3124.2, 3139.3, 3155.7, 3173.1, 3193.9, 3206.1, 3225.2, 3238.9, 3258.3, 3273.1, 3291.7, 3306.9, 3323.5, 3340.2, 3356.1, 3373.6, 3389.5, 3406.4, 3423.1, 3439.2, 3456.6, 3473, 3489.9, 3505.6, 3523, 3539.6, 3556, 3572, 3589.2, 3606.7, 3623.1, 3638.9, 3655.9, 3672.5, 3689, 3705.7, 3722.1, 3739, 3755.3, 3773.3, 3792.8, 3806.7, 3822.5, 3839.4, 3856.3, 3872.8, 3888.9, 3905.5, 3922.9, 3940.1, 3955.6, 3973, 3989.7, 4005.5, 4022.2, 4038.9, 4060.9, 4072.4, 4089.7, 4106.3, 4127.9, 4138.6, 4156.7, 4172.5, 4187.5, 4205.1, 4222.2, 4238.4, 4255.7, 4271.8, 4287.9, 4304.7, 4321.4, 4338.4, 4354.5, 4372.3, 4388.8, 4405.6, 4422.3, 4437.9, 4455.3, 4471.9, 4487.9, 4505.4, 4521.3, 4538.5, 4554.7, 4572.5, 4591.7, 4605.7, 4622.4, 4638.7, 4655.5, 4672.7, 4687.7, 4704.8, 4722, 4738.5, 4754.5, 4771.8, 4789, 4805.2, 4822.5, 4838.2, 4858.4, 4871.7, 4888.3, 4905.2, 4923.8, 4942.1, 4956.4, 4976.5, 4988.8, 5006.2, 5022.2, 5038.4, 5055.1, 5073.1, 5089.4, 5105.8, 5123, 5139.8, 5155.6, 5173.1, 5194.5, 5205.9, 5222, 5238.5, 5255.8, 5273.1, 5289.3, 5305.8, 5322.2, 5339.4, 5355, 5371.9, 5388.6, 5406, 5422.6, 5441.5, 5456.2, 5473.5, 5489.3, 5506.8, 5522, 5538.2, 5555.8, 5573.1, 5589.3, 5605.5, 5621.8, 5639.6, 5655.5, 5672, 5689.1, 5705.5, 5722.4, 5741.7, 5756.5, 5774.5, 5789.1, 5805.5, 5822.7, 5839.5, 5855, 5872.6, 5888.6, 5906, 5922.6, 5939.3, 5955.9, 5971.9, 5988.6, 6005.7, 6022.7, 6041.5, 6057.7, 6072.7, 6094.4, 6105.3, 6125.1, 6139.2, 6155.1, 6172.4, 6195.3, 6205.6, 6222.8, 6238.8, 6255.9, 6272.6, 6289.9, 6305.7, 6322, 6338.5, 6355.2, 6374.9, 6389.4, 6406.3, 6421.9, 6438.7, 6455.2, 6472.5, 6488.6, 6505.2, 6522.2, 6538.6, 6555.2, 6573.3, 6588.4, 6605.5, 6627.2, 6639.3, 6655.2, 6671.9, 6690, 6705.2, 6722.4]","[3.1, 0.6, 15.1, 16.4, 16.4, 17.1, 16.7, 17.1, 16.9, 16.2, 17.4, 17.6, 15.3, 16.9, 16.3, 17, 16.7, 16.3, 17.7, 15.2, 17.8, 16.5, 16.8, 16.2, 15.7, 18.9, 15.4, 17.1, 16.7, 16.7, 20.9, 11.6, 19.4, 14.9, 15.5, 18, 15.6, 17.1, 18.8, 14.3, 16.1, 16.8, 17.5, 16.4, 16, 16.7, 17.5, 17.1, 16.6, 17.8, 17.5, 14.6, 21, 12.3, 15.8, 19.9, 13.7, 16.7, 20.7, 12.8, 17.2, 15.5, 16.6, 16.9, 17.1, 17.1, 16.4, 15.8, 17.2, 16.4, 17.1, 17.5, 18.4, 16.2, 19.2, 11, 19.1, 15.5, 16.7, 15.9, 16.9, 16.8, 16.3, 18.6, 15.1, 16.4, 17.4, 20.8, 12.2, 19.1, 13.7, 19.4, 14.8, 18.6, 15.2, 16.6, 16.7, 15.9, 17.5, 15.9, 16.9, 16.7, 16.1, 17.4, 16.4, 16.9, 15.7, 17.4, 16.6, 16.4, 16, 17.2, 17.5, 16.4, 15.8, 17, 16.6, 16.5, 16.7, 16.4, 16.9, 16.3, 18, 19.5, 13.9, 15.8, 16.9, 16.9, 16.5, 16.1, 16.6, 17.4, 17.2, 15.5, 17.4, 16.7, 15.8, 16.7, 16.7, 22, 11.5, 17.3, 16.6, 21.6, 10.7, 18.1, 15.8, 15, 17.6, 17.1, 16.2, 17.3, 16.1, 16.1, 16.8, 16.7, 17, 16.1, 17.8, 16.5, 16.8, 16.7, 15.6, 17.4, 16.6, 16, 17.5, 15.9, 17.2, 16.2, 17.8, 19.2, 14, 16.7, 16.3, 16.8, 17.2, 15, 17.1, 17.2, 16.5, 16, 17.3, 17.2, 16.2, 17.3, 15.7, 20.2, 13.3, 16.6, 16.9, 18.6, 18.3, 14.3, 20.1, 12.3, 17.4, 16, 16.2, 16.7, 18, 16.3, 16.4, 17.2, 16.8, 15.8, 17.5, 21.4, 11.4, 16.1, 16.5, 17.3, 17.3, 16.2, 16.5, 16.4, 17.2, 15.6, 16.9, 16.7, 17.4, 16.6, 18.9, 14.7, 17.3, 15.8, 17.5, 15.2, 16.2, 17.6, 17.3, 16.2, 16.2, 16.3, 17.8, 15.9, 16.5, 17.1, 16.4, 16.9, 19.3, 14.8, 18, 14.6, 16.4, 17.2, 16.8, 15.5, 17.6, 16, 17.4, 16.6, 16.7, 16.6, 16, 16.7, 17.1, 17, 18.8, 16.2, 15, 21.7, 10.9, 19.8, 14.1, 15.9, 17.3, 22.9, 10.3, 17.2, 16, 17.1, 16.7, 17.3, 15.8, 16.3, 16.5, 16.7, 19.7, 14.5, 16.9, 15.6, 16.8, 16.5, 17.3, 16.1, 16.6, 17, 16.4, 16.6, 18.1, 15.1, 17.1, 21.7, 12.1, 15.9, 16.7, 18.1, 15.2, 17.2]",60.0,60.0,60.0,4985.3,[],,,,,,,,,,,,,,,,,,,,,,,,,HRV,HRV_0108,2022-11-30 19:33:29
,wl-html-keyboard-response,2,2720874,0.0-2.0-0.0,0.0,2.0,,,,,,,,174172.5,0.0,0,True,undefinedblurEvent ,,,,,,,,,,,,,,,,,,,,HRV,HRV_0108,2022-11-30 19:33:29
,wl-rdm,3,2731232,0.0-3.0-0.0,0.0,3.0,,,,,,,[],,,,False,too_early ,0.0,0.0,87.9,0.0,u,0.0,True,766.6000000005588,46.0,60.0,40.0,3000.0,[],"[756, 472.5]",ColorTask_Demo,,,,,HRV,HRV_0108,2022-11-30 19:33:29
,wl-rdm,4,2735996,0.0-3.0-1.0,0.0,4.0,,,,,,,[],,,,False,,0.0,0.0,87.9,1.0,i,1.0,True,708.1999999992549,43.0,60.0,40.0,2000.0,[],"[756, 472.5]",ColorTask_Demo,,,,,HRV,HRV_0108,2022-11-30 19:33:29
,wl-html-keyboard-response,5,2740173,0.0-3.0-2.0,0.0,5.0,,,,,,,,2170.0,0.0,1,,,,,,,,,,,,,,,,,,,,,,HRV,HRV_0108,2022-11-30 19:33:29
,wl-html-keyboard-response,6,2749362,0.0-4.0-0.0,0.0,6.0,,,,,,,,7181.5999999996275,0.0,0,,,,,,,,,,,,,,,,,,,,,,HRV,HRV_0108,2022-11-30 19:33:29
,wl-html-keyboard-response,7,2764409,0.0-5.0-0.0,0.0,7.0,,,,,,,,13039.5,0.0,0,,,,,,,,,,,,,,,,,,,,,,HRV,HRV_0108,2022-11-30 19:33:29
,wl-rdm,8,2766846,0.0-6.0-0.0,0.0,8.0,,,,,,,[],,,,False,,,,62.5,0.0,i,1.0,False,1139.300000000745,69.0,60.0,40.0,204.37855031764047,[],"[756, 472.5]",ColorTask,-1.0,1.0,,,HRV,HRV_0108,2022-11-30 19:33:29
,wl-rdm,9,2769278,0.0-6.1-0.1,0.0,9.0,,,,,,,[],,,,False,,,,73.6,0.0,u,0.0,True,1074.2000000001863,65.0,60.0,40.0,290.2594060725646,[],"[756, 472.5]",ColorTask,0.0,2.0,,,HRV,HRV_0108,2022-11-30 19:33:29
