trialN,QuestionNum,Question,Answer,QuestionRating,AnswerRating,exp,subjectId,date
0.0,357,Which U.S. state's leading public university is the only one not to be named for the state?  ,New Jersey's Rutgers,15,7,HRV,HRV_0147,2022-11-30 18:03:06
1.0,252,What river runs through Boston? ,Charles ,2,12,HRV,HRV_0147,2022-11-30 18:03:06
2.0,208,What is the name of the ship that carried Captain Cook to Australia?  ,Endeavour ,25,59,HRV,HRV_0147,2022-11-30 18:03:06
3.0,119,"Until 1790, what was known as Jenkins Hill? ",Capitol Hill,75,94,HRV,HRV_0147,2022-11-30 18:03:06
4.0,418,Tasseomancy is a method of fortune telling that primarily uses what? ,Tea leaves,63,82,HRV,HRV_0147,2022-11-30 18:03:06
5.0,422,What are the top two most popular spices in the world?,Pepper and Mustard,98,81,HRV,HRV_0147,2022-11-30 18:03:06
6.0,352,Which space shuttle is named for the ship on which Robert Scott first sailed to Antarctica? ,The Discovery,16,7,HRV,HRV_0147,2022-11-30 18:03:06
7.0,450,What food was invented by an 11 year old in 1905?,popscicle,56,79,HRV,HRV_0147,2022-11-30 18:03:06
8.0,339,Which country has the most public libraries?  ,Russia,53,28,HRV,HRV_0147,2022-11-30 18:03:06
9.0,332,"Which British novelist said, ""Fame is a powerful aphrodisiac""?",Graham Greene,64,20,HRV,HRV_0147,2022-11-30 18:03:06
