trialN,stimuli,trialStartTime,trialStartTime_UNIX,stimulus1,stimulus2,stimulus1Bid,stimulus2Bid,delta,selected,rt,rt_UNIX,rt_perfnow,receivedResponse,rsp,trialEndTime,trialDuration,trialEndTime_UNIX,trialDuration_UNIX,trialEvents,exp,subjectId,date
0,"[{'imgObject': {}, 'id': 'cheerios', 'src': '/static/foodstim60/cheerios.jpg', 'key': 'u', 'origWidth': 409, 'origHeight': 410, 'width': 409, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 0, 'loaded': True, 'loadedTime': 2142.0999999046326, 'positionName': 'LEFT', 'positionCoords': [512.6, 335], 'bid': 7.65}, {'imgObject': {}, 'id': 'cocktailshrimp', 'src': '/static/foodstim60/cocktailshrimp.jpg', 'key': 'i', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 0, 'loaded': True, 'loadedTime': 2168.899999856949, 'positionName': 'RIGHT', 'positionCoords': [998.4, 335], 'bid': 3.09}]",2584.5999999046326,1669833428518,cheerios,cocktailshrimp,7.65,3.09,-4.5600000000000005,cheerios,1233.4000000953674,1234,1234.1000001430511,True,u,4326.799999952316,1742.2000000476837,1669833430260,1742,,HRV,HRV_0149,2022-11-30 18:42:19
1,"[{'imgObject': {}, 'id': 'pear', 'src': '/static/foodstim60/pear.jpg', 'key': 'u', 'origWidth': 411, 'origHeight': 410, 'width': 411, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 1, 'loaded': True, 'loadedTime': 2178.0999999046326, 'positionName': 'LEFT', 'positionCoords': [510.6, 335], 'bid': 4.0200000000000005}, {'imgObject': {}, 'id': 'rigatoni and sauce', 'src': '/static/foodstim60/rigatoni and sauce.jpg', 'key': 'i', 'origWidth': 410, 'origHeight': 411, 'width': 410, 'height': 411, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 1, 'loaded': True, 'loadedTime': 2180.7999999523163, 'positionName': 'RIGHT', 'positionCoords': [998.4, 334.5], 'bid': 5.48}]",4327.200000047684,1669833430260,pear,rigatoni and sauce,4.0200000000000005,5.48,1.46,rigatoni and sauce,1057.0999999046326,1058,1057.3999998569489,True,i,5887.099999904633,1559.8999998569489,1669833431820,1560,,HRV,HRV_0149,2022-11-30 18:42:19
2,"[{'imgObject': {}, 'id': 'corn cob', 'src': '/static/foodstim60/corn cob.jpg', 'key': 'u', 'origWidth': 411, 'origHeight': 411, 'width': 411, 'height': 411, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 2, 'loaded': True, 'loadedTime': 2182, 'positionName': 'LEFT', 'positionCoords': [510.6, 334.5], 'bid': 5.29}, {'imgObject': {}, 'id': 'cantaloupe', 'src': '/static/foodstim60/cantaloupe.jpg', 'key': 'i', 'origWidth': 409, 'origHeight': 409, 'width': 409, 'height': 409, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 2, 'loaded': True, 'loadedTime': 2183.7000000476837, 'positionName': 'RIGHT', 'positionCoords': [998.4, 335.5], 'bid': 6.16}]",5887.599999904633,1669833431821,corn cob,cantaloupe,5.29,6.16,0.8700000000000001,cantaloupe,1422.2999999523163,1422,1422.7000000476837,True,i,7822.799999952316,1935.2000000476837,1669833433756,1935,,HRV,HRV_0149,2022-11-30 18:42:19
3,"[{'imgObject': {}, 'id': 'ice cream sundae 002', 'src': '/static/foodstim60/ice cream sundae 002.jpg', 'key': 'u', 'origWidth': 409, 'origHeight': 409, 'width': 409, 'height': 409, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 3, 'loaded': True, 'loadedTime': 2184.899999856949, 'positionName': 'LEFT', 'positionCoords': [512.6, 335.5], 'bid': 6.86}, {'imgObject': {}, 'id': 'cheerios', 'src': '/static/foodstim60/cheerios.jpg', 'key': 'i', 'origWidth': 409, 'origHeight': 410, 'width': 409, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 3, 'loaded': True, 'loadedTime': 2141.5999999046326, 'positionName': 'RIGHT', 'positionCoords': [998.4, 335], 'bid': 7.65}]",7823.099999904633,1669833433756,ice cream sundae 002,cheerios,6.86,7.65,0.79,cheerios,1110.1000001430511,1111,1110.4000000953674,True,i,9454.5,1631.4000000953674,1669833435388,1632,,HRV,HRV_0149,2022-11-30 18:42:19
4,"[{'imgObject': {}, 'id': 'mashed potato', 'src': '/static/foodstim60/mashed potato.jpg', 'key': 'u', 'origWidth': 409, 'origHeight': 409, 'width': 409, 'height': 409, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 4, 'loaded': True, 'loadedTime': 2185.0999999046326, 'positionName': 'LEFT', 'positionCoords': [512.6, 335.5], 'bid': 6.57}, {'imgObject': {}, 'id': 'shreddedwheatwithmilk', 'src': '/static/foodstim60/shreddedwheatwithmilk.jpg', 'key': 'i', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 4, 'loaded': True, 'loadedTime': 2188.2000000476837, 'positionName': 'RIGHT', 'positionCoords': [998.4, 335], 'bid': 6.59}]",9454.799999952316,1669833435388,mashed potato,shreddedwheatwithmilk,6.57,6.59,0.019999999999999574,shreddedwheatwithmilk,1507.2000000476837,1508,1507.5999999046326,True,i,11473.299999952316,2018.5,1669833437406,2018,,HRV,HRV_0149,2022-11-30 18:42:19
5,"[{'imgObject': {}, 'id': 'veggieswithdip', 'src': '/static/foodstim60/veggieswithdip.jpg', 'key': 'u', 'origWidth': 409, 'origHeight': 409, 'width': 409, 'height': 409, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 5, 'loaded': True, 'loadedTime': 2189.2000000476837, 'positionName': 'LEFT', 'positionCoords': [512.6, 335.5], 'bid': 8.08}, {'imgObject': {}, 'id': 'sushi w_condiments', 'src': '/static/foodstim60/sushi w_condiments.jpg', 'key': 'i', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 5, 'loaded': True, 'loadedTime': 2189.899999856949, 'positionName': 'RIGHT', 'positionCoords': [998.4, 335], 'bid': 6.71}]",11473.599999904633,1669833437407,veggieswithdip,sushi w_condiments,8.08,6.71,-1.37,veggieswithdip,1575.2999999523163,1575,1575.7000000476837,True,u,13569.299999952316,2095.7000000476837,1669833439502,2095,,HRV,HRV_0149,2022-11-30 18:42:19
6,"[{'imgObject': {}, 'id': 'veggieswithdip', 'src': '/static/foodstim60/veggieswithdip.jpg', 'key': 'u', 'origWidth': 409, 'origHeight': 409, 'width': 409, 'height': 409, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 6, 'loaded': True, 'loadedTime': 2189.5999999046326, 'positionName': 'LEFT', 'positionCoords': [512.6, 335.5], 'bid': 8.08}, {'imgObject': {}, 'id': 'fried eggs', 'src': '/static/foodstim60/fried eggs.jpg', 'key': 'i', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 6, 'loaded': True, 'loadedTime': 2192.5, 'positionName': 'RIGHT', 'positionCoords': [998.4, 335], 'bid': 7.81}]",13569.700000047684,1669833439503,veggieswithdip,fried eggs,8.08,7.81,-0.27000000000000046,fried eggs,1532.2999999523163,1532,1532.5999999046326,True,i,15623.399999856949,2053.699999809265,1669833441557,2054,,HRV,HRV_0149,2022-11-30 18:42:19
7,"[{'imgObject': {}, 'id': 'fried eggs', 'src': '/static/foodstim60/fried eggs.jpg', 'key': 'u', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 7, 'loaded': True, 'loadedTime': 2193.0999999046326, 'positionName': 'LEFT', 'positionCoords': [511.6, 335], 'bid': 7.81}, {'imgObject': {}, 'id': 'luckycharms', 'src': '/static/foodstim60/luckycharms.jpg', 'key': 'i', 'origWidth': 410, 'origHeight': 409, 'width': 410, 'height': 409, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 7, 'loaded': True, 'loadedTime': 2194.399999856949, 'positionName': 'RIGHT', 'positionCoords': [998.4, 335.5], 'bid': 7.94}]",15623.799999952316,1669833441557,fried eggs,luckycharms,7.81,7.94,0.13000000000000078,fried eggs,1322.4000000953674,1323,1322.7999999523163,True,u,17460.200000047684,1836.4000000953674,1669833443393,1836,,HRV,HRV_0149,2022-11-30 18:42:19
8,"[{'imgObject': {}, 'id': 'kiwi', 'src': '/static/foodstim60/kiwi.jpg', 'key': 'u', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 8, 'loaded': True, 'loadedTime': 2195.7999999523163, 'positionName': 'LEFT', 'positionCoords': [511.6, 335], 'bid': 4.67}, {'imgObject': {}, 'id': 'rigatoni', 'src': '/static/foodstim60/rigatoni.jpg', 'key': 'i', 'origWidth': 411, 'origHeight': 411, 'width': 411, 'height': 411, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 8, 'loaded': True, 'loadedTime': 2197.5, 'positionName': 'RIGHT', 'positionCoords': [998.4, 334.5], 'bid': 4.8}]",17460.39999985695,1669833443394,kiwi,rigatoni,4.67,4.8,0.1299999999999999,rigatoni,1546.5,1546,1547.0,True,i,19521.89999985695,2061.5,1669833445455,2061,,HRV,HRV_0149,2022-11-30 18:42:19
9,"[{'imgObject': {}, 'id': 'granola w milk', 'src': '/static/foodstim60/granola w milk.jpg', 'key': 'u', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 9, 'loaded': True, 'loadedTime': 2202.5, 'positionName': 'LEFT', 'positionCoords': [511.6, 335], 'bid': 8.84}, {'imgObject': {}, 'id': 'eggsalad', 'src': '/static/foodstim60/eggsalad.jpg', 'key': 'i', 'origWidth': 410, 'origHeight': 409, 'width': 410, 'height': 409, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 9, 'loaded': True, 'loadedTime': 2223.7999999523163, 'positionName': 'RIGHT', 'positionCoords': [998.4, 335.5], 'bid': 8.66}]",19522.200000047684,1669833445455,granola w milk,eggsalad,8.84,8.66,-0.17999999999999972,granola w milk,1298.0999999046326,1299,1298.3999998569489,True,u,21324.599999904633,1802.3999998569489,1669833447258,1803,,HRV,HRV_0149,2022-11-30 18:42:19
