success,trial_type,trial_index,time_elapsed,internal_node_id,missTrial,missTrialMsg,Block,TrialNumber,TrialTime,trialTimeDiff,FPS_avg,FPS_med,FPS_mode,TrialDur,winResizeTime,rt,block,button_pressed,MotCoh,MotDir,ColCoh,Color,ChoiceKey,Choice,Accuracy,RT,nFrames,FPS,PPD,onsetDelay,fullScreenExitTime,canvCenter,TrialType,Score,BlockTrial,stimulus,button_labels,exp,subjectId,date
True,fullscreen,0,1479850,0.0-0.0,True,undefinedblurEvent ,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HRV,HRV_0240,2022-11-30 19:55:37
,wl-check-fps,1,1484857,0.0-1.0,,,0.0,1.0,"[1484370.5, 1484376.3, 1484388.5, 1484403.7, 1484420.6, 1484437.1, 1484454, 1484470.9, 1484488.4, 1484504.6, 1484524.5, 1484539, 1484554.4, 1484570.6, 1484587.2, 1484603.9, 1484620.5, 1484637.4, 1484654.6, 1484671.3, 1484687.9, 1484707.4, 1484721.2, 1484738, 1484754.2, 1484773.5, 1484787.3, 1484805.6, 1484820.6, 1484837.4, 1484855.6, 1484873.8, 1484890.3, 1484907, 1484923.3, 1484940.5, 1484957.3, 1484973.3, 1484990.6, 1485005.5, 1485022, 1485039.1, 1485055.5, 1485072.5, 1485089.3, 1485104.4, 1485122.6, 1485138.4, 1485155.6, 1485172.8, 1485189, 1485204.9, 1485222, 1485238.1, 1485254.5, 1485271.4, 1485288.9, 1485304.4, 1485321.2, 1485337.9, 1485354.7, 1485371.9, 1485388.2, 1485405, 1485421.6, 1485438.2, 1485455.1, 1485471.8, 1485488.7, 1485505.3, 1485524, 1485538.8, 1485555.6, 1485572.1, 1485588.7, 1485605.8, 1485624.6, 1485647.5, 1485658.7, 1485674.5, 1485690.7, 1485706.3, 1485723.1, 1485739.8, 1485757.6, 1485773.5, 1485789.2, 1485807, 1485822.7, 1485840.5, 1485857.2, 1485872.9, 1485890.1, 1485907.2, 1485924.4, 1485940.9, 1485956.7, 1485972.5, 1485990, 1486007.1, 1486023.2, 1486042.9, 1486059.3, 1486078.2, 1486093.7, 1486111.8, 1486124.7, 1486142.2, 1486155.9, 1486172.4, 1486189, 1486205.8, 1486222.5, 1486239.1, 1486257.3, 1486274.4, 1486291.1, 1486306, 1486322.8, 1486339.2, 1486356.4, 1486373.2, 1486389.4, 1486406.4, 1486423, 1486439.8, 1486456.5, 1486483, 1486494.8, 1486506.8, 1486524.1, 1486540.5, 1486560.2, 1486577.1, 1486589.7, 1486606.4, 1486623.4, 1486639.8, 1486656.7, 1486675.6, 1486697.3, 1486720, 1486725.1, 1486741.1, 1486757.2, 1486772.6, 1486789.3, 1486806.9, 1486824.1, 1486840.8, 1486858.1, 1486873.9, 1486889.6, 1486907.4, 1486925.4, 1486940.5, 1486956.5, 1486973.9, 1486989.8, 1487006.6, 1487023.4, 1487040.4, 1487056.9, 1487073.9, 1487090.5, 1487107.3, 1487123.5, 1487140.4, 1487159.9, 1487174, 1487190.9, 1487207.1, 1487223.8, 1487240.4, 1487257.2, 1487273.9, 1487290.9, 1487307.8, 1487324, 1487340.7, 1487357.6, 1487374.3, 1487390.8, 1487407.5, 1487424.1, 1487440.8, 1487457.5, 1487474.2, 1487490.8, 1487507.6, 1487524.3, 1487540.6, 1487557.4, 1487574.2, 1487590.8, 1487607.5, 1487624.3, 1487641, 1487657.6, 1487674.5, 1487691.4, 1487711.1, 1487728.4, 1487740.7, 1487757.3, 1487774.1, 1487790.7, 1487807.8, 1487824.5, 1487841.3, 1487857.6, 1487874.6, 1487893.7, 1487907.7, 1487925, 1487941.9, 1487957.7, 1487974.7, 1487991.3, 1488008, 1488024.7, 1488041.4, 1488058, 1488074.8, 1488091.7, 1488107.9, 1488124.8, 1488141.5, 1488158.2, 1488175, 1488191.3, 1488208, 1488224.7, 1488241.5, 1488257.7, 1488274.3, 1488291.1, 1488307.7, 1488324.3, 1488341.7, 1488358.5, 1488375.1, 1488391.8, 1488408.4, 1488425, 1488441.6, 1488458.4, 1488475.1, 1488492.1, 1488508.5, 1488525.1, 1488541.6, 1488558.4, 1488575.3, 1488591.9, 1488608.6, 1488625.2, 1488641.9, 1488658.5, 1488675.4, 1488692.1, 1488708.8, 1488725.3, 1488742, 1488758.5, 1488775, 1488791.5, 1488808.3, 1488824.9, 1488841.7, 1488858.9, 1488875.2, 1488892.4, 1488908.7, 1488925.4, 1488942, 1488959.6, 1488975.5, 1488992.3, 1489009, 1489025.6, 1489042.3, 1489058.9, 1489075.7, 1489092.7, 1489108.9, 1489125.6, 1489142.3, 1489159.5, 1489177.3, 1489192.8, 1489209, 1489225.8, 1489242.5, 1489259.2, 1489275.9, 1489293.3, 1489309.4, 1489326.1, 1489342.7]","[5.2, 5.8, 12.2, 15.2, 16.9, 16.5, 16.9, 16.9, 17.5, 16.2, 19.9, 14.5, 15.4, 16.2, 16.6, 16.7, 16.6, 16.9, 17.2, 16.7, 16.6, 19.5, 13.8, 16.8, 16.2, 19.3, 13.8, 18.3, 15, 16.8, 18.2, 18.2, 16.5, 16.7, 16.3, 17.2, 16.8, 16, 17.3, 14.9, 16.5, 17.1, 16.4, 17, 16.8, 15.1, 18.2, 15.8, 17.2, 17.2, 16.2, 15.9, 17.1, 16.1, 16.4, 16.9, 17.5, 15.5, 16.8, 16.7, 16.8, 17.2, 16.3, 16.8, 16.6, 16.6, 16.9, 16.7, 16.9, 16.6, 18.7, 14.8, 16.8, 16.5, 16.6, 17.1, 18.8, 22.9, 11.2, 15.8, 16.2, 15.6, 16.8, 16.7, 17.8, 15.9, 15.7, 17.8, 15.7, 17.8, 16.7, 15.7, 17.2, 17.1, 17.2, 16.5, 15.8, 15.8, 17.5, 17.1, 16.1, 19.7, 16.4, 18.9, 15.5, 18.1, 12.9, 17.5, 13.7, 16.5, 16.6, 16.8, 16.7, 16.6, 18.2, 17.1, 16.7, 14.9, 16.8, 16.4, 17.2, 16.8, 16.2, 17, 16.6, 16.8, 16.7, 26.5, 11.8, 12, 17.3, 16.4, 19.7, 16.9, 12.6, 16.7, 17, 16.4, 16.9, 18.9, 21.7, 22.7, 5.1, 16, 16.1, 15.4, 16.7, 17.6, 17.2, 16.7, 17.3, 15.8, 15.7, 17.8, 18, 15.1, 16, 17.4, 15.9, 16.8, 16.8, 17, 16.5, 17, 16.6, 16.8, 16.2, 16.9, 19.5, 14.1, 16.9, 16.2, 16.7, 16.6, 16.8, 16.7, 17, 16.9, 16.2, 16.7, 16.9, 16.7, 16.5, 16.7, 16.6, 16.7, 16.7, 16.7, 16.6, 16.8, 16.7, 16.3, 16.8, 16.8, 16.6, 16.7, 16.8, 16.7, 16.6, 16.9, 16.9, 19.7, 17.3, 12.3, 16.6, 16.8, 16.6, 17.1, 16.7, 16.8, 16.3, 17, 19.1, 14, 17.3, 16.9, 15.8, 17, 16.6, 16.7, 16.7, 16.7, 16.6, 16.8, 16.9, 16.2, 16.9, 16.7, 16.7, 16.8, 16.3, 16.7, 16.7, 16.8, 16.2, 16.6, 16.8, 16.6, 16.6, 17.4, 16.8, 16.6, 16.7, 16.6, 16.6, 16.6, 16.8, 16.7, 17, 16.4, 16.6, 16.5, 16.8, 16.9, 16.6, 16.7, 16.6, 16.7, 16.6, 16.9, 16.7, 16.7, 16.5, 16.7, 16.5, 16.5, 16.5, 16.8, 16.6, 16.8, 17.2, 16.3, 17.2, 16.3, 16.7, 16.6, 17.6, 15.9, 16.8, 16.7, 16.6, 16.7, 16.6, 16.8, 17, 16.2, 16.7, 16.7, 17.2, 17.8, 15.5, 16.2, 16.8, 16.7, 16.7, 16.7, 17.4, 16.1, 16.7, 16.6]",60.0,59.0,60.0,4994.2,[],,,,,,,,,,,,,,,,,,,,,,,HRV,HRV_0240,2022-11-30 19:55:37
,wl-html-keyboard-response,2,1512136,0.0-2.0-0.0,,,0.0,2.0,,,,,,,,25260.89999999851,0.0,0,,,,,,,,,,,,,,,,,,,,HRV,HRV_0240,2022-11-30 19:55:37
,wl-rdm,3,1518618,0.0-3.0-0.0,False,,0.0,3.0,,,,,,,[],,,,0.0,0.0,87.9,0.0,u,0.0,True,910.0999999940395,55.0,60.0,40.0,3000.0,[],"[960, 540]",ColorTask_Demo,,,,,HRV,HRV_0240,2022-11-30 19:55:37
,wl-rdm,4,1523373,0.0-3.0-1.0,False,,0.0,4.0,,,,,,,[],,,,0.0,0.0,87.9,1.0,i,1.0,True,690.0,42.0,60.0,40.0,2000.0,[],"[960, 540]",ColorTask_Demo,,,,,HRV,HRV_0240,2022-11-30 19:55:37
,wl-html-keyboard-response,5,1532801,0.0-3.0-2.0,,,0.0,5.0,,,,,,,,7421.79999999702,0.0,1,,,,,,,,,,,,,,,,,,,,HRV,HRV_0240,2022-11-30 19:55:37
,wl-html-keyboard-response,6,1571320,0.0-4.0-0.0,,,0.0,6.0,,,,,,,,36505.70000000298,0.0,0,,,,,,,,,,,,,,,,,,,,HRV,HRV_0240,2022-11-30 19:55:37
,wl-html-keyboard-response,7,1586376,0.0-5.0-0.0,,,0.0,7.0,,,,,,,,13044.89999999851,0.0,0,,,,,,,,,,,,,,,,,,,,HRV,HRV_0240,2022-11-30 19:55:37
,wl-rdm,8,1588821,0.0-6.0-0.0,False,,0.0,8.0,,,,,,,[],,,,,,53.2,0.0,u,0.0,True,1144.9000000059605,69.0,60.0,40.0,244.2221013315328,[],"[960, 540]",ColorTask,1.0,1.0,,,HRV,HRV_0240,2022-11-30 19:55:37
,wl-rdm,9,1591107,0.0-6.1-0.1,False,,0.0,9.0,,,,,,,[],,,,,,87.9,1.0,i,1.0,True,832.0,50.0,60.0,40.0,397.176933284938,[],"[960, 540]",ColorTask,2.0,2.0,,,HRV,HRV_0240,2022-11-30 19:55:37
,wl-rdm,10,1593042,0.0-6.2-0.2,False,,0.0,10.0,,,,,,,[],,,,,,87.9,0.0,u,0.0,True,562.8000000044703,34.0,60.0,40.0,307.4592642191825,[],"[960, 540]",ColorTask,3.0,3.0,,,HRV,HRV_0240,2022-11-30 19:55:37
,wl-rdm,11,1594962,0.0-6.3-0.3,False,,0.0,11.0,,,,,,,[],,,,,,56.4,1.0,i,1.0,True,588.6000000014901,35.0,60.0,40.0,251.4654756258319,[],"[960, 540]",ColorTask,4.0,4.0,,,HRV,HRV_0240,2022-11-30 19:55:37
