trialN,QuestionNum,Question,Answer,QuestionRating,AnswerRating,exp,subjectId,date
0.0,52,"in 1908, New York City passed the Sullivan Ordinance which made it illegal for women to do what in public?",Smoke,24,87,HRV,HRV_0225,2022-11-30 18:53:34
1.0,384,Who was the only U.S. president to also hold a patent for an invention?,Abraham Lincoln,14,96,HRV,HRV_0225,2022-11-30 18:53:34
2.0,2,"""Dear Abby"" first appeared in a newspaper of what city?",San Fancisco,2,97,HRV,HRV_0225,2022-11-30 18:53:34
3.0,172,What EU nation was once led by a president and a prime minister who were identical twins? ,Poland,75,94,HRV,HRV_0225,2022-11-30 18:53:34
4.0,413,Which popular treat was invented by an 11-year-old in California? ,The popsicle,Know,NaN,HRV,HRV_0225,2022-11-30 18:53:34
5.0,421,"What was first marketed with hillbilly-themed advertising, since its name is a euphemism for moonshine?",Mountain Dew,33,96,HRV,HRV_0225,2022-11-30 18:53:34
6.0,104,The risk of heart attack is highest on which day of the week?,Monday,63,91,HRV,HRV_0225,2022-11-30 18:53:34
7.0,200,"What is called the ""bark lion sentinel dog"" in its native Tibet?  ",Lhasa Apso,50,83,HRV,HRV_0225,2022-11-30 18:53:34
8.0,151,What color lipstick did silent movie stars wear?  ,Black,70,93,HRV,HRV_0225,2022-11-30 18:53:34
9.0,430,"What are the sugared almonds, traditionally thrown over the bride and groom at a wedding, called?",Dragees,24,75,HRV,HRV_0225,2022-11-30 18:53:34
