trialN,stimuli,trialStartTime,trialStartTime_UNIX,stimulus1,stimulus2,stimulus1Bid,stimulus2Bid,delta,selected,rt,rt_UNIX,rt_perfnow,receivedResponse,rsp,trialEndTime,trialDuration,trialEndTime_UNIX,trialDuration_UNIX,trialEvents,exp,subjectId,date
0,"[{'imgObject': {}, 'id': 'seaweed', 'src': '/static/foodstim60/seaweed.jpg', 'key': 'u', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 0, 'loaded': True, 'loadedTime': 3460.2000000476837, 'positionName': 'LEFT', 'positionCoords': [818.8, 515], 'bid': 0.16}, {'imgObject': {}, 'id': 'kiwi', 'src': '/static/foodstim60/kiwi.jpg', 'key': 'i', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 0, 'loaded': True, 'loadedTime': 3504.5, 'positionName': 'RIGHT', 'positionCoords': [1331.2, 515], 'bid': 5.36}]",3818.4000000953674,1669830652595,seaweed,kiwi,0.16,5.36,5.2,kiwi,1306.9000000953674,1307,1307.0,True,i,5639.100000143051,1820.7000000476837,1669830654416,1821,,HRV,HRV_0148,2022-11-30 17:56:07
1,"[{'imgObject': {}, 'id': 'mac & cheese', 'src': '/static/foodstim60/mac & cheese.jpg', 'key': 'u', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 1, 'loaded': True, 'loadedTime': 3508.300000190735, 'positionName': 'LEFT', 'positionCoords': [818.8, 515], 'bid': 6.72}, {'imgObject': {}, 'id': 'eggs', 'src': '/static/foodstim60/eggs.jpg', 'key': 'i', 'origWidth': 409, 'origHeight': 409, 'width': 409, 'height': 409, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 1, 'loaded': True, 'loadedTime': 3510.100000143051, 'positionName': 'RIGHT', 'positionCoords': [1331.2, 515.5], 'bid': 5.04}]",5639.100000143051,1669830654416,mac & cheese,eggs,6.72,5.04,-1.6799999999999997,mac & cheese,888.2999999523163,888,888.5,True,u,7050.700000047684,1411.5999999046326,1669830655827,1411,,HRV,HRV_0148,2022-11-30 17:56:07
2,"[{'imgObject': {}, 'id': 'edamame', 'src': '/static/foodstim60/edamame.jpg', 'key': 'u', 'origWidth': 409, 'origHeight': 410, 'width': 409, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 2, 'loaded': True, 'loadedTime': 3532.7000000476837, 'positionName': 'LEFT', 'positionCoords': [819.8, 515], 'bid': 5.28}, {'imgObject': {}, 'id': 'steak', 'src': '/static/foodstim60/steak.jpg', 'key': 'i', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 2, 'loaded': True, 'loadedTime': 3559.7000000476837, 'positionName': 'RIGHT', 'positionCoords': [1331.2, 515], 'bid': 8.75}]",7050.700000047684,1669830655827,edamame,steak,5.28,8.75,3.4699999999999998,steak,702.7999999523163,703,702.9000000953674,True,i,8260.700000047684,1210.0,1669830657037,1210,,HRV,HRV_0148,2022-11-30 17:56:07
3,"[{'imgObject': {}, 'id': 'eggsalad', 'src': '/static/foodstim60/eggsalad.jpg', 'key': 'u', 'origWidth': 410, 'origHeight': 409, 'width': 410, 'height': 409, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 3, 'loaded': True, 'loadedTime': 3636.300000190735, 'positionName': 'LEFT', 'positionCoords': [818.8, 515.5], 'bid': 5.18}, {'imgObject': {}, 'id': 'yogurt no spoon', 'src': '/static/foodstim60/yogurt no spoon.jpg', 'key': 'i', 'origWidth': 411, 'origHeight': 410, 'width': 411, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 3, 'loaded': True, 'loadedTime': 3644, 'positionName': 'RIGHT', 'positionCoords': [1331.2, 515], 'bid': 5.03}]",8260.800000190735,1669830657037,eggsalad,yogurt no spoon,5.18,5.03,-0.14999999999999947,yogurt no spoon,1370.5999999046326,1371,1370.5999999046326,True,i,10153.300000190735,1892.5,1669830658930,1893,,HRV,HRV_0148,2022-11-30 17:56:07
4,"[{'imgObject': {}, 'id': 'avocado', 'src': '/static/foodstim60/avocado.jpg', 'key': 'u', 'origWidth': 409, 'origHeight': 409, 'width': 409, 'height': 409, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 4, 'loaded': True, 'loadedTime': 3668, 'positionName': 'LEFT', 'positionCoords': [819.8, 515.5], 'bid': 0.06}, {'imgObject': {}, 'id': 'salmon', 'src': '/static/foodstim60/salmon.jpg', 'key': 'i', 'origWidth': 410, 'origHeight': 409, 'width': 410, 'height': 409, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 4, 'loaded': True, 'loadedTime': 3494.4000000953674, 'positionName': 'RIGHT', 'positionCoords': [1331.2, 515.5], 'bid': 2.01}]",10153.5,1669830658930,avocado,salmon,0.06,2.01,1.9499999999999997,avocado,1599.2000000476837,1599,1599.3000001907349,True,u,12263.200000047684,2109.7000000476837,1669830661040,2110,,HRV,HRV_0148,2022-11-30 17:56:07
5,"[{'imgObject': {}, 'id': 'baked potato', 'src': '/static/foodstim60/baked potato.jpg', 'key': 'u', 'origWidth': 409, 'origHeight': 410, 'width': 409, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 5, 'loaded': True, 'loadedTime': 3502.2000000476837, 'positionName': 'LEFT', 'positionCoords': [819.8, 515], 'bid': 6.44}, {'imgObject': {}, 'id': 'bagel plain', 'src': '/static/foodstim60/bagel plain.jpg', 'key': 'i', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 5, 'loaded': True, 'loadedTime': 3503, 'positionName': 'RIGHT', 'positionCoords': [1331.2, 515], 'bid': 6.390000000000001}]",12263.300000190735,1669830661040,baked potato,bagel plain,6.44,6.390000000000001,-0.04999999999999982,baked potato,1167,1167,1167.1999998092651,True,u,13938.5,1675.1999998092651,1669830662715,1675,,HRV,HRV_0148,2022-11-30 17:56:07
6,"[{'imgObject': {}, 'id': 'burrito', 'src': '/static/foodstim60/burrito.jpg', 'key': 'u', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 6, 'loaded': True, 'loadedTime': 3504.800000190735, 'positionName': 'LEFT', 'positionCoords': [818.8, 515], 'bid': 7.8}, {'imgObject': {}, 'id': 'roastedpotatoes', 'src': '/static/foodstim60/roastedpotatoes.jpg', 'key': 'i', 'origWidth': 409, 'origHeight': 410, 'width': 409, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 6, 'loaded': True, 'loadedTime': 3506.7000000476837, 'positionName': 'RIGHT', 'positionCoords': [1331.2, 515], 'bid': 6.9}]",13938.600000143051,1669830662715,burrito,roastedpotatoes,7.8,6.9,-0.8999999999999995,burrito,1020.7999999523163,1021,1020.8999998569489,True,u,15474.400000095367,1535.7999999523163,1669830664251,1536,,HRV,HRV_0148,2022-11-30 17:56:07
7,"[{'imgObject': {}, 'id': 'chickenfingers', 'src': '/static/foodstim60/chickenfingers.jpg', 'key': 'u', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 7, 'loaded': True, 'loadedTime': 3507.300000190735, 'positionName': 'LEFT', 'positionCoords': [818.8, 515], 'bid': 6.36}, {'imgObject': {}, 'id': 'mango', 'src': '/static/foodstim60/mango.jpg', 'key': 'i', 'origWidth': 411, 'origHeight': 411, 'width': 411, 'height': 411, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 7, 'loaded': True, 'loadedTime': 3509.2000000476837, 'positionName': 'RIGHT', 'positionCoords': [1331.2, 514.5], 'bid': 5.65}]",15474.5,1669830664251,chickenfingers,mango,6.36,5.65,-0.71,mango,1329.7000000476837,1330,1329.9000000953674,True,i,17320.5,1846.0,1669830666097,1846,,HRV,HRV_0148,2022-11-30 17:56:07
8,"[{'imgObject': {}, 'id': 'corn cob', 'src': '/static/foodstim60/corn cob.jpg', 'key': 'u', 'origWidth': 411, 'origHeight': 411, 'width': 411, 'height': 411, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 8, 'loaded': True, 'loadedTime': 3531.9000000953674, 'positionName': 'LEFT', 'positionCoords': [817.8, 514.5], 'bid': 5.03}, {'imgObject': {}, 'id': 'salmon', 'src': '/static/foodstim60/salmon.jpg', 'key': 'i', 'origWidth': 410, 'origHeight': 409, 'width': 410, 'height': 409, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 8, 'loaded': True, 'loadedTime': 3487.4000000953674, 'positionName': 'RIGHT', 'positionCoords': [1331.2, 515.5], 'bid': 2.01}]",17320.60000014305,1669830666097,corn cob,salmon,5.03,2.01,-3.0200000000000005,corn cob,1032.7000000476837,1033,1032.7999999523163,True,u,18871.800000190735,1551.2000000476837,1669830667648,1551,,HRV,HRV_0148,2022-11-30 17:56:07
9,"[{'imgObject': {}, 'id': 'bagel plain', 'src': '/static/foodstim60/bagel plain.jpg', 'key': 'u', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 9, 'loaded': True, 'loadedTime': 3503.5, 'positionName': 'LEFT', 'positionCoords': [818.8, 515], 'bid': 6.390000000000001}, {'imgObject': {}, 'id': 'turkey sandwich', 'src': '/static/foodstim60/turkey sandwich.jpg', 'key': 'i', 'origWidth': 409, 'origHeight': 409, 'width': 409, 'height': 409, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 9, 'loaded': True, 'loadedTime': 3551.600000143051, 'positionName': 'RIGHT', 'positionCoords': [1331.2, 515.5], 'bid': 6.53}]",18871.900000095367,1669830667649,bagel plain,turkey sandwich,6.390000000000001,6.53,0.13999999999999968,turkey sandwich,1116.4000000953674,1116,1116.5999999046326,True,i,20500.800000190735,1628.9000000953674,1669830669277,1628,,HRV,HRV_0148,2022-11-30 17:56:07
