success,trial_type,trial_index,time_elapsed,internal_node_id,Block,TrialNumber,TrialTime,trialTimeDiff,FPS_avg,FPS_med,FPS_mode,TrialDur,winResizeTime,missTrial,missTrialMsg,rt,block,button_pressed,MotCoh,MotDir,ColCoh,Color,ChoiceKey,Choice,Accuracy,RT,nFrames,FPS,PPD,onsetDelay,fullScreenExitTime,canvCenter,TrialType,Score,BlockTrial,stimulus,button_labels,exp,subjectId,date
,wl-rdm,123,490149,0.0-8.4-0.4,1.0,119.0,,,,,,,[],False,,,,,,,56.4,1.0,i,1.0,True,682.5999999940395,41.0,61.0,40.0,204.8235489997032,[],"[768, 432]",ColorTask,39.0,5.0,,,HRV,HRV_0236,2022-11-30 19:24:23
,wl-rdm,124,492916,0.0-8.5-0.5,1.0,120.0,,,,,,,[],False,,,,,,,87.9,1.0,i,1.0,True,1422.2000000178814,86.0,61.0,40.0,272.90360150196517,[],"[768, 432]",ColorTask,40.0,6.0,,,HRV,HRV_0236,2022-11-30 19:24:23
,wl-rdm,125,495350,0.0-8.6-0.6,1.0,121.0,,,,,,,[],False,,,,,,,50.0,1.0,u,0.0,False,1056.7999999821186,64.0,61.0,40.0,293.22811884679226,[],"[768, 432]",ColorTask,39.0,7.0,,,HRV,HRV_0236,2022-11-30 19:24:23
,wl-rdm,126,497302,0.0-8.7-0.7,1.0,122.0,,,,,,,[],False,,,,,,,56.4,0.0,u,0.0,True,614.9000000059605,37.0,61.0,40.0,276.90672793727697,[],"[768, 432]",ColorTask,40.0,8.0,,,HRV,HRV_0236,2022-11-30 19:24:23
,wl-rdm,127,499536,0.0-8.8-0.8,1.0,123.0,,,,,,,[],False,,,,,,,56.4,1.0,i,1.0,True,839.5999999940395,51.0,61.0,40.0,300.9116295235684,[],"[768, 432]",ColorTask,41.0,9.0,,,HRV,HRV_0236,2022-11-30 19:24:23
,wl-rdm,128,501503,0.0-8.9-0.9,1.0,124.0,,,,,,,[],False,,,,,,,73.6,0.0,u,0.0,True,656.5999999940395,40.0,61.0,40.0,238.87386465433192,[],"[768, 432]",ColorTask,42.0,10.0,,,HRV,HRV_0236,2022-11-30 19:24:23
,wl-rdm,129,503688,0.0-8.10-0.10,1.0,125.0,,,,,,,[],False,,,,,,,50.0,0.0,u,0.0,True,831.3000000119209,50.0,61.0,40.0,285.67404862068616,[],"[768, 432]",ColorTask,43.0,11.0,,,HRV,HRV_0236,2022-11-30 19:24:23
,wl-rdm,130,505655,0.0-8.11-0.11,1.0,126.0,,,,,,,[],False,,,,,,,87.9,1.0,i,1.0,True,662.9000000059605,40.0,61.0,40.0,226.08339341837248,[],"[768, 432]",ColorTask,44.0,12.0,,,HRV,HRV_0236,2022-11-30 19:24:23
,wl-rdm,131,507739,0.0-8.12-0.12,1.0,127.0,,,,,,,[],False,,,,,,,50.0,1.0,u,0.0,False,635.8999999761581,39.0,61.0,40.0,377.3677364278757,[],"[768, 432]",ColorTask,43.0,13.0,,,HRV,HRV_0236,2022-11-30 19:24:23
,wl-rdm,132,509590,0.0-8.13-0.13,1.0,128.0,,,,,,,[],False,,,,,,,73.6,0.0,u,0.0,True,554.0999999940395,34.0,61.0,40.0,217.7271572503457,[],"[768, 432]",ColorTask,44.0,14.0,,,HRV,HRV_0236,2022-11-30 19:24:23
,wl-rdm,133,511390,0.0-8.14-0.14,1.0,129.0,,,,,,,[],False,,,,,,,53.2,0.0,u,0.0,True,507.40000000596046,31.0,61.0,40.0,227.48936828737664,[],"[768, 432]",ColorTask,45.0,15.0,,,HRV,HRV_0236,2022-11-30 19:24:23
,wl-rdm,134,513392,0.0-8.15-0.15,1.0,130.0,,,,,,,[],False,,,,,,,62.5,0.0,u,0.0,True,706.1999999880791,43.0,61.0,40.0,233.239376525182,[],"[768, 432]",ColorTask,46.0,16.0,,,HRV,HRV_0236,2022-11-30 19:24:23
,wl-rdm,135,515209,0.0-8.16-0.16,1.0,131.0,,,,,,,[],False,,,,,,,53.2,1.0,i,1.0,True,532.5999999940395,32.0,61.0,40.0,220.73380185155642,[],"[768, 432]",ColorTask,47.0,17.0,,,HRV,HRV_0236,2022-11-30 19:24:23
,wl-rdm,136,516993,0.0-8.17-0.17,1.0,132.0,,,,,,,[],False,,,,,,,87.9,1.0,i,1.0,True,513.6999999880791,31.0,61.0,40.0,207.08472875702753,[],"[768, 432]",ColorTask,48.0,18.0,,,HRV,HRV_0236,2022-11-30 19:24:23
,wl-rdm,137,518977,0.0-8.18-0.18,1.0,133.0,,,,,,,[],False,,,,,,,50.0,0.0,u,0.0,True,564.0,34.0,61.0,40.0,362.02402692216583,[],"[768, 432]",ColorTask,49.0,19.0,,,HRV,HRV_0236,2022-11-30 19:24:23
,wl-rdm,138,520877,0.0-8.19-0.19,1.0,134.0,,,,,,,[],False,,,,,,,87.9,0.0,u,0.0,True,615.7999999821186,37.0,61.0,40.0,232.81144690059867,[],"[768, 432]",ColorTask,50.0,20.0,,,HRV,HRV_0236,2022-11-30 19:24:23
,wl-rdm,139,522662,0.0-8.20-0.20,1.0,135.0,,,,,,,[],False,,,,,,,73.6,1.0,i,1.0,True,488.59999999403954,30.0,61.0,40.0,201.82567595682067,[],"[768, 432]",ColorTask,51.0,21.0,,,HRV,HRV_0236,2022-11-30 19:24:23
,wl-rdm,140,524996,0.0-8.21-0.21,1.0,136.0,,,,,,,[],False,,,,,,,50.0,1.0,i,1.0,True,973.5999999940395,59.0,61.0,40.0,278.31537550083976,[],"[768, 432]",ColorTask,52.0,22.0,,,HRV,HRV_0236,2022-11-30 19:24:23
,wl-rdm,141,526830,0.0-8.22-0.22,1.0,137.0,,,,,,,[],False,,,,,,,53.2,0.0,u,0.0,True,439.5,27.0,61.0,40.0,318.961452653681,[],"[768, 432]",ColorTask,53.0,23.0,,,HRV,HRV_0236,2022-11-30 19:24:23
,wl-rdm,142,528680,0.0-8.23-0.23,1.0,138.0,,,,,,,[],False,,,,,,,56.4,1.0,i,1.0,True,506.89999997615814,31.0,61.0,40.0,251.81632305300218,[],"[768, 432]",ColorTask,54.0,24.0,,,HRV,HRV_0236,2022-11-30 19:24:23
,wl-rdm,143,530814,0.0-8.24-0.24,1.0,139.0,,,,,,,[],False,,,,,,,62.5,1.0,i,1.0,True,794.3000000417233,48.0,61.0,40.0,256.5626462007333,[],"[768, 432]",ColorTask,55.0,25.0,,,HRV,HRV_0236,2022-11-30 19:24:23
,wl-rdm,144,532899,0.0-8.25-0.25,1.0,140.0,,,,,,,[],False,,,,,,,62.5,1.0,i,1.0,True,652.5,39.0,61.0,40.0,364.5404156333858,[],"[768, 432]",ColorTask,56.0,26.0,,,HRV,HRV_0236,2022-11-30 19:24:23
,wl-rdm,145,535266,0.0-8.26-0.26,1.0,141.0,,,,,,,[],False,,,,,,,56.4,0.0,u,0.0,True,1018.1999999880791,61.0,61.0,40.0,275.22431898541106,[],"[768, 432]",ColorTask,57.0,27.0,,,HRV,HRV_0236,2022-11-30 19:24:23
,wl-rdm,146,537717,0.0-8.27-0.27,1.0,142.0,,,,,,,[],False,,,,,,,73.6,0.0,u,0.0,True,1149.5000000298023,69.0,61.0,40.0,244.31115479764068,[],"[768, 432]",ColorTask,58.0,28.0,,,HRV,HRV_0236,2022-11-30 19:24:23
,wl-rdm,147,540035,0.0-8.28-0.28,1.0,143.0,,,,,,,[],False,,,,,,,53.2,1.0,i,1.0,True,961.5,58.0,61.0,40.0,297.27853829878535,[],"[768, 432]",ColorTask,59.0,29.0,,,HRV,HRV_0236,2022-11-30 19:24:23
,wl-rdm,148,542069,0.0-8.29-0.29,1.0,144.0,,,,,,,[],False,,,,,,,62.5,0.0,u,0.0,True,708.8000000119209,43.0,61.0,40.0,260.78765451336517,[],"[768, 432]",ColorTask,60.0,30.0,,,HRV,HRV_0236,2022-11-30 19:24:23
,wl-rdm,149,544020,0.0-8.30-0.30,1.0,145.0,,,,,,,[],False,,,,,,,50.0,1.0,i,1.0,True,607.2000000178814,37.0,61.0,40.0,255.84449901667875,[],"[768, 432]",ColorTask,61.0,31.0,,,HRV,HRV_0236,2022-11-30 19:24:23
,wl-rdm,150,545987,0.0-8.31-0.31,1.0,146.0,,,,,,,[],False,,,,,,,73.6,0.0,u,0.0,True,679.5,41.0,61.0,40.0,222.14148945846034,[],"[768, 432]",ColorTask,62.0,32.0,,,HRV,HRV_0236,2022-11-30 19:24:23
,wl-rdm,151,548171,0.0-8.32-0.32,1.0,147.0,,,,,,,[],False,,,,,,,50.0,1.0,i,1.0,True,857.0999999940395,52.0,61.0,40.0,240.56243435753288,[],"[768, 432]",ColorTask,63.0,33.0,,,HRV,HRV_0236,2022-11-30 19:24:23
,wl-rdm,152,550322,0.0-8.33-0.33,1.0,148.0,,,,,,,[],False,,,,,,,62.5,0.0,u,0.0,True,857.1000000238419,52.0,61.0,40.0,202.23267558202718,[],"[768, 432]",ColorTask,64.0,34.0,,,HRV,HRV_0236,2022-11-30 19:24:23
,wl-rdm,153,552607,0.0-8.34-0.34,1.0,149.0,,,,,,,[],False,,,,,,,73.6,1.0,i,1.0,True,875.7999999821186,53.0,61.0,40.0,348.75734825043105,[],"[768, 432]",ColorTask,65.0,35.0,,,HRV,HRV_0236,2022-11-30 19:24:23
,wl-rdm,154,554457,0.0-8.35-0.35,1.0,150.0,,,,,,,[],False,,,,,,,73.6,1.0,i,1.0,True,560.9999999701977,34.0,61.0,40.0,209.36696551262077,[],"[768, 432]",ColorTask,66.0,36.0,,,HRV,HRV_0236,2022-11-30 19:24:23
,wl-rdm,155,556542,0.0-8.36-0.36,1.0,151.0,,,,,,,[],False,,,,,,,50.0,0.0,i,1.0,False,776.0999999940395,47.0,61.0,40.0,245.16765771448584,[],"[768, 432]",ColorTask,65.0,37.0,,,HRV,HRV_0236,2022-11-30 19:24:23
,wl-rdm,156,558542,0.0-8.37-0.37,1.0,152.0,,,,,,,[],False,,,,,,,50.0,0.0,i,1.0,False,590.6999999880791,36.0,61.0,40.0,335.26004986238473,[],"[768, 432]",ColorTask,64.0,38.0,,,HRV,HRV_0236,2022-11-30 19:24:23
,wl-rdm,157,560543,0.0-8.38-0.38,1.0,153.0,,,,,,,[],False,,,,,,,87.9,0.0,u,0.0,True,615.0999999940395,37.0,61.0,40.0,332.10317499613905,[],"[768, 432]",ColorTask,65.0,39.0,,,HRV,HRV_0236,2022-11-30 19:24:23
,wl-rdm,158,562660,0.0-8.39-0.39,1.0,154.0,,,,,,,[],False,,,,,,,53.2,1.0,i,1.0,True,825.0999999940395,50.0,61.0,40.0,217.10499069354657,[],"[768, 432]",ColorTask,66.0,40.0,,,HRV,HRV_0236,2022-11-30 19:24:23
,wl-rdm,159,564561,0.0-8.40-0.40,1.0,155.0,,,,,,,[],False,,,,,,,62.5,1.0,i,1.0,True,515.5,31.0,61.0,40.0,317.4925719473754,[],"[768, 432]",ColorTask,67.0,41.0,,,HRV,HRV_0236,2022-11-30 19:24:23
,wl-rdm,160,566462,0.0-8.41-0.41,1.0,156.0,,,,,,,[],False,,,,,,,62.5,0.0,i,1.0,False,478.19999998807907,29.0,61.0,40.0,356.3721638626297,[],"[768, 432]",ColorTask,66.0,42.0,,,HRV,HRV_0236,2022-11-30 19:24:23
,wl-rdm,161,568279,0.0-8.42-0.42,1.0,157.0,,,,,,,[],False,,,,,,,62.5,1.0,i,1.0,True,512.0000000298023,31.0,61.0,40.0,236.9196324184925,[],"[768, 432]",ColorTask,67.0,43.0,,,HRV,HRV_0236,2022-11-30 19:24:23
,wl-rdm,162,570263,0.0-8.43-0.43,1.0,158.0,,,,,,,[],False,,,,,,,50.0,1.0,i,1.0,True,538.8000000119209,33.0,61.0,40.0,351.70418252522984,[],"[768, 432]",ColorTask,68.0,44.0,,,HRV,HRV_0236,2022-11-30 19:24:23
,wl-rdm,163,572781,0.0-8.44-0.44,1.0,159.0,,,,,,,[],False,,,,,,,53.2,0.0,i,1.0,False,1056.800000011921,64.0,61.0,40.0,394.14571682510876,[],"[768, 432]",ColorTask,67.0,45.0,,,HRV,HRV_0236,2022-11-30 19:24:23
,wl-rdm,164,574815,0.0-8.45-0.45,1.0,160.0,,,,,,,[],False,,,,,,,87.9,0.0,u,0.0,True,576.1999999880791,35.0,61.0,40.0,398.8259923512931,[],"[768, 432]",ColorTask,68.0,46.0,,,HRV,HRV_0236,2022-11-30 19:24:23
,wl-rdm,165,577133,0.0-8.46-0.46,1.0,161.0,,,,,,,[],False,,,,,,,73.6,0.0,u,0.0,True,990.0999999940395,60.0,61.0,40.0,261.92221503481795,[],"[768, 432]",ColorTask,69.0,47.0,,,HRV,HRV_0236,2022-11-30 19:24:23
,wl-rdm,166,579000,0.0-8.47-0.47,1.0,162.0,,,,,,,[],False,,,,,,,56.4,1.0,i,1.0,True,574.0,35.0,61.0,40.0,227.30246263801226,[],"[768, 432]",ColorTask,70.0,48.0,,,HRV,HRV_0236,2022-11-30 19:24:23
,wl-rdm,167,580884,0.0-8.48-0.48,1.0,163.0,,,,,,,[],False,,,,,,,73.6,0.0,u,0.0,True,605.5,37.0,61.0,40.0,216.51773979512984,[],"[768, 432]",ColorTask,71.0,49.0,,,HRV,HRV_0236,2022-11-30 19:24:23
,wl-rdm,168,583418,0.0-8.49-0.49,1.0,164.0,,,,,,,[],False,,,,,,,53.2,1.0,i,1.0,True,1158.5,70.0,61.0,40.0,298.59201469481394,[],"[768, 432]",ColorTask,72.0,50.0,,,HRV,HRV_0236,2022-11-30 19:24:23
,wl-rdm,169,585636,0.0-8.50-0.50,1.0,165.0,,,,,,,[],False,,,,,,,56.4,1.0,i,1.0,True,775.6999999880791,47.0,61.0,40.0,379.06423712930416,[],"[768, 432]",ColorTask,73.0,51.0,,,HRV,HRV_0236,2022-11-30 19:24:23
,wl-rdm,170,587870,0.0-8.51-0.51,1.0,166.0,,,,,,,[],False,,,,,,,56.4,0.0,u,0.0,True,951.4000000059605,57.0,61.0,40.0,205.30988715071845,[],"[768, 432]",ColorTask,74.0,52.0,,,HRV,HRV_0236,2022-11-30 19:24:23
,wl-rdm,171,589704,0.0-8.52-0.52,1.0,167.0,,,,,,,[],False,,,,,,,87.9,1.0,i,1.0,True,529.5,32.0,61.0,40.0,237.93589942508152,[],"[768, 432]",ColorTask,75.0,53.0,,,HRV,HRV_0236,2022-11-30 19:24:23
,wl-rdm,172,591872,0.0-8.53-0.53,1.0,168.0,,,,,,,[],False,,,,,,,62.5,1.0,i,1.0,True,778.3999999761581,47.0,61.0,40.0,323.5723350394218,[],"[768, 432]",ColorTask,76.0,54.0,,,HRV,HRV_0236,2022-11-30 19:24:23
,wl-rdm,173,594005,0.0-8.54-0.54,1.0,169.0,,,,,,,[],False,,,,,,,50.0,0.0,i,1.0,False,818.8000000119209,50.0,61.0,40.0,242.49693530309776,[],"[768, 432]",ColorTask,75.0,55.0,,,HRV,HRV_0236,2022-11-30 19:24:23
,wl-rdm,174,595872,0.0-8.55-0.55,1.0,170.0,,,,,,,[],False,,,,,,,87.9,0.0,u,0.0,True,539.0,33.0,61.0,40.0,256.3145328636153,[],"[768, 432]",ColorTask,76.0,56.0,,,HRV,HRV_0236,2022-11-30 19:24:23
,wl-rdm,175,597923,0.0-8.56-0.56,1.0,171.0,,,,,,,[],False,,,,,,,73.6,1.0,i,1.0,True,675.4000000059605,41.0,61.0,40.0,301.76185696846477,[],"[768, 432]",ColorTask,77.0,57.0,,,HRV,HRV_0236,2022-11-30 19:24:23
,wl-rdm,176,600392,0.0-8.57-0.57,1.0,172.0,,,,,,,[],False,,,,,,,62.5,0.0,i,1.0,False,1130.2999999821186,68.0,61.0,40.0,281.2416196749546,[],"[768, 432]",ColorTask,76.0,58.0,,,HRV,HRV_0236,2022-11-30 19:24:23
,wl-rdm,177,602579,0.0-8.58-0.58,1.0,173.0,,,,,,,[],False,,,,,,,53.2,1.0,i,1.0,True,779.4000000059605,47.0,61.0,40.0,349.4868652011453,[],"[768, 432]",ColorTask,77.0,59.0,,,HRV,HRV_0236,2022-11-30 19:24:23
,wl-rdm,178,604530,0.0-8.59-0.59,1.0,174.0,,,,,,,[],False,,,,,,,50.0,0.0,i,1.0,False,606.9000000059605,37.0,61.0,40.0,273.9907426426377,[],"[768, 432]",ColorTask,76.0,60.0,,,HRV,HRV_0236,2022-11-30 19:24:23
,wl-rdm,179,606727,0.0-8.60-0.60,1.0,175.0,,,,,,,[],False,,,,,,,87.9,0.0,u,0.0,True,870.5999999940395,53.0,61.0,40.0,262.1670389733644,[],"[768, 432]",ColorTask,77.0,61.0,,,HRV,HRV_0236,2022-11-30 19:24:23
,wl-rdm,180,608611,0.0-8.61-0.61,1.0,176.0,,,,,,,[],False,,,,,,,50.0,1.0,i,1.0,True,568.4999999701977,34.0,61.0,40.0,234.02179735627843,[],"[768, 432]",ColorTask,78.0,62.0,,,HRV,HRV_0236,2022-11-30 19:24:23
,wl-rdm,181,610995,0.0-8.62-0.62,1.0,177.0,,,,,,,[],False,,,,,,,53.2,0.0,u,0.0,True,956.0999999940395,58.0,61.0,40.0,338.37739542856684,[],"[768, 432]",ColorTask,79.0,63.0,,,HRV,HRV_0236,2022-11-30 19:24:23
,wl-rdm,182,612946,0.0-8.63-0.63,1.0,178.0,,,,,,,[],False,,,,,,,87.9,0.0,u,0.0,True,638.0,39.0,61.0,40.0,241.6524016112824,[],"[768, 432]",ColorTask,80.0,64.0,,,HRV,HRV_0236,2022-11-30 19:24:23
,wl-rdm,183,615180,0.0-8.64-0.64,1.0,179.0,,,,,,,[],False,,,,,,,62.5,1.0,i,1.0,True,838.5999999940395,51.0,61.0,40.0,327.5481662085816,[],"[768, 432]",ColorTask,81.0,65.0,,,HRV,HRV_0236,2022-11-30 19:24:23
,wl-rdm,184,617532,0.0-8.65-0.65,1.0,180.0,,,,,,,[],False,,,,,,,62.5,0.0,i,1.0,False,973.5,59.0,61.0,40.0,302.59790420005214,[],"[768, 432]",ColorTask,80.0,66.0,,,HRV,HRV_0236,2022-11-30 19:24:23
,wl-rdm,185,619749,0.0-8.66-0.66,1.0,181.0,,,,,,,[],False,,,,,,,73.6,0.0,u,0.0,True,863.3000000119209,52.0,61.0,40.0,276.9636576860397,[],"[768, 432]",ColorTask,81.0,67.0,,,HRV,HRV_0236,2022-11-30 19:24:23
,wl-rdm,186,621849,0.0-8.67-0.67,1.0,182.0,,,,,,,[],False,,,,,,,62.5,0.0,i,1.0,False,690.4000000059605,42.0,61.0,40.0,343.4755017757937,[],"[768, 432]",ColorTask,80.0,68.0,,,HRV,HRV_0236,2022-11-30 19:24:23
,wl-rdm,187,623766,0.0-8.68-0.68,1.0,183.0,,,,,,,[],False,,,,,,,87.9,1.0,i,1.0,True,625.5999999940395,38.0,61.0,40.0,218.78391877258173,[],"[768, 432]",ColorTask,81.0,69.0,,,HRV,HRV_0236,2022-11-30 19:24:23
,wl-rdm,188,625667,0.0-8.69-0.69,1.0,184.0,,,,,,,[],False,,,,,,,62.5,1.0,i,1.0,True,557.8000000119209,34.0,61.0,40.0,268.8814378153861,[],"[768, 432]",ColorTask,82.0,70.0,,,HRV,HRV_0236,2022-11-30 19:24:23
,wl-rdm,189,627518,0.0-8.70-0.70,1.0,185.0,,,,,,,[],False,,,,,,,87.9,1.0,i,1.0,True,490.19999998807907,30.0,61.0,40.0,300.4167712618721,[],"[768, 432]",ColorTask,83.0,71.0,,,HRV,HRV_0236,2022-11-30 19:24:23
,wl-rdm,190,629689,0.0-8.71-0.71,1.0,186.0,,,,,,,[],False,,,,,,,62.5,1.0,i,1.0,True,702.7999999821186,43.0,61.0,40.0,392.4634859495153,[],"[768, 432]",ColorTask,84.0,72.0,,,HRV,HRV_0236,2022-11-30 19:24:23
,wl-rdm,191,631738,0.0-8.72-0.72,1.0,187.0,,,,,,,[],False,,,,,,,53.2,0.0,u,0.0,True,597.4000000059605,36.0,61.0,40.0,399.2124813383348,[],"[768, 432]",ColorTask,85.0,73.0,,,HRV,HRV_0236,2022-11-30 19:24:23
,wl-rdm,192,634489,0.0-8.73-0.73,1.0,188.0,,,,,,,[],False,,,,,,,53.2,0.0,i,1.0,False,1371.5,83.0,61.0,40.0,292.68239305995024,[],"[768, 432]",ColorTask,84.0,74.0,,,HRV,HRV_0236,2022-11-30 19:24:23
,wl-rdm,193,636273,0.0-8.74-0.74,1.0,189.0,,,,,,,[],False,,,,,,,87.9,1.0,i,1.0,True,509.30000001192093,31.0,61.0,40.0,211.49753514408727,[],"[768, 432]",ColorTask,85.0,75.0,,,HRV,HRV_0236,2022-11-30 19:24:23
,wl-rdm,194,638323,0.0-8.75-0.75,1.0,190.0,,,,,,,[],False,,,,,,,62.5,0.0,i,1.0,False,610.0999999940395,37.0,61.0,40.0,369.0072472874708,[],"[768, 432]",ColorTask,84.0,76.0,,,HRV,HRV_0236,2022-11-30 19:24:23
,wl-rdm,195,640224,0.0-8.76-0.76,1.0,191.0,,,,,,,[],False,,,,,,,50.0,1.0,i,1.0,True,556.0999999940395,34.0,61.0,40.0,282.4301352627365,[],"[768, 432]",ColorTask,85.0,77.0,,,HRV,HRV_0236,2022-11-30 19:24:23
,wl-rdm,196,642409,0.0-8.77-0.77,1.0,192.0,,,,,,,[],False,,,,,,,53.2,1.0,u,0.0,False,838.0000000298023,51.0,61.0,40.0,279.04254676797194,[],"[768, 432]",ColorTask,84.0,78.0,,,HRV,HRV_0236,2022-11-30 19:24:23
,wl-rdm,197,644880,0.0-8.78-0.78,1.0,193.0,,,,,,,[],False,,,,,,,50.0,0.0,u,0.0,True,1155.800000011921,70.0,61.0,40.0,236.44144386625302,[],"[768, 432]",ColorTask,85.0,79.0,,,HRV,HRV_0236,2022-11-30 19:24:23
,wl-rdm,198,646859,0.0-8.79-0.79,1.0,194.0,,,,,,,[],False,,,,,,,62.5,0.0,i,1.0,False,572.5,35.0,61.0,40.0,342.32020675211277,[],"[768, 432]",ColorTask,84.0,80.0,,,HRV,HRV_0236,2022-11-30 19:24:23
,wl-rdm,199,649712,0.0-8.80-0.80,1.0,195.0,,,,,,,[],False,,,,,,,56.4,0.0,u,0.0,True,1389.800000011921,84.0,61.0,40.0,386.56582274043,[],"[768, 432]",ColorTask,85.0,81.0,,,HRV,HRV_0236,2022-11-30 19:24:23
,wl-rdm,200,652112,0.0-8.81-0.81,1.0,196.0,,,,,,,[],False,,,,,,,50.0,1.0,i,1.0,True,1057.0999999940395,64.0,61.0,40.0,267.9364680624259,[],"[768, 432]",ColorTask,86.0,82.0,,,HRV,HRV_0236,2022-11-30 19:24:23
,wl-rdm,201,654245,0.0-8.82-0.82,1.0,197.0,,,,,,,[],False,,,,,,,56.4,1.0,i,1.0,True,855.0999999940395,52.0,61.0,40.0,210.87939230146085,[],"[768, 432]",ColorTask,87.0,83.0,,,HRV,HRV_0236,2022-11-30 19:24:23
,wl-rdm,202,656113,0.0-8.83-0.83,1.0,198.0,,,,,,,[],False,,,,,,,87.9,1.0,i,1.0,True,522.8000000119209,32.0,61.0,40.0,264.4564289530749,[],"[768, 432]",ColorTask,88.0,84.0,,,HRV,HRV_0236,2022-11-30 19:24:23
,wl-rdm,203,658013,0.0-8.84-0.84,1.0,199.0,,,,,,,[],False,,,,,,,56.4,1.0,i,1.0,True,525.4000000059605,32.0,61.0,40.0,313.8595291635824,[],"[768, 432]",ColorTask,89.0,85.0,,,HRV,HRV_0236,2022-11-30 19:24:23
,wl-rdm,204,660665,0.0-8.85-0.85,1.0,200.0,,,,,,,[],False,,,,,,,50.0,0.0,u,0.0,True,1315.4000000059605,79.0,61.0,40.0,280.9978795393334,[],"[768, 432]",ColorTask,90.0,86.0,,,HRV,HRV_0236,2022-11-30 19:24:23
,wl-rdm,205,663366,0.0-8.86-0.86,1.0,201.0,,,,,,,[],False,,,,,,,56.4,1.0,i,1.0,True,1334.8999999761581,80.0,61.0,40.0,294.814300337057,[],"[768, 432]",ColorTask,91.0,87.0,,,HRV,HRV_0236,2022-11-30 19:24:23
,wl-rdm,206,665368,0.0-8.87-0.87,1.0,202.0,,,,,,,[],False,,,,,,,62.5,1.0,i,1.0,True,593.8000000119209,36.0,61.0,40.0,348.1637721412381,[],"[768, 432]",ColorTask,92.0,88.0,,,HRV,HRV_0236,2022-11-30 19:24:23
,wl-rdm,207,667267,0.0-8.88-0.88,1.0,203.0,,,,,,,[],False,,,,,,,73.6,1.0,i,1.0,True,497.5000000298023,30.0,61.0,40.0,347.3242560001165,[],"[768, 432]",ColorTask,93.0,89.0,,,HRV,HRV_0236,2022-11-30 19:24:23
,wl-rdm,208,669402,0.0-8.89-0.89,1.0,204.0,,,,,,,[],False,,,,,,,87.9,0.0,u,0.0,True,811.4000000059605,49.0,61.0,40.0,243.5989521999869,[],"[768, 432]",ColorTask,94.0,90.0,,,HRV,HRV_0236,2022-11-30 19:24:23
,wl-rdm,209,672154,0.0-8.90-0.90,1.0,205.0,,,,,,,[],False,,,,,,,53.2,1.0,i,1.0,True,1456.6000000238419,88.0,61.0,40.0,210.9115263202521,[],"[768, 432]",ColorTask,95.0,91.0,,,HRV,HRV_0236,2022-11-30 19:24:23
,wl-rdm,210,674253,0.0-8.91-0.91,1.0,206.0,,,,,,,[],False,,,,,,,87.9,0.0,u,0.0,True,792.2000000178814,48.0,61.0,40.0,227.05608284140564,[],"[768, 432]",ColorTask,96.0,92.0,,,HRV,HRV_0236,2022-11-30 19:24:23
,wl-rdm,211,676387,0.0-8.92-0.92,1.0,207.0,,,,,,,[],False,,,,,,,73.6,1.0,i,1.0,True,755.5999999940395,46.0,61.0,40.0,291.3603489982697,[],"[768, 432]",ColorTask,97.0,93.0,,,HRV,HRV_0236,2022-11-30 19:24:23
,wl-rdm,212,678455,0.0-8.93-0.93,1.0,208.0,,,,,,,[],False,,,,,,,73.6,1.0,i,1.0,True,609.8999999761581,37.0,61.0,40.0,392.8452137849822,[],"[768, 432]",ColorTask,98.0,94.0,,,HRV,HRV_0236,2022-11-30 19:24:23
,wl-rdm,213,680489,0.0-8.94-0.94,1.0,209.0,,,,,,,[],False,,,,,,,53.2,0.0,u,0.0,True,720.7999999821186,44.0,61.0,40.0,234.35808698537505,[],"[768, 432]",ColorTask,99.0,95.0,,,HRV,HRV_0236,2022-11-30 19:24:23
,wl-rdm,214,682740,0.0-8.95-0.95,1.0,210.0,,,,,,,[],False,,,,,,,56.4,1.0,i,1.0,True,935.0,56.0,61.0,40.0,247.35682796207124,[],"[768, 432]",ColorTask,100.0,96.0,,,HRV,HRV_0236,2022-11-30 19:24:23
,wl-rdm,215,685041,0.0-8.96-0.96,1.0,211.0,,,,,,,[],False,,,,,,,53.2,0.0,u,0.0,True,897.1999999880791,54.0,61.0,40.0,304.36154861913246,[],"[768, 432]",ColorTask,101.0,97.0,,,HRV,HRV_0236,2022-11-30 19:24:23
,wl-rdm,216,687075,0.0-8.97-0.97,1.0,212.0,,,,,,,[],False,,,,,,,73.6,1.0,i,1.0,True,578.7000000178814,35.0,61.0,40.0,392.52110117924656,[],"[768, 432]",ColorTask,102.0,98.0,,,HRV,HRV_0236,2022-11-30 19:24:23
,wl-rdm,217,688994,0.0-8.98-0.98,1.0,213.0,,,,,,,[],False,,,,,,,73.6,0.0,u,0.0,True,639.7000000476837,39.0,61.0,40.0,212.18483949254022,[],"[768, 432]",ColorTask,103.0,99.0,,,HRV,HRV_0236,2022-11-30 19:24:23
,wl-rdm,218,690977,0.0-8.99-0.99,1.0,214.0,,,,,,,[],False,,,,,,,87.9,0.0,u,0.0,True,704.1000000238419,43.0,61.0,40.0,207.16475833274401,[],"[768, 432]",ColorTask,104.0,100.0,,,HRV,HRV_0236,2022-11-30 19:24:23
