trialN,stimuli,trialStartTime,trialStartTime_UNIX,stimulus1,stimulus2,stimulus1Bid,stimulus2Bid,delta,selected,rt,rt_UNIX,rt_perfnow,receivedResponse,rsp,trialEndTime,trialDuration,trialEndTime_UNIX,trialDuration_UNIX,trialEvents,exp,subjectId,date
0,"[{'imgObject': {}, 'id': 'burger', 'src': '/static/foodstim60/burger.jpg', 'key': 'u', 'origWidth': 409, 'origHeight': 409, 'width': 345.15000000000003, 'height': 345.15000000000003, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 0, 'loaded': True, 'loadedTime': 2177.5, 'positionName': 'LEFT', 'positionCoords': [23.16, 195.5], 'bid': 1.46}, {'imgObject': {}, 'id': 'cherry tomato', 'src': '/static/foodstim60/cherry tomato.jpg', 'key': 'i', 'origWidth': 410, 'origHeight': 410, 'width': 345.15000000000003, 'height': 345.15000000000003, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 0, 'loaded': True, 'loadedTime': 2261.9000000059605, 'positionName': 'RIGHT', 'positionCoords': [398.84, 195.5], 'bid': 2.48}]",2603.5999999940395,1669834412967,burger,cherry tomato,1.46,2.48,1.02,burger,722.5999999940395,724,723.9000000059605,True,u,3829.0,1225.4000000059605,1669834414192,1225,,HRV,HRV_0236,2022-11-30 18:58:53
1,"[{'imgObject': {}, 'id': 'omelette', 'src': '/static/foodstim60/omelette.jpg', 'key': 'u', 'origWidth': 410, 'origHeight': 409, 'width': 345.15000000000003, 'height': 344.3081707317073, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 1, 'loaded': True, 'loadedTime': 2265.2999999821186, 'positionName': 'LEFT', 'positionCoords': [23.16, 196], 'bid': 8.19}, {'imgObject': {}, 'id': 'avocado', 'src': '/static/foodstim60/avocado.jpg', 'key': 'i', 'origWidth': 409, 'origHeight': 409, 'width': 345.15000000000003, 'height': 345.15000000000003, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 1, 'loaded': True, 'loadedTime': 2266.5, 'positionName': 'RIGHT', 'positionCoords': [398.84, 195.5], 'bid': 8.16}]",3829.199999988079,1669834414193,omelette,avocado,8.19,8.16,-0.02999999999999936,omelette,660.2000000178814,661,660.9000000059605,True,u,4998.0999999940395,1168.9000000059605,1669834415362,1169,,HRV,HRV_0236,2022-11-30 18:58:53
2,"[{'imgObject': {}, 'id': 'apple slices', 'src': '/static/foodstim60/apple slices.jpg', 'key': 'u', 'origWidth': 409, 'origHeight': 410, 'width': 345.15000000000003, 'height': 345.9938875305624, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 2, 'loaded': True, 'loadedTime': 2281.5999999940395, 'positionName': 'LEFT', 'positionCoords': [23.16, 195.5], 'bid': 4.8500000000000005}, {'imgObject': {}, 'id': 'corn cob', 'src': '/static/foodstim60/corn cob.jpg', 'key': 'i', 'origWidth': 411, 'origHeight': 411, 'width': 345.15000000000003, 'height': 345.15000000000003, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 2, 'loaded': True, 'loadedTime': 2282.4000000059605, 'positionName': 'RIGHT', 'positionCoords': [398.84, 195.5], 'bid': 1.88}]",4998.5,1669834415362,apple slices,corn cob,4.8500000000000005,1.88,-2.9700000000000006,apple slices,710.9000000059605,711,711.4000000059605,True,u,6212.5999999940395,1214.0999999940395,1669834416576,1214,,HRV,HRV_0236,2022-11-30 18:58:53
3,"[{'imgObject': {}, 'id': 'eggsalad', 'src': '/static/foodstim60/eggsalad.jpg', 'key': 'u', 'origWidth': 410, 'origHeight': 409, 'width': 345.15000000000003, 'height': 344.3081707317073, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 3, 'loaded': True, 'loadedTime': 2300.7999999821186, 'positionName': 'LEFT', 'positionCoords': [23.16, 196], 'bid': 7.46}, {'imgObject': {}, 'id': 'chickenfingers', 'src': '/static/foodstim60/chickenfingers.jpg', 'key': 'i', 'origWidth': 410, 'origHeight': 410, 'width': 345.15000000000003, 'height': 345.15000000000003, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 3, 'loaded': True, 'loadedTime': 2302.7999999821186, 'positionName': 'RIGHT', 'positionCoords': [398.84, 195.5], 'bid': 9.31}]",6212.9000000059605,1669834416576,eggsalad,chickenfingers,7.46,9.31,1.8500000000000005,chickenfingers,504.09999999403954,505,504.39999997615814,True,i,7224.9000000059605,1012.0,1669834417588,1012,,HRV,HRV_0236,2022-11-30 18:58:53
4,"[{'imgObject': {}, 'id': 'roastedpotatoes', 'src': '/static/foodstim60/roastedpotatoes.jpg', 'key': 'u', 'origWidth': 409, 'origHeight': 410, 'width': 345.15000000000003, 'height': 345.9938875305624, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 4, 'loaded': True, 'loadedTime': 2318.699999988079, 'positionName': 'LEFT', 'positionCoords': [23.16, 195.5], 'bid': 8.03}, {'imgObject': {}, 'id': 'hotdog w must', 'src': '/static/foodstim60/hotdog w must.jpg', 'key': 'i', 'origWidth': 409, 'origHeight': 409, 'width': 345.15000000000003, 'height': 345.15000000000003, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 4, 'loaded': True, 'loadedTime': 2320, 'positionName': 'RIGHT', 'positionCoords': [398.84, 195.5], 'bid': 7.75}]",7226.4000000059605,1669834417590,roastedpotatoes,hotdog w must,8.03,7.75,-0.27999999999999936,hotdog w must,1017.6999999880791,1018,1018.1999999880791,True,i,8747.0,1520.5999999940395,1669834419111,1521,,HRV,HRV_0236,2022-11-30 18:58:53
5,"[{'imgObject': {}, 'id': 'cherry tomato', 'src': '/static/foodstim60/cherry tomato.jpg', 'key': 'u', 'origWidth': 410, 'origHeight': 410, 'width': 345.15000000000003, 'height': 345.15000000000003, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 5, 'loaded': True, 'loadedTime': 2251.0999999940395, 'positionName': 'LEFT', 'positionCoords': [23.16, 195.5], 'bid': 2.48}, {'imgObject': {}, 'id': 'edamame', 'src': '/static/foodstim60/edamame.jpg', 'key': 'i', 'origWidth': 409, 'origHeight': 410, 'width': 345.15000000000003, 'height': 345.9938875305624, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 5, 'loaded': True, 'loadedTime': 2338.0999999940395, 'positionName': 'RIGHT', 'positionCoords': [398.84, 195.5], 'bid': 2.09}]",8747.299999982119,1669834419111,cherry tomato,edamame,2.48,2.09,-0.3900000000000001,cherry tomato,526.0,526,526.5,True,u,9792.0,1044.7000000178814,1669834420155,1044,,HRV,HRV_0236,2022-11-30 18:58:53
6,"[{'imgObject': {}, 'id': 'yogurt no spoon', 'src': '/static/foodstim60/yogurt no spoon.jpg', 'key': 'u', 'origWidth': 411, 'origHeight': 410, 'width': 345.15000000000003, 'height': 344.31021897810217, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 6, 'loaded': True, 'loadedTime': 2339.9000000059605, 'positionName': 'LEFT', 'positionCoords': [23.16, 196], 'bid': 2.82}, {'imgObject': {}, 'id': 'raspberries', 'src': '/static/foodstim60/raspberries.jpg', 'key': 'i', 'origWidth': 411, 'origHeight': 411, 'width': 345.15000000000003, 'height': 345.15000000000003, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 6, 'loaded': True, 'loadedTime': 2356.5999999940395, 'positionName': 'RIGHT', 'positionCoords': [398.84, 195.5], 'bid': 2.61}]",9792.09999999404,1669834420156,yogurt no spoon,raspberries,2.82,2.61,-0.20999999999999996,yogurt no spoon,1031.300000011921,1031,1031.5999999940395,True,u,11330.699999988079,1538.5999999940395,1669834421695,1539,,HRV,HRV_0236,2022-11-30 18:58:53
7,"[{'imgObject': {}, 'id': 'bagel and cc', 'src': '/static/foodstim60/bagel and cc.jpg', 'key': 'u', 'origWidth': 410, 'origHeight': 410, 'width': 345.15000000000003, 'height': 345.15000000000003, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 7, 'loaded': True, 'loadedTime': 2362.2999999821186, 'positionName': 'LEFT', 'positionCoords': [23.16, 195.5], 'bid': 6.5200000000000005}, {'imgObject': {}, 'id': 'turkeysandwich', 'src': '/static/foodstim60/turkeysandwich.jpg', 'key': 'i', 'origWidth': 409, 'origHeight': 409, 'width': 345.15000000000003, 'height': 345.15000000000003, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 7, 'loaded': True, 'loadedTime': 2362.9000000059605, 'positionName': 'RIGHT', 'positionCoords': [398.84, 195.5], 'bid': 5.84}]",11330.90000000596,1669834421695,bagel and cc,turkeysandwich,6.5200000000000005,5.84,-0.6800000000000006,turkeysandwich,898.0,899,898.6999999880791,True,i,12743.90000000596,1413.0,1669834423108,1413,,HRV,HRV_0236,2022-11-30 18:58:53
8,"[{'imgObject': {}, 'id': 'apple slices', 'src': '/static/foodstim60/apple slices.jpg', 'key': 'u', 'origWidth': 409, 'origHeight': 410, 'width': 345.15000000000003, 'height': 345.9938875305624, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 8, 'loaded': True, 'loadedTime': 2282, 'positionName': 'LEFT', 'positionCoords': [23.16, 195.5], 'bid': 4.8500000000000005}, {'imgObject': {}, 'id': 'Grapes', 'src': '/static/foodstim60/Grapes.jpg', 'key': 'i', 'origWidth': 411, 'origHeight': 411, 'width': 345.15000000000003, 'height': 345.15000000000003, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 8, 'loaded': True, 'loadedTime': 2375.0999999940395, 'positionName': 'RIGHT', 'positionCoords': [398.84, 195.5], 'bid': 4.64}]",12745.199999988079,1669834423109,apple slices,Grapes,4.8500000000000005,4.64,-0.21000000000000085,apple slices,767.5999999940395,769,768.5,True,u,14021.799999982119,1276.5999999940395,1669834424386,1277,,HRV,HRV_0236,2022-11-30 18:58:53
9,"[{'imgObject': {}, 'id': 'blueberries', 'src': '/static/foodstim60/blueberries.jpg', 'key': 'u', 'origWidth': 411, 'origHeight': 411, 'width': 345.15000000000003, 'height': 345.15000000000003, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 9, 'loaded': True, 'loadedTime': 2381.5, 'positionName': 'LEFT', 'positionCoords': [23.16, 195.5], 'bid': 7.51}, {'imgObject': {}, 'id': 'steak', 'src': '/static/foodstim60/steak.jpg', 'key': 'i', 'origWidth': 410, 'origHeight': 410, 'width': 345.15000000000003, 'height': 345.15000000000003, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 9, 'loaded': True, 'loadedTime': 2383.4000000059605, 'positionName': 'RIGHT', 'positionCoords': [398.84, 195.5], 'bid': 8.53}]",14022.09999999404,1669834424386,blueberries,steak,7.51,8.53,1.0199999999999996,blueberries,703.1999999880791,704,703.8000000119209,True,u,15248.5,1226.4000000059605,1669834425612,1226,,HRV,HRV_0236,2022-11-30 18:58:53
