trialN,stimuli,question,trialStartTime,trialStartTime_UNIX,stimulus1,trialEvents,rt,receivedResponse,rating,trialEndTime,trialDuration,stimulus1Loaded,exp,subjectId,date
0,"[{'imgObject': {}, 'id': 'hashbrowns', 'src': '/static/foodstim60/hashbrowns.jpg', 'key': 'NaN', 'origWidth': 411, 'origHeight': 410, 'width': 411, 'height': 410, 'widthPercent': 0.8, 'rescaleHeight': True, 'trialN': 0, 'loaded': True, 'loadedTime': 3811.7999999821186, 'positionName': 'CENTER', 'positionCoords': [754.5, 335]}]",Rate how much you want to eat this food from 0 (least) to 10 (most).,4487.0999999940395,1669829806235,hashbrowns,"[{'event': 'fullscreenchange', 'details': 'fullscreenexit', 'performance time': 5055.899999976158, 'date time': 1669829806804}, {'event': 'onblur', 'details': 'out of focus', 'performance time': 7400.399999976158, 'date time': 1669829809148}, {'event': 'onfocus', 'details': 'in focus', 'performance time': 8970.299999982119, 'date time': 1669829810718}]",4582.0999999940395,True,0.59,9069.199999988079,4582.0999999940395,True,HRV,HRV_0120,2022-11-30 17:38:40
1,"[{'imgObject': {}, 'id': 'cocktailshrimp', 'src': '/static/foodstim60/cocktailshrimp.jpg', 'key': 'NaN', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.8, 'rescaleHeight': True, 'trialN': 1, 'loaded': True, 'loadedTime': 9077.899999976158, 'positionName': 'CENTER', 'positionCoords': [755, 259.5]}]",Rate how much you want to eat this food from 0 (least) to 10 (most).,9074.09999999404,1669829810822,cocktailshrimp,,1979.199999988079,True,0.48,11053.299999982119,1979.199999988079,True,HRV,HRV_0120,2022-11-30 17:38:40
2,"[{'imgObject': {}, 'id': 'hotdog w must', 'src': '/static/foodstim60/hotdog w must.jpg', 'key': 'NaN', 'origWidth': 409, 'origHeight': 409, 'width': 409, 'height': 409, 'widthPercent': 0.8, 'rescaleHeight': True, 'trialN': 2, 'loaded': True, 'loadedTime': 11057.399999976158, 'positionName': 'CENTER', 'positionCoords': [755.5, 260]}]",Rate how much you want to eat this food from 0 (least) to 10 (most).,11054.59999999404,1669829812802,hotdog w must,,2183.699999988079,True,0.09,13238.299999982119,2183.699999988079,True,HRV,HRV_0120,2022-11-30 17:38:40
3,"[{'imgObject': {}, 'id': 'raisin bran w milk', 'src': '/static/foodstim60/raisin bran w milk.jpg', 'key': 'NaN', 'origWidth': 411, 'origHeight': 411, 'width': 411, 'height': 411, 'widthPercent': 0.8, 'rescaleHeight': True, 'trialN': 3, 'loaded': True, 'loadedTime': 13243, 'positionName': 'CENTER', 'positionCoords': [754.5, 259]}]",Rate how much you want to eat this food from 0 (least) to 10 (most).,13240.5,1669829814988,raisin bran w milk,,1229.7999999821186,True,3.77,14470.299999982119,1229.7999999821186,True,HRV,HRV_0120,2022-11-30 17:38:40
4,"[{'imgObject': {}, 'id': 'mashed potato', 'src': '/static/foodstim60/mashed potato.jpg', 'key': 'NaN', 'origWidth': 409, 'origHeight': 409, 'width': 409, 'height': 409, 'widthPercent': 0.8, 'rescaleHeight': True, 'trialN': 4, 'loaded': True, 'loadedTime': 14474.09999999404, 'positionName': 'CENTER', 'positionCoords': [755.5, 260]}]",Rate how much you want to eat this food from 0 (least) to 10 (most).,14472.0,1669829816220,mashed potato,,1862.5,True,5.8500000000000005,16334.5,1862.5,True,HRV,HRV_0120,2022-11-30 17:38:40
5,"[{'imgObject': {}, 'id': 'apple slices', 'src': '/static/foodstim60/apple slices.jpg', 'key': 'NaN', 'origWidth': 409, 'origHeight': 410, 'width': 409, 'height': 410, 'widthPercent': 0.8, 'rescaleHeight': True, 'trialN': 5, 'loaded': True, 'loadedTime': 16337.699999988079, 'positionName': 'CENTER', 'positionCoords': [755.5, 259.5]}]",Rate how much you want to eat this food from 0 (least) to 10 (most).,16335.699999988079,1669829818083,apple slices,,1958.699999988079,True,4.96,18294.399999976158,1958.699999988079,True,HRV,HRV_0120,2022-11-30 17:38:40
6,"[{'imgObject': {}, 'id': 'veggieswithdip', 'src': '/static/foodstim60/veggieswithdip.jpg', 'key': 'NaN', 'origWidth': 409, 'origHeight': 409, 'width': 409, 'height': 409, 'widthPercent': 0.8, 'rescaleHeight': True, 'trialN': 6, 'loaded': True, 'loadedTime': 18298.09999999404, 'positionName': 'CENTER', 'positionCoords': [755.5, 260]}]",Rate how much you want to eat this food from 0 (least) to 10 (most).,18295.79999998212,1669829820043,veggieswithdip,,2447.5999999940395,True,5.01,20743.399999976158,2447.5999999940395,True,HRV,HRV_0120,2022-11-30 17:38:40
7,"[{'imgObject': {}, 'id': 'mango', 'src': '/static/foodstim60/mango.jpg', 'key': 'NaN', 'origWidth': 411, 'origHeight': 411, 'width': 411, 'height': 411, 'widthPercent': 0.8, 'rescaleHeight': True, 'trialN': 7, 'loaded': True, 'loadedTime': 20747.79999998212, 'positionName': 'CENTER', 'positionCoords': [754.5, 259]}]",Rate how much you want to eat this food from 0 (least) to 10 (most).,20745.0,1669829822493,mango,,1558.199999988079,True,5.01,22303.19999998808,1558.199999988079,True,HRV,HRV_0120,2022-11-30 17:38:40
8,"[{'imgObject': {}, 'id': 'bagel plain', 'src': '/static/foodstim60/bagel plain.jpg', 'key': 'NaN', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.8, 'rescaleHeight': True, 'trialN': 8, 'loaded': True, 'loadedTime': 22307.5, 'positionName': 'CENTER', 'positionCoords': [755, 259.5]}]",Rate how much you want to eat this food from 0 (least) to 10 (most).,22304.59999999404,1669829824052,bagel plain,,1174.5999999940395,True,7.43,23479.19999998808,1174.5999999940395,True,HRV,HRV_0120,2022-11-30 17:38:40
9,"[{'imgObject': {}, 'id': 'raspberries', 'src': '/static/foodstim60/raspberries.jpg', 'key': 'NaN', 'origWidth': 411, 'origHeight': 411, 'width': 411, 'height': 411, 'widthPercent': 0.8, 'rescaleHeight': True, 'trialN': 9, 'loaded': True, 'loadedTime': 23482.5, 'positionName': 'CENTER', 'positionCoords': [754.5, 259]}]",Rate how much you want to eat this food from 0 (least) to 10 (most).,23480.5,1669829825228,raspberries,,1312.699999988079,True,8.040000000000001,24793.19999998808,1312.699999988079,True,HRV,HRV_0120,2022-11-30 17:38:40
