trialN,stimuli,trialStartTime,trialStartTime_UNIX,stimulus1,stimulus2,stimulus1Bid,stimulus2Bid,delta,selected,rsp,rt,rt_UNIX,receivedResponse,trialEndTime,trialDuration,trialEndTime_UNIX,trialDuration_UNIX,rt_perfnow,exp,subjectId,date
10,"[{'imgObject': {}, 'id': 'yogurt no spoon', 'src': '/static/foodstim60/yogurt no spoon.jpg', 'key': 'u', 'origWidth': 411, 'origHeight': 410, 'width': 411, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 10, 'loaded': True, 'loadedTime': 27735.799999999814, 'positionName': 'LEFT', 'positionCoords': [357, 245], 'bid': 1}, {'imgObject': {}, 'id': 'burger', 'src': '/static/foodstim60/burger.jpg', 'key': 'i', 'origWidth': 409, 'origHeight': 409, 'width': 409, 'height': 409, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 10, 'loaded': True, 'loadedTime': 27736.299999999814, 'positionName': 'RIGHT', 'positionCoords': [832, 245.5], 'bid': 1.52}]",47473.200000000186,1669829955350,yogurt no spoon,burger,1.0,1.52,0.52,burger,i,830.5,831,True,48814.59999999963,1341.3999999994412,1669829956691,1341,830.8999999994412,HRV,HRV_0084,2022-11-30 17:42:50
11,"[{'imgObject': {}, 'id': 'grilled chicken strips', 'src': '/static/foodstim60/grilled chicken strips.jpg', 'key': 'u', 'origWidth': 410, 'origHeight': 411, 'width': 410, 'height': 411, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 11, 'loaded': True, 'loadedTime': 27799.39999999944, 'positionName': 'LEFT', 'positionCoords': [358, 244.5], 'bid': 8.6}, {'imgObject': {}, 'id': 'lox', 'src': '/static/foodstim60/lox.jpg', 'key': 'i', 'origWidth': 410, 'origHeight': 411, 'width': 410, 'height': 411, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 11, 'loaded': True, 'loadedTime': 27045.799999999814, 'positionName': 'RIGHT', 'positionCoords': [832, 244.5], 'bid': 2.63}]",48814.799999999814,1669829956692,grilled chicken strips,lox,8.6,2.63,-5.97,grilled chicken strips,u,624.7999999998137,625,True,49954.799999999814,1140.0,1669829957832,1140,625.2999999998137,HRV,HRV_0084,2022-11-30 17:42:50
12,"[{'imgObject': {}, 'id': 'burger', 'src': '/static/foodstim60/burger.jpg', 'key': 'u', 'origWidth': 409, 'origHeight': 409, 'width': 409, 'height': 409, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 12, 'loaded': True, 'loadedTime': 27797.299999999814, 'positionName': 'LEFT', 'positionCoords': [359, 245.5], 'bid': 1.52}, {'imgObject': {}, 'id': 'sushi w_condiments', 'src': '/static/foodstim60/sushi w_condiments.jpg', 'key': 'i', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 12, 'loaded': True, 'loadedTime': 27861.099999999627, 'positionName': 'RIGHT', 'positionCoords': [832, 245], 'bid': 1.57}]",49955.0,1669829957832,burger,sushi w_condiments,1.52,1.57,0.050000000000000044,burger,u,700.5,701,True,51174.200000000186,1219.2000000001863,1669829959051,1219,701.0,HRV,HRV_0084,2022-11-30 17:42:50
13,"[{'imgObject': {}, 'id': 'grilled chicken strips', 'src': '/static/foodstim60/grilled chicken strips.jpg', 'key': 'u', 'origWidth': 410, 'origHeight': 411, 'width': 410, 'height': 411, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 13, 'loaded': True, 'loadedTime': 27797.799999999814, 'positionName': 'LEFT', 'positionCoords': [358, 244.5], 'bid': 8.6}, {'imgObject': {}, 'id': 'cocktailshrimp', 'src': '/static/foodstim60/cocktailshrimp.jpg', 'key': 'i', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 13, 'loaded': True, 'loadedTime': 28090.5, 'positionName': 'RIGHT', 'positionCoords': [832, 245], 'bid': 7.85}]",51174.59999999963,1669829959051,grilled chicken strips,cocktailshrimp,8.6,7.85,-0.75,grilled chicken strips,u,657.1000000005588,658,True,52338.299999999814,1163.7000000001863,1669829960215,1164,657.6000000005588,HRV,HRV_0084,2022-11-30 17:42:50
14,"[{'imgObject': {}, 'id': 'roastedpotatoes', 'src': '/static/foodstim60/roastedpotatoes.jpg', 'key': 'u', 'origWidth': 409, 'origHeight': 410, 'width': 409, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 14, 'loaded': True, 'loadedTime': 28096.39999999944, 'positionName': 'LEFT', 'positionCoords': [359, 245], 'bid': 5.3500000000000005}, {'imgObject': {}, 'id': 'cocktailshrimp', 'src': '/static/foodstim60/cocktailshrimp.jpg', 'key': 'i', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 14, 'loaded': True, 'loadedTime': 28093.700000000186, 'positionName': 'RIGHT', 'positionCoords': [832, 245], 'bid': 7.85}]",52338.59999999963,1669829960215,roastedpotatoes,cocktailshrimp,5.3500000000000005,7.85,2.499999999999999,roastedpotatoes,u,564.7999999998137,566,True,53424.200000000186,1085.6000000005588,1669829961301,1086,565.2999999998137,HRV,HRV_0084,2022-11-30 17:42:50
15,"[{'imgObject': {}, 'id': 'eggsalad', 'src': '/static/foodstim60/eggsalad.jpg', 'key': 'u', 'origWidth': 410, 'origHeight': 409, 'width': 410, 'height': 409, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 15, 'loaded': True, 'loadedTime': 27921.099999999627, 'positionName': 'LEFT', 'positionCoords': [358, 245.5], 'bid': 1.9}, {'imgObject': {}, 'id': 'yogurt no spoon', 'src': '/static/foodstim60/yogurt no spoon.jpg', 'key': 'i', 'origWidth': 411, 'origHeight': 410, 'width': 411, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 15, 'loaded': True, 'loadedTime': 27686.700000000186, 'positionName': 'RIGHT', 'positionCoords': [832, 245], 'bid': 1}]",53424.5,1669829961301,eggsalad,yogurt no spoon,1.9,1.0,-0.8999999999999999,eggsalad,u,1255.2000000001863,1256,True,55189.89999999944,1765.3999999994412,1669829963067,1766,1255.7000000001863,HRV,HRV_0084,2022-11-30 17:42:50
16,"[{'imgObject': {}, 'id': 'granola w milk', 'src': '/static/foodstim60/granola w milk.jpg', 'key': 'u', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 16, 'loaded': True, 'loadedTime': 27992.700000000186, 'positionName': 'LEFT', 'positionCoords': [358, 245], 'bid': 3.44}, {'imgObject': {}, 'id': 'omelette', 'src': '/static/foodstim60/omelette.jpg', 'key': 'i', 'origWidth': 410, 'origHeight': 409, 'width': 410, 'height': 409, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 16, 'loaded': True, 'loadedTime': 28099.700000000186, 'positionName': 'RIGHT', 'positionCoords': [832, 245.5], 'bid': 6.97}]",55190.200000000186,1669829963067,granola w milk,omelette,3.44,6.97,3.53,granola w milk,u,769.1999999992549,770,True,56471.299999999814,1281.0999999996275,1669829964348,1281,769.6999999992549,HRV,HRV_0084,2022-11-30 17:42:50
17,"[{'imgObject': {}, 'id': 'chicken nuggets2', 'src': '/static/foodstim60/chicken nuggets2.jpg', 'key': 'u', 'origWidth': 410, 'origHeight': 409, 'width': 410, 'height': 409, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 17, 'loaded': True, 'loadedTime': 27993, 'positionName': 'LEFT', 'positionCoords': [358, 245.5], 'bid': 3.6}, {'imgObject': {}, 'id': 'yogurt no spoon', 'src': '/static/foodstim60/yogurt no spoon.jpg', 'key': 'i', 'origWidth': 411, 'origHeight': 410, 'width': 411, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 17, 'loaded': True, 'loadedTime': 27735.5, 'positionName': 'RIGHT', 'positionCoords': [832, 245], 'bid': 1}]",56471.59999999963,1669829964348,chicken nuggets2,yogurt no spoon,3.6,1.0,-2.6,yogurt no spoon,i,1063.9000000003725,1065,True,58054.5,1582.9000000003725,1669829965931,1583,1064.4000000003725,HRV,HRV_0084,2022-11-30 17:42:50
18,"[{'imgObject': {}, 'id': 'fried eggs', 'src': '/static/foodstim60/fried eggs.jpg', 'key': 'u', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 18, 'loaded': True, 'loadedTime': 28131.39999999944, 'positionName': 'LEFT', 'positionCoords': [358, 245], 'bid': 6.3100000000000005}, {'imgObject': {}, 'id': 'burger', 'src': '/static/foodstim60/burger.jpg', 'key': 'i', 'origWidth': 409, 'origHeight': 409, 'width': 409, 'height': 409, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 18, 'loaded': True, 'loadedTime': 27738.39999999944, 'positionName': 'RIGHT', 'positionCoords': [832, 245.5], 'bid': 1.52}]",58054.89999999944,1669829965932,fried eggs,burger,6.3100000000000005,1.52,-4.790000000000001,fried eggs,u,792.6000000005588,793,True,59362.59999999963,1307.7000000001863,1669829967239,1307,793.1000000005588,HRV,HRV_0084,2022-11-30 17:42:50
19,"[{'imgObject': {}, 'id': 'rigatoni and sauce', 'src': '/static/foodstim60/rigatoni and sauce.jpg', 'key': 'u', 'origWidth': 410, 'origHeight': 411, 'width': 410, 'height': 411, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 19, 'loaded': True, 'loadedTime': 27050.200000000186, 'positionName': 'LEFT', 'positionCoords': [358, 244.5], 'bid': 2.31}, {'imgObject': {}, 'id': 'baked potato', 'src': '/static/foodstim60/baked potato.jpg', 'key': 'i', 'origWidth': 409, 'origHeight': 410, 'width': 409, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 19, 'loaded': True, 'loadedTime': 27413.39999999944, 'positionName': 'RIGHT', 'positionCoords': [832, 245], 'bid': 2.08}]",59362.89999999944,1669829967240,rigatoni and sauce,baked potato,2.31,2.08,-0.22999999999999998,baked potato,i,676.6000000005588,677,True,60548.89999999944,1186.0,1669829968426,1186,677.1000000005588,HRV,HRV_0084,2022-11-30 17:42:50
20,"[{'imgObject': {}, 'id': 'ice cream sundae 002', 'src': '/static/foodstim60/ice cream sundae 002.jpg', 'key': 'u', 'origWidth': 409, 'origHeight': 409, 'width': 409, 'height': 409, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 20, 'loaded': True, 'loadedTime': 28200.700000000186, 'positionName': 'LEFT', 'positionCoords': [359, 245.5], 'bid': 4.05}, {'imgObject': {}, 'id': 'Grapes', 'src': '/static/foodstim60/Grapes.jpg', 'key': 'i', 'origWidth': 411, 'origHeight': 411, 'width': 411, 'height': 411, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 20, 'loaded': True, 'loadedTime': 26572.799999999814, 'positionName': 'RIGHT', 'positionCoords': [832, 244.5], 'bid': 5.33}]",60549.200000000186,1669829968426,ice cream sundae 002,Grapes,4.05,5.33,1.2800000000000002,Grapes,i,1002.2999999998137,1003,True,62073.0,1523.7999999998137,1669829969950,1524,1003.0,HRV,HRV_0084,2022-11-30 17:42:50
21,"[{'imgObject': {}, 'id': 'hashbrowns', 'src': '/static/foodstim60/hashbrowns.jpg', 'key': 'u', 'origWidth': 411, 'origHeight': 410, 'width': 411, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 21, 'loaded': True, 'loadedTime': 28197.099999999627, 'positionName': 'LEFT', 'positionCoords': [357, 245], 'bid': 3.68}, {'imgObject': {}, 'id': 'turkeysandwich', 'src': '/static/foodstim60/turkeysandwich.jpg', 'key': 'i', 'origWidth': 409, 'origHeight': 409, 'width': 409, 'height': 409, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 21, 'loaded': True, 'loadedTime': 27034, 'positionName': 'RIGHT', 'positionCoords': [832, 245.5], 'bid': 4.0200000000000005}]",62073.200000000186,1669829969950,hashbrowns,turkeysandwich,3.68,4.0200000000000005,0.3400000000000003,turkeysandwich,i,750.1999999992549,751,True,63331.59999999963,1258.3999999994412,1669829971208,1258,750.5999999996275,HRV,HRV_0084,2022-11-30 17:42:50
22,"[{'imgObject': {}, 'id': 'rigatoni and sauce', 'src': '/static/foodstim60/rigatoni and sauce.jpg', 'key': 'u', 'origWidth': 410, 'origHeight': 411, 'width': 410, 'height': 411, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 22, 'loaded': True, 'loadedTime': 27051, 'positionName': 'LEFT', 'positionCoords': [358, 244.5], 'bid': 2.31}, {'imgObject': {}, 'id': 'salmon', 'src': '/static/foodstim60/salmon.jpg', 'key': 'i', 'origWidth': 410, 'origHeight': 409, 'width': 410, 'height': 409, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 22, 'loaded': True, 'loadedTime': 28198.799999999814, 'positionName': 'RIGHT', 'positionCoords': [832, 245.5], 'bid': 7.72}]",63331.799999999814,1669829971209,rigatoni and sauce,salmon,2.31,7.72,5.41,salmon,i,803.5,804,True,64642.200000000186,1310.4000000003725,1669829972519,1310,804.0999999996275,HRV,HRV_0084,2022-11-30 17:42:50
23,"[{'imgObject': {}, 'id': 'eggsalad', 'src': '/static/foodstim60/eggsalad.jpg', 'key': 'u', 'origWidth': 410, 'origHeight': 409, 'width': 410, 'height': 409, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 23, 'loaded': True, 'loadedTime': 27921.700000000186, 'positionName': 'LEFT', 'positionCoords': [358, 245.5], 'bid': 1.9}, {'imgObject': {}, 'id': 'chickenfingers', 'src': '/static/foodstim60/chickenfingers.jpg', 'key': 'i', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 23, 'loaded': True, 'loadedTime': 26917, 'positionName': 'RIGHT', 'positionCoords': [832, 245], 'bid': 7.12}]",64642.5,1669829972519,eggsalad,chickenfingers,1.9,7.12,5.220000000000001,chickenfingers,i,885,886,True,66038.5,1396.0,1669829973915,1396,885.5,HRV,HRV_0084,2022-11-30 17:42:50
24,"[{'imgObject': {}, 'id': 'strawberries', 'src': '/static/foodstim60/strawberries.jpg', 'key': 'u', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 24, 'loaded': True, 'loadedTime': 28269.39999999944, 'positionName': 'LEFT', 'positionCoords': [358, 245], 'bid': 6.07}, {'imgObject': {}, 'id': 'raspberries', 'src': '/static/foodstim60/raspberries.jpg', 'key': 'i', 'origWidth': 411, 'origHeight': 411, 'width': 411, 'height': 411, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 24, 'loaded': True, 'loadedTime': 28274.5, 'positionName': 'RIGHT', 'positionCoords': [832, 244.5], 'bid': 7.71}]",66038.89999999944,1669829973916,strawberries,raspberries,6.07,7.71,1.6399999999999997,raspberries,i,1024.5,1025,True,67571.79999999981,1532.9000000003725,1669829975448,1532,1025.4000000003725,HRV,HRV_0084,2022-11-30 17:42:50
25,"[{'imgObject': {}, 'id': 'turkeysandwich', 'src': '/static/foodstim60/turkeysandwich.jpg', 'key': 'u', 'origWidth': 409, 'origHeight': 409, 'width': 409, 'height': 409, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 25, 'loaded': True, 'loadedTime': 27036.599999999627, 'positionName': 'LEFT', 'positionCoords': [359, 245.5], 'bid': 4.0200000000000005}, {'imgObject': {}, 'id': 'pear', 'src': '/static/foodstim60/pear.jpg', 'key': 'i', 'origWidth': 411, 'origHeight': 410, 'width': 411, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 25, 'loaded': True, 'loadedTime': 28277.599999999627, 'positionName': 'RIGHT', 'positionCoords': [832, 245], 'bid': 7.57}]",67572.0,1669829975449,turkeysandwich,pear,4.0200000000000005,7.57,3.55,turkeysandwich,u,643.3999999994412,644,True,68721.79999999981,1149.7999999998137,1669829976599,1150,643.8999999994412,HRV,HRV_0084,2022-11-30 17:42:50
26,"[{'imgObject': {}, 'id': 'ice cream sundae 002', 'src': '/static/foodstim60/ice cream sundae 002.jpg', 'key': 'u', 'origWidth': 409, 'origHeight': 409, 'width': 409, 'height': 409, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 26, 'loaded': True, 'loadedTime': 28202.299999999814, 'positionName': 'LEFT', 'positionCoords': [359, 245.5], 'bid': 4.05}, {'imgObject': {}, 'id': 'roastedpotatoes', 'src': '/static/foodstim60/roastedpotatoes.jpg', 'key': 'i', 'origWidth': 409, 'origHeight': 410, 'width': 409, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 26, 'loaded': True, 'loadedTime': 28095.799999999814, 'positionName': 'RIGHT', 'positionCoords': [832, 245], 'bid': 5.3500000000000005}]",68722.20000000019,1669829976599,ice cream sundae 002,roastedpotatoes,4.05,5.3500000000000005,1.3000000000000007,roastedpotatoes,i,717.0999999996275,718,True,69955.29999999981,1233.0999999996275,1669829977832,1233,717.5999999996275,HRV,HRV_0084,2022-11-30 17:42:50
