trialN,stimuli,trialStartTime,trialStartTime_UNIX,stimulus1,stimulus2,stimulus1Bid,stimulus2Bid,delta,selected,rsp,rt,rt_UNIX,receivedResponse,trialEndTime,trialDuration,trialEndTime_UNIX,trialDuration_UNIX,trialEvents,rt_perfnow,exp,subjectId,date
163,"[{'imgObject': {}, 'id': 'bagel plain', 'src': '/static/foodstim60/bagel plain.jpg', 'key': 'u', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 163, 'loaded': True, 'loadedTime': 123824.79999995232, 'positionName': 'LEFT', 'positionCoords': [409.36, 275], 'bid': 6.3100000000000005}, {'imgObject': {}, 'id': 'avocado', 'src': '/static/foodstim60/avocado.jpg', 'key': 'i', 'origWidth': 409, 'origHeight': 409, 'width': 409, 'height': 409, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 163, 'loaded': True, 'loadedTime': 124746.60000014305, 'positionName': 'RIGHT', 'positionCoords': [887.64, 275.5], 'bid': 4.6000000000000005}]",546560.4000000954,1669842634731,bagel plain,avocado,6.3100000000000005,4.6000000000000005,-1.71,bagel plain,u,1672.7999999523163,1674,True,548756.5,2196.0999999046326,1669842636927,2196,,1674.0999999046326,HRV,HRV_0299,2022-11-30 21:11:07
164,"[{'imgObject': {}, 'id': 'burrito', 'src': '/static/foodstim60/burrito.jpg', 'key': 'u', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 164, 'loaded': True, 'loadedTime': 132150.29999995232, 'positionName': 'LEFT', 'positionCoords': [409.36, 275], 'bid': 9}, {'imgObject': {}, 'id': 'mac & cheese', 'src': '/static/foodstim60/mac & cheese.jpg', 'key': 'i', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 164, 'loaded': True, 'loadedTime': 125832.29999995232, 'positionName': 'RIGHT', 'positionCoords': [887.64, 275], 'bid': 7.84}]",548756.7000000477,1669842636928,burrito,mac & cheese,9.0,7.84,-1.1600000000000001,burrito,u,1786.7000000476837,1795,True,551066.100000143,2309.4000000953674,1669842639237,2309,,1795.2999999523163,HRV,HRV_0299,2022-11-30 21:11:07
165,"[{'imgObject': {}, 'id': 'kiwi', 'src': '/static/foodstim60/kiwi.jpg', 'key': 'u', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 165, 'loaded': True, 'loadedTime': 135854.29999995232, 'positionName': 'LEFT', 'positionCoords': [409.36, 275], 'bid': 3.47}, {'imgObject': {}, 'id': 'granola w milk', 'src': '/static/foodstim60/granola w milk.jpg', 'key': 'i', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 165, 'loaded': True, 'loadedTime': 133331.60000014305, 'positionName': 'RIGHT', 'positionCoords': [887.64, 275], 'bid': 3.69}]",551066.9000000954,1669842639238,kiwi,granola w milk,3.47,3.69,0.21999999999999975,granola w milk,i,2120.2999999523163,2121,True,553707.2000000477,2640.2999999523163,1669842641878,2640,,2121.2000000476837,HRV,HRV_0299,2022-11-30 21:11:07
166,"[{'imgObject': {}, 'id': 'strawberries', 'src': '/static/foodstim60/strawberries.jpg', 'key': 'u', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 166, 'loaded': True, 'loadedTime': 125662.40000009537, 'positionName': 'LEFT', 'positionCoords': [409.36, 275], 'bid': 8.43}, {'imgObject': {}, 'id': 'blueberries', 'src': '/static/foodstim60/blueberries.jpg', 'key': 'i', 'origWidth': 411, 'origHeight': 411, 'width': 411, 'height': 411, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 166, 'loaded': True, 'loadedTime': 124184.40000009537, 'positionName': 'RIGHT', 'positionCoords': [887.64, 274.5], 'bid': 8.23}]",553707.5,1669842641878,strawberries,blueberries,8.43,8.23,-0.1999999999999993,strawberries,u,2275.7999999523163,2278,True,556494.9000000954,2787.4000000953674,1669842644666,2788,,2277.2000000476837,HRV,HRV_0299,2022-11-30 21:11:07
167,"[{'imgObject': {}, 'id': 'tacos', 'src': '/static/foodstim60/tacos.jpg', 'key': 'u', 'origWidth': 411, 'origHeight': 411, 'width': 411, 'height': 411, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 167, 'loaded': True, 'loadedTime': 135889.5, 'positionName': 'LEFT', 'positionCoords': [408.36, 274.5], 'bid': 9.56}, {'imgObject': {}, 'id': 'roastedpotatoes', 'src': '/static/foodstim60/roastedpotatoes.jpg', 'key': 'i', 'origWidth': 409, 'origHeight': 410, 'width': 409, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 167, 'loaded': True, 'loadedTime': 134750.60000014305, 'positionName': 'RIGHT', 'positionCoords': [887.64, 275], 'bid': 8.88}]",556495.4000000954,1669842644666,tacos,roastedpotatoes,9.56,8.88,-0.6799999999999997,tacos,u,908.8999998569489,910,True,557916.0,1420.5999999046326,1669842646087,1421,,909.5,HRV,HRV_0299,2022-11-30 21:11:07
168,"[{'imgObject': {}, 'id': 'turkeysandwich', 'src': '/static/foodstim60/turkeysandwich.jpg', 'key': 'u', 'origWidth': 409, 'origHeight': 409, 'width': 409, 'height': 409, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 168, 'loaded': True, 'loadedTime': 133716.60000014305, 'positionName': 'LEFT', 'positionCoords': [410.36, 275.5], 'bid': 7.54}, {'imgObject': {}, 'id': 'turkey sandwich', 'src': '/static/foodstim60/turkey sandwich.jpg', 'key': 'i', 'origWidth': 409, 'origHeight': 409, 'width': 409, 'height': 409, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 168, 'loaded': True, 'loadedTime': 125709.70000004768, 'positionName': 'RIGHT', 'positionCoords': [887.64, 275.5], 'bid': 7.48}]",557916.600000143,1669842646087,turkeysandwich,turkey sandwich,7.54,7.48,-0.05999999999999961,turkey sandwich,i,838,839,True,559271.4000000954,1354.7999999523163,1669842647442,1355,,839.0,HRV,HRV_0299,2022-11-30 21:11:07
169,"[{'imgObject': {}, 'id': 'seaweed', 'src': '/static/foodstim60/seaweed.jpg', 'key': 'u', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 169, 'loaded': True, 'loadedTime': 136258.60000014305, 'positionName': 'LEFT', 'positionCoords': [409.36, 275], 'bid': 0}, {'imgObject': {}, 'id': 'apple slices', 'src': '/static/foodstim60/apple slices.jpg', 'key': 'i', 'origWidth': 409, 'origHeight': 410, 'width': 409, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 169, 'loaded': True, 'loadedTime': 134701.29999995232, 'positionName': 'RIGHT', 'positionCoords': [887.64, 275], 'bid': 1.35}]",559271.600000143,1669842647442,seaweed,apple slices,0.0,1.35,1.35,apple slices,i,1153.5999999046326,1155,True,560945.0,1673.3999998569489,1669842649116,1674,,1154.1999998092651,HRV,HRV_0299,2022-11-30 21:11:07
170,"[{'imgObject': {}, 'id': 'cherry tomato', 'src': '/static/foodstim60/cherry tomato.jpg', 'key': 'u', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 170, 'loaded': True, 'loadedTime': 127346, 'positionName': 'LEFT', 'positionCoords': [409.36, 275], 'bid': 4.37}, {'imgObject': {}, 'id': 'popsicles', 'src': '/static/foodstim60/popsicles.jpg', 'key': 'i', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 170, 'loaded': True, 'loadedTime': 135047.90000009537, 'positionName': 'RIGHT', 'positionCoords': [887.64, 275], 'bid': 0.41}]",560945.4000000954,1669842649116,cherry tomato,popsicles,4.37,0.41,-3.96,cherry tomato,u,956.3999998569489,957,True,562419.5,1474.0999999046326,1669842650590,1474,,956.8999998569489,HRV,HRV_0299,2022-11-30 21:11:07
171,"[{'imgObject': {}, 'id': 'salad w chicken', 'src': '/static/foodstim60/salad w chicken.jpg', 'key': 'u', 'origWidth': 411, 'origHeight': 411, 'width': 411, 'height': 411, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 171, 'loaded': True, 'loadedTime': 135044.10000014305, 'positionName': 'LEFT', 'positionCoords': [408.36, 274.5], 'bid': 7.5}, {'imgObject': {}, 'id': 'mac & cheese', 'src': '/static/foodstim60/mac & cheese.jpg', 'key': 'i', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 171, 'loaded': True, 'loadedTime': 125866.20000004768, 'positionName': 'RIGHT', 'positionCoords': [887.64, 275], 'bid': 7.84}]",562419.7999999523,1669842650591,salad w chicken,mac & cheese,7.5,7.84,0.33999999999999986,salad w chicken,u,1168.9000000953674,1169,True,564102.2000000477,1682.4000000953674,1669842652273,1682,,1169.5,HRV,HRV_0299,2022-11-30 21:11:07
172,"[{'imgObject': {}, 'id': 'baked potato', 'src': '/static/foodstim60/baked potato.jpg', 'key': 'u', 'origWidth': 409, 'origHeight': 410, 'width': 409, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 172, 'loaded': True, 'loadedTime': 128296.40000009537, 'positionName': 'LEFT', 'positionCoords': [410.36, 275], 'bid': 9.07}, {'imgObject': {}, 'id': 'blueberries', 'src': '/static/foodstim60/blueberries.jpg', 'key': 'i', 'origWidth': 411, 'origHeight': 411, 'width': 411, 'height': 411, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 172, 'loaded': True, 'loadedTime': 124187.20000004768, 'positionName': 'RIGHT', 'positionCoords': [887.64, 274.5], 'bid': 8.23}]",564102.4000000954,1669842652273,baked potato,blueberries,9.07,8.23,-0.8399999999999999,blueberries,i,988.2999999523163,990,True,565600.4000000954,1498.0,1669842653771,1498,,989.7999999523163,HRV,HRV_0299,2022-11-30 21:11:07
173,"[{'imgObject': {}, 'id': 'kiwi', 'src': '/static/foodstim60/kiwi.jpg', 'key': 'u', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 173, 'loaded': True, 'loadedTime': 135849.40000009537, 'positionName': 'LEFT', 'positionCoords': [409.36, 275], 'bid': 3.47}, {'imgObject': {}, 'id': 'lox', 'src': '/static/foodstim60/lox.jpg', 'key': 'i', 'origWidth': 410, 'origHeight': 411, 'width': 410, 'height': 411, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 173, 'loaded': True, 'loadedTime': 135780.10000014305, 'positionName': 'RIGHT', 'positionCoords': [887.64, 274.5], 'bid': 0.09}]",565600.7000000477,1669842653772,kiwi,lox,3.47,0.09,-3.3800000000000003,kiwi,u,1027.0999999046326,1031,True,567139.5,1538.7999999523163,1669842655310,1538,,1030.9000000953674,HRV,HRV_0299,2022-11-30 21:11:07
174,"[{'imgObject': {}, 'id': 'steak', 'src': '/static/foodstim60/steak.jpg', 'key': 'u', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 174, 'loaded': True, 'loadedTime': 130877.29999995232, 'positionName': 'LEFT', 'positionCoords': [409.36, 275], 'bid': 10}, {'imgObject': {}, 'id': 'grilled chicken strips', 'src': '/static/foodstim60/grilled chicken strips.jpg', 'key': 'i', 'origWidth': 410, 'origHeight': 411, 'width': 410, 'height': 411, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 174, 'loaded': True, 'loadedTime': 124005.60000014305, 'positionName': 'RIGHT', 'positionCoords': [887.64, 274.5], 'bid': 9.71}]",567139.7000000477,1669842655311,steak,grilled chicken strips,10.0,9.71,-0.28999999999999915,steak,u,875.2999999523163,875,True,568533.0,1393.2999999523163,1669842656704,1393,,875.9000000953674,HRV,HRV_0299,2022-11-30 21:11:07
175,"[{'imgObject': {}, 'id': 'burger', 'src': '/static/foodstim60/burger.jpg', 'key': 'u', 'origWidth': 409, 'origHeight': 409, 'width': 409, 'height': 409, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 175, 'loaded': True, 'loadedTime': 130138.40000009537, 'positionName': 'LEFT', 'positionCoords': [410.36, 275.5], 'bid': 9.46}, {'imgObject': {}, 'id': 'grilled chicken strips', 'src': '/static/foodstim60/grilled chicken strips.jpg', 'key': 'i', 'origWidth': 410, 'origHeight': 411, 'width': 410, 'height': 411, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 175, 'loaded': True, 'loadedTime': 124046.79999995232, 'positionName': 'RIGHT', 'positionCoords': [887.64, 274.5], 'bid': 9.71}]",568533.2999999523,1669842656704,burger,grilled chicken strips,9.46,9.71,0.25,burger,u,1379.8000001907349,1382,True,570424.7999999523,1891.5,1669842658596,1892,,1381.9000000953674,HRV,HRV_0299,2022-11-30 21:11:07
176,"[{'imgObject': {}, 'id': 'apple slices', 'src': '/static/foodstim60/apple slices.jpg', 'key': 'u', 'origWidth': 409, 'origHeight': 410, 'width': 409, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 176, 'loaded': True, 'loadedTime': 134687.5, 'positionName': 'LEFT', 'positionCoords': [410.36, 275], 'bid': 1.35}, {'imgObject': {}, 'id': 'turkey sandwich', 'src': '/static/foodstim60/turkey sandwich.jpg', 'key': 'i', 'origWidth': 409, 'origHeight': 409, 'width': 409, 'height': 409, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 176, 'loaded': True, 'loadedTime': 125707.70000004768, 'positionName': 'RIGHT', 'positionCoords': [887.64, 275.5], 'bid': 7.48}]",570425.100000143,1669842658596,apple slices,turkey sandwich,1.35,7.48,6.130000000000001,turkey sandwich,i,1360.3999998569489,1362,True,572301.2000000477,1876.0999999046326,1669842660472,1876,,1362.3999998569489,HRV,HRV_0299,2022-11-30 21:11:07
177,"[{'imgObject': {}, 'id': 'luckycharms', 'src': '/static/foodstim60/luckycharms.jpg', 'key': 'u', 'origWidth': 410, 'origHeight': 409, 'width': 410, 'height': 409, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 177, 'loaded': True, 'loadedTime': 136367.90000009537, 'positionName': 'LEFT', 'positionCoords': [409.36, 275.5], 'bid': 0.1}, {'imgObject': {}, 'id': 'seaweed', 'src': '/static/foodstim60/seaweed.jpg', 'key': 'i', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 177, 'loaded': True, 'loadedTime': 136261.90000009537, 'positionName': 'RIGHT', 'positionCoords': [887.64, 275], 'bid': 0}]",572301.5,1669842660472,luckycharms,seaweed,0.1,0.0,-0.1,luckycharms,u,982.7999999523163,985,True,573802.100000143,1500.6000001430511,1669842661973,1501,,984.2000000476837,HRV,HRV_0299,2022-11-30 21:11:07
178,"[{'imgObject': {}, 'id': 'sweetpotato', 'src': '/static/foodstim60/sweetpotato.jpg', 'key': 'u', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 178, 'loaded': True, 'loadedTime': 124703.60000014305, 'positionName': 'LEFT', 'positionCoords': [409.36, 275], 'bid': 7.3}, {'imgObject': {}, 'id': 'baked potato', 'src': '/static/foodstim60/baked potato.jpg', 'key': 'i', 'origWidth': 409, 'origHeight': 410, 'width': 409, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 178, 'loaded': True, 'loadedTime': 128296.60000014305, 'positionName': 'RIGHT', 'positionCoords': [887.64, 275], 'bid': 9.07}]",573802.2999999523,1669842661973,sweetpotato,baked potato,7.3,9.07,1.7700000000000005,baked potato,i,1108.4000000953674,1111,True,575448.7999999523,1646.5,1669842663620,1647,,1110.8000001907349,HRV,HRV_0299,2022-11-30 21:11:07
179,"[{'imgObject': {}, 'id': 'rigatoni and sauce', 'src': '/static/foodstim60/rigatoni and sauce.jpg', 'key': 'u', 'origWidth': 410, 'origHeight': 411, 'width': 410, 'height': 411, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 179, 'loaded': True, 'loadedTime': 132153, 'positionName': 'LEFT', 'positionCoords': [409.36, 274.5], 'bid': 8.18}, {'imgObject': {}, 'id': 'edamame', 'src': '/static/foodstim60/edamame.jpg', 'key': 'i', 'origWidth': 409, 'origHeight': 410, 'width': 409, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 179, 'loaded': True, 'loadedTime': 125866.79999995232, 'positionName': 'RIGHT', 'positionCoords': [887.64, 275], 'bid': 6.2}]",575449.100000143,1669842663620,rigatoni and sauce,edamame,8.18,6.2,-1.9799999999999995,rigatoni and sauce,u,987.7999999523163,989,True,576940.4000000954,1491.2999999523163,1669842665111,1491,,989.0999999046326,HRV,HRV_0299,2022-11-30 21:11:07
