trialN,stimuli,trialStartTime,trialStartTime_UNIX,stimulus1,stimulus2,stimulus1Bid,stimulus2Bid,delta,selected,rsp,rt,rt_UNIX,receivedResponse,trialEndTime,trialDuration,trialEndTime_UNIX,trialDuration_UNIX,trialEvents,rt_perfnow,exp,subjectId,date
0,"[{'imgObject': {}, 'id': 'raisin bran w milk', 'src': '/static/foodstim60/raisin bran w milk.jpg', 'key': 'u', 'origWidth': 411, 'origHeight': 411, 'width': 411, 'height': 411, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 0, 'loaded': True, 'loadedTime': 123421.70000004768, 'positionName': 'LEFT', 'positionCoords': [408.36, 274.5], 'bid': 4.1}, {'imgObject': {}, 'id': 'salmon', 'src': '/static/foodstim60/salmon.jpg', 'key': 'i', 'origWidth': 410, 'origHeight': 409, 'width': 410, 'height': 409, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 0, 'loaded': True, 'loadedTime': 123684.79999995232, 'positionName': 'RIGHT', 'positionCoords': [887.64, 275.5], 'bid': 0.27}]",136805.5,1669842224977,raisin bran w milk,salmon,4.1,0.27,-3.8299999999999996,NaN,NaN,NaN,NaN,False,140828.70000004768,4023.2000000476837,1669842229000,4023,,,HRV,HRV_0299,2022-11-30 21:11:07
1,"[{'imgObject': {}, 'id': 'bagel plain', 'src': '/static/foodstim60/bagel plain.jpg', 'key': 'u', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 1, 'loaded': True, 'loadedTime': 123787.10000014305, 'positionName': 'LEFT', 'positionCoords': [409.36, 275], 'bid': 6.3100000000000005}, {'imgObject': {}, 'id': 'olives', 'src': '/static/foodstim60/olives.jpg', 'key': 'i', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 1, 'loaded': True, 'loadedTime': 123863, 'positionName': 'RIGHT', 'positionCoords': [887.64, 275], 'bid': 0.1}]",140829.29999995232,1669842229000,bagel plain,olives,6.3100000000000005,0.1,-6.210000000000001,NaN,NaN,NaN,NaN,False,144928.70000004768,4099.400000095367,1669842233100,4100,,,HRV,HRV_0299,2022-11-30 21:11:07
2,"[{'imgObject': {}, 'id': 'mashed potato', 'src': '/static/foodstim60/mashed potato.jpg', 'key': 'u', 'origWidth': 409, 'origHeight': 409, 'width': 409, 'height': 409, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 2, 'loaded': True, 'loadedTime': 123957.5, 'positionName': 'LEFT', 'positionCoords': [410.36, 275.5], 'bid': 8.88}, {'imgObject': {}, 'id': 'grilled chicken strips', 'src': '/static/foodstim60/grilled chicken strips.jpg', 'key': 'i', 'origWidth': 410, 'origHeight': 411, 'width': 410, 'height': 411, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 2, 'loaded': True, 'loadedTime': 124005.40000009537, 'positionName': 'RIGHT', 'positionCoords': [887.64, 274.5], 'bid': 9.71}]",144929.0,1669842233100,mashed potato,grilled chicken strips,8.88,9.71,0.8300000000000001,NaN,NaN,NaN,NaN,False,148954.79999995232,4025.7999999523163,1669842237126,4026,,,HRV,HRV_0299,2022-11-30 21:11:07
3,"[{'imgObject': {}, 'id': 'cocktailshrimp', 'src': '/static/foodstim60/cocktailshrimp.jpg', 'key': 'u', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 3, 'loaded': True, 'loadedTime': 124077.40000009537, 'positionName': 'LEFT', 'positionCoords': [409.36, 275], 'bid': 8.14}, {'imgObject': {}, 'id': 'hotdog w must', 'src': '/static/foodstim60/hotdog w must.jpg', 'key': 'i', 'origWidth': 409, 'origHeight': 409, 'width': 409, 'height': 409, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 3, 'loaded': True, 'loadedTime': 125068.10000014305, 'positionName': 'RIGHT', 'positionCoords': [887.64, 275.5], 'bid': 9.13}]",148955.0,1669842237126,cocktailshrimp,hotdog w must,8.14,9.13,0.9900000000000002,NaN,NaN,NaN,NaN,False,152982.10000014305,4027.100000143051,1669842241153,4027,,,HRV,HRV_0299,2022-11-30 21:11:07
4,"[{'imgObject': {}, 'id': 'raspberries', 'src': '/static/foodstim60/raspberries.jpg', 'key': 'u', 'origWidth': 411, 'origHeight': 411, 'width': 411, 'height': 411, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 4, 'loaded': True, 'loadedTime': 124094.79999995232, 'positionName': 'LEFT', 'positionCoords': [408.36, 274.5], 'bid': 8.55}, {'imgObject': {}, 'id': 'raisin bran w milk', 'src': '/static/foodstim60/raisin bran w milk.jpg', 'key': 'i', 'origWidth': 411, 'origHeight': 411, 'width': 411, 'height': 411, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 4, 'loaded': True, 'loadedTime': 123656.29999995232, 'positionName': 'RIGHT', 'positionCoords': [887.64, 274.5], 'bid': 4.1}]",152982.5,1669842241154,raspberries,raisin bran w milk,8.55,4.1,-4.450000000000001,NaN,NaN,NaN,NaN,False,241142.20000004768,88159.70000004768,1669842329314,88160,,,HRV,HRV_0299,2022-11-30 21:11:07
5,"[{'imgObject': {}, 'id': 'cantaloupe', 'src': '/static/foodstim60/cantaloupe.jpg', 'key': 'u', 'origWidth': 409, 'origHeight': 409, 'width': 409, 'height': 409, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 5, 'loaded': True, 'loadedTime': 124128.79999995232, 'positionName': 'LEFT', 'positionCoords': [410.36, 275.5], 'bid': 5.87}, {'imgObject': {}, 'id': 'eggs', 'src': '/static/foodstim60/eggs.jpg', 'key': 'i', 'origWidth': 409, 'origHeight': 409, 'width': 409, 'height': 409, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 5, 'loaded': True, 'loadedTime': 124183.29999995232, 'positionName': 'RIGHT', 'positionCoords': [887.64, 275.5], 'bid': 1.5}]",241142.79999995232,1669842329314,cantaloupe,eggs,5.87,1.5,-4.37,NaN,NaN,NaN,NaN,False,245519.90000009537,4377.100000143051,1669842333691,4377,"[{'event': 'onblur', 'details': 'out of focus', 'performance time': 243681.90000009537, 'date time': 1669842331854}, {'event': 'fullscreenchange', 'details': 'fullscreenexit', 'performance time': 243747.20000004768, 'date time': 1669842331919}, {'event': 'onfocus', 'details': 'in focus', 'performance time': 244077.5, 'date time': 1669842332249}]",,HRV,HRV_0299,2022-11-30 21:11:07
6,"[{'imgObject': {}, 'id': 'olives', 'src': '/static/foodstim60/olives.jpg', 'key': 'u', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 6, 'loaded': True, 'loadedTime': 245627.10000014305, 'positionName': 'LEFT', 'positionCoords': [409.36, 180.5], 'bid': 0.1}, {'imgObject': {}, 'id': 'froot loops w milk', 'src': '/static/foodstim60/froot loops w milk.jpg', 'key': 'i', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 6, 'loaded': True, 'loadedTime': 245660.79999995232, 'positionName': 'RIGHT', 'positionCoords': [887.64, 180.5], 'bid': 1.06}]",245520.5,1669842333692,olives,froot loops w milk,0.1,1.06,0.9600000000000001,froot loops w milk,i,1188.9000000953674,1252,True,247284.5,1764.0,1669842335456,1764,,1251.9000000953674,HRV,HRV_0299,2022-11-30 21:11:07
7,"[{'imgObject': {}, 'id': 'raspberries', 'src': '/static/foodstim60/raspberries.jpg', 'key': 'u', 'origWidth': 411, 'origHeight': 411, 'width': 411, 'height': 411, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 7, 'loaded': True, 'loadedTime': 247287.79999995232, 'positionName': 'LEFT', 'positionCoords': [408.36, 180], 'bid': 8.55}, {'imgObject': {}, 'id': 'blueberries', 'src': '/static/foodstim60/blueberries.jpg', 'key': 'i', 'origWidth': 411, 'origHeight': 411, 'width': 411, 'height': 411, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 7, 'loaded': True, 'loadedTime': 247291, 'positionName': 'RIGHT', 'positionCoords': [887.64, 180], 'bid': 8.23}]",247285.20000004768,1669842335457,raspberries,blueberries,8.55,8.23,-0.3200000000000003,blueberries,i,844.5,854,True,248659.79999995232,1374.5999999046326,1669842336832,1375,,854.5999999046326,HRV,HRV_0299,2022-11-30 21:11:07
8,"[{'imgObject': {}, 'id': 'froot loops w milk', 'src': '/static/foodstim60/froot loops w milk.jpg', 'key': 'u', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 8, 'loaded': True, 'loadedTime': 248670.60000014305, 'positionName': 'LEFT', 'positionCoords': [409.36, 180.5], 'bid': 1.06}, {'imgObject': {}, 'id': 'sweetpotato', 'src': '/static/foodstim60/sweetpotato.jpg', 'key': 'i', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 8, 'loaded': True, 'loadedTime': 248671.60000014305, 'positionName': 'RIGHT', 'positionCoords': [887.64, 180.5], 'bid': 7.3}]",248664.40000009537,1669842336836,froot loops w milk,sweetpotato,1.06,7.3,6.24,sweetpotato,i,1060.7999999523163,1062,True,250240.79999995232,1576.3999998569489,1669842338412,1576,,1061.7000000476837,HRV,HRV_0299,2022-11-30 21:11:07
9,"[{'imgObject': {}, 'id': 'avocado', 'src': '/static/foodstim60/avocado.jpg', 'key': 'u', 'origWidth': 409, 'origHeight': 409, 'width': 409, 'height': 409, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 9, 'loaded': True, 'loadedTime': 250244.20000004768, 'positionName': 'LEFT', 'positionCoords': [410.36, 181], 'bid': 4.6000000000000005}, {'imgObject': {}, 'id': 'Grapes', 'src': '/static/foodstim60/Grapes.jpg', 'key': 'i', 'origWidth': 411, 'origHeight': 411, 'width': 411, 'height': 411, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 9, 'loaded': True, 'loadedTime': 250247, 'positionName': 'RIGHT', 'positionCoords': [887.64, 180], 'bid': 4.5}]",250241.60000014305,1669842338413,avocado,Grapes,4.6000000000000005,4.5,-0.10000000000000053,Grapes,i,2067.5999999046326,2069,True,252813.60000014305,2572.0,1669842340985,2572,,2068.399999856949,HRV,HRV_0299,2022-11-30 21:11:07
10,"[{'imgObject': {}, 'id': 'omelette', 'src': '/static/foodstim60/omelette.jpg', 'key': 'u', 'origWidth': 410, 'origHeight': 409, 'width': 410, 'height': 409, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 10, 'loaded': True, 'loadedTime': 252819, 'positionName': 'LEFT', 'positionCoords': [409.36, 181], 'bid': 6.51}, {'imgObject': {}, 'id': 'bagel plain', 'src': '/static/foodstim60/bagel plain.jpg', 'key': 'i', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 10, 'loaded': True, 'loadedTime': 252821.20000004768, 'positionName': 'RIGHT', 'positionCoords': [887.64, 180.5], 'bid': 6.3100000000000005}]",252814.20000004768,1669842340986,omelette,bagel plain,6.51,6.3100000000000005,-0.1999999999999993,bagel plain,i,943.5,944,True,254267.29999995232,1453.0999999046326,1669842342439,1453,,944.0999999046326,HRV,HRV_0299,2022-11-30 21:11:07
11,"[{'imgObject': {}, 'id': 'ice cream sundae 002', 'src': '/static/foodstim60/ice cream sundae 002.jpg', 'key': 'u', 'origWidth': 409, 'origHeight': 409, 'width': 409, 'height': 409, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 11, 'loaded': True, 'loadedTime': 254271.90000009537, 'positionName': 'LEFT', 'positionCoords': [410.36, 181], 'bid': 5.89}, {'imgObject': {}, 'id': 'banana', 'src': '/static/foodstim60/banana.jpg', 'key': 'i', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 11, 'loaded': True, 'loadedTime': 254273.79999995232, 'positionName': 'RIGHT', 'positionCoords': [887.64, 180.5], 'bid': 6.5}]",254267.90000009537,1669842342439,ice cream sundae 002,banana,5.89,6.5,0.6100000000000003,banana,i,978.2000000476837,981,True,255754.60000014305,1486.7000000476837,1669842343926,1487,,980.2000000476837,HRV,HRV_0299,2022-11-30 21:11:07
12,"[{'imgObject': {}, 'id': 'turkey sandwich', 'src': '/static/foodstim60/turkey sandwich.jpg', 'key': 'u', 'origWidth': 409, 'origHeight': 409, 'width': 409, 'height': 409, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 12, 'loaded': True, 'loadedTime': 255764.10000014305, 'positionName': 'LEFT', 'positionCoords': [410.36, 181], 'bid': 7.48}, {'imgObject': {}, 'id': 'hotdog w must', 'src': '/static/foodstim60/hotdog w must.jpg', 'key': 'i', 'origWidth': 409, 'origHeight': 409, 'width': 409, 'height': 409, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 12, 'loaded': True, 'loadedTime': 255768.40000009537, 'positionName': 'RIGHT', 'positionCoords': [887.64, 181], 'bid': 9.13}]",255755.20000004768,1669842343927,turkey sandwich,hotdog w must,7.48,9.13,1.6500000000000004,turkey sandwich,u,1166.5999999046326,1168,True,257436.70000004768,1681.5,1669842345608,1681,,1167.9000000953674,HRV,HRV_0299,2022-11-30 21:11:07
13,"[{'imgObject': {}, 'id': 'strawberries', 'src': '/static/foodstim60/strawberries.jpg', 'key': 'u', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 13, 'loaded': True, 'loadedTime': 257441.20000004768, 'positionName': 'LEFT', 'positionCoords': [409.36, 180.5], 'bid': 8.43}, {'imgObject': {}, 'id': 'Tribe humus pita', 'src': '/static/foodstim60/Tribe humus pita.jpg', 'key': 'i', 'origWidth': 411, 'origHeight': 411, 'width': 411, 'height': 411, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 13, 'loaded': True, 'loadedTime': 257444, 'positionName': 'RIGHT', 'positionCoords': [887.64, 180], 'bid': 3.75}]",257437.40000009537,1669842345609,strawberries,Tribe humus pita,8.43,3.75,-4.68,strawberries,u,1081,1082,True,259037.20000004768,1599.7999999523163,1669842347209,1600,,1082.3999998569489,HRV,HRV_0299,2022-11-30 21:11:07
14,"[{'imgObject': {}, 'id': 'blueberries', 'src': '/static/foodstim60/blueberries.jpg', 'key': 'u', 'origWidth': 411, 'origHeight': 411, 'width': 411, 'height': 411, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 14, 'loaded': True, 'loadedTime': 259046.20000004768, 'positionName': 'LEFT', 'positionCoords': [408.36, 180], 'bid': 8.23}, {'imgObject': {}, 'id': 'grilled chicken strips', 'src': '/static/foodstim60/grilled chicken strips.jpg', 'key': 'i', 'origWidth': 410, 'origHeight': 411, 'width': 410, 'height': 411, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 14, 'loaded': True, 'loadedTime': 259047.90000009537, 'positionName': 'RIGHT', 'positionCoords': [887.64, 180], 'bid': 9.71}]",259038.20000004768,1669842347210,blueberries,grilled chicken strips,8.23,9.71,1.4800000000000004,grilled chicken strips,i,1292.0999999046326,1292,True,260846.70000004768,1808.5,1669842349018,1808,,1292.5999999046326,HRV,HRV_0299,2022-11-30 21:11:07
15,"[{'imgObject': {}, 'id': 'grilled chicken strips', 'src': '/static/foodstim60/grilled chicken strips.jpg', 'key': 'u', 'origWidth': 410, 'origHeight': 411, 'width': 410, 'height': 411, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 15, 'loaded': True, 'loadedTime': 260850, 'positionName': 'LEFT', 'positionCoords': [409.36, 180], 'bid': 9.71}, {'imgObject': {}, 'id': 'mac & cheese', 'src': '/static/foodstim60/mac & cheese.jpg', 'key': 'i', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 15, 'loaded': True, 'loadedTime': 260852.70000004768, 'positionName': 'RIGHT', 'positionCoords': [887.64, 180.5], 'bid': 7.84}]",260847.5,1669842349019,grilled chicken strips,mac & cheese,9.71,7.84,-1.870000000000001,grilled chicken strips,u,2861.5,2864,True,264223.0,3375.5,1669842352395,3376,,2863.7999999523163,HRV,HRV_0299,2022-11-30 21:11:07
16,"[{'imgObject': {}, 'id': 'hotdog w must', 'src': '/static/foodstim60/hotdog w must.jpg', 'key': 'u', 'origWidth': 409, 'origHeight': 409, 'width': 409, 'height': 409, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 16, 'loaded': True, 'loadedTime': 264246.40000009537, 'positionName': 'LEFT', 'positionCoords': [410.36, 181], 'bid': 9.13}, {'imgObject': {}, 'id': 'strawberries', 'src': '/static/foodstim60/strawberries.jpg', 'key': 'i', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 16, 'loaded': True, 'loadedTime': 264250.2999999523, 'positionName': 'RIGHT', 'positionCoords': [887.64, 180.5], 'bid': 8.43}]",264234.7999999523,1669842352406,hotdog w must,strawberries,9.13,8.43,-0.7000000000000011,strawberries,i,1298.1000001430511,1300,True,266040.2000000477,1805.4000000953674,1669842354212,1806,,1299.6000001430511,HRV,HRV_0299,2022-11-30 21:11:07
17,"[{'imgObject': {}, 'id': 'Grapes', 'src': '/static/foodstim60/Grapes.jpg', 'key': 'u', 'origWidth': 411, 'origHeight': 411, 'width': 411, 'height': 411, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 17, 'loaded': True, 'loadedTime': 266044.7999999523, 'positionName': 'LEFT', 'positionCoords': [408.36, 180], 'bid': 4.5}, {'imgObject': {}, 'id': 'bagel and cc', 'src': '/static/foodstim60/bagel and cc.jpg', 'key': 'i', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 17, 'loaded': True, 'loadedTime': 266053.7999999523, 'positionName': 'RIGHT', 'positionCoords': [887.64, 180.5], 'bid': 6.22}]",266041.7000000477,1669842354213,Grapes,bagel and cc,4.5,6.22,1.7199999999999998,bagel and cc,i,110,637,True,267197.7999999523,1156.0999999046326,1669842355369,1156,,636.5999999046326,HRV,HRV_0299,2022-11-30 21:11:07
18,"[{'imgObject': {}, 'id': 'froot loops w milk', 'src': '/static/foodstim60/froot loops w milk.jpg', 'key': 'u', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 18, 'loaded': True, 'loadedTime': 267213.7999999523, 'positionName': 'LEFT', 'positionCoords': [409.36, 180.5], 'bid': 1.06}, {'imgObject': {}, 'id': 'Tribe humus pita', 'src': '/static/foodstim60/Tribe humus pita.jpg', 'key': 'i', 'origWidth': 411, 'origHeight': 411, 'width': 411, 'height': 411, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 18, 'loaded': True, 'loadedTime': 267234.7999999523, 'positionName': 'RIGHT', 'positionCoords': [887.64, 180], 'bid': 3.75}]",267198.40000009537,1669842355370,froot loops w milk,Tribe humus pita,1.06,3.75,2.69,Tribe humus pita,i,653.5999999046326,655,True,268366.5,1168.0999999046326,1669842356538,1168,,655.0999999046326,HRV,HRV_0299,2022-11-30 21:11:07
19,"[{'imgObject': {}, 'id': 'cherry tomato', 'src': '/static/foodstim60/cherry tomato.jpg', 'key': 'u', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 19, 'loaded': True, 'loadedTime': 268552.7000000477, 'positionName': 'LEFT', 'positionCoords': [409.36, 180.5], 'bid': 4.37}, {'imgObject': {}, 'id': 'edamame', 'src': '/static/foodstim60/edamame.jpg', 'key': 'i', 'origWidth': 409, 'origHeight': 410, 'width': 409, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 19, 'loaded': True, 'loadedTime': 268555.2999999523, 'positionName': 'RIGHT', 'positionCoords': [887.64, 180.5], 'bid': 6.2}]",268387.90000009537,1669842356559,cherry tomato,edamame,4.37,6.2,1.83,edamame,i,1481.0999999046326,1482,True,270388.2999999523,2000.3999998569489,1669842358560,2001,,1481.7000000476837,HRV,HRV_0299,2022-11-30 21:11:07
20,"[{'imgObject': {}, 'id': 'hotdog w must', 'src': '/static/foodstim60/hotdog w must.jpg', 'key': 'u', 'origWidth': 409, 'origHeight': 409, 'width': 409, 'height': 409, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 20, 'loaded': True, 'loadedTime': 270390.60000014305, 'positionName': 'LEFT', 'positionCoords': [410.36, 181], 'bid': 9.13}, {'imgObject': {}, 'id': 'baked potato', 'src': '/static/foodstim60/baked potato.jpg', 'key': 'i', 'origWidth': 409, 'origHeight': 410, 'width': 409, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 20, 'loaded': True, 'loadedTime': 270408.5, 'positionName': 'RIGHT', 'positionCoords': [887.64, 180.5], 'bid': 9.07}]",270389.10000014305,1669842358561,hotdog w must,baked potato,9.13,9.07,-0.0600000000000005,baked potato,i,1373.3999998569489,1374,True,272345.2999999523,1956.1999998092651,1669842360517,1956,,1374.3999998569489,HRV,HRV_0299,2022-11-30 21:11:07
21,"[{'imgObject': {}, 'id': 'omelette', 'src': '/static/foodstim60/omelette.jpg', 'key': 'u', 'origWidth': 410, 'origHeight': 409, 'width': 410, 'height': 409, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 21, 'loaded': True, 'loadedTime': 272347, 'positionName': 'LEFT', 'positionCoords': [409.36, 181], 'bid': 6.51}, {'imgObject': {}, 'id': 'banana', 'src': '/static/foodstim60/banana.jpg', 'key': 'i', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 21, 'loaded': True, 'loadedTime': 272348.40000009537, 'positionName': 'RIGHT', 'positionCoords': [887.64, 180.5], 'bid': 6.5}]",272345.90000009537,1669842360517,omelette,banana,6.51,6.5,-0.009999999999999787,NaN,NaN,NaN,NaN,False,280049.60000014305,7703.700000047684,1669842368221,7704,,7186.399999856949,HRV,HRV_0299,2022-11-30 21:11:07
22,"[{'imgObject': {}, 'id': 'bagel plain', 'src': '/static/foodstim60/bagel plain.jpg', 'key': 'u', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 22, 'loaded': True, 'loadedTime': 280052.5, 'positionName': 'LEFT', 'positionCoords': [409.36, 180.5], 'bid': 6.3100000000000005}, {'imgObject': {}, 'id': 'bagel and cc', 'src': '/static/foodstim60/bagel and cc.jpg', 'key': 'i', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 22, 'loaded': True, 'loadedTime': 280057.5, 'positionName': 'RIGHT', 'positionCoords': [887.64, 180.5], 'bid': 6.22}]",280050.2000000477,1669842368222,bagel plain,bagel and cc,6.3100000000000005,6.22,-0.09000000000000075,bagel and cc,i,2162.7999999523163,2164,True,282722.90000009537,2672.7000000476837,1669842370894,2672,,2164.2000000476837,HRV,HRV_0299,2022-11-30 21:11:07
23,"[{'imgObject': {}, 'id': 'ice cream sundae 002', 'src': '/static/foodstim60/ice cream sundae 002.jpg', 'key': 'u', 'origWidth': 409, 'origHeight': 409, 'width': 409, 'height': 409, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 23, 'loaded': True, 'loadedTime': 282725.60000014305, 'positionName': 'LEFT', 'positionCoords': [410.36, 181], 'bid': 5.89}, {'imgObject': {}, 'id': 'fruitsalad', 'src': '/static/foodstim60/fruitsalad.jpg', 'key': 'i', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 23, 'loaded': True, 'loadedTime': 282728.5, 'positionName': 'RIGHT', 'positionCoords': [887.64, 180.5], 'bid': 5.93}]",282723.5,1669842370895,ice cream sundae 002,fruitsalad,5.89,5.93,0.040000000000000036,fruitsalad,i,1211.2999999523163,1213,True,284478.7000000477,1755.2000000476837,1669842372650,1755,,1212.7999999523163,HRV,HRV_0299,2022-11-30 21:11:07
24,"[{'imgObject': {}, 'id': 'raisin bran w milk', 'src': '/static/foodstim60/raisin bran w milk.jpg', 'key': 'u', 'origWidth': 411, 'origHeight': 411, 'width': 411, 'height': 411, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 24, 'loaded': True, 'loadedTime': 284565.7999999523, 'positionName': 'LEFT', 'positionCoords': [408.36, 180], 'bid': 4.1}, {'imgObject': {}, 'id': 'orange slices', 'src': '/static/foodstim60/orange slices.jpg', 'key': 'i', 'origWidth': 409, 'origHeight': 410, 'width': 409, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 24, 'loaded': True, 'loadedTime': 284591.5, 'positionName': 'RIGHT', 'positionCoords': [887.64, 180.5], 'bid': 6.2}]",284479.40000009537,1669842372651,raisin bran w milk,orange slices,4.1,6.2,2.1000000000000005,raisin bran w milk,u,1694.7999999523163,1695,True,286679.7999999523,2200.399999856949,1669842374851,2200,,1695.2999999523163,HRV,HRV_0299,2022-11-30 21:11:07
25,"[{'imgObject': {}, 'id': 'cantaloupe', 'src': '/static/foodstim60/cantaloupe.jpg', 'key': 'u', 'origWidth': 409, 'origHeight': 409, 'width': 409, 'height': 409, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 25, 'loaded': True, 'loadedTime': 286694.60000014305, 'positionName': 'LEFT', 'positionCoords': [410.36, 181], 'bid': 5.87}, {'imgObject': {}, 'id': 'burger', 'src': '/static/foodstim60/burger.jpg', 'key': 'i', 'origWidth': 409, 'origHeight': 409, 'width': 409, 'height': 409, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 25, 'loaded': True, 'loadedTime': 286731.90000009537, 'positionName': 'RIGHT', 'positionCoords': [887.64, 181], 'bid': 9.46}]",286680.40000009537,1669842374852,cantaloupe,burger,5.87,9.46,3.5900000000000007,burger,i,1043.7000000476837,1044,True,288236.2000000477,1555.7999999523163,1669842376408,1556,,1044.2000000476837,HRV,HRV_0299,2022-11-30 21:11:07
26,"[{'imgObject': {}, 'id': 'avocado', 'src': '/static/foodstim60/avocado.jpg', 'key': 'u', 'origWidth': 409, 'origHeight': 409, 'width': 409, 'height': 409, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 26, 'loaded': True, 'loadedTime': 288240.2999999523, 'positionName': 'LEFT', 'positionCoords': [410.36, 181], 'bid': 4.6000000000000005}, {'imgObject': {}, 'id': 'mango', 'src': '/static/foodstim60/mango.jpg', 'key': 'i', 'origWidth': 411, 'origHeight': 411, 'width': 411, 'height': 411, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 26, 'loaded': True, 'loadedTime': 288242.2000000477, 'positionName': 'RIGHT', 'positionCoords': [887.64, 180], 'bid': 3.64}]",288236.7999999523,1669842376408,avocado,mango,4.6000000000000005,3.64,-0.9600000000000004,mango,i,1437,1439,True,290180.2000000477,1943.4000000953674,1669842378352,1944,,1438.3000001907349,HRV,HRV_0299,2022-11-30 21:11:07
