trialN,stimuli,question,trialStartTime,trialStartTime_UNIX,stimulus1,trialEvents,rt,receivedResponse,rating,trialEndTime,trialDuration,stimulus1Loaded,exp,subjectId,date
0,"[{'imgObject': {}, 'id': 'turkeysandwich', 'src': '/static/foodstim60/turkeysandwich.jpg', 'key': 'NaN', 'origWidth': 409, 'origHeight': 409, 'width': 409, 'height': 409, 'widthPercent': 0.8, 'rescaleHeight': True, 'trialN': 0, 'loaded': True, 'loadedTime': 2834.2999999970198, 'positionName': 'CENTER', 'positionCoords': [563.5, 227.5]}]",Rate how much you want to eat this food from 0 (least) to 10 (most).,2839.5999999940395,1669837652098,turkeysandwich,"[{'event': 'fullscreenchange', 'details': 'fullscreenexit', 'performance time': 3182.3999999910593, 'date time': 1669837652441}]",1712.9000000059605,True,8.07,4552.5,1712.9000000059605,True,HRV,HRV_0272,2022-11-30 19:48:14
1,"[{'imgObject': {}, 'id': 'mango', 'src': '/static/foodstim60/mango.jpg', 'key': 'NaN', 'origWidth': 411, 'origHeight': 411, 'width': 411, 'height': 411, 'widthPercent': 0.8, 'rescaleHeight': True, 'trialN': 1, 'loaded': True, 'loadedTime': 4556.20000000298, 'positionName': 'CENTER', 'positionCoords': [562.5, 155.5]}]",Rate how much you want to eat this food from 0 (least) to 10 (most).,4553.5999999940395,1669837653812,mango,,676.9000000059605,True,7.94,5230.5,676.9000000059605,True,HRV,HRV_0272,2022-11-30 19:48:14
2,"[{'imgObject': {}, 'id': 'cheerios', 'src': '/static/foodstim60/cheerios.jpg', 'key': 'NaN', 'origWidth': 409, 'origHeight': 410, 'width': 409, 'height': 410, 'widthPercent': 0.8, 'rescaleHeight': True, 'trialN': 2, 'loaded': True, 'loadedTime': 5234.79999999702, 'positionName': 'CENTER', 'positionCoords': [563.5, 156]}]",Rate how much you want to eat this food from 0 (least) to 10 (most).,5232.20000000298,1669837654490,cheerios,,478.29999999701977,True,8.0,5710.5,478.29999999701977,True,HRV,HRV_0272,2022-11-30 19:48:14
3,"[{'imgObject': {}, 'id': 'blueberries', 'src': '/static/foodstim60/blueberries.jpg', 'key': 'NaN', 'origWidth': 411, 'origHeight': 411, 'width': 411, 'height': 411, 'widthPercent': 0.8, 'rescaleHeight': True, 'trialN': 3, 'loaded': True, 'loadedTime': 5714.29999999702, 'positionName': 'CENTER', 'positionCoords': [562.5, 155.5]}]",Rate how much you want to eat this food from 0 (least) to 10 (most).,5711.5999999940395,1669837654970,blueberries,,336.90000000596046,True,8.02,6048.5,336.90000000596046,True,HRV,HRV_0272,2022-11-30 19:48:14
4,"[{'imgObject': {}, 'id': 'granola w milk', 'src': '/static/foodstim60/granola w milk.jpg', 'key': 'NaN', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.8, 'rescaleHeight': True, 'trialN': 4, 'loaded': True, 'loadedTime': 6052.0999999940395, 'positionName': 'CENTER', 'positionCoords': [563, 156]}]",Rate how much you want to eat this food from 0 (least) to 10 (most).,6049.399999991059,1669837655308,granola w milk,,1343.0,True,7.5,7392.399999991059,1343.0,True,HRV,HRV_0272,2022-11-30 19:48:14
5,"[{'imgObject': {}, 'id': 'fruitsalad', 'src': '/static/foodstim60/fruitsalad.jpg', 'key': 'NaN', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.8, 'rescaleHeight': True, 'trialN': 5, 'loaded': True, 'loadedTime': 7396, 'positionName': 'CENTER', 'positionCoords': [563, 156]}]",Rate how much you want to eat this food from 0 (least) to 10 (most).,7393.29999999702,1669837656651,fruitsalad,,457.09999999403954,True,9.36,7850.399999991059,457.09999999403954,True,HRV,HRV_0272,2022-11-30 19:48:14
6,"[{'imgObject': {}, 'id': 'blackbeanswithrice', 'src': '/static/foodstim60/blackbeanswithrice.jpg', 'key': 'NaN', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.8, 'rescaleHeight': True, 'trialN': 6, 'loaded': True, 'loadedTime': 7854.29999999702, 'positionName': 'CENTER', 'positionCoords': [563, 156]}]",Rate how much you want to eat this food from 0 (least) to 10 (most).,7851.5,1669837657110,blackbeanswithrice,,775.0,True,7.86,8626.5,775.0,True,HRV,HRV_0272,2022-11-30 19:48:14
7,"[{'imgObject': {}, 'id': 'burger', 'src': '/static/foodstim60/burger.jpg', 'key': 'NaN', 'origWidth': 409, 'origHeight': 409, 'width': 409, 'height': 409, 'widthPercent': 0.8, 'rescaleHeight': True, 'trialN': 7, 'loaded': True, 'loadedTime': 8630.20000000298, 'positionName': 'CENTER', 'positionCoords': [563.5, 156.5]}]",Rate how much you want to eat this food from 0 (least) to 10 (most).,8627.5,1669837657886,burger,,419.0,True,8.98,9046.5,419.0,True,HRV,HRV_0272,2022-11-30 19:48:14
8,"[{'imgObject': {}, 'id': 'sushi w_condiments', 'src': '/static/foodstim60/sushi w_condiments.jpg', 'key': 'NaN', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.8, 'rescaleHeight': True, 'trialN': 8, 'loaded': True, 'loadedTime': 9050.20000000298, 'positionName': 'CENTER', 'positionCoords': [563, 156]}]",Rate how much you want to eat this food from 0 (least) to 10 (most).,9047.39999999106,1669837658306,sushi w_condiments,,499.1000000089407,True,7.96,9546.5,499.1000000089407,True,HRV,HRV_0272,2022-11-30 19:48:14
9,"[{'imgObject': {}, 'id': 'sweetpotato', 'src': '/static/foodstim60/sweetpotato.jpg', 'key': 'NaN', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.8, 'rescaleHeight': True, 'trialN': 9, 'loaded': True, 'loadedTime': 9550.5, 'positionName': 'CENTER', 'positionCoords': [563, 156]}]",Rate how much you want to eat this food from 0 (least) to 10 (most).,9547.5,1669837658806,sweetpotato,,794.8999999910593,True,8.41,10342.39999999106,794.8999999910593,True,HRV,HRV_0272,2022-11-30 19:48:14
10,"[{'imgObject': {}, 'id': 'cocktailshrimp', 'src': '/static/foodstim60/cocktailshrimp.jpg', 'key': 'NaN', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.8, 'rescaleHeight': True, 'trialN': 10, 'loaded': True, 'loadedTime': 10346.20000000298, 'positionName': 'CENTER', 'positionCoords': [563, 156]}]",Rate how much you want to eat this food from 0 (least) to 10 (most).,10343.5,1669837659602,cocktailshrimp,,767.0,True,9.24,11110.5,767.0,True,HRV,HRV_0272,2022-11-30 19:48:14
11,"[{'imgObject': {}, 'id': 'tacos', 'src': '/static/foodstim60/tacos.jpg', 'key': 'NaN', 'origWidth': 411, 'origHeight': 411, 'width': 411, 'height': 411, 'widthPercent': 0.8, 'rescaleHeight': True, 'trialN': 11, 'loaded': True, 'loadedTime': 11114.39999999106, 'positionName': 'CENTER', 'positionCoords': [562.5, 155.5]}]",Rate how much you want to eat this food from 0 (least) to 10 (most).,11111.70000000298,1669837660370,tacos,,664.7999999970198,True,8.22,11776.5,664.7999999970198,True,HRV,HRV_0272,2022-11-30 19:48:14
12,"[{'imgObject': {}, 'id': 'rigatoni and sauce', 'src': '/static/foodstim60/rigatoni and sauce.jpg', 'key': 'NaN', 'origWidth': 410, 'origHeight': 411, 'width': 410, 'height': 411, 'widthPercent': 0.8, 'rescaleHeight': True, 'trialN': 12, 'loaded': True, 'loadedTime': 11780.20000000298, 'positionName': 'CENTER', 'positionCoords': [563, 155.5]}]",Rate how much you want to eat this food from 0 (least) to 10 (most).,11777.5,1669837661036,rigatoni and sauce,,481.09999999403954,True,9.28,12258.59999999404,481.09999999403954,True,HRV,HRV_0272,2022-11-30 19:48:14
