trialN,stimuli,trialStartTime,trialStartTime_UNIX,stimulus1,stimulus2,stimulus1Bid,stimulus2Bid,delta,trialEvents,selected,rt,rt_UNIX,rt_perfnow,receivedResponse,rsp,trialEndTime,trialDuration,trialEndTime_UNIX,trialDuration_UNIX,exp,subjectId,date
27,"[{'imgObject': {}, 'id': 'cocktailshrimp', 'src': '/static/foodstim60/cocktailshrimp.jpg', 'key': 'u', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 27, 'loaded': True, 'loadedTime': 27199.79999999702, 'positionName': 'LEFT', 'positionCoords': [327.28, 156], 'bid': 9.24}, {'imgObject': {}, 'id': 'avocado', 'src': '/static/foodstim60/avocado.jpg', 'key': 'i', 'origWidth': 409, 'origHeight': 409, 'width': 409, 'height': 409, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 27, 'loaded': True, 'loadedTime': 27200.19999998808, 'positionName': 'RIGHT', 'positionCoords': [798.72, 156.5], 'bid': 8.84}]",27198.0,1669837762306,cocktailshrimp,avocado,9.24,8.84,-0.40000000000000036,,avocado,138.29999999701977,138,138.79999999701977,True,i,27857.59999999404,659.5999999940395,1669837762965,659,HRV,HRV_0272,2022-11-30 19:51:52
28,"[{'imgObject': {}, 'id': 'hashbrowns', 'src': '/static/foodstim60/hashbrowns.jpg', 'key': 'u', 'origWidth': 411, 'origHeight': 410, 'width': 411, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 28, 'loaded': True, 'loadedTime': 27859.79999999702, 'positionName': 'LEFT', 'positionCoords': [326.28, 156], 'bid': 7.09}, {'imgObject': {}, 'id': 'roastedpotatoes', 'src': '/static/foodstim60/roastedpotatoes.jpg', 'key': 'i', 'origWidth': 409, 'origHeight': 410, 'width': 409, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 28, 'loaded': True, 'loadedTime': 27860.19999998808, 'positionName': 'RIGHT', 'positionCoords': [798.72, 156], 'bid': 8.540000000000001}]",27858.0,1669837762966,hashbrowns,roastedpotatoes,7.09,8.540000000000001,1.450000000000001,,hashbrowns,266,266,266.3999999910593,True,u,28647.5,789.5,1669837763755,789,HRV,HRV_0272,2022-11-30 19:51:52
29,"[{'imgObject': {}, 'id': 'burger', 'src': '/static/foodstim60/burger.jpg', 'key': 'u', 'origWidth': 409, 'origHeight': 409, 'width': 409, 'height': 409, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 29, 'loaded': True, 'loadedTime': 28649.89999999106, 'positionName': 'LEFT', 'positionCoords': [328.28, 156.5], 'bid': 8.98}, {'imgObject': {}, 'id': 'roastedpotatoes', 'src': '/static/foodstim60/roastedpotatoes.jpg', 'key': 'i', 'origWidth': 409, 'origHeight': 410, 'width': 409, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 29, 'loaded': True, 'loadedTime': 28650.19999998808, 'positionName': 'RIGHT', 'positionCoords': [798.72, 156], 'bid': 8.540000000000001}]",28648.0,1669837763756,burger,roastedpotatoes,8.98,8.540000000000001,-0.4399999999999995,,roastedpotatoes,338.3999999910593,339,338.8999999910593,True,i,29493.19999998808,845.1999999880791,1669837764601,845,HRV,HRV_0272,2022-11-30 19:51:52
30,"[{'imgObject': {}, 'id': 'mac & cheese', 'src': '/static/foodstim60/mac & cheese.jpg', 'key': 'u', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 30, 'loaded': True, 'loadedTime': 29495.5, 'positionName': 'LEFT', 'positionCoords': [327.28, 156], 'bid': 8.65}, {'imgObject': {}, 'id': 'froot loops w milk', 'src': '/static/foodstim60/froot loops w milk.jpg', 'key': 'i', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 30, 'loaded': True, 'loadedTime': 29495.79999999702, 'positionName': 'RIGHT', 'positionCoords': [798.72, 156], 'bid': 9.2}]",29493.79999999702,1669837764601,mac & cheese,froot loops w milk,8.65,9.2,0.5499999999999989,,mac & cheese,413.29999999701977,414,413.8999999910593,True,u,30417.09999999404,923.2999999970198,1669837765525,924,HRV,HRV_0272,2022-11-30 19:51:52
31,"[{'imgObject': {}, 'id': 'turkeysandwich', 'src': '/static/foodstim60/turkeysandwich.jpg', 'key': 'u', 'origWidth': 409, 'origHeight': 409, 'width': 409, 'height': 409, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 31, 'loaded': True, 'loadedTime': 30419.39999999106, 'positionName': 'LEFT', 'positionCoords': [328.28, 156.5], 'bid': 8.07}, {'imgObject': {}, 'id': 'roastedpotatoes', 'src': '/static/foodstim60/roastedpotatoes.jpg', 'key': 'i', 'origWidth': 409, 'origHeight': 410, 'width': 409, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 31, 'loaded': True, 'loadedTime': 30420.5, 'positionName': 'RIGHT', 'positionCoords': [798.72, 156], 'bid': 8.540000000000001}]",30417.69999998808,1669837765525,turkeysandwich,roastedpotatoes,8.07,8.540000000000001,0.47000000000000064,,roastedpotatoes,371.5,373,372.5,True,i,31296.09999999404,878.4000000059605,1669837766404,879,HRV,HRV_0272,2022-11-30 19:51:52
32,"[{'imgObject': {}, 'id': 'raisin bran w milk', 'src': '/static/foodstim60/raisin bran w milk.jpg', 'key': 'u', 'origWidth': 411, 'origHeight': 411, 'width': 411, 'height': 411, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 32, 'loaded': True, 'loadedTime': 31299.79999999702, 'positionName': 'LEFT', 'positionCoords': [326.28, 155.5], 'bid': 7.3}, {'imgObject': {}, 'id': 'seaweed', 'src': '/static/foodstim60/seaweed.jpg', 'key': 'i', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 32, 'loaded': True, 'loadedTime': 31300.29999999702, 'positionName': 'RIGHT', 'positionCoords': [798.72, 156], 'bid': 7.17}]",31297.5,1669837766405,raisin bran w milk,seaweed,7.3,7.17,-0.1299999999999999,,seaweed,529.6999999880791,530,530.0999999940395,True,i,32337.0,1039.5,1669837767445,1040,HRV,HRV_0272,2022-11-30 19:51:52
33,"[{'imgObject': {}, 'id': 'apple slices', 'src': '/static/foodstim60/apple slices.jpg', 'key': 'u', 'origWidth': 409, 'origHeight': 410, 'width': 409, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 33, 'loaded': True, 'loadedTime': 32339.79999999702, 'positionName': 'LEFT', 'positionCoords': [328.28, 156], 'bid': 8.69}, {'imgObject': {}, 'id': 'veggieswithdip', 'src': '/static/foodstim60/veggieswithdip.jpg', 'key': 'i', 'origWidth': 409, 'origHeight': 409, 'width': 409, 'height': 409, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 33, 'loaded': True, 'loadedTime': 32340.59999999404, 'positionName': 'RIGHT', 'positionCoords': [798.72, 156.5], 'bid': 8.69}]",32337.59999999404,1669837767445,apple slices,veggieswithdip,8.69,8.69,0.0,,apple slices,358.70000000298023,359,359.0,True,u,33217.09999999404,879.5,1669837768325,880,HRV,HRV_0272,2022-11-30 19:51:52
34,"[{'imgObject': {}, 'id': 'cherry tomato', 'src': '/static/foodstim60/cherry tomato.jpg', 'key': 'u', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 34, 'loaded': True, 'loadedTime': 33220.19999998808, 'positionName': 'LEFT', 'positionCoords': [327.28, 156], 'bid': 5.95}, {'imgObject': {}, 'id': 'corn cob', 'src': '/static/foodstim60/corn cob.jpg', 'key': 'i', 'origWidth': 411, 'origHeight': 411, 'width': 411, 'height': 411, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 34, 'loaded': True, 'loadedTime': 33220.59999999404, 'positionName': 'RIGHT', 'positionCoords': [798.72, 155.5], 'bid': 5.62}]",33217.89999999106,1669837768326,cherry tomato,corn cob,5.95,5.62,-0.33000000000000007,,corn cob,198,198,198.29999999701977,True,i,33927.29999999702,709.4000000059605,1669837769035,709,HRV,HRV_0272,2022-11-30 19:51:52
35,"[{'imgObject': {}, 'id': 'mashed potato', 'src': '/static/foodstim60/mashed potato.jpg', 'key': 'u', 'origWidth': 409, 'origHeight': 409, 'width': 409, 'height': 409, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 35, 'loaded': True, 'loadedTime': 33930.19999998808, 'positionName': 'LEFT', 'positionCoords': [328.28, 156.5], 'bid': 9.01}, {'imgObject': {}, 'id': 'rigatoni and sauce', 'src': '/static/foodstim60/rigatoni and sauce.jpg', 'key': 'i', 'origWidth': 410, 'origHeight': 411, 'width': 410, 'height': 411, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 35, 'loaded': True, 'loadedTime': 33930.59999999404, 'positionName': 'RIGHT', 'positionCoords': [798.72, 155.5], 'bid': 9.28}]",33928.0,1669837769036,mashed potato,rigatoni and sauce,9.01,9.28,0.2699999999999996,,mashed potato,464.5,465,465.0,True,u,34897.19999998808,969.1999999880791,1669837770005,969,HRV,HRV_0272,2022-11-30 19:51:52
36,"[{'imgObject': {}, 'id': 'popsicles', 'src': '/static/foodstim60/popsicles.jpg', 'key': 'u', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 36, 'loaded': True, 'loadedTime': 34900.29999999702, 'positionName': 'LEFT', 'positionCoords': [327.28, 156], 'bid': 8.48}, {'imgObject': {}, 'id': 'eggs', 'src': '/static/foodstim60/eggs.jpg', 'key': 'i', 'origWidth': 409, 'origHeight': 409, 'width': 409, 'height': 409, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 36, 'loaded': True, 'loadedTime': 34900.89999999106, 'positionName': 'RIGHT', 'positionCoords': [798.72, 156.5], 'bid': 7.05}]",34898.09999999404,1669837770006,popsicles,eggs,8.48,7.05,-1.4300000000000006,,eggs,396.90000000596046,397,397.29999999701977,True,i,35817.5,919.4000000059605,1669837770925,919,HRV,HRV_0272,2022-11-30 19:51:52
37,"[{'imgObject': {}, 'id': 'chickenfingers', 'src': '/static/foodstim60/chickenfingers.jpg', 'key': 'u', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 37, 'loaded': True, 'loadedTime': 35819.79999999702, 'positionName': 'LEFT', 'positionCoords': [327.28, 156], 'bid': 7.77}, {'imgObject': {}, 'id': 'fried eggs', 'src': '/static/foodstim60/fried eggs.jpg', 'key': 'i', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 37, 'loaded': True, 'loadedTime': 35820.29999999702, 'positionName': 'RIGHT', 'positionCoords': [798.72, 156], 'bid': 6.53}]",35818.09999999404,1669837770926,chickenfingers,fried eggs,7.77,6.53,-1.2399999999999993,,chickenfingers,304.40000000596046,305,305.29999999701977,True,u,36637.5,819.4000000059605,1669837771745,819,HRV,HRV_0272,2022-11-30 19:51:52
38,"[{'imgObject': {}, 'id': 'bagel plain', 'src': '/static/foodstim60/bagel plain.jpg', 'key': 'u', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 38, 'loaded': True, 'loadedTime': 36639.89999999106, 'positionName': 'LEFT', 'positionCoords': [327.28, 156], 'bid': 9.02}, {'imgObject': {}, 'id': 'fruitsalad', 'src': '/static/foodstim60/fruitsalad.jpg', 'key': 'i', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 38, 'loaded': True, 'loadedTime': 36640.19999998808, 'positionName': 'RIGHT', 'positionCoords': [798.72, 156], 'bid': 9.36}]",36638.0,1669837771746,bagel plain,fruitsalad,9.02,9.36,0.33999999999999986,,fruitsalad,349.09999999403954,349,349.5,True,i,37497.09999999404,859.0999999940395,1669837772605,859,HRV,HRV_0272,2022-11-30 19:51:52
39,"[{'imgObject': {}, 'id': 'sushi w_condiments', 'src': '/static/foodstim60/sushi w_condiments.jpg', 'key': 'u', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 39, 'loaded': True, 'loadedTime': 37500.29999999702, 'positionName': 'LEFT', 'positionCoords': [327.28, 156], 'bid': 7.96}, {'imgObject': {}, 'id': 'cheerios', 'src': '/static/foodstim60/cheerios.jpg', 'key': 'i', 'origWidth': 409, 'origHeight': 410, 'width': 409, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 39, 'loaded': True, 'loadedTime': 37500.79999999702, 'positionName': 'RIGHT', 'positionCoords': [798.72, 156], 'bid': 8}]",37497.79999999702,1669837772605,sushi w_condiments,cheerios,7.96,8.0,0.040000000000000036,,sushi w_condiments,281.8999999910593,283,282.29999999701977,True,u,38297.29999999702,799.5,1669837773405,800,HRV,HRV_0272,2022-11-30 19:51:52
40,"[{'imgObject': {}, 'id': 'froot loops w milk', 'src': '/static/foodstim60/froot loops w milk.jpg', 'key': 'u', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 40, 'loaded': True, 'loadedTime': 38299.59999999404, 'positionName': 'LEFT', 'positionCoords': [327.28, 156], 'bid': 9.2}, {'imgObject': {}, 'id': 'turkeysandwich', 'src': '/static/foodstim60/turkeysandwich.jpg', 'key': 'i', 'origWidth': 409, 'origHeight': 409, 'width': 409, 'height': 409, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 40, 'loaded': True, 'loadedTime': 38300, 'positionName': 'RIGHT', 'positionCoords': [798.72, 156.5], 'bid': 8.07}]",38297.79999999702,1669837773406,froot loops w milk,turkeysandwich,9.2,8.07,-1.129999999999999,,turkeysandwich,3097.2999999970198,3097,3097.7000000029802,True,i,41897.5,3599.7000000029802,1669837777005,3599,HRV,HRV_0272,2022-11-30 19:51:52
41,"[{'imgObject': {}, 'id': 'mac & cheese', 'src': '/static/foodstim60/mac & cheese.jpg', 'key': 'u', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 41, 'loaded': True, 'loadedTime': 41901, 'positionName': 'LEFT', 'positionCoords': [327.28, 156], 'bid': 8.65}, {'imgObject': {}, 'id': 'burger', 'src': '/static/foodstim60/burger.jpg', 'key': 'i', 'origWidth': 409, 'origHeight': 409, 'width': 409, 'height': 409, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 41, 'loaded': True, 'loadedTime': 41901.39999999106, 'positionName': 'RIGHT', 'positionCoords': [798.72, 156.5], 'bid': 8.98}]",41899.0,1669837777007,mac & cheese,burger,8.65,8.98,0.33000000000000007,,mac & cheese,322,322,322.3999999910593,True,u,42747.29999999702,848.2999999970198,1669837777855,848,HRV,HRV_0272,2022-11-30 19:51:52
42,"[{'imgObject': {}, 'id': 'strawberries', 'src': '/static/foodstim60/strawberries.jpg', 'key': 'u', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 42, 'loaded': True, 'loadedTime': 42749.5, 'positionName': 'LEFT', 'positionCoords': [327.28, 156], 'bid': 8.64}, {'imgObject': {}, 'id': 'banana', 'src': '/static/foodstim60/banana.jpg', 'key': 'i', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 42, 'loaded': True, 'loadedTime': 42749.79999999702, 'positionName': 'RIGHT', 'positionCoords': [798.72, 156], 'bid': 8.82}]",42747.69999998808,1669837777855,strawberries,banana,8.64,8.82,0.17999999999999972,,banana,351,352,351.5,True,i,43602.59999999404,854.9000000059605,1669837778710,855,HRV,HRV_0272,2022-11-30 19:51:52
43,"[{'imgObject': {}, 'id': 'ice cream sundae 002', 'src': '/static/foodstim60/ice cream sundae 002.jpg', 'key': 'u', 'origWidth': 409, 'origHeight': 409, 'width': 409, 'height': 409, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 43, 'loaded': True, 'loadedTime': 43605, 'positionName': 'LEFT', 'positionCoords': [328.28, 156.5], 'bid': 7.98}, {'imgObject': {}, 'id': 'steak', 'src': '/static/foodstim60/steak.jpg', 'key': 'i', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 43, 'loaded': True, 'loadedTime': 43605.39999999106, 'positionName': 'RIGHT', 'positionCoords': [798.72, 156], 'bid': 7.73}]",43603.29999999702,1669837778711,ice cream sundae 002,steak,7.98,7.73,-0.25,,ice cream sundae 002,713.5999999940395,714,714.0,True,u,44837.19999998808,1233.8999999910593,1669837779945,1234,HRV,HRV_0272,2022-11-30 19:51:52
44,"[{'imgObject': {}, 'id': 'lox', 'src': '/static/foodstim60/lox.jpg', 'key': 'u', 'origWidth': 410, 'origHeight': 411, 'width': 410, 'height': 411, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 44, 'loaded': True, 'loadedTime': 44839.39999999106, 'positionName': 'LEFT', 'positionCoords': [327.28, 155.5], 'bid': 8.290000000000001}, {'imgObject': {}, 'id': 'mango', 'src': '/static/foodstim60/mango.jpg', 'key': 'i', 'origWidth': 411, 'origHeight': 411, 'width': 411, 'height': 411, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 44, 'loaded': True, 'loadedTime': 44839.89999999106, 'positionName': 'RIGHT', 'positionCoords': [798.72, 155.5], 'bid': 7.94}]",44837.69999998808,1669837779945,lox,mango,8.290000000000001,7.94,-0.35000000000000053,,mango,230.90000000596046,232,231.30000001192093,True,i,45577.09999999404,739.4000000059605,1669837780685,740,HRV,HRV_0272,2022-11-30 19:51:52
45,"[{'imgObject': {}, 'id': 'avocado', 'src': '/static/foodstim60/avocado.jpg', 'key': 'u', 'origWidth': 409, 'origHeight': 409, 'width': 409, 'height': 409, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 45, 'loaded': True, 'loadedTime': 45579.39999999106, 'positionName': 'LEFT', 'positionCoords': [328.28, 156.5], 'bid': 8.84}, {'imgObject': {}, 'id': 'mac & cheese', 'src': '/static/foodstim60/mac & cheese.jpg', 'key': 'i', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 45, 'loaded': True, 'loadedTime': 45580.59999999404, 'positionName': 'RIGHT', 'positionCoords': [798.72, 156], 'bid': 8.65}]",45577.59999999404,1669837780685,avocado,mac & cheese,8.84,8.65,-0.1899999999999995,,avocado,716.4000000059605,717,716.7999999970198,True,u,46817.39999999106,1239.7999999970198,1669837781925,1240,HRV,HRV_0272,2022-11-30 19:51:52
46,"[{'imgObject': {}, 'id': 'veggieswithdip', 'src': '/static/foodstim60/veggieswithdip.jpg', 'key': 'u', 'origWidth': 409, 'origHeight': 409, 'width': 409, 'height': 409, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 46, 'loaded': True, 'loadedTime': 46819.79999999702, 'positionName': 'LEFT', 'positionCoords': [328.28, 156.5], 'bid': 8.69}, {'imgObject': {}, 'id': 'bagel plain', 'src': '/static/foodstim60/bagel plain.jpg', 'key': 'i', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 46, 'loaded': True, 'loadedTime': 46820.19999998808, 'positionName': 'RIGHT', 'positionCoords': [798.72, 156], 'bid': 9.02}]",46818.0,1669837781926,veggieswithdip,bagel plain,8.69,9.02,0.33000000000000007,,bagel plain,1050.5999999940395,1051,1051.0999999940395,True,i,48387.0,1569.0,1669837783495,1569,HRV,HRV_0272,2022-11-30 19:51:52
47,"[{'imgObject': {}, 'id': 'olives', 'src': '/static/foodstim60/olives.jpg', 'key': 'u', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 47, 'loaded': True, 'loadedTime': 48390, 'positionName': 'LEFT', 'positionCoords': [327.28, 156], 'bid': 8.93}, {'imgObject': {}, 'id': 'turkey sandwich', 'src': '/static/foodstim60/turkey sandwich.jpg', 'key': 'i', 'origWidth': 409, 'origHeight': 409, 'width': 409, 'height': 409, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 47, 'loaded': True, 'loadedTime': 48390.39999999106, 'positionName': 'RIGHT', 'positionCoords': [798.72, 156.5], 'bid': 7.86}]",48387.79999999702,1669837783496,olives,turkey sandwich,8.93,7.86,-1.0699999999999994,,turkey sandwich,650.0999999940395,650,650.5999999940395,True,i,49557.39999999106,1169.5999999940395,1669837784665,1169,HRV,HRV_0272,2022-11-30 19:51:52
48,"[{'imgObject': {}, 'id': 'baked potato', 'src': '/static/foodstim60/baked potato.jpg', 'key': 'u', 'origWidth': 409, 'origHeight': 410, 'width': 409, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 48, 'loaded': True, 'loadedTime': 49560.19999998808, 'positionName': 'LEFT', 'positionCoords': [328.28, 156], 'bid': 8.15}, {'imgObject': {}, 'id': 'yogurt no spoon', 'src': '/static/foodstim60/yogurt no spoon.jpg', 'key': 'i', 'origWidth': 411, 'origHeight': 410, 'width': 411, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 48, 'loaded': True, 'loadedTime': 49560.59999999404, 'positionName': 'RIGHT', 'positionCoords': [798.72, 156], 'bid': 8.56}]",49558.5,1669837784666,baked potato,yogurt no spoon,8.15,8.56,0.41000000000000014,,yogurt no spoon,389.8999999910593,391,390.5,True,i,50457.59999999404,899.0999999940395,1669837785565,899,HRV,HRV_0272,2022-11-30 19:51:52
49,"[{'imgObject': {}, 'id': 'chicken nuggets2', 'src': '/static/foodstim60/chicken nuggets2.jpg', 'key': 'u', 'origWidth': 410, 'origHeight': 409, 'width': 410, 'height': 409, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 49, 'loaded': True, 'loadedTime': 50459.89999999106, 'positionName': 'LEFT', 'positionCoords': [327.28, 156.5], 'bid': 8.950000000000001}, {'imgObject': {}, 'id': 'orange slices', 'src': '/static/foodstim60/orange slices.jpg', 'key': 'i', 'origWidth': 409, 'origHeight': 410, 'width': 409, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 49, 'loaded': True, 'loadedTime': 50460.39999999106, 'positionName': 'RIGHT', 'positionCoords': [798.72, 156], 'bid': 8.9}]",50458.19999998808,1669837785566,chicken nuggets2,orange slices,8.950000000000001,8.9,-0.05000000000000071,,chicken nuggets2,360.40000000596046,361,360.70000000298023,True,u,51327.29999999702,869.1000000089407,1669837786435,869,HRV,HRV_0272,2022-11-30 19:51:52
50,"[{'imgObject': {}, 'id': 'salmon', 'src': '/static/foodstim60/salmon.jpg', 'key': 'u', 'origWidth': 410, 'origHeight': 409, 'width': 410, 'height': 409, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 50, 'loaded': True, 'loadedTime': 51330.29999999702, 'positionName': 'LEFT', 'positionCoords': [327.28, 156.5], 'bid': 7.03}, {'imgObject': {}, 'id': 'fried eggs', 'src': '/static/foodstim60/fried eggs.jpg', 'key': 'i', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 50, 'loaded': True, 'loadedTime': 51331, 'positionName': 'RIGHT', 'positionCoords': [798.72, 156], 'bid': 6.53}]",51328.0,1669837786436,salmon,fried eggs,7.03,6.53,-0.5,,fried eggs,1215.0999999940395,1216,1216.2999999970198,True,i,53057.09999999404,1729.0999999940395,1669837788165,1729,HRV,HRV_0272,2022-11-30 19:51:52
51,"[{'imgObject': {}, 'id': 'mac & cheese', 'src': '/static/foodstim60/mac & cheese.jpg', 'key': 'u', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 51, 'loaded': True, 'loadedTime': 53059.89999999106, 'positionName': 'LEFT', 'positionCoords': [327.28, 156], 'bid': 8.65}, {'imgObject': {}, 'id': 'veggieswithdip', 'src': '/static/foodstim60/veggieswithdip.jpg', 'key': 'i', 'origWidth': 409, 'origHeight': 409, 'width': 409, 'height': 409, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 51, 'loaded': True, 'loadedTime': 53060.29999999702, 'positionName': 'RIGHT', 'positionCoords': [798.72, 156.5], 'bid': 8.69}]",53057.59999999404,1669837788165,mac & cheese,veggieswithdip,8.65,8.69,0.03999999999999915,,mac & cheese,804.7999999970198,806,805.2999999970198,True,u,54377.89999999106,1320.2999999970198,1669837789486,1321,HRV,HRV_0272,2022-11-30 19:51:52
52,"[{'imgObject': {}, 'id': 'mango', 'src': '/static/foodstim60/mango.jpg', 'key': 'u', 'origWidth': 411, 'origHeight': 411, 'width': 411, 'height': 411, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 52, 'loaded': True, 'loadedTime': 54380.79999999702, 'positionName': 'LEFT', 'positionCoords': [326.28, 155.5], 'bid': 7.94}, {'imgObject': {}, 'id': 'sushi w_condiments', 'src': '/static/foodstim60/sushi w_condiments.jpg', 'key': 'i', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 52, 'loaded': True, 'loadedTime': 54381.09999999404, 'positionName': 'RIGHT', 'positionCoords': [798.72, 156], 'bid': 7.96}]",54378.5,1669837789486,mango,sushi w_condiments,7.94,7.96,0.019999999999999574,,sushi w_condiments,443.69999998807907,444,444.19999998807907,True,i,55332.79999999702,954.2999999970198,1669837790441,955,HRV,HRV_0272,2022-11-30 19:51:52
53,"[{'imgObject': {}, 'id': 'veggieswithdip', 'src': '/static/foodstim60/veggieswithdip.jpg', 'key': 'u', 'origWidth': 409, 'origHeight': 409, 'width': 409, 'height': 409, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 53, 'loaded': True, 'loadedTime': 55336.29999999702, 'positionName': 'LEFT', 'positionCoords': [328.28, 156.5], 'bid': 8.69}, {'imgObject': {}, 'id': 'hotdog w must', 'src': '/static/foodstim60/hotdog w must.jpg', 'key': 'i', 'origWidth': 409, 'origHeight': 409, 'width': 409, 'height': 409, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 53, 'loaded': True, 'loadedTime': 55336.59999999404, 'positionName': 'RIGHT', 'positionCoords': [798.72, 156.5], 'bid': 8.55}]",55334.09999999404,1669837790442,veggieswithdip,hotdog w must,8.69,8.55,-0.1399999999999988,,hotdog w must,393.90000000596046,394,394.29999999701977,True,i,56234.0,899.9000000059605,1669837791342,900,HRV,HRV_0272,2022-11-30 19:51:52
