success,trial_type,trial_index,time_elapsed,internal_node_id,missTrial,missTrialMsg,Block,TrialNumber,TrialTime,trialTimeDiff,FPS_avg,FPS_med,FPS_mode,TrialDur,winResizeTime,rt,block,button_pressed,MotCoh,MotDir,ColCoh,Color,ChoiceKey,Choice,Accuracy,RT,nFrames,FPS,PPD,onsetDelay,fullScreenExitTime,canvCenter,TrialType,Score,BlockTrial,stimulus,button_labels,exp,subjectId,date
True,fullscreen,0,4153,0.0-0.0,True,undefinedblurEvent ,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HRV,HRV_0272,2022-11-30 20:17:36
,wl-check-fps,1,13299,0.0-1.0,,,0.0,1.0,"[19972.4, 19982.9, 19999.5, 20016, 20033.1, 20049.6, 20066, 20083, 20099.6, 20116.2, 20132.5, 20149.8, 20166.6, 20183.2, 20199.6, 20216.1, 20233.2, 20249.4, 20266.1, 20282.9, 20299.4, 20315.8, 20332.7, 20349.6, 20365.9, 20382.5, 20399.2, 20416.1, 20433, 20449.5, 20466.1, 20482.9, 20499.6, 20516.5, 20533.1, 20549.6, 20566.1, 20582.8, 20599.4, 20615.9, 20633.1, 20649.1, 20666, 20684, 20699.5, 20716.3, 20732.8, 20749.7, 20766.4, 20782.8, 20799.7, 20816, 20833, 20849.3, 20866, 20882.9, 20899.5, 20916.2, 20932.7, 20949.3, 20966.3, 20982.8, 20999.6, 21015.9, 21032.7, 21049.6, 21065.9, 21082.8, 21099.3, 21116.1, 21132.8, 21149.4, 21166.1, 21182.4, 21199.3, 21217.1, 21232.8, 21249.4, 21266.1, 21282.9, 21299.3, 21315.8, 21332.4, 21349.3, 21366, 21383, 21399.5, 21416.5, 21432.9, 21449.2, 21466, 21482.7, 21499.5, 21516.2, 21532.9, 21549.4, 21565.9, 21582.5, 21599.4, 21616.1, 21632.5, 21649.2, 21665.9, 21683.9, 21699.6, 21716.1, 21732.5, 21749.2, 21765.8, 21782.5, 21799.3, 21816.2, 21832.8, 21849.5, 21866, 21882.7, 21899, 21915.8, 21932.4, 21949.4, 21966.1, 21982.9, 21999.2, 22016.1, 22032.8, 22049.5, 22065.9, 22082.4, 22099.2, 22116, 22132.6, 22149.3, 22165.9, 22182.8, 22199.4, 22216, 22232.7, 22249.5, 22265.8, 22282.5, 22299.2, 22316, 22332.6, 22349.2, 22365.8, 22382.4, 22399.2, 22415.8, 22432.5, 22449.2, 22466, 22482.5, 22499.2, 22517.5, 22532.2, 22549.3, 22565.7, 22582.6, 22599.3, 22615.9, 22632.6, 22649.4, 22666, 22683.2, 22699.2, 22716.1, 22732.7, 22749.1, 22766, 22782.5, 22798.8, 22815.5, 22832.2, 22848.8, 22865.6, 22882.6, 22899, 22916, 22932.7, 22949.5, 22965.9, 22982.6, 22998.9, 23015.6, 23032.4, 23049.1, 23065.5, 23082.2, 23099, 23115.9, 23132.3, 23148.9, 23165.6, 23182.1, 23198.9, 23215.8, 23232.4, 23249.4, 23265.8, 23282.5, 23299.5, 23315.7, 23332.4, 23349, 23365.9, 23382.5, 23399.1, 23415.7, 23432.4, 23449.1, 23467.7, 23482.3, 23499.1, 23515.8, 23532, 23549.1, 23565.5, 23582.5, 23599.2, 23615.9, 23632.5, 23649.1, 23665.9, 23682.6, 23699.1, 23715.7, 23732.3, 23749, 23765.6, 23782.4, 23799.1, 23815.7, 23832.5, 23849.2, 23865.4, 23882.2, 23899.1, 23915.6, 23932.5, 23949.1, 23965.8, 23982.6, 23999.2, 24015.8, 24032.4, 24048.8, 24065.7, 24082.4, 24099.1, 24115.9, 24132.4, 24149.2, 24165.5, 24182.5, 24199, 24215.5, 24232, 24249, 24265.8, 24282.3, 24299, 24315.6, 24332.7, 24349.3, 24365.8, 24382.5, 24399.4, 24415.9, 24432.9, 24449, 24466.3, 24482.5, 24499, 24515.8, 24532.4, 24549.2, 24565.7, 24582.5, 24599.1, 24615.8, 24632.9, 24649, 24665.6, 24684.2, 24699.4, 24716.3, 24732.9, 24749.4, 24766.9, 24782.4, 24799, 24815.7, 24832.4, 24849, 24865.7, 24883.1, 24899.8, 24916.1, 24932.7, 24949.6]","[0.6, 10.5, 16.6, 16.5, 17.1, 16.5, 16.4, 17, 16.6, 16.6, 16.3, 17.3, 16.8, 16.6, 16.4, 16.5, 17.1, 16.2, 16.7, 16.8, 16.5, 16.4, 16.9, 16.9, 16.3, 16.6, 16.7, 16.9, 16.9, 16.5, 16.6, 16.8, 16.7, 16.9, 16.6, 16.5, 16.5, 16.7, 16.6, 16.5, 17.2, 16, 16.9, 18, 15.5, 16.8, 16.5, 16.9, 16.7, 16.4, 16.9, 16.3, 17, 16.3, 16.7, 16.9, 16.6, 16.7, 16.5, 16.6, 17, 16.5, 16.8, 16.3, 16.8, 16.9, 16.3, 16.9, 16.5, 16.8, 16.7, 16.6, 16.7, 16.3, 16.9, 17.8, 15.7, 16.6, 16.7, 16.8, 16.4, 16.5, 16.6, 16.9, 16.7, 17, 16.5, 17, 16.4, 16.3, 16.8, 16.7, 16.8, 16.7, 16.7, 16.5, 16.5, 16.6, 16.9, 16.7, 16.4, 16.7, 16.7, 18, 15.7, 16.5, 16.4, 16.7, 16.6, 16.7, 16.8, 16.9, 16.6, 16.7, 16.5, 16.7, 16.3, 16.8, 16.6, 17, 16.7, 16.8, 16.3, 16.9, 16.7, 16.7, 16.4, 16.5, 16.8, 16.8, 16.6, 16.7, 16.6, 16.9, 16.6, 16.6, 16.7, 16.8, 16.3, 16.7, 16.7, 16.8, 16.6, 16.6, 16.6, 16.6, 16.8, 16.6, 16.7, 16.7, 16.8, 16.5, 16.7, 18.3, 14.7, 17.1, 16.4, 16.9, 16.7, 16.6, 16.7, 16.8, 16.6, 17.2, 16, 16.9, 16.6, 16.4, 16.9, 16.5, 16.3, 16.7, 16.7, 16.6, 16.8, 17, 16.4, 17, 16.7, 16.8, 16.4, 16.7, 16.3, 16.7, 16.8, 16.7, 16.4, 16.7, 16.8, 16.9, 16.4, 16.6, 16.7, 16.5, 16.8, 16.9, 16.6, 17, 16.4, 16.7, 17, 16.2, 16.7, 16.6, 16.9, 16.6, 16.6, 16.6, 16.7, 16.7, 18.6, 14.6, 16.8, 16.7, 16.2, 17.1, 16.4, 17, 16.7, 16.7, 16.6, 16.6, 16.8, 16.7, 16.5, 16.6, 16.6, 16.7, 16.6, 16.8, 16.7, 16.6, 16.8, 16.7, 16.2, 16.8, 16.9, 16.5, 16.9, 16.6, 16.7, 16.8, 16.6, 16.6, 16.6, 16.4, 16.9, 16.7, 16.7, 16.8, 16.5, 16.8, 16.3, 17, 16.5, 16.5, 16.5, 17, 16.8, 16.5, 16.7, 16.6, 17.1, 16.6, 16.5, 16.7, 16.9, 16.5, 17, 16.1, 17.3, 16.2, 16.5, 16.8, 16.6, 16.8, 16.5, 16.8, 16.6, 16.7, 17.1, 16.1, 16.6, 18.6, 15.2, 16.9, 16.6, 16.5, 17.5, 15.5, 16.6, 16.7, 16.7, 16.6, 16.7, 17.4, 16.7, 16.3, 16.6, 16.9]",60.0,60.0,60.0,4994.4,[],,,,,,,,,,,,,,,,,,,,,,,HRV,HRV_0272,2022-11-30 20:17:36
,wl-html-keyboard-response,2,20586,0.0-2.0-0.0,,,0.0,2.0,,,,,,,,5263.20000000298,0.0,0,,,,,,,,,,,,,,,,,,,,HRV,HRV_0272,2022-11-30 20:17:36
,wl-rdm,3,34041,0.0-3.0-0.0,False,too_early too_early too_early ,0.0,3.0,,,,,,,[],,,,0.0,0.0,87.9,0.0,u,0.0,True,592.5999999940395,36.0,60.0,40.0,3000.0,[],"[768, 432]",ColorTask_Demo,,,,,HRV,HRV_0272,2022-11-30 20:17:36
,wl-rdm,4,50389,0.0-3.0-1.0,False,too_early ,0.0,4.0,,,,,,,[],,,,0.0,0.0,87.9,1.0,i,1.0,True,3725.5999999940395,224.0,60.0,40.0,2000.0,[],"[768, 432]",ColorTask_Demo,,,,,HRV,HRV_0272,2022-11-30 20:17:36
,wl-html-keyboard-response,5,56272,0.0-3.0-2.0,,,0.0,5.0,,,,,,,,4126.600000008941,0.0,1,,,,,,,,,,,,,,,,,,,,HRV,HRV_0272,2022-11-30 20:17:36
,wl-html-keyboard-response,6,64991,0.0-4.0-0.0,,,0.0,6.0,,,,,,,,7370.29999999702,0.0,0,,,,,,,,,,,,,,,,,,,,HRV,HRV_0272,2022-11-30 20:17:36
,wl-html-keyboard-response,7,74881,0.0-5.0-0.0,,,0.0,7.0,,,,,,,,7872.79999999702,0.0,0,,,,,,,,,,,,,,,,,,,,HRV,HRV_0272,2022-11-30 20:17:36
,wl-rdm,8,77218,0.0-6.0-0.0,False,,0.0,8.0,,,,,,,[],,,,,,87.9,1.0,i,1.0,True,878.5999999940395,53.0,60.0,40.0,376.7623189526648,[],"[768, 432]",ColorTask,1.0,1.0,,,HRV,HRV_0272,2022-11-30 20:17:36
,wl-rdm,9,80717,0.0-6.1-0.1,False,,0.0,9.0,,,,,,,[],,,,,,56.4,0.0,i,1.0,False,2204.0999999940395,133.0,60.0,40.0,216.56949004791298,[],"[768, 432]",ColorTask,0.0,2.0,,,HRV,HRV_0272,2022-11-30 20:17:36
