success,trial_type,trial_index,time_elapsed,internal_node_id,missTrial,missTrialMsg,Block,TrialNumber,TrialTime,trialTimeDiff,FPS_avg,FPS_med,FPS_mode,TrialDur,winResizeTime,rt,block,button_pressed,MotCoh,MotDir,ColCoh,Color,ChoiceKey,Choice,Accuracy,RT,nFrames,FPS,PPD,onsetDelay,fullScreenExitTime,canvCenter,TrialType,Score,BlockTrial,stimulus,button_labels,exp,subjectId,date
True,fullscreen,0,14850,0.0-0.0,True,undefinedblurEvent ,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HRV,HRV_0216,2022-11-30 19:05:08
,wl-check-fps,1,19902,0.0-1.0,,,0.0,1.0,"[15923.2, 15933.9, 15947.9, 15964.1, 15979.7, 15996.6, 16012.8, 16029.3, 16046.3, 16062.6, 16079.8, 16095.9, 16112.7, 16129.1, 16145.8, 16162.5, 16179.8, 16196.5, 16212.6, 16230.4, 16245.9, 16263, 16279.6, 16296.1, 16313.9, 16329.2, 16346.7, 16362.3, 16382.1, 16399.3, 16415.4, 16432, 16448.7, 16465.3, 16481.7, 16498.8, 16515, 16530.8, 16545.8, 16562.6, 16580.1, 16595.8, 16613.6, 16629.2, 16646.3, 16663.4, 16679.3, 16695.8, 16712.5, 16730.3, 16745.8, 16763.6, 16779.1, 16796.2, 16812.5, 16829.3, 16845.8, 16862.6, 16879.9, 16895.7, 16913.1, 16929.4, 16946.6, 16962.3, 16979.4, 16996.6, 17013.4, 17029.9, 17045.8, 17063.4, 17079.4, 17096.4, 17112.9, 17129.6, 17147, 17161.8, 17179.7, 17195.5, 17213.7, 17229.3, 17246.4, 17264, 17279.4, 17303.6, 17312.8, 17329.6, 17346.5, 17363.1, 17380.7, 17397.3, 17413.9, 17429.9, 17446.9, 17463, 17480.1, 17496.2, 17513.3, 17530.7, 17546.3, 17563.8, 17579.6, 17599, 17613, 17629.6, 17647.5, 17662.6, 17680.8, 17696.1, 17714.1, 17730.5, 17747, 17764.2, 17780.6, 17797.4, 17813.8, 17831.1, 17847.3, 17863.8, 17880.6, 17897.1, 17914.1, 17930.8, 17948.5, 17963.9, 17981.2, 17997.2, 18014, 18030.7, 18047.5, 18064, 18080.5, 18096.7, 18112.5, 18129, 18145.7, 18162.3, 18179.2, 18196.6, 18212.9, 18229.1, 18246, 18262.4, 18279.1, 18295.5, 18315.5, 18331.1, 18345.8, 18362.8, 18379.1, 18395.7, 18412.2, 18429.1, 18445.6, 18462.4, 18479.3, 18495.6, 18512.7, 18529.2, 18545.7, 18562.3, 18579, 18596.2, 18612.2, 18629.4, 18645.6, 18662.2, 18679, 18695.6, 18712.4, 18729.1, 18746, 18762.2, 18779.1, 18795.8, 18812.4, 18829.1, 18845.6, 18862.7, 18879, 18899, 18911.9, 18933.5, 18952, 18963.3, 18981.2, 18996.4, 19013.2, 19030, 19046.4, 19062.8, 19079.5, 19096.2, 19112.8, 19130, 19146.1, 19163.3, 19179.7, 19196.2, 19213, 19229.7, 19246.7, 19262.8, 19279.8, 19296.1, 19330.8, 19345.2, 19361.9, 19379.3, 19399.4, 19426.5, 19432, 19451.5, 19470.7, 19481.3, 19501.4, 19512.5, 19534.6, 19546, 19562.5, 19579.4, 19596.2, 19612.6, 19629.2, 19646, 19661.9, 19682.3, 19696, 19712.5, 19729.2, 19745.2, 19762.8, 19794, 19800, 19815.6, 19831.5, 19850.5, 19865.3, 19883.5, 19897.3, 19916.5, 19931.4, 19948.3, 19965.6, 19983, 20000.4, 20015.9, 20032, 20049, 20065.6, 20082.7, 20099.1, 20115.7, 20132.1, 20150.2, 20165.5, 20181.8, 20199.5, 20217.9, 20232, 20250.6, 20265.7, 20283.7, 20301.9, 20318, 20328.6, 20349.5, 20366.6, 20378.5, 20398.8, 20416.4, 20439.5, 20447.5, 20462.7, 20483.9, 20501.5, 20512.5, 20533.2, 20545.3, 20561.9, 20578.7, 20595.2, 20612.1, 20628.5, 20645.2, 20670.5, 20678.4, 20697.3, 20713.4, 20730.5, 20746.7, 20763.8, 20780.1, 20796.8, 20813.8, 20830.3, 20847, 20863.6, 20880.4, 20896.7, 20913.7]","[30.8, 10.7, 14, 16.2, 15.6, 16.9, 16.2, 16.5, 17, 16.3, 17.2, 16.1, 16.8, 16.4, 16.7, 16.7, 17.3, 16.7, 16.1, 17.8, 15.5, 17.1, 16.6, 16.5, 17.8, 15.3, 17.5, 15.6, 19.8, 17.2, 16.1, 16.6, 16.7, 16.6, 16.4, 17.1, 16.2, 15.8, 15, 16.8, 17.5, 15.7, 17.8, 15.6, 17.1, 17.1, 15.9, 16.5, 16.7, 17.8, 15.5, 17.8, 15.5, 17.1, 16.3, 16.8, 16.5, 16.8, 17.3, 15.8, 17.4, 16.3, 17.2, 15.7, 17.1, 17.2, 16.8, 16.5, 15.9, 17.6, 16, 17, 16.5, 16.7, 17.4, 14.8, 17.9, 15.8, 18.2, 15.6, 17.1, 17.6, 15.4, 24.2, 9.2, 16.8, 16.9, 16.6, 17.6, 16.6, 16.6, 16, 17, 16.1, 17.1, 16.1, 17.1, 17.4, 15.6, 17.5, 15.8, 19.4, 14, 16.6, 17.9, 15.1, 18.2, 15.3, 18, 16.4, 16.5, 17.2, 16.4, 16.8, 16.4, 17.3, 16.2, 16.5, 16.8, 16.5, 17, 16.7, 17.7, 15.4, 17.3, 16, 16.8, 16.7, 16.8, 16.5, 16.5, 16.2, 15.8, 16.5, 16.7, 16.6, 16.9, 17.4, 16.3, 16.2, 16.9, 16.4, 16.7, 16.4, 20, 15.6, 14.7, 17, 16.3, 16.6, 16.5, 16.9, 16.5, 16.8, 16.9, 16.3, 17.1, 16.5, 16.5, 16.6, 16.7, 17.2, 16, 17.2, 16.2, 16.6, 16.8, 16.6, 16.8, 16.7, 16.9, 16.2, 16.9, 16.7, 16.6, 16.7, 16.5, 17.1, 16.3, 20, 12.9, 21.6, 18.5, 11.3, 17.9, 15.2, 16.8, 16.8, 16.4, 16.4, 16.7, 16.7, 16.6, 17.2, 16.1, 17.2, 16.4, 16.5, 16.8, 16.7, 17, 16.1, 17, 16.3, 34.7, 14.4, 16.7, 17.4, 20.1, 27.1, 5.5, 19.5, 19.2, 10.6, 20.1, 11.1, 22.1, 11.4, 16.5, 16.9, 16.8, 16.4, 16.6, 16.8, 15.9, 20.4, 13.7, 16.5, 16.7, 16, 17.6, 31.2, 6, 15.6, 15.9, 19, 14.8, 18.2, 13.8, 19.2, 14.9, 16.9, 17.3, 17.4, 17.4, 15.5, 16.1, 17, 16.6, 17.1, 16.4, 16.6, 16.4, 18.1, 15.3, 16.3, 17.7, 18.4, 14.1, 18.6, 15.1, 18, 18.2, 16.1, 10.6, 20.9, 17.1, 11.9, 20.3, 17.6, 23.1, 8, 15.2, 21.2, 17.6, 11, 20.7, 12.1, 16.6, 16.8, 16.5, 16.9, 16.4, 16.7, 25.3, 7.9, 18.9, 16.1, 17.1, 16.2, 17.1, 16.3, 16.7, 17, 16.5, 16.7, 16.6, 16.8, 16.3, 17]",60.0,60.0,60.0,5037.9,[],,,,,,,,,,,,,,,,,,,,,,,HRV,HRV_0216,2022-11-30 19:05:08
,wl-html-keyboard-response,2,30372,0.0-2.0-0.0,,,0.0,2.0,,,,,,,,8459.0,0.0,0,,,,,,,,,,,,,,,,,,,,HRV,HRV_0216,2022-11-30 19:05:08
,wl-rdm,3,37796,0.0-3.0-0.0,False,,0.0,3.0,,,,,,,[],,,,0.0,0.0,87.9,0.0,u,0.0,True,1747.7999999970198,105.0,60.0,40.0,3000.0,[],"[683, 384]",ColorTask_Demo,,,,,HRV,HRV_0216,2022-11-30 19:05:08
,wl-rdm,4,42329,0.0-3.0-1.0,False,,0.0,4.0,,,,,,,[],,,,0.0,0.0,87.9,1.0,i,1.0,True,441.7000000178814,27.0,60.0,40.0,2000.0,[],"[683, 384]",ColorTask_Demo,,,,,HRV,HRV_0216,2022-11-30 19:05:08
,wl-html-keyboard-response,5,49900,0.0-3.0-2.0,,,0.0,5.0,,,,,,,,5558.4000000059605,0.0,1,,,,,,,,,,,,,,,,,,,,HRV,HRV_0216,2022-11-30 19:05:08
,wl-html-keyboard-response,6,58970,0.0-4.0-0.0,,,0.0,6.0,,,,,,,,7063.0,0.0,0,,,,,,,,,,,,,,,,,,,,HRV,HRV_0216,2022-11-30 19:05:08
,wl-html-keyboard-response,7,74166,0.0-5.0-0.0,,,0.0,7.0,,,,,,,,13190.0,0.0,0,,,,,,,,,,,,,,,,,,,,HRV,HRV_0216,2022-11-30 19:05:08
,wl-rdm,8,77194,0.0-6.0-0.0,False,,0.0,8.0,,,,,,,[],,,,,,62.5,1.0,u,0.0,False,1582.2000000029802,95.0,60.0,40.0,360.3461016980593,[],"[683, 384]",ColorTask,-1.0,1.0,,,HRV,HRV_0216,2022-11-30 19:05:08
,wl-rdm,9,79610,0.0-6.1-0.1,False,,0.0,9.0,,,,,,,[],,,,,,73.6,0.0,u,0.0,True,987.7999999970198,59.0,60.0,40.0,362.5928307785081,[],"[683, 384]",ColorTask,0.0,2.0,,,HRV,HRV_0216,2022-11-30 19:05:08
