trialN,stimuli,trialStartTime,trialStartTime_UNIX,stimulus1,stimulus2,stimulus1Bid,stimulus2Bid,delta,selected,rsp,rt,rt_UNIX,receivedResponse,trialEndTime,trialDuration,trialEndTime_UNIX,trialDuration_UNIX,rt_perfnow,exp,subjectId,date
10,"[{'imgObject': {}, 'id': 'cherries', 'src': '/static/foodstim60/cherries.jpg', 'key': 'u', 'origWidth': 410, 'origHeight': 411, 'width': 410, 'height': 411, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 10, 'loaded': True, 'loadedTime': 4348.100000008941, 'positionName': 'LEFT', 'positionCoords': [245.68, 178.5], 'bid': 9.08}, {'imgObject': {}, 'id': 'Grapes', 'src': '/static/foodstim60/Grapes.jpg', 'key': 'i', 'origWidth': 411, 'origHeight': 411, 'width': 411, 'height': 411, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 10, 'loaded': True, 'loadedTime': 5566.79999999702, 'positionName': 'RIGHT', 'positionCoords': [710.32, 178.5], 'bid': 9.01}]",34187.79999999702,1669833419737,cherries,Grapes,9.08,9.01,-0.07000000000000028,Grapes,i,2301.300000011921,2304,True,36992.90000000596,2805.1000000089407,1669833422542,2805,2303.5,HRV,HRV_0216,2022-11-30 18:41:50
11,"[{'imgObject': {}, 'id': 'raisin bran w milk', 'src': '/static/foodstim60/raisin bran w milk.jpg', 'key': 'u', 'origWidth': 411, 'origHeight': 411, 'width': 411, 'height': 411, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 11, 'loaded': True, 'loadedTime': 5723.5, 'positionName': 'LEFT', 'positionCoords': [244.68, 178.5], 'bid': 8.27}, {'imgObject': {}, 'id': 'salmon', 'src': '/static/foodstim60/salmon.jpg', 'key': 'i', 'origWidth': 410, 'origHeight': 409, 'width': 410, 'height': 409, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 11, 'loaded': True, 'loadedTime': 5190.600000008941, 'positionName': 'RIGHT', 'positionCoords': [710.32, 179.5], 'bid': 8.25}]",36994.5,1669833422544,raisin bran w milk,salmon,8.27,8.25,-0.019999999999999574,salmon,i,3239.2000000029802,3243,True,40739.0,3744.5,1669833426288,3744,3242.7000000029802,HRV,HRV_0216,2022-11-30 18:41:50
12,"[{'imgObject': {}, 'id': 'cherry tomato', 'src': '/static/foodstim60/cherry tomato.jpg', 'key': 'u', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 12, 'loaded': True, 'loadedTime': 5940.100000008941, 'positionName': 'LEFT', 'positionCoords': [245.68, 179], 'bid': 6.11}, {'imgObject': {}, 'id': 'baked potato', 'src': '/static/foodstim60/baked potato.jpg', 'key': 'i', 'origWidth': 409, 'origHeight': 410, 'width': 409, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 12, 'loaded': True, 'loadedTime': 6135, 'positionName': 'RIGHT', 'positionCoords': [710.32, 179], 'bid': 3.31}]",40739.5,1669833426289,cherry tomato,baked potato,6.11,3.31,-2.8000000000000003,cherry tomato,u,1361.6000000089407,1376,True,42617.40000000596,1877.9000000059605,1669833428167,1878,1376.2999999970198,HRV,HRV_0216,2022-11-30 18:41:50
13,"[{'imgObject': {}, 'id': 'hashbrowns', 'src': '/static/foodstim60/hashbrowns.jpg', 'key': 'u', 'origWidth': 411, 'origHeight': 410, 'width': 411, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 13, 'loaded': True, 'loadedTime': 6152.600000008941, 'positionName': 'LEFT', 'positionCoords': [244.68, 179], 'bid': 4.37}, {'imgObject': {}, 'id': 'lox', 'src': '/static/foodstim60/lox.jpg', 'key': 'i', 'origWidth': 410, 'origHeight': 411, 'width': 410, 'height': 411, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 13, 'loaded': True, 'loadedTime': 6369.79999999702, 'positionName': 'RIGHT', 'positionCoords': [710.32, 178.5], 'bid': 1.06}]",42618.20000000298,1669833428168,hashbrowns,lox,4.37,1.06,-3.31,hashbrowns,u,2286.7000000029802,2289,True,45408.0,2789.7999999970198,1669833430957,2789,2289.0999999940395,HRV,HRV_0216,2022-11-30 18:41:50
14,"[{'imgObject': {}, 'id': 'cherry tomato', 'src': '/static/foodstim60/cherry tomato.jpg', 'key': 'u', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 14, 'loaded': True, 'loadedTime': 5932.79999999702, 'positionName': 'LEFT', 'positionCoords': [245.68, 179], 'bid': 6.11}, {'imgObject': {}, 'id': 'popsicles', 'src': '/static/foodstim60/popsicles.jpg', 'key': 'i', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 14, 'loaded': True, 'loadedTime': 6526.5, 'positionName': 'RIGHT', 'positionCoords': [710.32, 179], 'bid': 6.24}]",45409.0,1669833430958,cherry tomato,popsicles,6.11,6.24,0.1299999999999999,popsicles,i,1083,1087,True,46996.90000000596,1587.9000000059605,1669833432546,1588,1087.0,HRV,HRV_0216,2022-11-30 18:41:50
15,"[{'imgObject': {}, 'id': 'sweetpotato', 'src': '/static/foodstim60/sweetpotato.jpg', 'key': 'u', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 15, 'loaded': True, 'loadedTime': 6529.70000000298, 'positionName': 'LEFT', 'positionCoords': [245.68, 179], 'bid': 2.99}, {'imgObject': {}, 'id': 'bagel plain', 'src': '/static/foodstim60/bagel plain.jpg', 'key': 'i', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 15, 'loaded': True, 'loadedTime': 6672.5, 'positionName': 'RIGHT', 'positionCoords': [710.32, 179], 'bid': 3.0500000000000003}]",46997.79999999702,1669833432547,sweetpotato,bagel plain,2.99,3.0500000000000003,0.06000000000000005,sweetpotato,u,1089,1093,True,48591.90000000596,1594.1000000089407,1669833434141,1594,1092.4000000059605,HRV,HRV_0216,2022-11-30 18:41:50
16,"[{'imgObject': {}, 'id': 'burger', 'src': '/static/foodstim60/burger.jpg', 'key': 'u', 'origWidth': 409, 'origHeight': 409, 'width': 409, 'height': 409, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 16, 'loaded': True, 'loadedTime': 6683.5, 'positionName': 'LEFT', 'positionCoords': [246.68, 179.5], 'bid': 7.6}, {'imgObject': {}, 'id': 'cocktailshrimp', 'src': '/static/foodstim60/cocktailshrimp.jpg', 'key': 'i', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 16, 'loaded': True, 'loadedTime': 6793.600000008941, 'positionName': 'RIGHT', 'positionCoords': [710.32, 179], 'bid': 4.44}]",48592.90000000596,1669833434142,burger,cocktailshrimp,7.6,4.44,-3.1599999999999993,burger,u,1815.2000000029802,1818,True,50911.70000000298,2318.7999999970198,1669833436461,2319,1818.0,HRV,HRV_0216,2022-11-30 18:41:50
17,"[{'imgObject': {}, 'id': 'bagel and cc', 'src': '/static/foodstim60/bagel and cc.jpg', 'key': 'u', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 17, 'loaded': True, 'loadedTime': 6934.70000000298, 'positionName': 'LEFT', 'positionCoords': [245.68, 179], 'bid': 3.38}, {'imgObject': {}, 'id': 'baked potato', 'src': '/static/foodstim60/baked potato.jpg', 'key': 'i', 'origWidth': 409, 'origHeight': 410, 'width': 409, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 17, 'loaded': True, 'loadedTime': 6132.600000008941, 'positionName': 'RIGHT', 'positionCoords': [710.32, 179], 'bid': 3.31}]",50912.40000000596,1669833436462,bagel and cc,baked potato,3.38,3.31,-0.06999999999999984,baked potato,i,1645.2999999970198,1650,True,53064.20000000298,2151.7999999970198,1669833438614,2152,1650.7000000029802,HRV,HRV_0216,2022-11-30 18:41:50
18,"[{'imgObject': {}, 'id': 'chickenfingers', 'src': '/static/foodstim60/chickenfingers.jpg', 'key': 'u', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 18, 'loaded': True, 'loadedTime': 6960.9000000059605, 'positionName': 'LEFT', 'positionCoords': [245.68, 179], 'bid': 8.23}, {'imgObject': {}, 'id': 'Grapes', 'src': '/static/foodstim60/Grapes.jpg', 'key': 'i', 'origWidth': 411, 'origHeight': 411, 'width': 411, 'height': 411, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 18, 'loaded': True, 'loadedTime': 5567.79999999702, 'positionName': 'RIGHT', 'positionCoords': [710.32, 178.5], 'bid': 9.01}]",53064.79999999702,1669833438614,chickenfingers,Grapes,8.23,9.01,0.7799999999999994,Grapes,i,1977.6000000089407,1983,True,55549.20000000298,2484.4000000059605,1669833441099,2485,1983.300000011921,HRV,HRV_0216,2022-11-30 18:41:50
19,"[{'imgObject': {}, 'id': 'hotdog w must', 'src': '/static/foodstim60/hotdog w must.jpg', 'key': 'u', 'origWidth': 409, 'origHeight': 409, 'width': 409, 'height': 409, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 19, 'loaded': True, 'loadedTime': 7150.100000008941, 'positionName': 'LEFT', 'positionCoords': [246.68, 179.5], 'bid': 2.18}, {'imgObject': {}, 'id': 'edamame', 'src': '/static/foodstim60/edamame.jpg', 'key': 'i', 'origWidth': 409, 'origHeight': 410, 'width': 409, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 19, 'loaded': True, 'loadedTime': 7151, 'positionName': 'RIGHT', 'positionCoords': [710.32, 179], 'bid': 2.05}]",55549.79999999702,1669833441099,hotdog w must,edamame,2.18,2.05,-0.13000000000000034,edamame,i,1916.7000000029802,1921,True,57971.20000000298,2421.4000000059605,1669833443521,2422,1920.9000000059605,HRV,HRV_0216,2022-11-30 18:41:50
20,"[{'imgObject': {}, 'id': 'fruitsalad', 'src': '/static/foodstim60/fruitsalad.jpg', 'key': 'u', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 20, 'loaded': True, 'loadedTime': 7306.5, 'positionName': 'LEFT', 'positionCoords': [245.68, 179], 'bid': 8.89}, {'imgObject': {}, 'id': 'cherries', 'src': '/static/foodstim60/cherries.jpg', 'key': 'i', 'origWidth': 410, 'origHeight': 411, 'width': 410, 'height': 411, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 20, 'loaded': True, 'loadedTime': 4350.100000008941, 'positionName': 'RIGHT', 'positionCoords': [710.32, 178.5], 'bid': 9.08}]",57971.60000000894,1669833443521,fruitsalad,cherries,8.89,9.08,0.1899999999999995,fruitsalad,u,1168.3999999910593,1171,True,59643.29999999702,1671.699999988079,1669833445193,1672,1171.199999988079,HRV,HRV_0216,2022-11-30 18:41:50
21,"[{'imgObject': {}, 'id': 'fruitsalad', 'src': '/static/foodstim60/fruitsalad.jpg', 'key': 'u', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 21, 'loaded': True, 'loadedTime': 7172.600000008941, 'positionName': 'LEFT', 'positionCoords': [245.68, 179], 'bid': 8.89}, {'imgObject': {}, 'id': 'steak', 'src': '/static/foodstim60/steak.jpg', 'key': 'i', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 21, 'loaded': True, 'loadedTime': 7450, 'positionName': 'RIGHT', 'positionCoords': [710.32, 179], 'bid': 8.77}]",59643.70000000298,1669833445193,fruitsalad,steak,8.89,8.77,-0.120000000000001,NaN,NaN,NaN,NaN,False,63646.60000000894,4002.9000000059605,1669833449196,4003,,HRV,HRV_0216,2022-11-30 18:41:50
22,"[{'imgObject': {}, 'id': 'raisin bran w milk', 'src': '/static/foodstim60/raisin bran w milk.jpg', 'key': 'u', 'origWidth': 411, 'origHeight': 411, 'width': 411, 'height': 411, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 22, 'loaded': True, 'loadedTime': 5724.600000008941, 'positionName': 'LEFT', 'positionCoords': [244.68, 178.5], 'bid': 8.27}, {'imgObject': {}, 'id': 'blueberries', 'src': '/static/foodstim60/blueberries.jpg', 'key': 'i', 'origWidth': 411, 'origHeight': 411, 'width': 411, 'height': 411, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 22, 'loaded': True, 'loadedTime': 7462.600000008941, 'positionName': 'RIGHT', 'positionCoords': [710.32, 178.5], 'bid': 8.11}]",63647.40000000596,1669833449197,raisin bran w milk,blueberries,8.27,8.11,-0.16000000000000014,blueberries,i,2693.7000000029802,2696,True,66845.40000000596,3198.0,1669833452395,3198,2696.7999999970198,HRV,HRV_0216,2022-11-30 18:41:50
23,"[{'imgObject': {}, 'id': 'blueberries', 'src': '/static/foodstim60/blueberries.jpg', 'key': 'u', 'origWidth': 411, 'origHeight': 411, 'width': 411, 'height': 411, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 23, 'loaded': True, 'loadedTime': 7638.600000008941, 'positionName': 'LEFT', 'positionCoords': [244.68, 178.5], 'bid': 8.11}, {'imgObject': {}, 'id': 'salad w chicken', 'src': '/static/foodstim60/salad w chicken.jpg', 'key': 'i', 'origWidth': 411, 'origHeight': 411, 'width': 411, 'height': 411, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 23, 'loaded': True, 'loadedTime': 4171.9000000059605, 'positionName': 'RIGHT', 'positionCoords': [710.32, 178.5], 'bid': 8.2}]",66846.60000000894,1669833452396,blueberries,salad w chicken,8.11,8.2,0.08999999999999986,salad w chicken,i,1643.3999999910593,1652,True,68999.60000000894,2153.0,1669833454549,2153,1651.8999999910593,HRV,HRV_0216,2022-11-30 18:41:50
24,"[{'imgObject': {}, 'id': 'raspberries', 'src': '/static/foodstim60/raspberries.jpg', 'key': 'u', 'origWidth': 411, 'origHeight': 411, 'width': 411, 'height': 411, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 24, 'loaded': True, 'loadedTime': 7646.9000000059605, 'positionName': 'LEFT', 'positionCoords': [244.68, 178.5], 'bid': 8.73}, {'imgObject': {}, 'id': 'cheerios', 'src': '/static/foodstim60/cheerios.jpg', 'key': 'i', 'origWidth': 409, 'origHeight': 410, 'width': 409, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 24, 'loaded': True, 'loadedTime': 7652.29999999702, 'positionName': 'RIGHT', 'positionCoords': [710.32, 179], 'bid': 8.03}]",69000.5,1669833454550,raspberries,cheerios,8.73,8.03,-0.7000000000000011,raspberries,u,1395.7000000029802,1402,True,70903.20000000298,1902.7000000029802,1669833456453,1903,1402.0,HRV,HRV_0216,2022-11-30 18:41:50
25,"[{'imgObject': {}, 'id': 'olives', 'src': '/static/foodstim60/olives.jpg', 'key': 'u', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 25, 'loaded': True, 'loadedTime': 7758.9000000059605, 'positionName': 'LEFT', 'positionCoords': [245.68, 179], 'bid': 8.19}, {'imgObject': {}, 'id': 'bagel and cc', 'src': '/static/foodstim60/bagel and cc.jpg', 'key': 'i', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 25, 'loaded': True, 'loadedTime': 6938, 'positionName': 'RIGHT', 'positionCoords': [710.32, 179], 'bid': 3.38}]",70904.29999999702,1669833456454,olives,bagel and cc,8.19,3.38,-4.81,olives,u,1673.800000011921,1677,True,73082.90000000596,2178.6000000089407,1669833458632,2178,1677.5,HRV,HRV_0216,2022-11-30 18:41:50
26,"[{'imgObject': {}, 'id': 'cherries', 'src': '/static/foodstim60/cherries.jpg', 'key': 'u', 'origWidth': 410, 'origHeight': 411, 'width': 410, 'height': 411, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 26, 'loaded': True, 'loadedTime': 4334.4000000059605, 'positionName': 'LEFT', 'positionCoords': [245.68, 178.5], 'bid': 9.08}, {'imgObject': {}, 'id': 'salmon', 'src': '/static/foodstim60/salmon.jpg', 'key': 'i', 'origWidth': 410, 'origHeight': 409, 'width': 410, 'height': 409, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 26, 'loaded': True, 'loadedTime': 5201.600000008941, 'positionName': 'RIGHT', 'positionCoords': [710.32, 179.5], 'bid': 8.25}]",73083.29999999702,1669833458633,cherries,salmon,9.08,8.25,-0.8300000000000001,salmon,i,1079.9000000059605,1083,True,74668.70000000298,1585.4000000059605,1669833460218,1585,1083.4000000059605,HRV,HRV_0216,2022-11-30 18:41:50
