success,trial_type,trial_index,time_elapsed,internal_node_id,Block,TrialNumber,TrialTime,trialTimeDiff,FPS_avg,FPS_med,FPS_mode,TrialDur,winResizeTime,rt,block,button_pressed,missTrial,missTrialMsg,MotCoh,MotDir,ColCoh,Color,ChoiceKey,Choice,Accuracy,RT,nFrames,FPS,PPD,onsetDelay,fullScreenExitTime,canvCenter,TrialType,Score,BlockTrial,stimulus,button_labels,exp,subjectId,date
True,fullscreen,0,2135,0.0-0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HRV,HRV_0212,2022-11-30 19:12:57
,wl-check-fps,1,7155,0.0-1.0,0.0,2.0,"[2321.5, 2327, 2372.8, 2376.7, 2393.4, 2410, 2426.6, 2443.4, 2460, 2476.6, 2493.3, 2510, 2526.7, 2543.4, 2560.4, 2577, 2593.6, 2610.4, 2626.9, 2643.6, 2660.4, 2676.9, 2693.5, 2710.2, 2726.9, 2743.6, 2760.3, 2777, 2793.7, 2810.3, 2827.1, 2843.6, 2860.3, 2876.9, 2893.8, 2910.4, 2926.9, 2943.6, 2960.2, 2977, 2993.7, 3010.3, 3026.9, 3043.7, 3060.5, 3077, 3093.8, 3110.5, 3127, 3143.7, 3160.2, 3177, 3193.6, 3210.3, 3227, 3243.6, 3260.3, 3277.1, 3293.8, 3310.6, 3327.2, 3343.7, 3360.4, 3377.3, 3393.4, 3409.9, 3426.7, 3443.4, 3460.2, 3477.3, 3493.7, 3510.5, 3527.2, 3543.7, 3560, 3576.6, 3593.3, 3610, 3626.8, 3643.9, 3660.4, 3677.1, 3693.7, 3710.5, 3727.1, 3743.9, 3760.5, 3777.4, 3794, 3810.5, 3827.4, 3844.3, 3860.8, 3877.6, 3894.2, 3910.6, 3927.4, 3944, 3960.8, 3977.3, 3994, 4010.8, 4027.1, 4043.2, 4060, 4076.8, 4093.5, 4110.1, 4126.6, 4143.3, 4159.9, 4176.7, 4193.6, 4210.1, 4226.6, 4243.3, 4260, 4276.7, 4293.3, 4310.1, 4327.1, 4344, 4360.5, 4377.2, 4394, 4410.3, 4426.7, 4443.3, 4460, 4476.6, 4493.3, 4510.1, 4526.8, 4543.3, 4560, 4576.6, 4593.2, 4610, 4626.6, 4643.3, 4660, 4676.6, 4693.3, 4710.1, 4726.6, 4743.3, 4759.9, 4776.6, 4793.2, 4810, 4826.6, 4843.4, 4860, 4876.8, 4893.5, 4910.2, 4926.8, 4943.7, 4960.2, 4976.9, 4993.5, 5010.3, 5026.8, 5043.4, 5060.1, 5076.8, 5093.8, 5111.1, 5126.9, 5143.3, 5160, 5176.7, 5193.3, 5210, 5226.7, 5243.4, 5260.1, 5276.8, 5293.3, 5310.1, 5326.8, 5343.5, 5360.2, 5376.7, 5393.2, 5409.9, 5426.7, 5443.4, 5460.5, 5477.2, 5493.9, 5510.4, 5527.1, 5543.9, 5560.5, 5577.1, 5593.9, 5610.4, 5627.1, 5643.8, 5660.6, 5677.1, 5693.8, 5710.2, 5726.9, 5743.8, 5760, 5776.7, 5793.3, 5810, 5826.7, 5843.9, 5860.4, 5877.2, 5894.1, 5910.4, 5927.1, 5943.9, 5960.6, 5977.1, 5993.7, 6010.4, 6027.1, 6043.4, 6060.8, 6077.6, 6094, 6110.8, 6127.3, 6143.9, 6160.3, 6176.8, 6193.4, 6210.1, 6226.7, 6243.4, 6260.1, 6277.1, 6293.9, 6310.7, 6327.7, 6344.4, 6360.5, 6376.8, 6393.3, 6409.9, 6426.6, 6443.4, 6460, 6476.8, 6493.4, 6510.6, 6527.2, 6544, 6560.6, 6577.4, 6594, 6610.8, 6627.3, 6644, 6660.5, 6677.1, 6693.8, 6710.6, 6727.1, 6743.9, 6760.5, 6777.1, 6794, 6810.6, 6827.2, 6843.9, 6861, 6877.2, 6894, 6910.5, 6927.3, 6943.7, 6960.5, 6977.1, 6994, 7010.5, 7027.2, 7043.8, 7060.6, 7077.1, 7093.9, 7110.6, 7127.2, 7143.9, 7160.5, 7177.2, 7194, 7210.7, 7227.5, 7243.9, 7260.5, 7277.3, 7294.7, 7310.9]","[4.7, 5.5, 45.8, 3.9, 16.7, 16.6, 16.6, 16.8, 16.6, 16.6, 16.7, 16.7, 16.7, 16.7, 17, 16.6, 16.6, 16.8, 16.5, 16.7, 16.8, 16.5, 16.6, 16.7, 16.7, 16.7, 16.7, 16.7, 16.7, 16.6, 16.8, 16.5, 16.7, 16.6, 16.9, 16.6, 16.5, 16.7, 16.6, 16.8, 16.7, 16.6, 16.6, 16.8, 16.8, 16.5, 16.8, 16.7, 16.5, 16.7, 16.5, 16.8, 16.6, 16.7, 16.7, 16.6, 16.7, 16.8, 16.7, 16.8, 16.6, 16.5, 16.7, 16.9, 16.1, 16.5, 16.8, 16.7, 16.8, 17.1, 16.4, 16.8, 16.7, 16.5, 16.3, 16.6, 16.7, 16.7, 16.8, 17.1, 16.5, 16.7, 16.6, 16.8, 16.6, 16.8, 16.6, 16.9, 16.6, 16.5, 16.9, 16.9, 16.5, 16.8, 16.6, 16.4, 16.8, 16.6, 16.8, 16.5, 16.7, 16.8, 16.3, 16.1, 16.8, 16.8, 16.7, 16.6, 16.5, 16.7, 16.6, 16.8, 16.9, 16.5, 16.5, 16.7, 16.7, 16.7, 16.6, 16.8, 17, 16.9, 16.5, 16.7, 16.8, 16.3, 16.4, 16.6, 16.7, 16.6, 16.7, 16.8, 16.7, 16.5, 16.7, 16.6, 16.6, 16.8, 16.6, 16.7, 16.7, 16.6, 16.7, 16.8, 16.5, 16.7, 16.6, 16.7, 16.6, 16.8, 16.6, 16.8, 16.6, 16.8, 16.7, 16.7, 16.6, 16.9, 16.5, 16.7, 16.6, 16.8, 16.5, 16.6, 16.7, 16.7, 17, 17.3, 15.8, 16.4, 16.7, 16.7, 16.6, 16.7, 16.7, 16.7, 16.7, 16.7, 16.5, 16.8, 16.7, 16.7, 16.7, 16.5, 16.5, 16.7, 16.8, 16.7, 17.1, 16.7, 16.7, 16.5, 16.7, 16.8, 16.6, 16.6, 16.8, 16.5, 16.7, 16.7, 16.8, 16.5, 16.7, 16.4, 16.7, 16.9, 16.2, 16.7, 16.6, 16.7, 16.7, 17.2, 16.5, 16.8, 16.9, 16.3, 16.7, 16.8, 16.7, 16.5, 16.6, 16.7, 16.7, 16.3, 17.4, 16.8, 16.4, 16.8, 16.5, 16.6, 16.4, 16.5, 16.6, 16.7, 16.6, 16.7, 16.7, 17, 16.8, 16.8, 17, 16.7, 16.1, 16.3, 16.5, 16.6, 16.7, 16.8, 16.6, 16.8, 16.6, 17.2, 16.6, 16.8, 16.6, 16.8, 16.6, 16.8, 16.5, 16.7, 16.5, 16.6, 16.7, 16.8, 16.5, 16.8, 16.6, 16.6, 16.9, 16.6, 16.6, 16.7, 17.1, 16.2, 16.8, 16.5, 16.8, 16.4, 16.8, 16.6, 16.9, 16.5, 16.7, 16.6, 16.8, 16.5, 16.8, 16.7, 16.6, 16.7, 16.6, 16.7, 16.8, 16.7, 16.8, 16.4, 16.6, 16.8, 17.4, 16.2]",60.0,60.0,60.0,5010.8,[],,,,,,,,,,,,,,,,,,,,,,,,,HRV,HRV_0212,2022-11-30 19:12:57
,wl-html-keyboard-response,2,36982,0.0-2.0-0.0,0.0,2.0,,,,,,,,27809.0,0.0,0,True,undefinedblurEvent ,,,,,,,,,,,,,,,,,,,,HRV,HRV_0212,2022-11-30 19:12:57
,wl-rdm,3,44052,0.0-3.0-0.0,0.0,3.0,,,,,,,[],,,,False,,0.0,0.0,87.9,0.0,u,0.0,True,1485.300000000745,90.0,60.0,40.0,3000.0,[],"[960, 540]",ColorTask_Demo,,,,,HRV,HRV_0212,2022-11-30 19:12:57
,wl-rdm,4,48869,0.0-3.0-1.0,0.0,4.0,,,,,,,[],,,,False,,0.0,0.0,87.9,1.0,i,1.0,True,763.0000000018626,46.0,60.0,40.0,2000.0,[],"[960, 540]",ColorTask_Demo,,,,,HRV,HRV_0212,2022-11-30 19:12:57
,wl-html-keyboard-response,5,57318,0.0-3.0-2.0,0.0,5.0,,,,,,,,6441.60000000149,0.0,1,,,,,,,,,,,,,,,,,,,,,,HRV,HRV_0212,2022-11-30 19:12:57
,wl-html-keyboard-response,6,67070,0.0-4.0-0.0,0.0,6.0,,,,,,,,7746.199999999255,0.0,0,,,,,,,,,,,,,,,,,,,,,,HRV,HRV_0212,2022-11-30 19:12:57
,wl-html-keyboard-response,7,729751,0.0-5.0-0.0,0.0,6.0,,,,,,,,660675.0999999996,0.0,0,True,undefinedblurEvent ,,,,,,,,,,,,,,,,,,,,HRV,HRV_0212,2022-11-30 19:12:57
,wl-rdm,8,732116,0.0-6.0-0.0,0.0,7.0,,,,,,,[],,,,False,,,,62.5,1.0,u,0.0,False,972.6000000014901,59.0,60.0,40.0,327.10081502863284,[],"[960, 540]",ColorTask,-1.0,1.0,,,HRV,HRV_0212,2022-11-30 19:12:57
,wl-rdm,9,734167,0.0-6.1-0.1,0.0,8.0,,,,,,,[],,,,False,,,,62.5,1.0,i,1.0,True,755.5,46.0,60.0,40.0,231.0109529807183,[],"[960, 540]",ColorTask,0.0,2.0,,,HRV,HRV_0212,2022-11-30 19:12:57
