trialN,stimuli,trialStartTime,trialStartTime_UNIX,stimulus1,stimulus2,stimulus1Bid,stimulus2Bid,delta,selected,rt,rt_UNIX,rt_perfnow,receivedResponse,rsp,trialEndTime,trialDuration,trialEndTime_UNIX,trialDuration_UNIX,trialEvents,exp,subjectId,date
10,"[{'imgObject': {}, 'id': 'mango', 'src': '/static/foodstim60/mango.jpg', 'key': 'u', 'origWidth': 411, 'origHeight': 411, 'width': 411, 'height': 411, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 10, 'loaded': True, 'loadedTime': 4480.100000143051, 'positionName': 'LEFT', 'positionCoords': [203.4, 154.5], 'bid': 7.53}, {'imgObject': {}, 'id': 'salad w chicken', 'src': '/static/foodstim60/salad w chicken.jpg', 'key': 'i', 'origWidth': 411, 'origHeight': 411, 'width': 411, 'height': 411, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 10, 'loaded': True, 'loadedTime': 4484.700000047684, 'positionName': 'RIGHT', 'positionCoords': [665.6, 154.5], 'bid': 6.5600000000000005}]",20362.799999952316,1669830328209,mango,salad w chicken,7.53,6.5600000000000005,-0.9699999999999998,salad w chicken,805.9000000953674,806,806.1000001430511,True,i,21674.5,1311.7000000476837,1669830329520,1311,,HRV,HRV_0087,2022-11-30 17:49:30
11,"[{'imgObject': {}, 'id': 'lox', 'src': '/static/foodstim60/lox.jpg', 'key': 'u', 'origWidth': 410, 'origHeight': 411, 'width': 410, 'height': 411, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 11, 'loaded': True, 'loadedTime': 4485.900000095367, 'positionName': 'LEFT', 'positionCoords': [204.4, 154.5], 'bid': 9.53}, {'imgObject': {}, 'id': 'kiwi', 'src': '/static/foodstim60/kiwi.jpg', 'key': 'i', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 11, 'loaded': True, 'loadedTime': 4487, 'positionName': 'RIGHT', 'positionCoords': [665.6, 155], 'bid': 6.43}]",21674.60000014305,1669830329521,lox,kiwi,9.53,6.43,-3.0999999999999996,lox,722.5999999046326,723,723.1999998092651,True,u,22916.60000014305,1242.0,1669830330763,1242,,HRV,HRV_0087,2022-11-30 17:49:30
12,"[{'imgObject': {}, 'id': 'cheerios', 'src': '/static/foodstim60/cheerios.jpg', 'key': 'u', 'origWidth': 409, 'origHeight': 410, 'width': 409, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 12, 'loaded': True, 'loadedTime': 4487.700000047684, 'positionName': 'LEFT', 'positionCoords': [205.4, 155], 'bid': 2.96}, {'imgObject': {}, 'id': 'baked potato', 'src': '/static/foodstim60/baked potato.jpg', 'key': 'i', 'origWidth': 409, 'origHeight': 410, 'width': 409, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 12, 'loaded': True, 'loadedTime': 4476.299999952316, 'positionName': 'RIGHT', 'positionCoords': [665.6, 155], 'bid': 5.57}]",22916.900000095367,1669830330763,cheerios,baked potato,2.96,5.57,2.6100000000000003,baked potato,1240.7999999523163,1241,1241.0999999046326,True,i,24660.200000047684,1743.2999999523163,1669830332506,1743,,HRV,HRV_0087,2022-11-30 17:49:30
13,"[{'imgObject': {}, 'id': 'bagel plain', 'src': '/static/foodstim60/bagel plain.jpg', 'key': 'u', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 13, 'loaded': True, 'loadedTime': 4488.5, 'positionName': 'LEFT', 'positionCoords': [204.4, 155], 'bid': 3.82}, {'imgObject': {}, 'id': 'luckycharms', 'src': '/static/foodstim60/luckycharms.jpg', 'key': 'i', 'origWidth': 410, 'origHeight': 409, 'width': 410, 'height': 409, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 13, 'loaded': True, 'loadedTime': 4489.5, 'positionName': 'RIGHT', 'positionCoords': [665.6, 155.5], 'bid': 2.7}]",24660.400000095367,1669830332506,bagel plain,luckycharms,3.82,2.7,-1.1199999999999997,bagel plain,1211.2999999523163,1212,1211.7000000476837,True,u,26384.200000047684,1723.7999999523163,1669830334230,1724,,HRV,HRV_0087,2022-11-30 17:49:30
14,"[{'imgObject': {}, 'id': 'chicken nuggets2', 'src': '/static/foodstim60/chicken nuggets2.jpg', 'key': 'u', 'origWidth': 410, 'origHeight': 409, 'width': 410, 'height': 409, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 14, 'loaded': True, 'loadedTime': 4408.400000095367, 'positionName': 'LEFT', 'positionCoords': [204.4, 155.5], 'bid': 8.82}, {'imgObject': {}, 'id': 'grilled chicken strips', 'src': '/static/foodstim60/grilled chicken strips.jpg', 'key': 'i', 'origWidth': 410, 'origHeight': 411, 'width': 410, 'height': 411, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 14, 'loaded': True, 'loadedTime': 4490.200000047684, 'positionName': 'RIGHT', 'positionCoords': [665.6, 154.5], 'bid': 8.98}]",26384.400000095367,1669830334230,chicken nuggets2,grilled chicken strips,8.82,8.98,0.16000000000000014,grilled chicken strips,1145.0999999046326,1146,1145.5,True,i,28043.299999952316,1658.8999998569489,1669830335889,1659,,HRV,HRV_0087,2022-11-30 17:49:30
15,"[{'imgObject': {}, 'id': 'avocado', 'src': '/static/foodstim60/avocado.jpg', 'key': 'u', 'origWidth': 409, 'origHeight': 409, 'width': 409, 'height': 409, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 15, 'loaded': True, 'loadedTime': 4491.100000143051, 'positionName': 'LEFT', 'positionCoords': [205.4, 155.5], 'bid': 9.06}, {'imgObject': {}, 'id': 'seaweed', 'src': '/static/foodstim60/seaweed.jpg', 'key': 'i', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 15, 'loaded': True, 'loadedTime': 4371.799999952316, 'positionName': 'RIGHT', 'positionCoords': [665.6, 155], 'bid': 7.62}]",28043.400000095367,1669830335889,avocado,seaweed,9.06,7.62,-1.4400000000000004,seaweed,993.8999998569489,994,994.2000000476837,True,i,29553.299999952316,1509.8999998569489,1669830337399,1510,,HRV,HRV_0087,2022-11-30 17:49:30
16,"[{'imgObject': {}, 'id': 'blackbeanswithrice', 'src': '/static/foodstim60/blackbeanswithrice.jpg', 'key': 'u', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 16, 'loaded': True, 'loadedTime': 4459, 'positionName': 'LEFT', 'positionCoords': [204.4, 155], 'bid': 3.03}, {'imgObject': {}, 'id': 'cheerios', 'src': '/static/foodstim60/cheerios.jpg', 'key': 'i', 'origWidth': 409, 'origHeight': 410, 'width': 409, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 16, 'loaded': True, 'loadedTime': 4487.600000143051, 'positionName': 'RIGHT', 'positionCoords': [665.6, 155], 'bid': 2.96}]",29553.400000095367,1669830337399,blackbeanswithrice,cheerios,3.03,2.96,-0.06999999999999984,cheerios,1050.5999999046326,1051,1051.0999999046326,True,i,31119.0,1565.5999999046326,1669830338965,1566,,HRV,HRV_0087,2022-11-30 17:49:30
17,"[{'imgObject': {}, 'id': 'orange slices', 'src': '/static/foodstim60/orange slices.jpg', 'key': 'u', 'origWidth': 409, 'origHeight': 410, 'width': 409, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 17, 'loaded': True, 'loadedTime': 4492, 'positionName': 'LEFT', 'positionCoords': [205.4, 155], 'bid': 8.06}, {'imgObject': {}, 'id': 'rigatoni and sauce', 'src': '/static/foodstim60/rigatoni and sauce.jpg', 'key': 'i', 'origWidth': 410, 'origHeight': 411, 'width': 410, 'height': 411, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 17, 'loaded': True, 'loadedTime': 4492.200000047684, 'positionName': 'RIGHT', 'positionCoords': [665.6, 154.5], 'bid': 7.37}]",31119.299999952316,1669830338965,orange slices,rigatoni and sauce,8.06,7.37,-0.6900000000000004,rigatoni and sauce,943.2000000476837,944,943.6000001430511,True,i,32580.5,1461.2000000476837,1669830340426,1461,,HRV,HRV_0087,2022-11-30 17:49:30
18,"[{'imgObject': {}, 'id': 'granola w milk', 'src': '/static/foodstim60/granola w milk.jpg', 'key': 'u', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 18, 'loaded': True, 'loadedTime': 4493.700000047684, 'positionName': 'LEFT', 'positionCoords': [204.4, 155], 'bid': 1.87}, {'imgObject': {}, 'id': 'popsicles', 'src': '/static/foodstim60/popsicles.jpg', 'key': 'i', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 18, 'loaded': True, 'loadedTime': 4475.200000047684, 'positionName': 'RIGHT', 'positionCoords': [665.6, 155], 'bid': 3.45}]",32580.799999952316,1669830340426,granola w milk,popsicles,1.87,3.45,1.58,granola w milk,1104,1105,1104.4000000953674,True,u,34194.90000009537,1614.1000001430511,1669830342041,1615,,HRV,HRV_0087,2022-11-30 17:49:30
19,"[{'imgObject': {}, 'id': 'salmon', 'src': '/static/foodstim60/salmon.jpg', 'key': 'u', 'origWidth': 410, 'origHeight': 409, 'width': 410, 'height': 409, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 19, 'loaded': True, 'loadedTime': 4442.299999952316, 'positionName': 'LEFT', 'positionCoords': [204.4, 155.5], 'bid': 8.71}, {'imgObject': {}, 'id': 'olives', 'src': '/static/foodstim60/olives.jpg', 'key': 'i', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 19, 'loaded': True, 'loadedTime': 4496.900000095367, 'positionName': 'RIGHT', 'positionCoords': [665.6, 155], 'bid': 5.71}]",34195.0,1669830342041,salmon,olives,8.71,5.71,-3.000000000000001,olives,786.5,787,787.0,True,i,35494.60000014305,1299.6000001430511,1669830343340,1299,,HRV,HRV_0087,2022-11-30 17:49:30
20,"[{'imgObject': {}, 'id': 'steak', 'src': '/static/foodstim60/steak.jpg', 'key': 'u', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 20, 'loaded': True, 'loadedTime': 4499, 'positionName': 'LEFT', 'positionCoords': [204.4, 155], 'bid': 9.25}, {'imgObject': {}, 'id': 'lox', 'src': '/static/foodstim60/lox.jpg', 'key': 'i', 'origWidth': 410, 'origHeight': 411, 'width': 410, 'height': 411, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 20, 'loaded': True, 'loadedTime': 4486, 'positionName': 'RIGHT', 'positionCoords': [665.6, 154.5], 'bid': 9.53}]",35494.799999952316,1669830343341,steak,lox,9.25,9.53,0.27999999999999936,lox,904.4000000953674,904,904.8000001907349,True,i,36903.40000009537,1408.6000001430511,1669830344749,1408,,HRV,HRV_0087,2022-11-30 17:49:30
21,"[{'imgObject': {}, 'id': 'Tribe humus pita', 'src': '/static/foodstim60/Tribe humus pita.jpg', 'key': 'u', 'origWidth': 411, 'origHeight': 411, 'width': 411, 'height': 411, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 21, 'loaded': True, 'loadedTime': 4500.100000143051, 'positionName': 'LEFT', 'positionCoords': [203.4, 154.5], 'bid': 3.89}, {'imgObject': {}, 'id': 'salad w chicken', 'src': '/static/foodstim60/salad w chicken.jpg', 'key': 'i', 'origWidth': 411, 'origHeight': 411, 'width': 411, 'height': 411, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 21, 'loaded': True, 'loadedTime': 4484.299999952316, 'positionName': 'RIGHT', 'positionCoords': [665.6, 154.5], 'bid': 6.5600000000000005}]",36903.60000014305,1669830344749,Tribe humus pita,salad w chicken,3.89,6.5600000000000005,2.6700000000000004,salad w chicken,1154.5999999046326,1155,1155.0,True,i,38575.10000014305,1671.5,1669830346421,1672,,HRV,HRV_0087,2022-11-30 17:49:30
22,"[{'imgObject': {}, 'id': 'Tribe humus pita', 'src': '/static/foodstim60/Tribe humus pita.jpg', 'key': 'u', 'origWidth': 411, 'origHeight': 411, 'width': 411, 'height': 411, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 22, 'loaded': True, 'loadedTime': 4500.200000047684, 'positionName': 'LEFT', 'positionCoords': [203.4, 154.5], 'bid': 3.89}, {'imgObject': {}, 'id': 'orange slices', 'src': '/static/foodstim60/orange slices.jpg', 'key': 'i', 'origWidth': 409, 'origHeight': 410, 'width': 409, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 22, 'loaded': True, 'loadedTime': 4492.100000143051, 'positionName': 'RIGHT', 'positionCoords': [665.6, 155], 'bid': 8.06}]",38575.200000047684,1669830346421,Tribe humus pita,orange slices,3.89,8.06,4.17,orange slices,1094.2999999523163,1095,1094.5999999046326,True,i,40190.799999952316,1615.5999999046326,1669830348036,1615,,HRV,HRV_0087,2022-11-30 17:49:30
23,"[{'imgObject': {}, 'id': 'chickenfingers', 'src': '/static/foodstim60/chickenfingers.jpg', 'key': 'u', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 23, 'loaded': True, 'loadedTime': 4501.200000047684, 'positionName': 'LEFT', 'positionCoords': [204.4, 155], 'bid': 9.43}, {'imgObject': {}, 'id': 'burger', 'src': '/static/foodstim60/burger.jpg', 'key': 'i', 'origWidth': 409, 'origHeight': 409, 'width': 409, 'height': 409, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 23, 'loaded': True, 'loadedTime': 4503.600000143051, 'positionName': 'RIGHT', 'positionCoords': [665.6, 155.5], 'bid': 9.71}]",40190.90000009537,1669830348037,chickenfingers,burger,9.43,9.71,0.28000000000000114,chickenfingers,1405.5999999046326,1406,1406.0,True,u,42118.40000009537,1927.5,1669830349964,1927,,HRV,HRV_0087,2022-11-30 17:49:30
24,"[{'imgObject': {}, 'id': 'luckycharms', 'src': '/static/foodstim60/luckycharms.jpg', 'key': 'u', 'origWidth': 410, 'origHeight': 409, 'width': 410, 'height': 409, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 24, 'loaded': True, 'loadedTime': 4489.400000095367, 'positionName': 'LEFT', 'positionCoords': [204.4, 155.5], 'bid': 2.7}, {'imgObject': {}, 'id': 'turkey sandwich', 'src': '/static/foodstim60/turkey sandwich.jpg', 'key': 'i', 'origWidth': 409, 'origHeight': 409, 'width': 409, 'height': 409, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 24, 'loaded': True, 'loadedTime': 4426.400000095367, 'positionName': 'RIGHT', 'positionCoords': [665.6, 155.5], 'bid': 7.18}]",42118.60000014305,1669830349964,luckycharms,turkey sandwich,2.7,7.18,4.4799999999999995,turkey sandwich,893.8999998569489,895,894.3999998569489,True,i,43533.90000009537,1415.2999999523163,1669830351380,1416,,HRV,HRV_0087,2022-11-30 17:49:30
25,"[{'imgObject': {}, 'id': 'blueberries', 'src': '/static/foodstim60/blueberries.jpg', 'key': 'u', 'origWidth': 411, 'origHeight': 411, 'width': 411, 'height': 411, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 25, 'loaded': True, 'loadedTime': 4503.900000095367, 'positionName': 'LEFT', 'positionCoords': [203.4, 154.5], 'bid': 6.0600000000000005}, {'imgObject': {}, 'id': 'yogurt no spoon', 'src': '/static/foodstim60/yogurt no spoon.jpg', 'key': 'i', 'origWidth': 411, 'origHeight': 410, 'width': 411, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 25, 'loaded': True, 'loadedTime': 4505.600000143051, 'positionName': 'RIGHT', 'positionCoords': [665.6, 155], 'bid': 5.82}]",43534.10000014305,1669830351380,blueberries,yogurt no spoon,6.0600000000000005,5.82,-0.2400000000000002,yogurt no spoon,773.1999998092651,773,773.6999998092651,True,i,44827.60000014305,1293.5,1669830352673,1293,,HRV,HRV_0087,2022-11-30 17:49:30
26,"[{'imgObject': {}, 'id': 'bagel plain', 'src': '/static/foodstim60/bagel plain.jpg', 'key': 'u', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 26, 'loaded': True, 'loadedTime': 4488.600000143051, 'positionName': 'LEFT', 'positionCoords': [204.4, 155], 'bid': 3.82}, {'imgObject': {}, 'id': 'baked potato', 'src': '/static/foodstim60/baked potato.jpg', 'key': 'i', 'origWidth': 409, 'origHeight': 410, 'width': 409, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 26, 'loaded': True, 'loadedTime': 4475.400000095367, 'positionName': 'RIGHT', 'positionCoords': [665.6, 155], 'bid': 5.57}]",44827.799999952316,1669830352673,bagel plain,baked potato,3.82,5.57,1.7500000000000004,baked potato,985.3000001907349,986,985.8000001907349,True,i,46326.5,1498.7000000476837,1669830354172,1499,,HRV,HRV_0087,2022-11-30 17:49:30
