trialN,stimuli,question,trialStartTime,trialStartTime_UNIX,stimulus1,trialEvents,rt,receivedResponse,rating,trialEndTime,trialDuration,stimulus1Loaded,exp,subjectId,date
0,"[{'imgObject': {}, 'id': 'chickenfingers', 'src': '/static/foodstim60/chickenfingers.jpg', 'key': 'NaN', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.8, 'rescaleHeight': True, 'trialN': 0, 'loaded': True, 'loadedTime': 27839.700000047684, 'positionName': 'CENTER', 'positionCoords': [478, 179]}]",Rate how much you want to eat this food from 0 (least) to 10 (most).,28316.299999952316,1669830512466,chickenfingers,"[{'event': 'fullscreenchange', 'details': 'fullscreenexit', 'performance time': 499795, 'date time': 1669830983943}, {'event': 'onblur', 'details': 'out of focus', 'performance time': 508357.2000000477, 'date time': 1669830992506}, {'event': 'visibilitychange', 'details': 'hidden', 'performance time': 508499.09999990463, 'date time': 1669830992647}, {'event': 'visibilitychange', 'details': 'visible', 'performance time': 561131.0999999046, 'date time': 1669831045279}, {'event': 'onfocus', 'details': 'in focus', 'performance time': 561131.7000000477, 'date time': 1669831045280}, {'event': 'onblur', 'details': 'out of focus', 'performance time': 561832.9000000954, 'date time': 1669831045981}, {'event': 'visibilitychange', 'details': 'hidden', 'performance time': 561865.2999999523, 'date time': 1669831046013}, {'event': 'visibilitychange', 'details': 'visible', 'performance time': 573470.7000000477, 'date time': 1669831057619}, {'event': 'onfocus', 'details': 'in focus', 'performance time': 573471, 'date time': 1669831057619}]",547872.2000000477,True,6.05,576188.5,547872.2000000477,True,HRV,HRV_0045,2022-11-30 17:59:22
1,"[{'imgObject': {}, 'id': 'cherries', 'src': '/static/foodstim60/cherries.jpg', 'key': 'NaN', 'origWidth': 410, 'origHeight': 411, 'width': 405.26155717761554, 'height': 406.25, 'widthPercent': 0.8, 'rescaleHeight': True, 'trialN': 1, 'loaded': True, 'loadedTime': 576202.7999999523, 'positionName': 'CENTER', 'positionCoords': [480.5, 109.5]}]",Rate how much you want to eat this food from 0 (least) to 10 (most).,576191.5999999046,1669831060340,cherries,,1224.8000001907349,True,7.8100000000000005,577416.4000000954,1224.8000001907349,True,HRV,HRV_0045,2022-11-30 17:59:22
2,"[{'imgObject': {}, 'id': 'froot loops w milk', 'src': '/static/foodstim60/froot loops w milk.jpg', 'key': 'NaN', 'origWidth': 410, 'origHeight': 410, 'width': 406.25, 'height': 406.25, 'widthPercent': 0.8, 'rescaleHeight': True, 'trialN': 2, 'loaded': True, 'loadedTime': 577429.0999999046, 'positionName': 'CENTER', 'positionCoords': [480, 109.5]}]",Rate how much you want to eat this food from 0 (least) to 10 (most).,577418.4000000954,1669831061566,froot loops w milk,,2120.899999856949,True,4.94,579539.2999999523,2120.899999856949,True,HRV,HRV_0045,2022-11-30 17:59:22
3,"[{'imgObject': {}, 'id': 'ice cream sundae 002', 'src': '/static/foodstim60/ice cream sundae 002.jpg', 'key': 'NaN', 'origWidth': 409, 'origHeight': 409, 'width': 406.25, 'height': 406.25, 'widthPercent': 0.8, 'rescaleHeight': True, 'trialN': 3, 'loaded': True, 'loadedTime': 579554.7999999523, 'positionName': 'CENTER', 'positionCoords': [480, 109.5]}]",Rate how much you want to eat this food from 0 (least) to 10 (most).,579541.7000000477,1669831063690,ice cream sundae 002,,1390.0999999046326,True,9.05,580931.7999999523,1390.0999999046326,True,HRV,HRV_0045,2022-11-30 17:59:22
4,"[{'imgObject': {}, 'id': 'mac & cheese', 'src': '/static/foodstim60/mac & cheese.jpg', 'key': 'NaN', 'origWidth': 410, 'origHeight': 410, 'width': 406.25, 'height': 406.25, 'widthPercent': 0.8, 'rescaleHeight': True, 'trialN': 4, 'loaded': True, 'loadedTime': 580948.5999999046, 'positionName': 'CENTER', 'positionCoords': [480, 109.5]}]",Rate how much you want to eat this food from 0 (least) to 10 (most).,580933.9000000954,1669831065082,mac & cheese,,1789.5,True,5.08,582723.4000000954,1789.5,True,HRV,HRV_0045,2022-11-30 17:59:22
5,"[{'imgObject': {}, 'id': 'pear', 'src': '/static/foodstim60/pear.jpg', 'key': 'NaN', 'origWidth': 411, 'origHeight': 410, 'width': 407.2408536585365, 'height': 406.25, 'widthPercent': 0.8, 'rescaleHeight': True, 'trialN': 5, 'loaded': True, 'loadedTime': 582735.7000000477, 'positionName': 'CENTER', 'positionCoords': [479.5, 109.5]}]",Rate how much you want to eat this food from 0 (least) to 10 (most).,582725.5999999046,1669831066874,pear,,1362.3000001907349,True,5.3,584087.9000000954,1362.3000001907349,True,HRV,HRV_0045,2022-11-30 17:59:22
6,"[{'imgObject': {}, 'id': 'eggs', 'src': '/static/foodstim60/eggs.jpg', 'key': 'NaN', 'origWidth': 409, 'origHeight': 409, 'width': 406.25, 'height': 406.25, 'widthPercent': 0.8, 'rescaleHeight': True, 'trialN': 6, 'loaded': True, 'loadedTime': 584101.4000000954, 'positionName': 'CENTER', 'positionCoords': [480, 109.5]}]",Rate how much you want to eat this food from 0 (least) to 10 (most).,584090.0999999046,1669831068238,eggs,,1079.0,True,4.16,585169.0999999046,1079.0,True,HRV,HRV_0045,2022-11-30 17:59:22
7,"[{'imgObject': {}, 'id': 'hashbrowns', 'src': '/static/foodstim60/hashbrowns.jpg', 'key': 'NaN', 'origWidth': 411, 'origHeight': 410, 'width': 407.2408536585365, 'height': 406.25, 'widthPercent': 0.8, 'rescaleHeight': True, 'trialN': 7, 'loaded': True, 'loadedTime': 585183.2000000477, 'positionName': 'CENTER', 'positionCoords': [479.5, 109.5]}]",Rate how much you want to eat this food from 0 (least) to 10 (most).,585171.7999999523,1669831069320,hashbrowns,,1360.4000000953674,True,0.18,586532.2000000477,1360.4000000953674,True,HRV,HRV_0045,2022-11-30 17:59:22
8,"[{'imgObject': {}, 'id': 'grilled chicken strips', 'src': '/static/foodstim60/grilled chicken strips.jpg', 'key': 'NaN', 'origWidth': 410, 'origHeight': 411, 'width': 405.26155717761554, 'height': 406.25, 'widthPercent': 0.8, 'rescaleHeight': True, 'trialN': 8, 'loaded': True, 'loadedTime': 586549.7000000477, 'positionName': 'CENTER', 'positionCoords': [480.5, 109.5]}]",Rate how much you want to eat this food from 0 (least) to 10 (most).,586534.7999999523,1669831070683,grilled chicken strips,,1701.5,True,8.66,588236.2999999523,1701.5,True,HRV,HRV_0045,2022-11-30 17:59:22
9,"[{'imgObject': {}, 'id': 'seaweed', 'src': '/static/foodstim60/seaweed.jpg', 'key': 'NaN', 'origWidth': 410, 'origHeight': 410, 'width': 406.25, 'height': 406.25, 'widthPercent': 0.8, 'rescaleHeight': True, 'trialN': 9, 'loaded': True, 'loadedTime': 588249, 'positionName': 'CENTER', 'positionCoords': [480, 109.5]}]",Rate how much you want to eat this food from 0 (least) to 10 (most).,588239.0999999046,1669831072387,seaweed,,1817.6000001430511,True,4.75,590056.7000000477,1817.6000001430511,True,HRV,HRV_0045,2022-11-30 17:59:22
