trialN,stimuli,trialStartTime,trialStartTime_UNIX,stimulus1,stimulus2,stimulus1Bid,stimulus2Bid,delta,selected,rsp,rt,rt_UNIX,receivedResponse,trialEndTime,trialDuration,trialEndTime_UNIX,trialDuration_UNIX,rt_perfnow,exp,subjectId,date
10,"[{'imgObject': {}, 'id': 'cantaloupe', 'src': '/static/foodstim60/cantaloupe.jpg', 'key': 'u', 'origWidth': 409, 'origHeight': 409, 'width': 409, 'height': 409, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 10, 'loaded': True, 'loadedTime': 6997.200000047684, 'positionName': 'LEFT', 'positionCoords': [246.68, 179.5], 'bid': 0.13}, {'imgObject': {}, 'id': 'raspberries', 'src': '/static/foodstim60/raspberries.jpg', 'key': 'i', 'origWidth': 411, 'origHeight': 411, 'width': 411, 'height': 411, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 10, 'loaded': True, 'loadedTime': 7000.100000143051, 'positionName': 'RIGHT', 'positionCoords': [710.32, 178.5], 'bid': 0.68}]",37442.799999952316,1669831267467,cantaloupe,raspberries,0.13,0.68,0.55,raspberries,i,1994.9000000953674,1996,True,39956.200000047684,2513.4000000953674,1669831269981,2514,1995.4000000953674,HRV,HRV_0045,2022-11-30 18:06:01
11,"[{'imgObject': {}, 'id': 'cheerios', 'src': '/static/foodstim60/cheerios.jpg', 'key': 'u', 'origWidth': 409, 'origHeight': 410, 'width': 409, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 11, 'loaded': True, 'loadedTime': 7102.299999952316, 'positionName': 'LEFT', 'positionCoords': [246.68, 179], 'bid': 5.92}, {'imgObject': {}, 'id': 'veggieswithdip', 'src': '/static/foodstim60/veggieswithdip.jpg', 'key': 'i', 'origWidth': 409, 'origHeight': 409, 'width': 409, 'height': 409, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 11, 'loaded': True, 'loadedTime': 7102.799999952316, 'positionName': 'RIGHT', 'positionCoords': [710.32, 179.5], 'bid': 5.83}]",39956.60000014305,1669831269981,cheerios,veggieswithdip,5.92,5.83,-0.08999999999999986,veggieswithdip,i,2198.0999999046326,2199,True,42670.5,2713.899999856949,1669831272695,2714,2198.5,HRV,HRV_0045,2022-11-30 18:06:01
12,"[{'imgObject': {}, 'id': 'roastedpotatoes', 'src': '/static/foodstim60/roastedpotatoes.jpg', 'key': 'u', 'origWidth': 409, 'origHeight': 410, 'width': 409, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 12, 'loaded': True, 'loadedTime': 7111.100000143051, 'positionName': 'LEFT', 'positionCoords': [246.68, 179], 'bid': 7.63}, {'imgObject': {}, 'id': 'steak', 'src': '/static/foodstim60/steak.jpg', 'key': 'i', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 12, 'loaded': True, 'loadedTime': 7756, 'positionName': 'RIGHT', 'positionCoords': [710.32, 179], 'bid': 9.9}]",42670.799999952316,1669831272695,roastedpotatoes,steak,7.63,9.9,2.2700000000000005,NaN,NaN,NaN,NaN,False,46693.90000009537,4023.100000143051,1669831276718,4023,,HRV,HRV_0045,2022-11-30 18:06:01
13,"[{'imgObject': {}, 'id': 'cherries', 'src': '/static/foodstim60/cherries.jpg', 'key': 'u', 'origWidth': 410, 'origHeight': 411, 'width': 410, 'height': 411, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 13, 'loaded': True, 'loadedTime': 7952.900000095367, 'positionName': 'LEFT', 'positionCoords': [245.68, 178.5], 'bid': 7.81}, {'imgObject': {}, 'id': 'eggs', 'src': '/static/foodstim60/eggs.jpg', 'key': 'i', 'origWidth': 409, 'origHeight': 409, 'width': 409, 'height': 409, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 13, 'loaded': True, 'loadedTime': 7954.5, 'positionName': 'RIGHT', 'positionCoords': [710.32, 179.5], 'bid': 4.16}]",46694.299999952316,1669831276719,cherries,eggs,7.81,4.16,-3.6499999999999995,cherries,u,2867.300000190735,2868,True,50069.60000014305,3375.300000190735,1669831280094,3375,2867.9000000953674,HRV,HRV_0045,2022-11-30 18:06:01
14,"[{'imgObject': {}, 'id': 'yogurt no spoon', 'src': '/static/foodstim60/yogurt no spoon.jpg', 'key': 'u', 'origWidth': 411, 'origHeight': 410, 'width': 411, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 14, 'loaded': True, 'loadedTime': 8193.5, 'positionName': 'LEFT', 'positionCoords': [244.68, 179], 'bid': 6.63}, {'imgObject': {}, 'id': 'rigatoni and sauce', 'src': '/static/foodstim60/rigatoni and sauce.jpg', 'key': 'i', 'origWidth': 410, 'origHeight': 411, 'width': 410, 'height': 411, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 14, 'loaded': True, 'loadedTime': 8194, 'positionName': 'RIGHT', 'positionCoords': [710.32, 178.5], 'bid': 2.13}]",50069.90000009537,1669831280094,yogurt no spoon,rigatoni and sauce,6.63,2.13,-4.5,yogurt no spoon,u,1913.5,1914,True,52496.700000047684,2426.7999999523163,1669831282521,2427,1914.0,HRV,HRV_0045,2022-11-30 18:06:01
15,"[{'imgObject': {}, 'id': 'salmon', 'src': '/static/foodstim60/salmon.jpg', 'key': 'u', 'origWidth': 410, 'origHeight': 409, 'width': 410, 'height': 409, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 15, 'loaded': True, 'loadedTime': 8262.100000143051, 'positionName': 'LEFT', 'positionCoords': [245.68, 179.5], 'bid': 8.39}, {'imgObject': {}, 'id': 'corn cob', 'src': '/static/foodstim60/corn cob.jpg', 'key': 'i', 'origWidth': 411, 'origHeight': 411, 'width': 411, 'height': 411, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 15, 'loaded': True, 'loadedTime': 8262.400000095367, 'positionName': 'RIGHT', 'positionCoords': [710.32, 178.5], 'bid': 4.3100000000000005}]",52497.10000014305,1669831282522,salmon,corn cob,8.39,4.3100000000000005,-4.08,salmon,u,2097.5999999046326,2098,True,55102.0,2604.899999856949,1669831285126,2604,2098.0,HRV,HRV_0045,2022-11-30 18:06:01
16,"[{'imgObject': {}, 'id': 'avocado', 'src': '/static/foodstim60/avocado.jpg', 'key': 'u', 'origWidth': 409, 'origHeight': 409, 'width': 409, 'height': 409, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 16, 'loaded': True, 'loadedTime': 8469.299999952316, 'positionName': 'LEFT', 'positionCoords': [246.68, 179.5], 'bid': 0.31}, {'imgObject': {}, 'id': 'chicken nuggets2', 'src': '/static/foodstim60/chicken nuggets2.jpg', 'key': 'i', 'origWidth': 410, 'origHeight': 409, 'width': 410, 'height': 409, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 16, 'loaded': True, 'loadedTime': 8469.600000143051, 'positionName': 'RIGHT', 'positionCoords': [710.32, 179.5], 'bid': 5.46}]",55102.10000014305,1669831285127,avocado,chicken nuggets2,0.31,5.46,5.15,chicken nuggets2,i,2239.0999999046326,2239,True,57860.299999952316,2758.199999809265,1669831287885,2758,2239.399999856949,HRV,HRV_0045,2022-11-30 18:06:01
17,"[{'imgObject': {}, 'id': 'turkey sandwich', 'src': '/static/foodstim60/turkey sandwich.jpg', 'key': 'u', 'origWidth': 409, 'origHeight': 409, 'width': 409, 'height': 409, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 17, 'loaded': True, 'loadedTime': 8470.299999952316, 'positionName': 'LEFT', 'positionCoords': [246.68, 179.5], 'bid': 5.3}, {'imgObject': {}, 'id': 'chicken nuggets2', 'src': '/static/foodstim60/chicken nuggets2.jpg', 'key': 'i', 'origWidth': 410, 'origHeight': 409, 'width': 410, 'height': 409, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 17, 'loaded': True, 'loadedTime': 8470.5, 'positionName': 'RIGHT', 'positionCoords': [710.32, 179.5], 'bid': 5.46}]",57861.10000014305,1669831287886,turkey sandwich,chicken nuggets2,5.3,5.46,0.16000000000000014,chicken nuggets2,i,2886.5,2889,True,61267.299999952316,3406.199999809265,1669831291293,3407,2887.5,HRV,HRV_0045,2022-11-30 18:06:01
18,"[{'imgObject': {}, 'id': 'eggs', 'src': '/static/foodstim60/eggs.jpg', 'key': 'u', 'origWidth': 409, 'origHeight': 409, 'width': 409, 'height': 409, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 18, 'loaded': True, 'loadedTime': 8470.600000143051, 'positionName': 'LEFT', 'positionCoords': [246.68, 179.5], 'bid': 4.16}, {'imgObject': {}, 'id': 'corn cob', 'src': '/static/foodstim60/corn cob.jpg', 'key': 'i', 'origWidth': 411, 'origHeight': 411, 'width': 411, 'height': 411, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 18, 'loaded': True, 'loadedTime': 8521.600000143051, 'positionName': 'RIGHT', 'positionCoords': [710.32, 178.5], 'bid': 4.3100000000000005}]",61267.700000047684,1669831291294,eggs,corn cob,4.16,4.3100000000000005,0.15000000000000036,corn cob,i,3367.7999999523163,3368,True,65150.200000047684,3882.5,1669831295176,3882,3368.2999999523163,HRV,HRV_0045,2022-11-30 18:06:01
19,"[{'imgObject': {}, 'id': 'rigatoni and sauce', 'src': '/static/foodstim60/rigatoni and sauce.jpg', 'key': 'u', 'origWidth': 410, 'origHeight': 411, 'width': 410, 'height': 411, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 19, 'loaded': True, 'loadedTime': 8522, 'positionName': 'LEFT', 'positionCoords': [245.68, 178.5], 'bid': 2.13}, {'imgObject': {}, 'id': 'turkeysandwich', 'src': '/static/foodstim60/turkeysandwich.jpg', 'key': 'i', 'origWidth': 409, 'origHeight': 409, 'width': 409, 'height': 409, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 19, 'loaded': True, 'loadedTime': 8522.400000095367, 'positionName': 'RIGHT', 'positionCoords': [710.32, 179.5], 'bid': 3.72}]",65150.5,1669831295176,rigatoni and sauce,turkeysandwich,2.13,3.72,1.5900000000000003,turkeysandwich,i,736.5,737,True,66398.40000009537,1247.9000000953674,1669831296424,1248,737.1000001430511,HRV,HRV_0045,2022-11-30 18:06:01
20,"[{'imgObject': {}, 'id': 'mashed potato', 'src': '/static/foodstim60/mashed potato.jpg', 'key': 'u', 'origWidth': 409, 'origHeight': 409, 'width': 409, 'height': 409, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 20, 'loaded': True, 'loadedTime': 8524, 'positionName': 'LEFT', 'positionCoords': [246.68, 179.5], 'bid': 1.2}, {'imgObject': {}, 'id': 'hashbrowns', 'src': '/static/foodstim60/hashbrowns.jpg', 'key': 'i', 'origWidth': 411, 'origHeight': 410, 'width': 411, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 20, 'loaded': True, 'loadedTime': 8540.799999952316, 'positionName': 'RIGHT', 'positionCoords': [710.32, 179], 'bid': 0.18}]",66398.60000014305,1669831296425,mashed potato,hashbrowns,1.2,0.18,-1.02,mashed potato,u,1006.1999998092651,1006,True,67922.79999995232,1524.1999998092651,1669831297949,1524,1006.5,HRV,HRV_0045,2022-11-30 18:06:01
21,"[{'imgObject': {}, 'id': 'omelette', 'src': '/static/foodstim60/omelette.jpg', 'key': 'u', 'origWidth': 410, 'origHeight': 409, 'width': 410, 'height': 409, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 21, 'loaded': True, 'loadedTime': 8540.900000095367, 'positionName': 'LEFT', 'positionCoords': [245.68, 179.5], 'bid': 2.4}, {'imgObject': {}, 'id': 'mashed potato', 'src': '/static/foodstim60/mashed potato.jpg', 'key': 'i', 'origWidth': 409, 'origHeight': 409, 'width': 409, 'height': 409, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 21, 'loaded': True, 'loadedTime': 8541.200000047684, 'positionName': 'RIGHT', 'positionCoords': [710.32, 179.5], 'bid': 1.2}]",67923.0,1669831297949,omelette,mashed potato,2.4,1.2,-1.2,mashed potato,i,1459.7000000476837,1460,True,69895.60000014305,1972.6000001430511,1669831299921,1972,1460.4000000953674,HRV,HRV_0045,2022-11-30 18:06:01
22,"[{'imgObject': {}, 'id': 'salmon', 'src': '/static/foodstim60/salmon.jpg', 'key': 'u', 'origWidth': 410, 'origHeight': 409, 'width': 410, 'height': 409, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 22, 'loaded': True, 'loadedTime': 8541.299999952316, 'positionName': 'LEFT', 'positionCoords': [245.68, 179.5], 'bid': 8.39}, {'imgObject': {}, 'id': 'roastedpotatoes', 'src': '/static/foodstim60/roastedpotatoes.jpg', 'key': 'i', 'origWidth': 409, 'origHeight': 410, 'width': 409, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 22, 'loaded': True, 'loadedTime': 8541.400000095367, 'positionName': 'RIGHT', 'positionCoords': [710.32, 179], 'bid': 7.63}]",69895.70000004768,1669831299922,salmon,roastedpotatoes,8.39,7.63,-0.7600000000000007,salmon,u,722,722,True,71133.70000004768,1238.0,1669831301160,1238,722.7000000476837,HRV,HRV_0045,2022-11-30 18:06:01
23,"[{'imgObject': {}, 'id': 'mashed potato', 'src': '/static/foodstim60/mashed potato.jpg', 'key': 'u', 'origWidth': 409, 'origHeight': 409, 'width': 409, 'height': 409, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 23, 'loaded': True, 'loadedTime': 8541.5, 'positionName': 'LEFT', 'positionCoords': [246.68, 179.5], 'bid': 1.2}, {'imgObject': {}, 'id': 'blackbeanswithrice', 'src': '/static/foodstim60/blackbeanswithrice.jpg', 'key': 'i', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 23, 'loaded': True, 'loadedTime': 8541.700000047684, 'positionName': 'RIGHT', 'positionCoords': [710.32, 179], 'bid': 1.26}]",71133.90000009537,1669831301160,mashed potato,blackbeanswithrice,1.2,1.26,0.06000000000000005,mashed potato,u,1245.5999999046326,1246,True,72897.90000009537,1764.0,1669831302924,1764,1245.8999998569489,HRV,HRV_0045,2022-11-30 18:06:01
24,"[{'imgObject': {}, 'id': 'mango', 'src': '/static/foodstim60/mango.jpg', 'key': 'u', 'origWidth': 411, 'origHeight': 411, 'width': 411, 'height': 411, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 24, 'loaded': True, 'loadedTime': 8542.799999952316, 'positionName': 'LEFT', 'positionCoords': [244.68, 178.5], 'bid': 9.07}, {'imgObject': {}, 'id': 'seaweed', 'src': '/static/foodstim60/seaweed.jpg', 'key': 'i', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 24, 'loaded': True, 'loadedTime': 8586, 'positionName': 'RIGHT', 'positionCoords': [710.32, 179], 'bid': 4.75}]",72898.10000014305,1669831302924,mango,seaweed,9.07,4.75,-4.32,mango,u,1063.7999999523163,1064,True,74469.79999995232,1571.6999998092651,1669831304496,1572,1064.1999998092651,HRV,HRV_0045,2022-11-30 18:06:01
25,"[{'imgObject': {}, 'id': 'turkeysandwich', 'src': '/static/foodstim60/turkeysandwich.jpg', 'key': 'u', 'origWidth': 409, 'origHeight': 409, 'width': 409, 'height': 409, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 25, 'loaded': True, 'loadedTime': 8586.400000095367, 'positionName': 'LEFT', 'positionCoords': [246.68, 179.5], 'bid': 3.72}, {'imgObject': {}, 'id': 'pear', 'src': '/static/foodstim60/pear.jpg', 'key': 'i', 'origWidth': 411, 'origHeight': 410, 'width': 411, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 25, 'loaded': True, 'loadedTime': 8586.700000047684, 'positionName': 'RIGHT', 'positionCoords': [710.32, 179], 'bid': 5.3}]",74470.10000014305,1669831304496,turkeysandwich,pear,3.72,5.3,1.5799999999999996,pear,i,1661.5999999046326,1662,True,76637.70000004768,2167.5999999046326,1669831306664,2168,1662.0999999046326,HRV,HRV_0045,2022-11-30 18:06:01
26,"[{'imgObject': {}, 'id': 'edamame', 'src': '/static/foodstim60/edamame.jpg', 'key': 'u', 'origWidth': 409, 'origHeight': 410, 'width': 409, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 26, 'loaded': True, 'loadedTime': 8588.400000095367, 'positionName': 'LEFT', 'positionCoords': [246.68, 179], 'bid': 0.5}, {'imgObject': {}, 'id': 'raspberries', 'src': '/static/foodstim60/raspberries.jpg', 'key': 'i', 'origWidth': 411, 'origHeight': 411, 'width': 411, 'height': 411, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 26, 'loaded': True, 'loadedTime': 8679.299999952316, 'positionName': 'RIGHT', 'positionCoords': [710.32, 178.5], 'bid': 0.68}]",76638.0,1669831306664,edamame,raspberries,0.5,0.68,0.18000000000000005,edamame,u,1469.1000001430511,1470,True,78618.29999995232,1980.2999999523163,1669831308644,1980,1469.7000000476837,HRV,HRV_0045,2022-11-30 18:06:01
