trialN,stimuli,question,trialStartTime,trialStartTime_UNIX,stimulus1,trialEvents,rt,receivedResponse,rating,trialEndTime,trialDuration,stimulus1Loaded,exp,subjectId,date
0,"[{'imgObject': {}, 'id': 'granola w milk', 'src': '/static/foodstim60/granola w milk.jpg', 'key': 'NaN', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.8, 'rescaleHeight': True, 'trialN': 0, 'loaded': True, 'loadedTime': 3959.5, 'positionName': 'CENTER', 'positionCoords': [478, 179]}]",Rate how much you want to eat this food from 0 (least) to 10 (most).,7041.299999952316,1669830311106,granola w milk,"[{'event': 'fullscreenchange', 'details': 'fullscreenexit', 'performance time': 17957.5, 'date time': 1669830322022}, {'event': 'onblur', 'details': 'out of focus', 'performance time': 20072.5, 'date time': 1669830324137}, {'event': 'visibilitychange', 'details': 'hidden', 'performance time': 20084.10000014305, 'date time': 1669830324148}, {'event': 'visibilitychange', 'details': 'visible', 'performance time': 29947.400000095367, 'date time': 1669830334012}, {'event': 'onfocus', 'details': 'in focus', 'performance time': 29947.900000095367, 'date time': 1669830334012}]",32520.0,True,5.45,39561.299999952316,32520.0,True,HRV,HRV_0045,2022-11-30 17:48:02
1,"[{'imgObject': {}, 'id': 'seaweed', 'src': '/static/foodstim60/seaweed.jpg', 'key': 'NaN', 'origWidth': 410, 'origHeight': 410, 'width': 406.25, 'height': 406.25, 'widthPercent': 0.8, 'rescaleHeight': True, 'trialN': 1, 'loaded': True, 'loadedTime': 39586.40000009537, 'positionName': 'CENTER', 'positionCoords': [480, 109.5]}]",Rate how much you want to eat this food from 0 (least) to 10 (most).,39569.700000047684,1669830343628,seaweed,,1997.5999999046326,True,4.13,41567.299999952316,1997.5999999046326,True,HRV,HRV_0045,2022-11-30 17:48:02
2,"[{'imgObject': {}, 'id': 'lox', 'src': '/static/foodstim60/lox.jpg', 'key': 'NaN', 'origWidth': 410, 'origHeight': 411, 'width': 405.26155717761554, 'height': 406.25, 'widthPercent': 0.8, 'rescaleHeight': True, 'trialN': 2, 'loaded': True, 'loadedTime': 41583.299999952316, 'positionName': 'CENTER', 'positionCoords': [480.5, 109.5]}]",Rate how much you want to eat this food from 0 (least) to 10 (most).,41569.5,1669830345628,lox,,2987.0,True,2.4,44556.5,2987.0,True,HRV,HRV_0045,2022-11-30 17:48:02
3,"[{'imgObject': {}, 'id': 'pear', 'src': '/static/foodstim60/pear.jpg', 'key': 'NaN', 'origWidth': 411, 'origHeight': 410, 'width': 407.2408536585365, 'height': 406.25, 'widthPercent': 0.8, 'rescaleHeight': True, 'trialN': 3, 'loaded': True, 'loadedTime': 44562.299999952316, 'positionName': 'CENTER', 'positionCoords': [479.5, 109.5]}]",Rate how much you want to eat this food from 0 (least) to 10 (most).,44558.700000047684,1669830348617,pear,,2052.2999999523163,True,4.61,46611.0,2052.2999999523163,True,HRV,HRV_0045,2022-11-30 17:48:02
4,"[{'imgObject': {}, 'id': 'mashed potato', 'src': '/static/foodstim60/mashed potato.jpg', 'key': 'NaN', 'origWidth': 409, 'origHeight': 409, 'width': 406.25, 'height': 406.25, 'widthPercent': 0.8, 'rescaleHeight': True, 'trialN': 4, 'loaded': True, 'loadedTime': 46627.10000014305, 'positionName': 'CENTER', 'positionCoords': [480, 109.5]}]",Rate how much you want to eat this food from 0 (least) to 10 (most).,46613.5,1669830350672,mashed potato,,2101.0,True,3.98,48714.5,2101.0,True,HRV,HRV_0045,2022-11-30 17:48:02
5,"[{'imgObject': {}, 'id': 'tacos', 'src': '/static/foodstim60/tacos.jpg', 'key': 'NaN', 'origWidth': 411, 'origHeight': 411, 'width': 406.25, 'height': 406.25, 'widthPercent': 0.8, 'rescaleHeight': True, 'trialN': 5, 'loaded': True, 'loadedTime': 48727.700000047684, 'positionName': 'CENTER', 'positionCoords': [480, 109.5]}]",Rate how much you want to eat this food from 0 (least) to 10 (most).,48717.200000047684,1669830352776,tacos,,1389.4000000953674,True,5.38,50106.60000014305,1389.4000000953674,True,HRV,HRV_0045,2022-11-30 17:48:02
6,"[{'imgObject': {}, 'id': 'shreddedwheatwithmilk', 'src': '/static/foodstim60/shreddedwheatwithmilk.jpg', 'key': 'NaN', 'origWidth': 410, 'origHeight': 410, 'width': 406.25, 'height': 406.25, 'widthPercent': 0.8, 'rescaleHeight': True, 'trialN': 6, 'loaded': True, 'loadedTime': 50116, 'positionName': 'CENTER', 'positionCoords': [480, 109.5]}]",Rate how much you want to eat this food from 0 (least) to 10 (most).,50108.799999952316,1669830354167,shreddedwheatwithmilk,,1381.0,True,5.58,51489.799999952316,1381.0,True,HRV,HRV_0045,2022-11-30 17:48:02
7,"[{'imgObject': {}, 'id': 'fried eggs', 'src': '/static/foodstim60/fried eggs.jpg', 'key': 'NaN', 'origWidth': 410, 'origHeight': 410, 'width': 406.25, 'height': 406.25, 'widthPercent': 0.8, 'rescaleHeight': True, 'trialN': 7, 'loaded': True, 'loadedTime': 51510.60000014305, 'positionName': 'CENTER', 'positionCoords': [480, 109.5]}]",Rate how much you want to eat this food from 0 (least) to 10 (most).,51492.40000009537,1669830355551,fried eggs,,1321.8999998569489,True,4.8500000000000005,52814.299999952316,1321.8999998569489,True,HRV,HRV_0045,2022-11-30 17:48:02
8,"[{'imgObject': {}, 'id': 'hotdog w must', 'src': '/static/foodstim60/hotdog w must.jpg', 'key': 'NaN', 'origWidth': 409, 'origHeight': 409, 'width': 406.25, 'height': 406.25, 'widthPercent': 0.8, 'rescaleHeight': True, 'trialN': 8, 'loaded': True, 'loadedTime': 52829.60000014305, 'positionName': 'CENTER', 'positionCoords': [480, 109.5]}]",Rate how much you want to eat this food from 0 (least) to 10 (most).,52816.90000009537,1669830356875,hotdog w must,,2052.2000000476837,True,2.07,54869.10000014305,2052.2000000476837,True,HRV,HRV_0045,2022-11-30 17:48:02
9,"[{'imgObject': {}, 'id': 'raspberries', 'src': '/static/foodstim60/raspberries.jpg', 'key': 'NaN', 'origWidth': 411, 'origHeight': 411, 'width': 406.25, 'height': 406.25, 'widthPercent': 0.8, 'rescaleHeight': True, 'trialN': 9, 'loaded': True, 'loadedTime': 54883, 'positionName': 'CENTER', 'positionCoords': [480, 109.5]}]",Rate how much you want to eat this food from 0 (least) to 10 (most).,54872.299999952316,1669830358931,raspberries,,2021.0,True,1.7,56893.299999952316,2021.0,True,HRV,HRV_0045,2022-11-30 17:48:02
