Question,,
"If I choose ""SKIP"" or ""KNOW,"" I will not see the answer to the trivia question.",TRUE,FALSE
"I press ""Y"" to SKIP, ""U"" to WAIT, and ""I"" to KNOW",TRUE,FALSE
"The trivia task will take 3 minutes, regardless of whether I press SKIP, KNOW, or WAIT",TRUE,FALSE
