trialN,stimuli,trialStartTime,trialStartTime_UNIX,stimulus1,stimulus2,stimulus1Bid,stimulus2Bid,delta,trialEvents,selected,rt,rt_UNIX,rt_perfnow,receivedResponse,rsp,trialEndTime,trialDuration,trialEndTime_UNIX,trialDuration_UNIX,exp,subjectId,date
0,"[{'imgObject': {}, 'id': 'rigatoni', 'src': '/static/foodstim60/rigatoni.jpg', 'key': 'u', 'origWidth': 411, 'origHeight': 411, 'width': 411, 'height': 411, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 0, 'loaded': True, 'loadedTime': 231572.20000004768, 'positionName': 'LEFT', 'positionCoords': [510.6, 263], 'bid': 0.58}, {'imgObject': {}, 'id': 'cheerios', 'src': '/static/foodstim60/cheerios.jpg', 'key': 'i', 'origWidth': 409, 'origHeight': 410, 'width': 409, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 0, 'loaded': True, 'loadedTime': 231577.60000014305, 'positionName': 'RIGHT', 'positionCoords': [998.4, 263.5], 'bid': 2.54}]",231439.29999995232,1669836863215,rigatoni,cheerios,0.58,2.54,1.96,"[{'event': 'fullscreenchange', 'details': 'fullscreenexit', 'performance time': 231440.40000009537, 'date time': 1669836863216}]",cheerios,2642.9000000953674,2644,2643.5,True,i,234598.40000009537,3159.100000143051,1669836866374,3159,HRV,HRV_0231,2022-11-30 19:39:41
1,"[{'imgObject': {}, 'id': 'luckycharms', 'src': '/static/foodstim60/luckycharms.jpg', 'key': 'u', 'origWidth': 410, 'origHeight': 409, 'width': 410, 'height': 409, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 1, 'loaded': True, 'loadedTime': 234604.60000014305, 'positionName': 'LEFT', 'positionCoords': [511.6, 264], 'bid': 4.14}, {'imgObject': {}, 'id': 'blueberries', 'src': '/static/foodstim60/blueberries.jpg', 'key': 'i', 'origWidth': 411, 'origHeight': 411, 'width': 411, 'height': 411, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 1, 'loaded': True, 'loadedTime': 234608.60000014305, 'positionName': 'RIGHT', 'positionCoords': [998.4, 263], 'bid': 7.75}]",234599.0,1669836866375,luckycharms,blueberries,4.14,7.75,3.6100000000000003,,blueberries,1083.1000001430511,1083,1083.2999999523163,True,i,236196.60000014305,1597.6000001430511,1669836867972,1597,HRV,HRV_0231,2022-11-30 19:39:41
2,"[{'imgObject': {}, 'id': 'tacos', 'src': '/static/foodstim60/tacos.jpg', 'key': 'u', 'origWidth': 411, 'origHeight': 411, 'width': 411, 'height': 411, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 2, 'loaded': True, 'loadedTime': 236202.5, 'positionName': 'LEFT', 'positionCoords': [510.6, 263], 'bid': 7.57}, {'imgObject': {}, 'id': 'avocado', 'src': '/static/foodstim60/avocado.jpg', 'key': 'i', 'origWidth': 409, 'origHeight': 409, 'width': 409, 'height': 409, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 2, 'loaded': True, 'loadedTime': 236207.40000009537, 'positionName': 'RIGHT', 'positionCoords': [998.4, 264], 'bid': 7.29}]",236196.90000009537,1669836867973,tacos,avocado,7.57,7.29,-0.28000000000000025,,tacos,1233.5,1233,1233.7999999523163,True,u,237944.10000014305,1747.2000000476837,1669836869720,1747,HRV,HRV_0231,2022-11-30 19:39:41
3,"[{'imgObject': {}, 'id': 'omelette', 'src': '/static/foodstim60/omelette.jpg', 'key': 'u', 'origWidth': 410, 'origHeight': 409, 'width': 410, 'height': 409, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 3, 'loaded': True, 'loadedTime': 237950.10000014305, 'positionName': 'LEFT', 'positionCoords': [511.6, 264], 'bid': 6.59}, {'imgObject': {}, 'id': 'raspberries', 'src': '/static/foodstim60/raspberries.jpg', 'key': 'i', 'origWidth': 411, 'origHeight': 411, 'width': 411, 'height': 411, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 3, 'loaded': True, 'loadedTime': 237955.10000014305, 'positionName': 'RIGHT', 'positionCoords': [998.4, 263], 'bid': 9.26}]",237944.5,1669836869720,omelette,raspberries,6.59,9.26,2.67,,raspberries,1097.2000000476837,1098,1097.4000000953674,True,i,239551.79999995232,1607.2999999523163,1669836871328,1608,HRV,HRV_0231,2022-11-30 19:39:41
4,"[{'imgObject': {}, 'id': 'sweetpotato', 'src': '/static/foodstim60/sweetpotato.jpg', 'key': 'u', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 4, 'loaded': True, 'loadedTime': 239560.79999995232, 'positionName': 'LEFT', 'positionCoords': [511.6, 263.5], 'bid': 3.6}, {'imgObject': {}, 'id': 'lox', 'src': '/static/foodstim60/lox.jpg', 'key': 'i', 'origWidth': 410, 'origHeight': 411, 'width': 410, 'height': 411, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 4, 'loaded': True, 'loadedTime': 239564.90000009537, 'positionName': 'RIGHT', 'positionCoords': [998.4, 263], 'bid': 3.62}]",239552.29999995232,1669836871328,sweetpotato,lox,3.6,3.62,0.020000000000000018,,sweetpotato,1563.5,1564,1563.7000000476837,True,u,241631.70000004768,2079.4000000953674,1669836873407,2079,HRV,HRV_0231,2022-11-30 19:39:41
5,"[{'imgObject': {}, 'id': 'salad w chicken', 'src': '/static/foodstim60/salad w chicken.jpg', 'key': 'u', 'origWidth': 411, 'origHeight': 411, 'width': 411, 'height': 411, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 5, 'loaded': True, 'loadedTime': 241636.60000014305, 'positionName': 'LEFT', 'positionCoords': [510.6, 263], 'bid': 7.88}, {'imgObject': {}, 'id': 'mango', 'src': '/static/foodstim60/mango.jpg', 'key': 'i', 'origWidth': 411, 'origHeight': 411, 'width': 411, 'height': 411, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 5, 'loaded': True, 'loadedTime': 241641.40000009537, 'positionName': 'RIGHT', 'positionCoords': [998.4, 263], 'bid': 6.640000000000001}]",241632.0,1669836873408,salad w chicken,mango,7.88,6.640000000000001,-1.2399999999999993,,salad w chicken,1102.0,1102,1102.2999999523163,True,u,243247.40000009537,1615.4000000953674,1669836875023,1615,HRV,HRV_0231,2022-11-30 19:39:41
6,"[{'imgObject': {}, 'id': 'grilled chicken strips', 'src': '/static/foodstim60/grilled chicken strips.jpg', 'key': 'u', 'origWidth': 410, 'origHeight': 411, 'width': 410, 'height': 411, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 6, 'loaded': True, 'loadedTime': 243253.10000014305, 'positionName': 'LEFT', 'positionCoords': [511.6, 263], 'bid': 4.97}, {'imgObject': {}, 'id': 'hashbrowns', 'src': '/static/foodstim60/hashbrowns.jpg', 'key': 'i', 'origWidth': 411, 'origHeight': 410, 'width': 411, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 6, 'loaded': True, 'loadedTime': 243258.10000014305, 'positionName': 'RIGHT', 'positionCoords': [998.4, 263.5], 'bid': 4.84}]",243247.79999995232,1669836875024,grilled chicken strips,hashbrowns,4.97,4.84,-0.1299999999999999,,grilled chicken strips,1977.1000001430511,1977,1977.4000000953674,True,u,245741.90000009537,2494.100000143051,1669836877518,2494,HRV,HRV_0231,2022-11-30 19:39:41
7,"[{'imgObject': {}, 'id': 'omelette', 'src': '/static/foodstim60/omelette.jpg', 'key': 'u', 'origWidth': 410, 'origHeight': 409, 'width': 410, 'height': 409, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 7, 'loaded': True, 'loadedTime': 245750.70000004768, 'positionName': 'LEFT', 'positionCoords': [511.6, 264], 'bid': 6.59}, {'imgObject': {}, 'id': 'cherries', 'src': '/static/foodstim60/cherries.jpg', 'key': 'i', 'origWidth': 410, 'origHeight': 411, 'width': 410, 'height': 411, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 7, 'loaded': True, 'loadedTime': 245756.20000004768, 'positionName': 'RIGHT', 'positionCoords': [998.4, 263], 'bid': 7.84}]",245743.10000014305,1669836877519,omelette,cherries,6.59,7.84,1.25,,cherries,987.5999999046326,988,987.6999998092651,True,i,247247.20000004768,1504.0999999046326,1669836879023,1504,HRV,HRV_0231,2022-11-30 19:39:41
8,"[{'imgObject': {}, 'id': 'chickenfingers', 'src': '/static/foodstim60/chickenfingers.jpg', 'key': 'u', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 8, 'loaded': True, 'loadedTime': 247252.90000009537, 'positionName': 'LEFT', 'positionCoords': [511.6, 263.5], 'bid': 8.44}, {'imgObject': {}, 'id': 'orange slices', 'src': '/static/foodstim60/orange slices.jpg', 'key': 'i', 'origWidth': 409, 'origHeight': 410, 'width': 409, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 8, 'loaded': True, 'loadedTime': 247253.40000009537, 'positionName': 'RIGHT', 'positionCoords': [998.4, 263.5], 'bid': 6.67}]",247247.70000004768,1669836879023,chickenfingers,orange slices,8.44,6.67,-1.7699999999999996,,chickenfingers,970.2999999523163,971,970.4000000953674,True,u,248730.70000004768,1483.0,1669836880507,1484,HRV,HRV_0231,2022-11-30 19:39:41
9,"[{'imgObject': {}, 'id': 'cantaloupe', 'src': '/static/foodstim60/cantaloupe.jpg', 'key': 'u', 'origWidth': 409, 'origHeight': 409, 'width': 409, 'height': 409, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 9, 'loaded': True, 'loadedTime': 248735.70000004768, 'positionName': 'LEFT', 'positionCoords': [512.6, 264], 'bid': 4.73}, {'imgObject': {}, 'id': 'baked potato', 'src': '/static/foodstim60/baked potato.jpg', 'key': 'i', 'origWidth': 409, 'origHeight': 410, 'width': 409, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 9, 'loaded': True, 'loadedTime': 248736.60000014305, 'positionName': 'RIGHT', 'positionCoords': [998.4, 263.5], 'bid': 3.42}]",248731.20000004768,1669836880507,cantaloupe,baked potato,4.73,3.42,-1.3100000000000005,,cantaloupe,1276.9000000953674,1277,1277.0999999046326,True,u,250515.40000009537,1784.2000000476837,1669836882291,1784,HRV,HRV_0231,2022-11-30 19:39:41
