trialN,QuestionNum,Question,Answer,QuestionRating,AnswerRating,exp,subjectId,date
0.0,83,Shirley Temple Black was the U.S. ambassador to what nation at the time of its 1989 revolution?,Czechoslovakia,1,76,HRV,HRV_0020,2022-11-30 17:49:57
1.0,447,What type of food is a peanut?,"A peanut is a legume, not a nut",Know,NaN,HRV,HRV_0020,2022-11-30 17:49:57
2.0,41,For what crime was Bruno Hauptmann executed in 1936?,Kidnapping and killing the Lindbergh baby,Know,NaN,HRV,HRV_0020,2022-11-30 17:49:57
3.0,407,What slightly hallucinogenic spice did Malcolm X use to get high while in prison? ,Nutmeg,Know,NaN,HRV,HRV_0020,2022-11-30 17:49:57
4.0,220,"What kind of ""oven"" is the official state cooking pot of Utah? ",Dutch Oven,1,94,HRV,HRV_0020,2022-11-30 17:49:57
5.0,423,What percentage of peanuts is found in a standard jar of peanut butter?,Every jar of peanut butter must be at least 90% peanuts,0,97,HRV,HRV_0020,2022-11-30 17:49:57
6.0,379,Who was sued in 1999 by Rosa Parks after they used her name to title a hit song?  ,OutKast,1,98,HRV,HRV_0020,2022-11-30 17:49:57
7.0,157,What country borders both of the world's only two nations with square flags? ,Italy ,1,98,HRV,HRV_0020,2022-11-30 17:49:57
8.0,131,What animal can live up to a week without its head?,Cockroach,Know,NaN,HRV,HRV_0020,2022-11-30 17:49:57
9.0,18,Alan Shepard was scheduled to command the ill-fated Apollo 13 before switching missions with what astronaut?,Jim Lovell,1,99,HRV,HRV_0020,2022-11-30 17:49:57
