trialN,stimuli,trialStartTime,trialStartTime_UNIX,stimulus1,stimulus2,stimulus1Bid,stimulus2Bid,delta,selected,rsp,rt,rt_UNIX,receivedResponse,trialEndTime,trialDuration,trialEndTime_UNIX,trialDuration_UNIX,trialEvents,exp,subjectId,date
77,"[{'imgObject': {}, 'id': 'sweetpotato', 'src': '/static/foodstim60/sweetpotato.jpg', 'key': 'u', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 77, 'loaded': True, 'loadedTime': 5841, 'positionName': 'LEFT', 'positionCoords': [81.52, 179], 'bid': 4.04}, {'imgObject': {}, 'id': 'bagel plain', 'src': '/static/foodstim60/bagel plain.jpg', 'key': 'i', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 77, 'loaded': True, 'loadedTime': 4962, 'positionName': 'RIGHT', 'positionCoords': [532.48, 179], 'bid': 1.01}]",326720,1669831427482,sweetpotato,bagel plain,4.04,1.01,-3.0300000000000002,NaN,NaN,NaN,NaN,False,332219,5499,1669831432981,5499,"[{'event': 'onblur', 'details': 'out of focus', 'performance time': 328606, 'date time': 1669831429368}, {'event': 'visibilitychange', 'details': 'hidden', 'performance time': 329138, 'date time': 1669831429900}]",HRV,HRV_0126,2022-11-30 18:11:05
78,"[{'imgObject': {}, 'id': 'yogurt no spoon', 'src': '/static/foodstim60/yogurt no spoon.jpg', 'key': 'u', 'origWidth': 411, 'origHeight': 410, 'width': 411, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 78, 'loaded': True, 'loadedTime': 5080, 'positionName': 'LEFT', 'positionCoords': [80.52, 179], 'bid': 9.21}, {'imgObject': {}, 'id': 'strawberries', 'src': '/static/foodstim60/strawberries.jpg', 'key': 'i', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 78, 'loaded': True, 'loadedTime': 5934, 'positionName': 'RIGHT', 'positionCoords': [532.48, 179], 'bid': 9.92}]",332219,1669831432981,yogurt no spoon,strawberries,9.21,9.92,0.7099999999999991,NaN,NaN,NaN,NaN,False,337220,5001,1669831437982,5001,,HRV,HRV_0126,2022-11-30 18:11:05
79,"[{'imgObject': {}, 'id': 'raisin bran w milk', 'src': '/static/foodstim60/raisin bran w milk.jpg', 'key': 'u', 'origWidth': 411, 'origHeight': 411, 'width': 411, 'height': 411, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 79, 'loaded': True, 'loadedTime': 5778, 'positionName': 'LEFT', 'positionCoords': [80.52, 178.5], 'bid': 8.33}, {'imgObject': {}, 'id': 'froot loops w milk', 'src': '/static/foodstim60/froot loops w milk.jpg', 'key': 'i', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 79, 'loaded': True, 'loadedTime': 5950, 'positionName': 'RIGHT', 'positionCoords': [532.48, 179], 'bid': 8.78}]",337220,1669831437982,raisin bran w milk,froot loops w milk,8.33,8.78,0.4499999999999993,NaN,NaN,NaN,NaN,False,342224,5004,1669831442986,5004,,HRV,HRV_0126,2022-11-30 18:11:05
80,"[{'imgObject': {}, 'id': 'mac & cheese', 'src': '/static/foodstim60/mac & cheese.jpg', 'key': 'u', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 80, 'loaded': True, 'loadedTime': 5440, 'positionName': 'LEFT', 'positionCoords': [81.52, 179], 'bid': 5.3500000000000005}, {'imgObject': {}, 'id': 'Tribe humus pita', 'src': '/static/foodstim60/Tribe humus pita.jpg', 'key': 'i', 'origWidth': 411, 'origHeight': 411, 'width': 411, 'height': 411, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 80, 'loaded': True, 'loadedTime': 5497, 'positionName': 'RIGHT', 'positionCoords': [532.48, 178.5], 'bid': 5.54}]",342225,1669831442987,mac & cheese,Tribe humus pita,5.3500000000000005,5.54,0.1899999999999995,NaN,NaN,NaN,NaN,False,347222,4997,1669831447984,4997,,HRV,HRV_0126,2022-11-30 18:11:05
81,"[{'imgObject': {}, 'id': 'hotdog w must', 'src': '/static/foodstim60/hotdog w must.jpg', 'key': 'u', 'origWidth': 409, 'origHeight': 409, 'width': 409, 'height': 409, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 81, 'loaded': True, 'loadedTime': 5513, 'positionName': 'LEFT', 'positionCoords': [82.52, 179.5], 'bid': 5.8}, {'imgObject': {}, 'id': 'blackbeanswithrice', 'src': '/static/foodstim60/blackbeanswithrice.jpg', 'key': 'i', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 81, 'loaded': True, 'loadedTime': 5950, 'positionName': 'RIGHT', 'positionCoords': [532.48, 179], 'bid': 5.7}]",347222,1669831447984,hotdog w must,blackbeanswithrice,5.8,5.7,-0.09999999999999964,NaN,NaN,NaN,NaN,False,352235,5013,1669831452997,5013,,HRV,HRV_0126,2022-11-30 18:11:05
82,"[{'imgObject': {}, 'id': 'blueberries', 'src': '/static/foodstim60/blueberries.jpg', 'key': 'u', 'origWidth': 411, 'origHeight': 411, 'width': 411, 'height': 411, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 82, 'loaded': True, 'loadedTime': 5481, 'positionName': 'LEFT', 'positionCoords': [80.52, 178.5], 'bid': 9.96}, {'imgObject': {}, 'id': 'mango', 'src': '/static/foodstim60/mango.jpg', 'key': 'i', 'origWidth': 411, 'origHeight': 411, 'width': 411, 'height': 411, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 82, 'loaded': True, 'loadedTime': 5888, 'positionName': 'RIGHT', 'positionCoords': [532.48, 178.5], 'bid': 9.82}]",352235,1669831452997,blueberries,mango,9.96,9.82,-0.14000000000000057,NaN,NaN,NaN,NaN,False,357265,5030,1669831458027,5030,,HRV,HRV_0126,2022-11-30 18:11:05
83,"[{'imgObject': {}, 'id': 'turkeysandwich', 'src': '/static/foodstim60/turkeysandwich.jpg', 'key': 'u', 'origWidth': 409, 'origHeight': 409, 'width': 409, 'height': 409, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 83, 'loaded': True, 'loadedTime': 5591, 'positionName': 'LEFT', 'positionCoords': [82.52, 179.5], 'bid': 3.1}, {'imgObject': {}, 'id': 'burrito', 'src': '/static/foodstim60/burrito.jpg', 'key': 'i', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 83, 'loaded': True, 'loadedTime': 5330, 'positionName': 'RIGHT', 'positionCoords': [532.48, 179], 'bid': 2.32}]",357265,1669831458027,turkeysandwich,burrito,3.1,2.32,-0.7800000000000002,NaN,NaN,NaN,NaN,False,362218,4953,1669831462980,4953,,HRV,HRV_0126,2022-11-30 18:11:05
84,"[{'imgObject': {}, 'id': 'mashed potato', 'src': '/static/foodstim60/mashed potato.jpg', 'key': 'u', 'origWidth': 409, 'origHeight': 409, 'width': 409, 'height': 409, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 84, 'loaded': True, 'loadedTime': 5544, 'positionName': 'LEFT', 'positionCoords': [82.52, 179.5], 'bid': 7.890000000000001}, {'imgObject': {}, 'id': 'hashbrowns', 'src': '/static/foodstim60/hashbrowns.jpg', 'key': 'i', 'origWidth': 411, 'origHeight': 410, 'width': 411, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 84, 'loaded': True, 'loadedTime': 5283, 'positionName': 'RIGHT', 'positionCoords': [532.48, 179], 'bid': 7.1000000000000005}]",362218,1669831462980,mashed potato,hashbrowns,7.890000000000001,7.1000000000000005,-0.79,NaN,NaN,NaN,NaN,False,367225,5007,1669831467987,5007,,HRV,HRV_0126,2022-11-30 18:11:05
85,"[{'imgObject': {}, 'id': 'Grapes', 'src': '/static/foodstim60/Grapes.jpg', 'key': 'u', 'origWidth': 411, 'origHeight': 411, 'width': 411, 'height': 411, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 85, 'loaded': True, 'loadedTime': 5070, 'positionName': 'LEFT', 'positionCoords': [80.52, 178.5], 'bid': 8.9}, {'imgObject': {}, 'id': 'ice cream sundae 002', 'src': '/static/foodstim60/ice cream sundae 002.jpg', 'key': 'i', 'origWidth': 409, 'origHeight': 409, 'width': 409, 'height': 409, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 85, 'loaded': True, 'loadedTime': 5610, 'positionName': 'RIGHT', 'positionCoords': [532.48, 179.5], 'bid': 8.96}]",367225,1669831467987,Grapes,ice cream sundae 002,8.9,8.96,0.0600000000000005,NaN,NaN,NaN,NaN,False,372231,5006,1669831472993,5006,,HRV,HRV_0126,2022-11-30 18:11:05
86,"[{'imgObject': {}, 'id': 'popsicles', 'src': '/static/foodstim60/popsicles.jpg', 'key': 'u', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 86, 'loaded': True, 'loadedTime': 6395, 'positionName': 'LEFT', 'positionCoords': [81.52, 179], 'bid': 9.25}, {'imgObject': {}, 'id': 'eggsalad', 'src': '/static/foodstim60/eggsalad.jpg', 'key': 'i', 'origWidth': 410, 'origHeight': 409, 'width': 410, 'height': 409, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 86, 'loaded': True, 'loadedTime': 5763, 'positionName': 'RIGHT', 'positionCoords': [532.48, 179.5], 'bid': 8.2}]",372231,1669831472993,popsicles,eggsalad,9.25,8.2,-1.0500000000000007,NaN,NaN,NaN,NaN,False,377215,4984,1669831477977,4984,,HRV,HRV_0126,2022-11-30 18:11:05
87,"[{'imgObject': {}, 'id': 'raisin bran w milk', 'src': '/static/foodstim60/raisin bran w milk.jpg', 'key': 'u', 'origWidth': 411, 'origHeight': 411, 'width': 411, 'height': 411, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 87, 'loaded': True, 'loadedTime': 5778, 'positionName': 'LEFT', 'positionCoords': [80.52, 178.5], 'bid': 8.33}, {'imgObject': {}, 'id': 'burger', 'src': '/static/foodstim60/burger.jpg', 'key': 'i', 'origWidth': 409, 'origHeight': 409, 'width': 409, 'height': 409, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 87, 'loaded': True, 'loadedTime': 5236, 'positionName': 'RIGHT', 'positionCoords': [532.48, 179.5], 'bid': 4.92}]",377215,1669831477977,raisin bran w milk,burger,8.33,4.92,-3.41,NaN,NaN,NaN,NaN,False,381241,4026,1669831482003,4026,"[{'event': 'onfocus', 'details': 'in focus', 'performance time': 379560, 'date time': 1669831480322}, {'event': 'visibilitychange', 'details': 'visible', 'performance time': 379584, 'date time': 1669831480346}]",HRV,HRV_0126,2022-11-30 18:11:05
88,"[{'imgObject': {}, 'id': 'raisin bran w milk', 'src': '/static/foodstim60/raisin bran w milk.jpg', 'key': 'u', 'origWidth': 411, 'origHeight': 411, 'width': 411, 'height': 411, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 88, 'loaded': True, 'loadedTime': 5763, 'positionName': 'LEFT', 'positionCoords': [80.52, 178.5], 'bid': 8.33}, {'imgObject': {}, 'id': 'orange slices', 'src': '/static/foodstim60/orange slices.jpg', 'key': 'i', 'origWidth': 409, 'origHeight': 410, 'width': 409, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 88, 'loaded': True, 'loadedTime': 5654, 'positionName': 'RIGHT', 'positionCoords': [532.48, 179], 'bid': 9.76}]",381241,1669831482003,raisin bran w milk,orange slices,8.33,9.76,1.4299999999999997,NaN,NaN,NaN,NaN,False,385253,4012,1669831486015,4012,,HRV,HRV_0126,2022-11-30 18:11:05
89,"[{'imgObject': {}, 'id': 'rigatoni and sauce', 'src': '/static/foodstim60/rigatoni and sauce.jpg', 'key': 'u', 'origWidth': 410, 'origHeight': 411, 'width': 410, 'height': 411, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 89, 'loaded': True, 'loadedTime': 5747, 'positionName': 'LEFT', 'positionCoords': [81.52, 178.5], 'bid': 6.5}, {'imgObject': {}, 'id': 'grilled chicken strips', 'src': '/static/foodstim60/grilled chicken strips.jpg', 'key': 'i', 'origWidth': 410, 'origHeight': 411, 'width': 410, 'height': 411, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 89, 'loaded': True, 'loadedTime': 5934, 'positionName': 'RIGHT', 'positionCoords': [532.48, 178.5], 'bid': 6.34}]",385254,1669831486016,rigatoni and sauce,grilled chicken strips,6.5,6.34,-0.16000000000000014,NaN,NaN,NaN,NaN,False,389286,4032,1669831490048,4032,,HRV,HRV_0126,2022-11-30 18:11:05
90,"[{'imgObject': {}, 'id': 'mango', 'src': '/static/foodstim60/mango.jpg', 'key': 'u', 'origWidth': 411, 'origHeight': 411, 'width': 411, 'height': 411, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 90, 'loaded': True, 'loadedTime': 5872, 'positionName': 'LEFT', 'positionCoords': [80.52, 178.5], 'bid': 9.82}, {'imgObject': {}, 'id': 'luckycharms', 'src': '/static/foodstim60/luckycharms.jpg', 'key': 'i', 'origWidth': 410, 'origHeight': 409, 'width': 410, 'height': 409, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 90, 'loaded': True, 'loadedTime': 5111, 'positionName': 'RIGHT', 'positionCoords': [532.48, 179.5], 'bid': 8.41}]",395880,1669831496642,mango,luckycharms,9.82,8.41,-1.4100000000000001,NaN,NaN,NaN,NaN,False,399902,4022,1669831500664,4022,,HRV,HRV_0126,2022-11-30 18:11:05
91,"[{'imgObject': {}, 'id': 'chicken nuggets2', 'src': '/static/foodstim60/chicken nuggets2.jpg', 'key': 'u', 'origWidth': 410, 'origHeight': 409, 'width': 410, 'height': 409, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 91, 'loaded': True, 'loadedTime': 5408, 'positionName': 'LEFT', 'positionCoords': [81.52, 179.5], 'bid': 3.73}, {'imgObject': {}, 'id': 'veggieswithdip', 'src': '/static/foodstim60/veggieswithdip.jpg', 'key': 'i', 'origWidth': 409, 'origHeight': 409, 'width': 409, 'height': 409, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 91, 'loaded': True, 'loadedTime': 5361, 'positionName': 'RIGHT', 'positionCoords': [532.48, 179.5], 'bid': 7.96}]",399906,1669831500668,chicken nuggets2,veggieswithdip,3.73,7.96,4.23,NaN,NaN,NaN,NaN,False,403958,4052,1669831504720,4052,,HRV,HRV_0126,2022-11-30 18:11:05
92,"[{'imgObject': {}, 'id': 'hashbrowns', 'src': '/static/foodstim60/hashbrowns.jpg', 'key': 'u', 'origWidth': 411, 'origHeight': 410, 'width': 411, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 92, 'loaded': True, 'loadedTime': 5314, 'positionName': 'LEFT', 'positionCoords': [80.52, 179], 'bid': 7.1000000000000005}, {'imgObject': {}, 'id': 'olives', 'src': '/static/foodstim60/olives.jpg', 'key': 'i', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 92, 'loaded': True, 'loadedTime': 5934, 'positionName': 'RIGHT', 'positionCoords': [532.48, 179], 'bid': 7.67}]",403958,1669831504720,hashbrowns,olives,7.1000000000000005,7.67,0.5699999999999994,NaN,NaN,NaN,NaN,False,407976,4018,1669831508738,4018,,HRV,HRV_0126,2022-11-30 18:11:05
93,"[{'imgObject': {}, 'id': 'mac & cheese', 'src': '/static/foodstim60/mac & cheese.jpg', 'key': 'u', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 93, 'loaded': True, 'loadedTime': 5471, 'positionName': 'LEFT', 'positionCoords': [81.52, 179], 'bid': 5.3500000000000005}, {'imgObject': {}, 'id': 'salad w chicken', 'src': '/static/foodstim60/salad w chicken.jpg', 'key': 'i', 'origWidth': 411, 'origHeight': 411, 'width': 411, 'height': 411, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 93, 'loaded': True, 'loadedTime': 5856, 'positionName': 'RIGHT', 'positionCoords': [532.48, 178.5], 'bid': 5.99}]",407976,1669831508738,mac & cheese,salad w chicken,5.3500000000000005,5.99,0.6399999999999997,NaN,NaN,NaN,NaN,False,412001,4025,1669831512763,4025,,HRV,HRV_0126,2022-11-30 18:11:05
94,"[{'imgObject': {}, 'id': 'avocado', 'src': '/static/foodstim60/avocado.jpg', 'key': 'u', 'origWidth': 409, 'origHeight': 409, 'width': 409, 'height': 409, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 94, 'loaded': True, 'loadedTime': 5919, 'positionName': 'LEFT', 'positionCoords': [82.52, 179.5], 'bid': 8.82}, {'imgObject': {}, 'id': 'edamame', 'src': '/static/foodstim60/edamame.jpg', 'key': 'i', 'origWidth': 409, 'origHeight': 410, 'width': 409, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 94, 'loaded': True, 'loadedTime': 5654, 'positionName': 'RIGHT', 'positionCoords': [532.48, 179], 'bid': 8.75}]",412008,1669831512770,avocado,edamame,8.82,8.75,-0.07000000000000028,NaN,NaN,NaN,NaN,False,416019,4011,1669831516781,4011,,HRV,HRV_0126,2022-11-30 18:11:05
95,"[{'imgObject': {}, 'id': 'blueberries', 'src': '/static/foodstim60/blueberries.jpg', 'key': 'u', 'origWidth': 411, 'origHeight': 411, 'width': 411, 'height': 411, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 95, 'loaded': True, 'loadedTime': 5481, 'positionName': 'LEFT', 'positionCoords': [80.52, 178.5], 'bid': 9.96}, {'imgObject': {}, 'id': 'salmon', 'src': '/static/foodstim60/salmon.jpg', 'key': 'i', 'origWidth': 410, 'origHeight': 409, 'width': 410, 'height': 409, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 95, 'loaded': True, 'loadedTime': 5528, 'positionName': 'RIGHT', 'positionCoords': [532.48, 179.5], 'bid': 8.69}]",416019,1669831516781,blueberries,salmon,9.96,8.69,-1.2700000000000014,NaN,NaN,NaN,NaN,False,420052,4033,1669831520814,4033,,HRV,HRV_0126,2022-11-30 18:11:05
96,"[{'imgObject': {}, 'id': 'raspberries', 'src': '/static/foodstim60/raspberries.jpg', 'key': 'u', 'origWidth': 411, 'origHeight': 411, 'width': 411, 'height': 411, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 96, 'loaded': True, 'loadedTime': 5528, 'positionName': 'LEFT', 'positionCoords': [80.52, 178.5], 'bid': 8.57}, {'imgObject': {}, 'id': 'tacos', 'src': '/static/foodstim60/tacos.jpg', 'key': 'i', 'origWidth': 411, 'origHeight': 411, 'width': 411, 'height': 411, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 96, 'loaded': True, 'loadedTime': 5009, 'positionName': 'RIGHT', 'positionCoords': [532.48, 178.5], 'bid': 8.08}]",420052,1669831520814,raspberries,tacos,8.57,8.08,-0.4900000000000002,NaN,NaN,NaN,NaN,False,424094,4042,1669831524856,4042,,HRV,HRV_0126,2022-11-30 18:11:05
97,"[{'imgObject': {}, 'id': 'seaweed', 'src': '/static/foodstim60/seaweed.jpg', 'key': 'u', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 97, 'loaded': True, 'loadedTime': 4915, 'positionName': 'LEFT', 'positionCoords': [81.52, 179], 'bid': 4.72}, {'imgObject': {}, 'id': 'burger', 'src': '/static/foodstim60/burger.jpg', 'key': 'i', 'origWidth': 409, 'origHeight': 409, 'width': 409, 'height': 409, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 97, 'loaded': True, 'loadedTime': 5252, 'positionName': 'RIGHT', 'positionCoords': [532.48, 179.5], 'bid': 4.92}]",424095,1669831524857,seaweed,burger,4.72,4.92,0.20000000000000018,NaN,NaN,NaN,NaN,False,428117,4022,1669831528879,4022,,HRV,HRV_0126,2022-11-30 18:11:05
98,"[{'imgObject': {}, 'id': 'rigatoni and sauce', 'src': '/static/foodstim60/rigatoni and sauce.jpg', 'key': 'u', 'origWidth': 410, 'origHeight': 411, 'width': 410, 'height': 411, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 98, 'loaded': True, 'loadedTime': 5747, 'positionName': 'LEFT', 'positionCoords': [81.52, 178.5], 'bid': 6.5}, {'imgObject': {}, 'id': 'apple slices', 'src': '/static/foodstim60/apple slices.jpg', 'key': 'i', 'origWidth': 409, 'origHeight': 410, 'width': 409, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 98, 'loaded': True, 'loadedTime': 5856, 'positionName': 'RIGHT', 'positionCoords': [532.48, 179], 'bid': 9.27}]",428118,1669831528880,rigatoni and sauce,apple slices,6.5,9.27,2.7699999999999996,NaN,NaN,NaN,NaN,False,432152,4034,1669831532914,4034,,HRV,HRV_0126,2022-11-30 18:11:05
99,"[{'imgObject': {}, 'id': 'blueberries', 'src': '/static/foodstim60/blueberries.jpg', 'key': 'u', 'origWidth': 411, 'origHeight': 411, 'width': 411, 'height': 411, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 99, 'loaded': True, 'loadedTime': 5481, 'positionName': 'LEFT', 'positionCoords': [80.52, 178.5], 'bid': 9.96}, {'imgObject': {}, 'id': 'popsicles', 'src': '/static/foodstim60/popsicles.jpg', 'key': 'i', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 99, 'loaded': True, 'loadedTime': 6395, 'positionName': 'RIGHT', 'positionCoords': [532.48, 179], 'bid': 9.25}]",432152,1669831532914,blueberries,popsicles,9.96,9.25,-0.7100000000000009,NaN,NaN,NaN,NaN,False,436184,4032,1669831536946,4032,,HRV,HRV_0126,2022-11-30 18:11:05
100,"[{'imgObject': {}, 'id': 'turkeysandwich', 'src': '/static/foodstim60/turkeysandwich.jpg', 'key': 'u', 'origWidth': 409, 'origHeight': 409, 'width': 409, 'height': 409, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 100, 'loaded': True, 'loadedTime': 5591, 'positionName': 'LEFT', 'positionCoords': [82.52, 179.5], 'bid': 3.1}, {'imgObject': {}, 'id': 'Tribe humus pita', 'src': '/static/foodstim60/Tribe humus pita.jpg', 'key': 'i', 'origWidth': 411, 'origHeight': 411, 'width': 411, 'height': 411, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 100, 'loaded': True, 'loadedTime': 5481, 'positionName': 'RIGHT', 'positionCoords': [532.48, 178.5], 'bid': 5.54}]",436185,1669831536947,turkeysandwich,Tribe humus pita,3.1,5.54,2.44,NaN,NaN,NaN,NaN,False,440217,4032,1669831540979,4032,,HRV,HRV_0126,2022-11-30 18:11:05
101,"[{'imgObject': {}, 'id': 'burrito', 'src': '/static/foodstim60/burrito.jpg', 'key': 'u', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 101, 'loaded': True, 'loadedTime': 5346, 'positionName': 'LEFT', 'positionCoords': [81.52, 179], 'bid': 2.32}, {'imgObject': {}, 'id': 'roastedpotatoes', 'src': '/static/foodstim60/roastedpotatoes.jpg', 'key': 'i', 'origWidth': 409, 'origHeight': 410, 'width': 409, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 101, 'loaded': True, 'loadedTime': 5747, 'positionName': 'RIGHT', 'positionCoords': [532.48, 179], 'bid': 5.87}]",440217,1669831540979,burrito,roastedpotatoes,2.32,5.87,3.5500000000000003,NaN,NaN,NaN,NaN,False,444234,4017,1669831544996,4017,,HRV,HRV_0126,2022-11-30 18:11:05
102,"[{'imgObject': {}, 'id': 'corn cob', 'src': '/static/foodstim60/corn cob.jpg', 'key': 'u', 'origWidth': 411, 'origHeight': 411, 'width': 411, 'height': 411, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 102, 'loaded': True, 'loadedTime': 5408, 'positionName': 'LEFT', 'positionCoords': [80.52, 178.5], 'bid': 8.22}, {'imgObject': {}, 'id': 'seaweed', 'src': '/static/foodstim60/seaweed.jpg', 'key': 'i', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 102, 'loaded': True, 'loadedTime': 4931, 'positionName': 'RIGHT', 'positionCoords': [532.48, 179], 'bid': 4.72}]",444236,1669831544998,corn cob,seaweed,8.22,4.72,-3.500000000000001,NaN,NaN,NaN,NaN,False,448269,4033,1669831549031,4033,,HRV,HRV_0126,2022-11-30 18:11:05
103,"[{'imgObject': {}, 'id': 'turkey sandwich', 'src': '/static/foodstim60/turkey sandwich.jpg', 'key': 'u', 'origWidth': 409, 'origHeight': 409, 'width': 409, 'height': 409, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 103, 'loaded': True, 'loadedTime': 5189, 'positionName': 'LEFT', 'positionCoords': [82.52, 179.5], 'bid': 7.12}, {'imgObject': {}, 'id': 'cheerios', 'src': '/static/foodstim60/cheerios.jpg', 'key': 'i', 'origWidth': 409, 'origHeight': 410, 'width': 409, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 103, 'loaded': True, 'loadedTime': 5856, 'positionName': 'RIGHT', 'positionCoords': [532.48, 179], 'bid': 8.3}]",448270,1669831549032,turkey sandwich,cheerios,7.12,8.3,1.1800000000000006,NaN,NaN,NaN,NaN,False,452300,4030,1669831553062,4030,,HRV,HRV_0126,2022-11-30 18:11:05
104,"[{'imgObject': {}, 'id': 'hotdog w must', 'src': '/static/foodstim60/hotdog w must.jpg', 'key': 'u', 'origWidth': 409, 'origHeight': 409, 'width': 409, 'height': 409, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 104, 'loaded': True, 'loadedTime': 5513, 'positionName': 'LEFT', 'positionCoords': [82.52, 179.5], 'bid': 5.8}, {'imgObject': {}, 'id': 'chicken nuggets2', 'src': '/static/foodstim60/chicken nuggets2.jpg', 'key': 'i', 'origWidth': 410, 'origHeight': 409, 'width': 410, 'height': 409, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 104, 'loaded': True, 'loadedTime': 5408, 'positionName': 'RIGHT', 'positionCoords': [532.48, 179.5], 'bid': 3.73}]",452301,1669831553063,hotdog w must,chicken nuggets2,5.8,3.73,-2.07,NaN,NaN,NaN,NaN,False,456334,4033,1669831557096,4033,,HRV,HRV_0126,2022-11-30 18:11:05
