trialN,stimuli,trialStartTime,trialStartTime_UNIX,stimulus1,stimulus2,stimulus1Bid,stimulus2Bid,delta,trialEvents,selected,rt,rt_UNIX,rt_perfnow,receivedResponse,rsp,trialEndTime,trialDuration,trialEndTime_UNIX,trialDuration_UNIX,exp,subjectId,date
125,"[{'imgObject': {}, 'id': 'ice cream sundae 002', 'src': '/static/foodstim60/ice cream sundae 002.jpg', 'key': 'u', 'origWidth': 409, 'origHeight': 409, 'width': 409, 'height': 409, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 125, 'loaded': True, 'loadedTime': 196811.80000007153, 'positionName': 'LEFT', 'positionCoords': [512.6, 395.5], 'bid': 0.22}, {'imgObject': {}, 'id': 'eggs', 'src': '/static/foodstim60/eggs.jpg', 'key': 'i', 'origWidth': 409, 'origHeight': 409, 'width': 409, 'height': 409, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 125, 'loaded': True, 'loadedTime': 196812.20000004768, 'positionName': 'RIGHT', 'positionCoords': [998.4, 395.5], 'bid': 5.47}]",196810.30000007153,1669837943386,ice cream sundae 002,eggs,0.22,5.47,5.25,,eggs,785.2999999523163,789,789.5,True,i,198104.89999997616,1294.5999999046326,1669837944681,1295,HRV,HRV_0259,2022-11-30 19:53:46
126,"[{'imgObject': {}, 'id': 'blackbeanswithrice', 'src': '/static/foodstim60/blackbeanswithrice.jpg', 'key': 'u', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 126, 'loaded': True, 'loadedTime': 198106.30000007153, 'positionName': 'LEFT', 'positionCoords': [511.6, 395], 'bid': 5.94}, {'imgObject': {}, 'id': 'Tribe humus pita', 'src': '/static/foodstim60/Tribe humus pita.jpg', 'key': 'i', 'origWidth': 411, 'origHeight': 411, 'width': 411, 'height': 411, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 126, 'loaded': True, 'loadedTime': 198106.5, 'positionName': 'RIGHT', 'positionCoords': [998.4, 394.5], 'bid': 5.07}]",198105.20000004768,1669837944681,blackbeanswithrice,Tribe humus pita,5.94,5.07,-0.8700000000000001,,blackbeanswithrice,1068.1999999284744,1072,1071.8999999761581,True,u,199685.5,1580.2999999523163,1669837946261,1580,HRV,HRV_0259,2022-11-30 19:53:46
127,"[{'imgObject': {}, 'id': 'bagel plain', 'src': '/static/foodstim60/bagel plain.jpg', 'key': 'u', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 127, 'loaded': True, 'loadedTime': 199687.5, 'positionName': 'LEFT', 'positionCoords': [511.6, 395], 'bid': 5.05}, {'imgObject': {}, 'id': 'Tribe humus pita', 'src': '/static/foodstim60/Tribe humus pita.jpg', 'key': 'i', 'origWidth': 411, 'origHeight': 411, 'width': 411, 'height': 411, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 127, 'loaded': True, 'loadedTime': 199688, 'positionName': 'RIGHT', 'positionCoords': [998.4, 394.5], 'bid': 5.07}]",199686.10000002384,1669837946262,bagel plain,Tribe humus pita,5.05,5.07,0.020000000000000462,,Tribe humus pita,1076.2000000476837,1078,1078.5,True,i,201273.30000007153,1587.2000000476837,1669837947849,1587,HRV,HRV_0259,2022-11-30 19:53:46
128,"[{'imgObject': {}, 'id': 'steak', 'src': '/static/foodstim60/steak.jpg', 'key': 'u', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 128, 'loaded': True, 'loadedTime': 201275.20000004768, 'positionName': 'LEFT', 'positionCoords': [511.6, 395], 'bid': 0.19}, {'imgObject': {}, 'id': 'luckycharms', 'src': '/static/foodstim60/luckycharms.jpg', 'key': 'i', 'origWidth': 410, 'origHeight': 409, 'width': 410, 'height': 409, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 128, 'loaded': True, 'loadedTime': 201275.70000004768, 'positionName': 'RIGHT', 'positionCoords': [998.4, 395.5], 'bid': 0.21}]",201273.80000007153,1669837947850,steak,luckycharms,0.19,0.21,0.01999999999999999,,luckycharms,816.3999999761581,819,819.2999999523163,True,i,202600.60000002384,1326.7999999523163,1669837949176,1326,HRV,HRV_0259,2022-11-30 19:53:46
129,"[{'imgObject': {}, 'id': 'raisin bran w milk', 'src': '/static/foodstim60/raisin bran w milk.jpg', 'key': 'u', 'origWidth': 411, 'origHeight': 411, 'width': 411, 'height': 411, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 129, 'loaded': True, 'loadedTime': 202602.60000002384, 'positionName': 'LEFT', 'positionCoords': [510.6, 394.5], 'bid': 0.16}, {'imgObject': {}, 'id': 'luckycharms', 'src': '/static/foodstim60/luckycharms.jpg', 'key': 'i', 'origWidth': 410, 'origHeight': 409, 'width': 410, 'height': 409, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 129, 'loaded': True, 'loadedTime': 202603.10000002384, 'positionName': 'RIGHT', 'positionCoords': [998.4, 395.5], 'bid': 0.21}]",202601.20000004768,1669837949177,raisin bran w milk,luckycharms,0.16,0.21,0.04999999999999999,,luckycharms,972.1000000238419,976,975.8999999761581,True,i,204085.39999997616,1484.1999999284744,1669837950661,1484,HRV,HRV_0259,2022-11-30 19:53:46
130,"[{'imgObject': {}, 'id': 'bagel plain', 'src': '/static/foodstim60/bagel plain.jpg', 'key': 'u', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 130, 'loaded': True, 'loadedTime': 204087.30000007153, 'positionName': 'LEFT', 'positionCoords': [511.6, 395], 'bid': 5.05}, {'imgObject': {}, 'id': 'eggsalad', 'src': '/static/foodstim60/eggsalad.jpg', 'key': 'i', 'origWidth': 410, 'origHeight': 409, 'width': 410, 'height': 409, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 130, 'loaded': True, 'loadedTime': 204087.70000004768, 'positionName': 'RIGHT', 'positionCoords': [998.4, 395.5], 'bid': 4.2700000000000005}]",204085.80000007153,1669837950662,bagel plain,eggsalad,5.05,4.2700000000000005,-0.7799999999999994,,bagel plain,963.5999999046326,967,967.5,True,u,205561.20000004768,1475.3999999761581,1669837952137,1475,HRV,HRV_0259,2022-11-30 19:53:46
131,"[{'imgObject': {}, 'id': 'eggsalad', 'src': '/static/foodstim60/eggsalad.jpg', 'key': 'u', 'origWidth': 410, 'origHeight': 409, 'width': 410, 'height': 409, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 131, 'loaded': True, 'loadedTime': 205563.20000004768, 'positionName': 'LEFT', 'positionCoords': [511.6, 395.5], 'bid': 4.2700000000000005}, {'imgObject': {}, 'id': 'bagel and cc', 'src': '/static/foodstim60/bagel and cc.jpg', 'key': 'i', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 131, 'loaded': True, 'loadedTime': 205563.5, 'positionName': 'RIGHT', 'positionCoords': [998.4, 395], 'bid': 4.95}]",205561.80000007153,1669837952138,eggsalad,bagel and cc,4.2700000000000005,4.95,0.6799999999999997,,bagel and cc,958.2999999523163,961,961.3999999761581,True,i,207025.39999997616,1463.5999999046326,1669837953601,1463,HRV,HRV_0259,2022-11-30 19:53:46
132,"[{'imgObject': {}, 'id': 'apple slices', 'src': '/static/foodstim60/apple slices.jpg', 'key': 'u', 'origWidth': 409, 'origHeight': 410, 'width': 409, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 132, 'loaded': True, 'loadedTime': 207027.60000002384, 'positionName': 'LEFT', 'positionCoords': [512.6, 395], 'bid': 3.14}, {'imgObject': {}, 'id': 'blueberries', 'src': '/static/foodstim60/blueberries.jpg', 'key': 'i', 'origWidth': 411, 'origHeight': 411, 'width': 411, 'height': 411, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 132, 'loaded': True, 'loadedTime': 207027.89999997616, 'positionName': 'RIGHT', 'positionCoords': [998.4, 394.5], 'bid': 3.36}]",207026.0,1669837953602,apple slices,blueberries,3.14,3.36,0.21999999999999975,,apple slices,1160.2000000476837,1164,1164.5,True,u,208701.5,1675.5,1669837955277,1675,HRV,HRV_0259,2022-11-30 19:53:46
133,"[{'imgObject': {}, 'id': 'corn cob', 'src': '/static/foodstim60/corn cob.jpg', 'key': 'u', 'origWidth': 411, 'origHeight': 411, 'width': 411, 'height': 411, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 133, 'loaded': True, 'loadedTime': 208703.5, 'positionName': 'LEFT', 'positionCoords': [510.6, 394.5], 'bid': 0.33}, {'imgObject': {}, 'id': 'edamame', 'src': '/static/foodstim60/edamame.jpg', 'key': 'i', 'origWidth': 409, 'origHeight': 410, 'width': 409, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 133, 'loaded': True, 'loadedTime': 208703.80000007153, 'positionName': 'RIGHT', 'positionCoords': [998.4, 395], 'bid': 0.4}]",208702.0,1669837955278,corn cob,edamame,0.33,0.4,0.07,,edamame,752.3000000715256,756,756.1000000238419,True,i,209962.39999997616,1260.3999999761581,1669837956539,1261,HRV,HRV_0259,2022-11-30 19:53:46
134,"[{'imgObject': {}, 'id': 'edamame', 'src': '/static/foodstim60/edamame.jpg', 'key': 'u', 'origWidth': 409, 'origHeight': 410, 'width': 409, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 134, 'loaded': True, 'loadedTime': 209964.5, 'positionName': 'LEFT', 'positionCoords': [512.6, 395], 'bid': 0.4}, {'imgObject': {}, 'id': 'blueberries', 'src': '/static/foodstim60/blueberries.jpg', 'key': 'i', 'origWidth': 411, 'origHeight': 411, 'width': 411, 'height': 411, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 134, 'loaded': True, 'loadedTime': 209964.70000004768, 'positionName': 'RIGHT', 'positionCoords': [998.4, 394.5], 'bid': 3.36}]",209963.10000002384,1669837956539,edamame,blueberries,0.4,3.36,2.96,,blueberries,1137.2000000476837,1142,1141.3999999761581,True,i,211609.39999997616,1646.2999999523163,1669837958186,1647,HRV,HRV_0259,2022-11-30 19:53:46
135,"[{'imgObject': {}, 'id': 'raisin bran w milk', 'src': '/static/foodstim60/raisin bran w milk.jpg', 'key': 'u', 'origWidth': 411, 'origHeight': 411, 'width': 411, 'height': 411, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 135, 'loaded': True, 'loadedTime': 211611.39999997616, 'positionName': 'LEFT', 'positionCoords': [510.6, 394.5], 'bid': 0.16}, {'imgObject': {}, 'id': 'granola w milk', 'src': '/static/foodstim60/granola w milk.jpg', 'key': 'i', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 135, 'loaded': True, 'loadedTime': 211611.70000004768, 'positionName': 'RIGHT', 'positionCoords': [998.4, 395], 'bid': 0.17}]",211609.89999997616,1669837958186,raisin bran w milk,granola w milk,0.16,0.17,0.010000000000000009,,granola w milk,1421.2000000476837,1425,1425.3000000715256,True,i,213538.80000007153,1928.9000000953674,1669837960115,1929,HRV,HRV_0259,2022-11-30 19:53:46
136,"[{'imgObject': {}, 'id': 'strawberries', 'src': '/static/foodstim60/strawberries.jpg', 'key': 'u', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 136, 'loaded': True, 'loadedTime': 213540.80000007153, 'positionName': 'LEFT', 'positionCoords': [511.6, 395], 'bid': 8.83}, {'imgObject': {}, 'id': 'blackbeanswithrice', 'src': '/static/foodstim60/blackbeanswithrice.jpg', 'key': 'i', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 136, 'loaded': True, 'loadedTime': 213541.10000002384, 'positionName': 'RIGHT', 'positionCoords': [998.4, 395], 'bid': 5.94}]",213539.39999997616,1669837960116,strawberries,blackbeanswithrice,8.83,5.94,-2.8899999999999997,,strawberries,1429.6000000238419,1433,1433.6000000238419,True,u,215485.30000007153,1945.9000000953674,1669837962062,1946,HRV,HRV_0259,2022-11-30 19:53:46
137,"[{'imgObject': {}, 'id': 'apple slices', 'src': '/static/foodstim60/apple slices.jpg', 'key': 'u', 'origWidth': 409, 'origHeight': 410, 'width': 409, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 137, 'loaded': True, 'loadedTime': 215487.30000007153, 'positionName': 'LEFT', 'positionCoords': [512.6, 395], 'bid': 3.14}, {'imgObject': {}, 'id': 'granola w milk', 'src': '/static/foodstim60/granola w milk.jpg', 'key': 'i', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 137, 'loaded': True, 'loadedTime': 215487.80000007153, 'positionName': 'RIGHT', 'positionCoords': [998.4, 395], 'bid': 0.17}]",215485.89999997616,1669837962062,apple slices,granola w milk,3.14,0.17,-2.97,,apple slices,1031.2000000476837,1035,1035.2000000476837,True,u,217029.5,1543.6000000238419,1669837963606,1544,HRV,HRV_0259,2022-11-30 19:53:46
138,"[{'imgObject': {}, 'id': 'olives', 'src': '/static/foodstim60/olives.jpg', 'key': 'u', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 138, 'loaded': True, 'loadedTime': 217031.5, 'positionName': 'LEFT', 'positionCoords': [511.6, 395], 'bid': 5.15}, {'imgObject': {}, 'id': 'hotdog w must', 'src': '/static/foodstim60/hotdog w must.jpg', 'key': 'i', 'origWidth': 409, 'origHeight': 409, 'width': 409, 'height': 409, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 138, 'loaded': True, 'loadedTime': 217032, 'positionName': 'RIGHT', 'positionCoords': [998.4, 395.5], 'bid': 5.29}]",217030.0,1669837963606,olives,hotdog w must,5.15,5.29,0.13999999999999968,,hotdog w must,1401.1000000238419,1406,1405.3999999761581,True,i,218941.5,1911.5,1669837965518,1912,HRV,HRV_0259,2022-11-30 19:53:46
139,"[{'imgObject': {}, 'id': 'Tribe humus pita', 'src': '/static/foodstim60/Tribe humus pita.jpg', 'key': 'u', 'origWidth': 411, 'origHeight': 411, 'width': 411, 'height': 411, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 139, 'loaded': True, 'loadedTime': 218943.60000002384, 'positionName': 'LEFT', 'positionCoords': [510.6, 394.5], 'bid': 5.07}, {'imgObject': {}, 'id': 'kiwi', 'src': '/static/foodstim60/kiwi.jpg', 'key': 'i', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 139, 'loaded': True, 'loadedTime': 218944, 'positionName': 'RIGHT', 'positionCoords': [998.4, 395], 'bid': 4.09}]",218942.10000002384,1669837965518,Tribe humus pita,kiwi,5.07,4.09,-0.9800000000000004,,Tribe humus pita,909.0,913,912.8999999761581,True,u,220365.5,1423.3999999761581,1669837966942,1424,HRV,HRV_0259,2022-11-30 19:53:46
140,"[{'imgObject': {}, 'id': 'tacos', 'src': '/static/foodstim60/tacos.jpg', 'key': 'u', 'origWidth': 411, 'origHeight': 411, 'width': 411, 'height': 411, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 140, 'loaded': True, 'loadedTime': 220367.60000002384, 'positionName': 'LEFT', 'positionCoords': [510.6, 394.5], 'bid': 8.97}, {'imgObject': {}, 'id': 'roastedpotatoes', 'src': '/static/foodstim60/roastedpotatoes.jpg', 'key': 'i', 'origWidth': 409, 'origHeight': 410, 'width': 409, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 140, 'loaded': True, 'loadedTime': 220368, 'positionName': 'RIGHT', 'positionCoords': [998.4, 395], 'bid': 6}]",220366.10000002384,1669837966942,tacos,roastedpotatoes,8.97,6.0,-2.9700000000000006,,tacos,684.8999999761581,689,688.7000000476837,True,u,221563.0,1196.8999999761581,1669837968139,1197,HRV,HRV_0259,2022-11-30 19:53:46
141,"[{'imgObject': {}, 'id': 'strawberries', 'src': '/static/foodstim60/strawberries.jpg', 'key': 'u', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 141, 'loaded': True, 'loadedTime': 221565, 'positionName': 'LEFT', 'positionCoords': [511.6, 395], 'bid': 8.83}, {'imgObject': {}, 'id': 'turkey sandwich', 'src': '/static/foodstim60/turkey sandwich.jpg', 'key': 'i', 'origWidth': 409, 'origHeight': 409, 'width': 409, 'height': 409, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 141, 'loaded': True, 'loadedTime': 221565.30000007153, 'positionName': 'RIGHT', 'positionCoords': [998.4, 395.5], 'bid': 7.79}]",221563.5,1669837968140,strawberries,turkey sandwich,8.83,7.79,-1.04,,strawberries,1183.3999999761581,1187,1186.6000000238419,True,u,223258.20000004768,1694.7000000476837,1669837969835,1695,HRV,HRV_0259,2022-11-30 19:53:46
142,"[{'imgObject': {}, 'id': 'tacos', 'src': '/static/foodstim60/tacos.jpg', 'key': 'u', 'origWidth': 411, 'origHeight': 411, 'width': 411, 'height': 411, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 142, 'loaded': True, 'loadedTime': 223260, 'positionName': 'LEFT', 'positionCoords': [510.6, 394.5], 'bid': 8.97}, {'imgObject': {}, 'id': 'mac & cheese', 'src': '/static/foodstim60/mac & cheese.jpg', 'key': 'i', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 142, 'loaded': True, 'loadedTime': 223260.39999997616, 'positionName': 'RIGHT', 'positionCoords': [998.4, 395], 'bid': 9.62}]",223258.60000002384,1669837969835,tacos,mac & cheese,8.97,9.62,0.6499999999999986,,mac & cheese,904.2999999523163,908,908.2000000476837,True,i,224674.30000007153,1415.7000000476837,1669837971251,1416,HRV,HRV_0259,2022-11-30 19:53:46
143,"[{'imgObject': {}, 'id': 'cocktailshrimp', 'src': '/static/foodstim60/cocktailshrimp.jpg', 'key': 'u', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 143, 'loaded': True, 'loadedTime': 224676.30000007153, 'positionName': 'LEFT', 'positionCoords': [511.6, 395], 'bid': 0.22}, {'imgObject': {}, 'id': 'grilled chicken strips', 'src': '/static/foodstim60/grilled chicken strips.jpg', 'key': 'i', 'origWidth': 410, 'origHeight': 411, 'width': 410, 'height': 411, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 143, 'loaded': True, 'loadedTime': 224676.60000002384, 'positionName': 'RIGHT', 'positionCoords': [998.4, 394.5], 'bid': 0.21}]",224674.89999997616,1669837971251,cocktailshrimp,grilled chicken strips,0.22,0.21,-0.010000000000000009,,grilled chicken strips,990.7000000476837,994,993.7000000476837,True,i,226176.5,1501.6000000238419,1669837972753,1502,HRV,HRV_0259,2022-11-30 19:53:46
144,"[{'imgObject': {}, 'id': 'raspberries', 'src': '/static/foodstim60/raspberries.jpg', 'key': 'u', 'origWidth': 411, 'origHeight': 411, 'width': 411, 'height': 411, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 144, 'loaded': True, 'loadedTime': 226177.80000007153, 'positionName': 'LEFT', 'positionCoords': [510.6, 394.5], 'bid': 5.44}, {'imgObject': {}, 'id': 'Grapes', 'src': '/static/foodstim60/Grapes.jpg', 'key': 'i', 'origWidth': 411, 'origHeight': 411, 'width': 411, 'height': 411, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 144, 'loaded': True, 'loadedTime': 226178, 'positionName': 'RIGHT', 'positionCoords': [998.4, 394.5], 'bid': 5.33}]",226176.70000004768,1669837972753,raspberries,Grapes,5.44,5.33,-0.11000000000000032,,Grapes,879.1000000238419,883,882.8999999761581,True,i,227563.39999997616,1386.6999999284744,1669837974140,1387,HRV,HRV_0259,2022-11-30 19:53:46
145,"[{'imgObject': {}, 'id': 'cherries', 'src': '/static/foodstim60/cherries.jpg', 'key': 'u', 'origWidth': 410, 'origHeight': 411, 'width': 410, 'height': 411, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 145, 'loaded': True, 'loadedTime': 227565.39999997616, 'positionName': 'LEFT', 'positionCoords': [511.6, 394.5], 'bid': 4.25}, {'imgObject': {}, 'id': 'tacos', 'src': '/static/foodstim60/tacos.jpg', 'key': 'i', 'origWidth': 411, 'origHeight': 411, 'width': 411, 'height': 411, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 145, 'loaded': True, 'loadedTime': 227565.60000002384, 'positionName': 'RIGHT', 'positionCoords': [998.4, 394.5], 'bid': 8.97}]",227564.0,1669837974141,cherries,tacos,4.25,8.97,4.720000000000001,,tacos,676.8000000715256,680,680.8000000715256,True,i,228753.30000007153,1189.3000000715256,1669837975330,1189,HRV,HRV_0259,2022-11-30 19:53:46
146,"[{'imgObject': {}, 'id': 'avocado', 'src': '/static/foodstim60/avocado.jpg', 'key': 'u', 'origWidth': 409, 'origHeight': 409, 'width': 409, 'height': 409, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 146, 'loaded': True, 'loadedTime': 228754.89999997616, 'positionName': 'LEFT', 'positionCoords': [512.6, 395.5], 'bid': 8.82}, {'imgObject': {}, 'id': 'kiwi', 'src': '/static/foodstim60/kiwi.jpg', 'key': 'i', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 146, 'loaded': True, 'loadedTime': 228755.30000007153, 'positionName': 'RIGHT', 'positionCoords': [998.4, 395], 'bid': 4.09}]",228753.60000002384,1669837975330,avocado,kiwi,8.82,4.09,-4.73,,avocado,771.1000000238419,776,775.2999999523163,True,u,230037.5,1283.8999999761581,1669837976614,1284,HRV,HRV_0259,2022-11-30 19:53:46
147,"[{'imgObject': {}, 'id': 'chickenfingers', 'src': '/static/foodstim60/chickenfingers.jpg', 'key': 'u', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 147, 'loaded': True, 'loadedTime': 230039.5, 'positionName': 'LEFT', 'positionCoords': [511.6, 395], 'bid': 0.23}, {'imgObject': {}, 'id': 'shreddedwheatwithmilk', 'src': '/static/foodstim60/shreddedwheatwithmilk.jpg', 'key': 'i', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 147, 'loaded': True, 'loadedTime': 230039.89999997616, 'positionName': 'RIGHT', 'positionCoords': [998.4, 395], 'bid': 0.23}]",230038.0,1669837976615,chickenfingers,shreddedwheatwithmilk,0.23,0.23,0.0,,shreddedwheatwithmilk,1181.7000000476837,1185,1185.3999999761581,True,i,231728.70000004768,1690.7000000476837,1669837978305,1690,HRV,HRV_0259,2022-11-30 19:53:46
148,"[{'imgObject': {}, 'id': 'popsicles', 'src': '/static/foodstim60/popsicles.jpg', 'key': 'u', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 148, 'loaded': True, 'loadedTime': 231729.89999997616, 'positionName': 'LEFT', 'positionCoords': [511.6, 395], 'bid': 0.17}, {'imgObject': {}, 'id': 'cherry tomato', 'src': '/static/foodstim60/cherry tomato.jpg', 'key': 'i', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 148, 'loaded': True, 'loadedTime': 231730.10000002384, 'positionName': 'RIGHT', 'positionCoords': [998.4, 395], 'bid': 5.16}]",231729.0,1669837978306,popsicles,cherry tomato,0.17,5.16,4.99,,cherry tomato,775.7000000476837,779,779.8000000715256,True,i,233017.5,1288.5,1669837979594,1288,HRV,HRV_0259,2022-11-30 19:53:46
149,"[{'imgObject': {}, 'id': 'sweetpotato', 'src': '/static/foodstim60/sweetpotato.jpg', 'key': 'u', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 149, 'loaded': True, 'loadedTime': 233019.60000002384, 'positionName': 'LEFT', 'positionCoords': [511.6, 395], 'bid': 5.87}, {'imgObject': {}, 'id': 'rigatoni and sauce', 'src': '/static/foodstim60/rigatoni and sauce.jpg', 'key': 'i', 'origWidth': 410, 'origHeight': 411, 'width': 410, 'height': 411, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 149, 'loaded': True, 'loadedTime': 233020.10000002384, 'positionName': 'RIGHT', 'positionCoords': [998.4, 394.5], 'bid': 5.67}]",233018.10000002384,1669837979595,sweetpotato,rigatoni and sauce,5.87,5.67,-0.20000000000000018,,rigatoni and sauce,1070.6000000238419,1074,1074.0,True,i,234597.5,1579.3999999761581,1669837981174,1579,HRV,HRV_0259,2022-11-30 19:53:46
150,"[{'imgObject': {}, 'id': 'mashed potato', 'src': '/static/foodstim60/mashed potato.jpg', 'key': 'u', 'origWidth': 409, 'origHeight': 409, 'width': 409, 'height': 409, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 150, 'loaded': True, 'loadedTime': 234599.5, 'positionName': 'LEFT', 'positionCoords': [512.6, 395.5], 'bid': 5.3100000000000005}, {'imgObject': {}, 'id': 'cantaloupe', 'src': '/static/foodstim60/cantaloupe.jpg', 'key': 'i', 'origWidth': 409, 'origHeight': 409, 'width': 409, 'height': 409, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 150, 'loaded': True, 'loadedTime': 234600.10000002384, 'positionName': 'RIGHT', 'positionCoords': [998.4, 395.5], 'bid': 4.16}]",234598.0,1669837981175,mashed potato,cantaloupe,5.3100000000000005,4.16,-1.1500000000000004,,cantaloupe,926.6000000238419,930,930.3999999761581,True,i,236035.0,1437.0,1669837982612,1437,HRV,HRV_0259,2022-11-30 19:53:46
151,"[{'imgObject': {}, 'id': 'orange slices', 'src': '/static/foodstim60/orange slices.jpg', 'key': 'u', 'origWidth': 409, 'origHeight': 410, 'width': 409, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 151, 'loaded': True, 'loadedTime': 236037, 'positionName': 'LEFT', 'positionCoords': [512.6, 395], 'bid': 3.67}, {'imgObject': {}, 'id': 'banana', 'src': '/static/foodstim60/banana.jpg', 'key': 'i', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 151, 'loaded': True, 'loadedTime': 236037.30000007153, 'positionName': 'RIGHT', 'positionCoords': [998.4, 395], 'bid': 3.9}]",236035.60000002384,1669837982612,orange slices,banana,3.67,3.9,0.22999999999999998,,banana,834.0,838,837.7000000476837,True,i,237378.39999997616,1342.7999999523163,1669837983955,1343,HRV,HRV_0259,2022-11-30 19:53:46
