success,trial_type,trial_index,time_elapsed,internal_node_id,Block,TrialNumber,TrialTime,trialTimeDiff,FPS_avg,FPS_med,FPS_mode,TrialDur,winResizeTime,missTrial,missTrialMsg,rt,block,button_pressed,MotCoh,MotDir,ColCoh,Color,ChoiceKey,Choice,Accuracy,RT,nFrames,FPS,PPD,onsetDelay,fullScreenExitTime,canvCenter,TrialType,Score,BlockTrial,stimulus,button_labels,exp,subjectId,date
,wl-rdm,74,212328,0.0-6.66-0.66,0.0,74.0,,,,,,,[],False,,,,,,,62.5,0.0,u,0.0,True,914.8000000715256,55.0,60.0,40.0,258.86903458770655,[],"[960, 600]",ColorTask,37.0,67.0,,,HRV,HRV_0259,2022-11-30 20:03:15
,wl-rdm,75,214545,0.0-6.67-0.67,0.0,75.0,,,,,,,[],False,,,,,,,50.0,0.0,i,1.0,False,755.2999999523163,46.0,60.0,40.0,367.03034124596377,[],"[960, 600]",ColorTask,36.0,68.0,,,HRV,HRV_0259,2022-11-30 20:03:15
,wl-rdm,76,217228,0.0-6.68-0.68,0.0,76.0,,,,,,,[],False,,,,,,,53.2,1.0,u,0.0,False,1254.8000000715256,76.0,60.0,40.0,361.1304060836395,[],"[960, 600]",ColorTask,35.0,69.0,,,HRV,HRV_0259,2022-11-30 20:03:15
,wl-rdm,77,219595,0.0-6.69-0.69,0.0,77.0,,,,,,,[],False,,,,,,,50.0,0.0,u,0.0,True,1076.6000000238419,65.0,60.0,40.0,213.18485597171087,[],"[960, 600]",ColorTask,36.0,70.0,,,HRV,HRV_0259,2022-11-30 20:03:15
,wl-rdm,78,222311,0.0-6.70-0.70,0.0,78.0,,,,,,,[],False,,,,,,,56.4,0.0,u,0.0,True,1404.3000000715256,85.0,60.0,40.0,238.77568462411003,[],"[960, 600]",ColorTask,37.0,71.0,,,HRV,HRV_0259,2022-11-30 20:03:15
,wl-rdm,79,224279,0.0-6.71-0.71,0.0,79.0,,,,,,,[],False,,,,,,,73.6,1.0,i,1.0,True,670.8999999761581,41.0,60.0,40.0,206.43356211386214,[],"[960, 600]",ColorTask,38.0,72.0,,,HRV,HRV_0259,2022-11-30 20:03:15
,wl-rdm,80,226812,0.0-6.72-0.72,0.0,80.0,,,,,,,[],False,,,,,,,62.5,0.0,u,0.0,True,1237.3000000715256,75.0,60.0,40.0,222.7794334709903,[],"[960, 600]",ColorTask,39.0,73.0,,,HRV,HRV_0259,2022-11-30 20:03:15
,wl-rdm,81,229261,0.0-6.73-0.73,0.0,81.0,,,,,,,[],False,,,,,,,62.5,0.0,u,0.0,True,1048.6000000238419,63.0,60.0,40.0,344.9643426686706,[],"[960, 600]",ColorTask,40.0,74.0,,,HRV,HRV_0259,2022-11-30 20:03:15
,wl-rdm,82,231345,0.0-6.74-0.74,0.0,82.0,,,,,,,[],False,,,,,,,62.5,1.0,i,1.0,True,798.2999999523163,48.0,60.0,40.0,215.08649533777051,[],"[960, 600]",ColorTask,41.0,75.0,,,HRV,HRV_0259,2022-11-30 20:03:15
,wl-rdm,83,233412,0.0-6.75-0.75,0.0,83.0,,,,,,,[],False,,,,,,,87.9,1.0,u,0.0,False,769.3999999761581,47.0,60.0,40.0,204.52658444947213,[],"[960, 600]",ColorTask,40.0,76.0,,,HRV,HRV_0259,2022-11-30 20:03:15
,wl-rdm,84,235778,0.0-6.76-0.76,0.0,84.0,,,,,,,[],False,,,,,,,73.6,0.0,u,0.0,True,1002.2999999523163,61.0,60.0,40.0,279.1595139821571,[],"[960, 600]",ColorTask,41.0,77.0,,,HRV,HRV_0259,2022-11-30 20:03:15
,wl-rdm,85,238362,0.0-6.77-0.77,0.0,85.0,,,,,,,[],False,,,,,,,50.0,0.0,i,1.0,False,1159.3999999761581,70.0,60.0,40.0,358.9497766268125,[],"[960, 600]",ColorTask,40.0,78.0,,,HRV,HRV_0259,2022-11-30 20:03:15
,wl-rdm,86,241262,0.0-6.78-0.78,0.0,86.0,,,,,,,[],False,,,,,,,50.0,1.0,u,0.0,False,1489.6000000238419,90.0,60.0,40.0,337.7666556962607,[],"[960, 600]",ColorTask,39.0,79.0,,,HRV,HRV_0259,2022-11-30 20:03:15
,wl-rdm,87,243812,0.0-6.79-0.79,0.0,87.0,,,,,,,[],False,,,,,,,53.2,1.0,i,1.0,True,1251.6000000238419,76.0,60.0,40.0,233.5582238370772,[],"[960, 600]",ColorTask,40.0,80.0,,,HRV,HRV_0259,2022-11-30 20:03:15
,wl-rdm,88,245895,0.0-6.80-0.80,0.0,88.0,,,,,,,[],False,,,,,,,87.9,1.0,i,1.0,True,623.5,38.0,60.0,40.0,392.7234146950608,[],"[960, 600]",ColorTask,41.0,81.0,,,HRV,HRV_0259,2022-11-30 20:03:15
,wl-rdm,89,248145,0.0-6.81-0.81,0.0,89.0,,,,,,,[],False,,,,,,,87.9,1.0,u,0.0,False,810.0,49.0,60.0,40.0,355.7376015026548,[],"[960, 600]",ColorTask,40.0,82.0,,,HRV,HRV_0259,2022-11-30 20:03:15
,wl-rdm,90,251628,0.0-6.82-0.82,0.0,90.0,,,,,,,[],False,,,,,,,62.5,0.0,u,0.0,True,2064.0,124.0,60.0,40.0,339.3995193238297,[],"[960, 600]",ColorTask,41.0,83.0,,,HRV,HRV_0259,2022-11-30 20:03:15
,wl-rdm,91,254596,0.0-6.83-0.83,0.0,91.0,,,,,,,[],False,,,,,,,56.4,1.0,i,1.0,True,1595.0,96.0,60.0,40.0,311.4310924388681,[],"[960, 600]",ColorTask,42.0,84.0,,,HRV,HRV_0259,2022-11-30 20:03:15
,wl-rdm,92,257413,0.0-6.84-0.84,0.0,92.0,,,,,,,[],False,,,,,,,56.4,1.0,i,1.0,True,1540.6000000238419,93.0,60.0,40.0,204.30012964430577,[],"[960, 600]",ColorTask,43.0,85.0,,,HRV,HRV_0259,2022-11-30 20:03:15
,wl-rdm,93,259895,0.0-6.85-0.85,0.0,93.0,,,,,,,[],False,,,,,,,50.0,0.0,u,0.0,True,1113.5,67.0,60.0,40.0,308.2995158333305,[],"[960, 600]",ColorTask,44.0,86.0,,,HRV,HRV_0259,2022-11-30 20:03:15
,wl-rdm,94,262512,0.0-6.86-0.86,0.0,94.0,,,,,,,[],False,,,,,,,73.6,0.0,u,0.0,True,1297.5999999046326,78.0,60.0,40.0,250.74168163045346,[],"[960, 600]",ColorTask,45.0,87.0,,,HRV,HRV_0259,2022-11-30 20:03:15
,wl-rdm,95,264878,0.0-6.87-0.87,0.0,95.0,,,,,,,[],False,,,,,,,50.0,1.0,i,1.0,True,998.2000000476837,60.0,60.0,40.0,314.2977091452372,[],"[960, 600]",ColorTask,46.0,88.0,,,HRV,HRV_0259,2022-11-30 20:03:15
,wl-rdm,96,267979,0.0-6.88-0.88,0.0,96.0,,,,,,,[],False,,,,,,,50.0,0.0,i,1.0,False,1738.8999999761581,105.0,60.0,40.0,284.6158324005575,[],"[960, 600]",ColorTask,45.0,89.0,,,HRV,HRV_0259,2022-11-30 20:03:15
,wl-rdm,97,269962,0.0-6.89-0.89,0.0,97.0,,,,,,,[],False,,,,,,,87.9,0.0,u,0.0,True,671.5,41.0,60.0,40.0,227.8055087238988,[],"[960, 600]",ColorTask,46.0,90.0,,,HRV,HRV_0259,2022-11-30 20:03:15
,wl-rdm,98,272313,0.0-6.90-0.90,0.0,98.0,,,,,,,[],False,,,,,,,62.5,0.0,u,0.0,True,1046.2000000476837,63.0,60.0,40.0,245.91879695431663,[],"[960, 600]",ColorTask,47.0,91.0,,,HRV,HRV_0259,2022-11-30 20:03:15
,wl-rdm,99,274313,0.0-6.91-0.91,0.0,99.0,,,,,,,[],False,,,,,,,53.2,1.0,i,1.0,True,684.6000000238419,42.0,60.0,40.0,222.74526363019302,[],"[960, 600]",ColorTask,48.0,92.0,,,HRV,HRV_0259,2022-11-30 20:03:15
,wl-rdm,100,276545,0.0-6.92-0.92,0.0,100.0,,,,,,,[],False,,,,,,,53.2,1.0,i,1.0,True,822.0,50.0,60.0,40.0,328.4124261604753,[],"[960, 600]",ColorTask,49.0,93.0,,,HRV,HRV_0259,2022-11-30 20:03:15
,wl-rdm,101,279196,0.0-6.93-0.93,0.0,101.0,,,,,,,[],False,,,,,,,56.4,1.0,u,0.0,False,1344.8999999761581,81.0,60.0,40.0,243.05094882213825,[],"[960, 600]",ColorTask,48.0,94.0,,,HRV,HRV_0259,2022-11-30 20:03:15
,wl-rdm,102,281396,0.0-6.94-0.94,0.0,102.0,,,,,,,[],False,,,,,,,73.6,0.0,i,1.0,False,797.8000000715256,48.0,60.0,40.0,338.80748110176717,[],"[960, 600]",ColorTask,47.0,95.0,,,HRV,HRV_0259,2022-11-30 20:03:15
,wl-rdm,103,283445,0.0-6.95-0.95,0.0,103.0,,,,,,,[],False,,,,,,,87.9,0.0,u,0.0,True,749.0999999046326,45.0,60.0,40.0,249.24134166064073,[],"[960, 600]",ColorTask,48.0,96.0,,,HRV,HRV_0259,2022-11-30 20:03:15
,wl-rdm,104,286163,0.0-6.96-0.96,0.0,104.0,,,,,,,[],False,,,,,,,50.0,1.0,u,0.0,False,1388.6000000238419,84.0,60.0,40.0,249.82711712104037,[],"[960, 600]",ColorTask,47.0,97.0,,,HRV,HRV_0259,2022-11-30 20:03:15
,wl-rdm,105,288397,0.0-6.97-0.97,0.0,105.0,,,,,,,[],False,,,,,,,62.5,1.0,i,1.0,True,793.5,48.0,60.0,40.0,363.18800719464997,[],"[960, 600]",ColorTask,48.0,98.0,,,HRV,HRV_0259,2022-11-30 20:03:15
,wl-rdm,106,290879,0.0-6.98-0.98,0.0,106.0,,,,,,,[],False,,,,,,,50.0,1.0,i,1.0,True,1065.5,64.0,60.0,40.0,355.14738538134964,[],"[960, 600]",ColorTask,49.0,99.0,,,HRV,HRV_0259,2022-11-30 20:03:15
,wl-rdm,107,293096,0.0-6.99-0.99,0.0,107.0,,,,,,,[],False,,,,,,,56.4,1.0,i,1.0,True,789.2999999523163,48.0,60.0,40.0,353.93990668975675,[],"[960, 600]",ColorTask,50.0,100.0,,,HRV,HRV_0259,2022-11-30 20:03:15
,wl-rdm,108,295079,0.0-6.100-0.100,0.0,108.0,,,,,,,[],False,,,,,,,73.6,1.0,i,1.0,True,693.5,42.0,60.0,40.0,228.13614155961488,[],"[960, 600]",ColorTask,51.0,101.0,,,HRV,HRV_0259,2022-11-30 20:03:15
,wl-rdm,109,297113,0.0-6.101-0.101,0.0,109.0,,,,,,,[],False,,,,,,,62.5,1.0,i,1.0,True,727.799999833107,44.0,60.0,40.0,246.1651749132073,[],"[960, 600]",ColorTask,52.0,102.0,,,HRV,HRV_0259,2022-11-30 20:03:15
,wl-rdm,110,299330,0.0-6.102-0.102,0.0,110.0,,,,,,,[],False,,,,,,,53.2,1.0,i,1.0,True,769.1999999284744,47.0,60.0,40.0,381.7859974728841,[],"[960, 600]",ColorTask,53.0,103.0,,,HRV,HRV_0259,2022-11-30 20:03:15
,wl-rdm,111,301380,0.0-6.103-0.103,0.0,111.0,,,,,,,[],False,,,,,,,62.5,1.0,i,1.0,True,681.7999999523163,41.0,60.0,40.0,313.75094759290306,[],"[960, 600]",ColorTask,54.0,104.0,,,HRV,HRV_0259,2022-11-30 20:03:15
,wl-rdm,112,303402,0.0-6.104-0.104,0.0,112.0,,,,,,,[],False,,,,,,,62.5,0.0,u,0.0,True,637.5,39.0,60.0,40.0,284.99222991655876,[],"[960, 600]",ColorTask,55.0,105.0,,,HRV,HRV_0259,2022-11-30 20:03:15
,wl-rdm,113,305546,0.0-6.105-0.105,0.0,113.0,,,,,,,[],False,,,,,,,73.6,1.0,i,1.0,True,753.5,46.0,60.0,40.0,328.59383148440315,[],"[960, 600]",ColorTask,56.0,106.0,,,HRV,HRV_0259,2022-11-30 20:03:15
,wl-rdm,114,308246,0.0-6.106-0.106,0.0,114.0,,,,,,,[],False,,,,,,,50.0,0.0,i,1.0,False,1354.2000000476837,82.0,60.0,40.0,258.1000896289928,[],"[960, 600]",ColorTask,55.0,107.0,,,HRV,HRV_0259,2022-11-30 20:03:15
,wl-rdm,115,310396,0.0-6.107-0.107,0.0,115.0,,,,,,,[],False,,,,,,,87.9,1.0,i,1.0,True,755.0,46.0,60.0,40.0,307.7227016228984,[],"[960, 600]",ColorTask,56.0,108.0,,,HRV,HRV_0259,2022-11-30 20:03:15
,wl-html-keyboard-response,116,318000,0.0-7.0-0.0,1.0,116.0,,,,,,,,,,5593.0,1.0,0,,,,,,,,,,,,,,,,,,,,HRV,HRV_0259,2022-11-30 20:03:15
,wl-rdm,117,320829,0.0-8.0-0.0,1.0,117.0,,,,,,,[],False,,,,,,,62.5,0.0,u,0.0,True,1471.1000000238419,89.0,60.0,40.0,297.9622747398929,[],"[960, 600]",ColorTask,57.0,1.0,,,HRV,HRV_0259,2022-11-30 20:03:15
,wl-rdm,118,322862,0.0-8.1-0.1,1.0,118.0,,,,,,,[],False,,,,,,,56.4,1.0,i,1.0,True,747.3999999761581,45.0,60.0,40.0,224.8812824092586,[],"[960, 600]",ColorTask,58.0,2.0,,,HRV,HRV_0259,2022-11-30 20:03:15
,wl-rdm,119,325747,0.0-8.2-0.2,1.0,119.0,,,,,,,[],False,,,,,,,56.4,0.0,u,0.0,True,1564.8000000715256,94.0,60.0,40.0,244.01878441068536,[],"[960, 600]",ColorTask,59.0,3.0,,,HRV,HRV_0259,2022-11-30 20:03:15
,wl-rdm,120,328296,0.0-8.3-0.3,1.0,120.0,,,,,,,[],False,,,,,,,50.0,0.0,u,0.0,True,1114.5,67.0,60.0,40.0,351.5665469822184,[],"[960, 600]",ColorTask,60.0,4.0,,,HRV,HRV_0259,2022-11-30 20:03:15
,wl-rdm,121,330897,0.0-8.4-0.4,1.0,121.0,,,,,,,[],False,,,,,,,62.5,0.0,u,0.0,True,1219.7999999523163,74.0,60.0,40.0,304.8345101248665,[],"[960, 600]",ColorTask,61.0,5.0,,,HRV,HRV_0259,2022-11-30 20:03:15
,wl-rdm,122,333563,0.0-8.5-0.5,1.0,122.0,,,,,,,[],False,,,,,,,53.2,0.0,i,1.0,False,1252.3000000715256,76.0,60.0,40.0,325.1682838729903,[],"[960, 600]",ColorTask,60.0,6.0,,,HRV,HRV_0259,2022-11-30 20:03:15
,wl-rdm,123,335764,0.0-8.6-0.6,1.0,123.0,,,,,,,[],False,,,,,,,73.6,0.0,u,0.0,True,768.8999999761581,47.0,60.0,40.0,346.2126618958694,[],"[960, 600]",ColorTask,61.0,7.0,,,HRV,HRV_0259,2022-11-30 20:03:15
,wl-rdm,124,337747,0.0-8.7-0.7,1.0,124.0,,,,,,,[],False,,,,,,,73.6,0.0,u,0.0,True,657.9000000953674,40.0,60.0,40.0,242.34194454469815,[],"[960, 600]",ColorTask,62.0,8.0,,,HRV,HRV_0259,2022-11-30 20:03:15
,wl-rdm,125,339647,0.0-8.8-0.8,1.0,125.0,,,,,,,[],False,,,,,,,62.5,1.0,i,1.0,True,571.2999999523163,35.0,60.0,40.0,243.34654625643515,[],"[960, 600]",ColorTask,63.0,9.0,,,HRV,HRV_0259,2022-11-30 20:03:15
,wl-rdm,126,341730,0.0-8.9-0.9,1.0,126.0,,,,,,,[],False,,,,,,,87.9,1.0,i,1.0,True,794.1000000238419,48.0,60.0,40.0,203.08626643557352,[],"[960, 600]",ColorTask,64.0,10.0,,,HRV,HRV_0259,2022-11-30 20:03:15
,wl-rdm,127,344096,0.0-8.10-0.10,1.0,127.0,,,,,,,[],False,,,,,,,50.0,1.0,i,1.0,True,1048.7000000476837,63.0,60.0,40.0,236.1224865500273,[],"[960, 600]",ColorTask,65.0,11.0,,,HRV,HRV_0259,2022-11-30 20:03:15
,wl-rdm,128,346147,0.0-8.11-0.11,1.0,128.0,,,,,,,[],False,,,,,,,62.5,1.0,i,1.0,True,719.2000000476837,44.0,60.0,40.0,249.12849611736647,[],"[960, 600]",ColorTask,66.0,12.0,,,HRV,HRV_0259,2022-11-30 20:03:15
,wl-rdm,129,348030,0.0-8.12-0.12,1.0,129.0,,,,,,,[],False,,,,,,,50.0,0.0,i,1.0,False,588.8000000715256,36.0,60.0,40.0,204.21388990971604,[],"[960, 600]",ColorTask,65.0,13.0,,,HRV,HRV_0259,2022-11-30 20:03:15
,wl-rdm,130,350197,0.0-8.13-0.13,1.0,130.0,,,,,,,[],False,,,,,,,87.9,0.0,u,0.0,True,802.8000000715256,49.0,60.0,40.0,298.0415086810122,[],"[960, 600]",ColorTask,66.0,14.0,,,HRV,HRV_0259,2022-11-30 20:03:15
,wl-rdm,131,352163,0.0-8.14-0.14,1.0,131.0,,,,,,,[],False,,,,,,,87.9,1.0,i,1.0,True,499.2999999523163,30.0,60.0,40.0,383.54405902115934,[],"[960, 600]",ColorTask,67.0,15.0,,,HRV,HRV_0259,2022-11-30 20:03:15
,wl-rdm,132,354180,0.0-8.15-0.15,1.0,132.0,,,,,,,[],False,,,,,,,53.2,0.0,u,0.0,True,737.8999999761581,45.0,60.0,40.0,206.89505211409465,[],"[960, 600]",ColorTask,68.0,16.0,,,HRV,HRV_0259,2022-11-30 20:03:15
,wl-rdm,133,356063,0.0-8.16-0.16,1.0,133.0,,,,,,,[],False,,,,,,,50.0,1.0,i,1.0,True,537.7999999523163,33.0,60.0,40.0,256.28053682744496,[],"[960, 600]",ColorTask,69.0,17.0,,,HRV,HRV_0259,2022-11-30 20:03:15
,wl-rdm,134,358114,0.0-8.17-0.17,1.0,134.0,,,,,,,[],False,,,,,,,87.9,0.0,i,1.0,False,633.1000000238419,39.0,60.0,40.0,325.36712394323797,[],"[960, 600]",ColorTask,68.0,18.0,,,HRV,HRV_0259,2022-11-30 20:03:15
,wl-rdm,135,360313,0.0-8.18-0.18,1.0,135.0,,,,,,,[],False,,,,,,,56.4,1.0,i,1.0,True,923.299999833107,56.0,60.0,40.0,211.81576905771917,[],"[960, 600]",ColorTask,69.0,19.0,,,HRV,HRV_0259,2022-11-30 20:03:15
,wl-rdm,136,362431,0.0-8.19-0.19,1.0,136.0,,,,,,,[],False,,,,,,,87.9,1.0,i,1.0,True,706.0,43.0,60.0,40.0,318.7949664333741,[],"[960, 600]",ColorTask,70.0,20.0,,,HRV,HRV_0259,2022-11-30 20:03:15
,wl-rdm,137,365647,0.0-8.20-0.20,1.0,137.0,,,,,,,[],False,,,,,,,50.0,1.0,i,1.0,True,1751.9000000953674,106.0,60.0,40.0,383.58118265106225,[],"[960, 600]",ColorTask,71.0,21.0,,,HRV,HRV_0259,2022-11-30 20:03:15
,wl-rdm,138,367664,0.0-8.21-0.21,1.0,138.0,,,,,,,[],False,,,,,,,53.2,1.0,i,1.0,True,623.5,38.0,60.0,40.0,327.6060388606639,[],"[960, 600]",ColorTask,72.0,22.0,,,HRV,HRV_0259,2022-11-30 20:03:15
,wl-rdm,139,369748,0.0-8.22-0.22,1.0,139.0,,,,,,,[],False,,,,,,,87.9,0.0,u,0.0,True,628.8999999761581,38.0,60.0,40.0,394.8102888264259,[],"[960, 600]",ColorTask,73.0,23.0,,,HRV,HRV_0259,2022-11-30 20:03:15
,wl-rdm,140,372464,0.0-8.23-0.23,1.0,140.0,,,,,,,[],False,,,,,,,62.5,1.0,i,1.0,True,1262.8999999761581,76.0,60.0,40.0,391.0895018946957,[],"[960, 600]",ColorTask,74.0,24.0,,,HRV,HRV_0259,2022-11-30 20:03:15
,wl-rdm,141,374381,0.0-8.24-0.24,1.0,141.0,,,,,,,[],False,,,,,,,73.6,1.0,i,1.0,True,613.5999999046326,37.0,60.0,40.0,220.16717234804645,[],"[960, 600]",ColorTask,75.0,25.0,,,HRV,HRV_0259,2022-11-30 20:03:15
,wl-rdm,142,376464,0.0-8.25-0.25,1.0,142.0,,,,,,,[],False,,,,,,,73.6,1.0,i,1.0,True,665.0,40.0,60.0,40.0,361.31646665586095,[],"[960, 600]",ColorTask,76.0,26.0,,,HRV,HRV_0259,2022-11-30 20:03:15
,wl-rdm,143,378297,0.0-8.26-0.26,1.0,143.0,,,,,,,[],False,,,,,,,62.5,0.0,u,0.0,True,550.6000000238419,34.0,60.0,40.0,206.67979765400887,[],"[960, 600]",ColorTask,77.0,27.0,,,HRV,HRV_0259,2022-11-30 20:03:15
,wl-rdm,144,380563,0.0-8.27-0.27,1.0,144.0,,,,,,,[],False,,,,,,,73.6,0.0,u,0.0,True,832.2000000476837,50.0,60.0,40.0,374.82379957343016,[],"[960, 600]",ColorTask,78.0,28.0,,,HRV,HRV_0259,2022-11-30 20:03:15
,wl-rdm,145,383064,0.0-8.28-0.28,1.0,145.0,,,,,,,[],False,,,,,,,53.2,0.0,i,1.0,False,1198.0999999046326,72.0,60.0,40.0,242.2380589095545,[],"[960, 600]",ColorTask,77.0,29.0,,,HRV,HRV_0259,2022-11-30 20:03:15
,wl-rdm,146,385781,0.0-8.29-0.29,1.0,146.0,,,,,,,[],False,,,,,,,53.2,1.0,i,1.0,True,1413.8999999761581,85.0,60.0,40.0,235.60210232400948,[],"[960, 600]",ColorTask,78.0,30.0,,,HRV,HRV_0259,2022-11-30 20:03:15
,wl-rdm,147,387881,0.0-8.30-0.30,1.0,147.0,,,,,,,[],False,,,,,,,53.2,1.0,i,1.0,True,791.1000000238419,48.0,60.0,40.0,233.07200016132242,[],"[960, 600]",ColorTask,79.0,31.0,,,HRV,HRV_0259,2022-11-30 20:03:15
,wl-rdm,148,389947,0.0-8.31-0.31,1.0,148.0,,,,,,,[],False,,,,,,,53.2,1.0,i,1.0,True,739.5,45.0,60.0,40.0,247.47440000028766,[],"[960, 600]",ColorTask,80.0,32.0,,,HRV,HRV_0259,2022-11-30 20:03:15
,wl-rdm,149,392664,0.0-8.32-0.32,1.0,149.0,,,,,,,[],False,,,,,,,53.2,0.0,i,1.0,False,1404.7999999523163,85.0,60.0,40.0,229.14994905861943,[],"[960, 600]",ColorTask,79.0,33.0,,,HRV,HRV_0259,2022-11-30 20:03:15
,wl-rdm,150,394682,0.0-8.33-0.33,1.0,150.0,,,,,,,[],False,,,,,,,73.6,1.0,i,1.0,True,703.7999999523163,43.0,60.0,40.0,233.7792355924137,[],"[960, 600]",ColorTask,80.0,34.0,,,HRV,HRV_0259,2022-11-30 20:03:15
,wl-rdm,151,397781,0.0-8.34-0.34,1.0,151.0,,,,,,,[],False,,,,,,,53.2,0.0,u,0.0,True,1621.1000000238419,98.0,60.0,40.0,396.20151095226,[],"[960, 600]",ColorTask,81.0,35.0,,,HRV,HRV_0259,2022-11-30 20:03:15
,wl-rdm,152,400298,0.0-8.35-0.35,1.0,152.0,,,,,,,[],False,,,,,,,56.4,0.0,i,1.0,False,1074.2000000476837,65.0,60.0,40.0,352.5175325429158,[],"[960, 600]",ColorTask,80.0,36.0,,,HRV,HRV_0259,2022-11-30 20:03:15
,wl-rdm,153,402415,0.0-8.36-0.36,1.0,153.0,,,,,,,[],False,,,,,,,73.6,0.0,u,0.0,True,816.0,49.0,60.0,40.0,243.55732257526364,[],"[960, 600]",ColorTask,81.0,37.0,,,HRV,HRV_0259,2022-11-30 20:03:15
,wl-rdm,154,404648,0.0-8.37-0.37,1.0,154.0,,,,,,,[],False,,,,,,,56.4,1.0,i,1.0,True,918.3000000715256,56.0,60.0,40.0,233.4304043021791,[],"[960, 600]",ColorTask,82.0,38.0,,,HRV,HRV_0259,2022-11-30 20:03:15
,wl-rdm,155,406614,0.0-8.38-0.38,1.0,155.0,,,,,,,[],False,,,,,,,87.9,1.0,i,1.0,True,518.3999999761581,32.0,60.0,40.0,355.3107115306864,[],"[960, 600]",ColorTask,83.0,39.0,,,HRV,HRV_0259,2022-11-30 20:03:15
,wl-rdm,156,408498,0.0-8.39-0.39,1.0,156.0,,,,,,,[],False,,,,,,,73.6,1.0,i,1.0,True,611.0999999046326,37.0,60.0,40.0,200.64414545295116,[],"[960, 600]",ColorTask,84.0,40.0,,,HRV,HRV_0259,2022-11-30 20:03:15
,wl-rdm,157,410497,0.0-8.40-0.40,1.0,157.0,,,,,,,[],False,,,,,,,62.5,1.0,i,1.0,True,713.7000000476837,43.0,60.0,40.0,203.82832186857834,[],"[960, 600]",ColorTask,85.0,41.0,,,HRV,HRV_0259,2022-11-30 20:03:15
,wl-rdm,158,412565,0.0-8.41-0.41,1.0,158.0,,,,,,,[],False,,,,,,,53.2,1.0,i,1.0,True,695.7999999523163,42.0,60.0,40.0,290.48715366685593,[],"[960, 600]",ColorTask,86.0,42.0,,,HRV,HRV_0259,2022-11-30 20:03:15
,wl-rdm,159,414847,0.0-8.42-0.42,1.0,159.0,,,,,,,[],False,,,,,,,62.5,0.0,i,1.0,False,979.4999998807907,59.0,60.0,40.0,228.36573934120418,[],"[960, 600]",ColorTask,85.0,43.0,,,HRV,HRV_0259,2022-11-30 20:03:15
,wl-rdm,160,416981,0.0-8.43-0.43,1.0,160.0,,,,,,,[],False,,,,,,,50.0,1.0,i,1.0,True,804.2999999523163,49.0,60.0,40.0,262.58816388149353,[],"[960, 600]",ColorTask,86.0,44.0,,,HRV,HRV_0259,2022-11-30 20:03:15
,wl-rdm,161,418831,0.0-8.44-0.44,1.0,161.0,,,,,,,[],False,,,,,,,87.9,0.0,u,0.0,True,570.5,35.0,60.0,40.0,202.6791235305763,[],"[960, 600]",ColorTask,87.0,45.0,,,HRV,HRV_0259,2022-11-30 20:03:15
,wl-rdm,162,420764,0.0-8.45-0.45,1.0,162.0,,,,,,,[],False,,,,,,,56.4,1.0,i,1.0,True,622.4000000953674,38.0,60.0,40.0,246.08026667585753,[],"[960, 600]",ColorTask,88.0,46.0,,,HRV,HRV_0259,2022-11-30 20:03:15
,wl-rdm,163,423299,0.0-8.46-0.46,1.0,163.0,,,,,,,[],False,,,,,,,50.0,0.0,u,0.0,True,1212.3000000715256,73.0,60.0,40.0,250.42120080484932,[],"[960, 600]",ColorTask,89.0,47.0,,,HRV,HRV_0259,2022-11-30 20:03:15
,wl-rdm,164,425365,0.0-8.47-0.47,1.0,164.0,,,,,,,[],False,,,,,,,53.2,1.0,u,0.0,False,771.6000000238419,47.0,60.0,40.0,215.62975129431018,[],"[960, 600]",ColorTask,88.0,48.0,,,HRV,HRV_0259,2022-11-30 20:03:15
,wl-rdm,165,427864,0.0-8.48-0.48,1.0,165.0,,,,,,,[],False,,,,,,,53.2,1.0,u,0.0,False,1098.5,66.0,60.0,40.0,346.38842741988077,[],"[960, 600]",ColorTask,87.0,49.0,,,HRV,HRV_0259,2022-11-30 20:03:15
,wl-rdm,166,429998,0.0-8.49-0.49,1.0,166.0,,,,,,,[],False,,,,,,,87.9,1.0,i,1.0,True,787.2999999523163,48.0,60.0,40.0,263.9410871274097,[],"[960, 600]",ColorTask,88.0,50.0,,,HRV,HRV_0259,2022-11-30 20:03:15
,wl-rdm,167,432147,0.0-8.50-0.50,1.0,167.0,,,,,,,[],False,,,,,,,73.6,0.0,u,0.0,True,803.7000000476837,49.0,60.0,40.0,266.47788559393206,[],"[960, 600]",ColorTask,89.0,51.0,,,HRV,HRV_0259,2022-11-30 20:03:15
,wl-rdm,168,434482,0.0-8.51-0.51,1.0,168.0,,,,,,,[],False,,,,,,,50.0,1.0,i,1.0,True,939.6999999284744,57.0,60.0,40.0,327.1288132207074,[],"[960, 600]",ColorTask,90.0,52.0,,,HRV,HRV_0259,2022-11-30 20:03:15
,wl-rdm,169,437131,0.0-8.52-0.52,1.0,169.0,,,,,,,[],False,,,,,,,50.0,0.0,u,0.0,True,1281.0,77.0,60.0,40.0,298.1064168543955,[],"[960, 600]",ColorTask,91.0,53.0,,,HRV,HRV_0259,2022-11-30 20:03:15
,wl-rdm,170,439115,0.0-8.53-0.53,1.0,170.0,,,,,,,[],False,,,,,,,62.5,1.0,i,1.0,True,695.5999999046326,42.0,60.0,40.0,215.50337105369135,[],"[960, 600]",ColorTask,92.0,54.0,,,HRV,HRV_0259,2022-11-30 20:03:15
