trialN,stimuli,trialStartTime,trialStartTime_UNIX,stimulus1,stimulus2,stimulus1Bid,stimulus2Bid,delta,selected,rsp,rt,rt_UNIX,receivedResponse,trialEndTime,trialDuration,trialEndTime_UNIX,trialDuration_UNIX,rt_perfnow,exp,subjectId,date
10,"[{'imgObject': {}, 'id': 'Grapes', 'src': '/static/foodstim60/Grapes.jpg', 'key': 'u', 'origWidth': 411, 'origHeight': 411, 'width': 411, 'height': 411, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 10, 'loaded': True, 'loadedTime': 2656.0999999996275, 'positionName': 'LEFT', 'positionCoords': [559.08, 362.5], 'bid': 9.1}, {'imgObject': {}, 'id': 'ice cream sundae 002', 'src': '/static/foodstim60/ice cream sundae 002.jpg', 'key': 'i', 'origWidth': 409, 'origHeight': 409, 'width': 409, 'height': 409, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 10, 'loaded': True, 'loadedTime': 2691.4000000003725, 'positionName': 'RIGHT', 'positionCoords': [1050.92, 363.5], 'bid': 9.2}]",23804.400000000373,1669830158457,Grapes,ice cream sundae 002,9.1,9.2,0.09999999999999964,Grapes,u,1054.2999999988824,1054,True,25379.5,1575.0999999996275,1669830160032,1575,1054.5999999996275,HRV,HRV_0041,2022-11-30 17:47:43
11,"[{'imgObject': {}, 'id': 'seaweed', 'src': '/static/foodstim60/seaweed.jpg', 'key': 'u', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 11, 'loaded': True, 'loadedTime': 2695.699999999255, 'positionName': 'LEFT', 'positionCoords': [560.08, 363], 'bid': 0.91}, {'imgObject': {}, 'id': 'rigatoni and sauce', 'src': '/static/foodstim60/rigatoni and sauce.jpg', 'key': 'i', 'origWidth': 410, 'origHeight': 411, 'width': 410, 'height': 411, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 11, 'loaded': True, 'loadedTime': 2608.5, 'positionName': 'RIGHT', 'positionCoords': [1050.92, 362.5], 'bid': 2.13}]",25379.599999999627,1669830160032,seaweed,rigatoni and sauce,0.91,2.13,1.2199999999999998,rigatoni and sauce,i,959,959,True,26851.5,1471.9000000003725,1669830161504,1472,959.4000000003725,HRV,HRV_0041,2022-11-30 17:47:43
12,"[{'imgObject': {}, 'id': 'mashed potato', 'src': '/static/foodstim60/mashed potato.jpg', 'key': 'u', 'origWidth': 409, 'origHeight': 409, 'width': 409, 'height': 409, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 12, 'loaded': True, 'loadedTime': 2660.5999999996275, 'positionName': 'LEFT', 'positionCoords': [561.08, 363.5], 'bid': 7.27}, {'imgObject': {}, 'id': 'pear', 'src': '/static/foodstim60/pear.jpg', 'key': 'i', 'origWidth': 411, 'origHeight': 410, 'width': 411, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 12, 'loaded': True, 'loadedTime': 2700.199999999255, 'positionName': 'RIGHT', 'positionCoords': [1050.92, 363], 'bid': 8.76}]",26851.699999999255,1669830161504,mashed potato,pear,7.27,8.76,1.4900000000000002,mashed potato,u,1678.9000000003725,1679,True,29052.299999998882,2200.5999999996275,1669830163705,2201,1679.300000000745,HRV,HRV_0041,2022-11-30 17:47:43
13,"[{'imgObject': {}, 'id': 'grilled chicken strips', 'src': '/static/foodstim60/grilled chicken strips.jpg', 'key': 'u', 'origWidth': 410, 'origHeight': 411, 'width': 410, 'height': 411, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 13, 'loaded': True, 'loadedTime': 2731.4000000003725, 'positionName': 'LEFT', 'positionCoords': [560.08, 362.5], 'bid': 8.88}, {'imgObject': {}, 'id': 'cantaloupe', 'src': '/static/foodstim60/cantaloupe.jpg', 'key': 'i', 'origWidth': 409, 'origHeight': 409, 'width': 409, 'height': 409, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 13, 'loaded': True, 'loadedTime': 2706.199999999255, 'positionName': 'RIGHT', 'positionCoords': [1050.92, 363.5], 'bid': 9.39}]",29052.5,1669830163705,grilled chicken strips,cantaloupe,8.88,9.39,0.5099999999999998,cantaloupe,i,1102.0999999996275,1102,True,30667.0,1614.5,1669830165319,1614,1102.4000000003725,HRV,HRV_0041,2022-11-30 17:47:43
14,"[{'imgObject': {}, 'id': 'bagel plain', 'src': '/static/foodstim60/bagel plain.jpg', 'key': 'u', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 14, 'loaded': True, 'loadedTime': 2709.0999999996275, 'positionName': 'LEFT', 'positionCoords': [560.08, 363], 'bid': 0.76}, {'imgObject': {}, 'id': 'yogurt no spoon', 'src': '/static/foodstim60/yogurt no spoon.jpg', 'key': 'i', 'origWidth': 411, 'origHeight': 410, 'width': 411, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 14, 'loaded': True, 'loadedTime': 2711.2999999988824, 'positionName': 'RIGHT', 'positionCoords': [1050.92, 363], 'bid': 7.74}]",30667.099999999627,1669830165319,bagel plain,yogurt no spoon,0.76,7.74,6.98,yogurt no spoon,i,1022.0999999996275,1023,True,32202.799999998882,1535.699999999255,1669830166855,1536,1022.4000000003725,HRV,HRV_0041,2022-11-30 17:47:43
15,"[{'imgObject': {}, 'id': 'burger', 'src': '/static/foodstim60/burger.jpg', 'key': 'u', 'origWidth': 409, 'origHeight': 409, 'width': 409, 'height': 409, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 15, 'loaded': True, 'loadedTime': 2518.0999999996275, 'positionName': 'LEFT', 'positionCoords': [561.08, 363.5], 'bid': 9.7}, {'imgObject': {}, 'id': 'ice cream sundae 002', 'src': '/static/foodstim60/ice cream sundae 002.jpg', 'key': 'i', 'origWidth': 409, 'origHeight': 409, 'width': 409, 'height': 409, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 15, 'loaded': True, 'loadedTime': 2693.4000000003725, 'positionName': 'RIGHT', 'positionCoords': [1050.92, 363.5], 'bid': 9.2}]",32203.0,1669830166855,burger,ice cream sundae 002,9.7,9.2,-0.5,burger,u,1247.5999999996275,1248,True,33968.40000000037,1765.4000000003725,1669830168621,1766,1248.0,HRV,HRV_0041,2022-11-30 17:47:43
16,"[{'imgObject': {}, 'id': 'fruitsalad', 'src': '/static/foodstim60/fruitsalad.jpg', 'key': 'u', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 16, 'loaded': True, 'loadedTime': 2658.5, 'positionName': 'LEFT', 'positionCoords': [560.08, 363], 'bid': 9.9}, {'imgObject': {}, 'id': 'apple slices', 'src': '/static/foodstim60/apple slices.jpg', 'key': 'i', 'origWidth': 409, 'origHeight': 410, 'width': 409, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 16, 'loaded': True, 'loadedTime': 2728.699999999255, 'positionName': 'RIGHT', 'positionCoords': [1050.92, 363], 'bid': 9.32}]",33968.59999999963,1669830168621,fruitsalad,apple slices,9.9,9.32,-0.5800000000000001,fruitsalad,u,1346.0999999996275,1346,True,35828.5,1859.9000000003725,1669830170481,1860,1346.5,HRV,HRV_0041,2022-11-30 17:47:43
17,"[{'imgObject': {}, 'id': 'seaweed', 'src': '/static/foodstim60/seaweed.jpg', 'key': 'u', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 17, 'loaded': True, 'loadedTime': 2695.7999999988824, 'positionName': 'LEFT', 'positionCoords': [560.08, 363], 'bid': 0.91}, {'imgObject': {}, 'id': 'shreddedwheatwithmilk', 'src': '/static/foodstim60/shreddedwheatwithmilk.jpg', 'key': 'i', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 17, 'loaded': True, 'loadedTime': 2731.9000000003725, 'positionName': 'RIGHT', 'positionCoords': [1050.92, 363], 'bid': 8.06}]",35828.79999999888,1669830170481,seaweed,shreddedwheatwithmilk,0.91,8.06,7.15,shreddedwheatwithmilk,i,1070.1000000014901,1071,True,37414.40000000037,1585.6000000014901,1669830172067,1586,1070.5,HRV,HRV_0041,2022-11-30 17:47:43
18,"[{'imgObject': {}, 'id': 'baked potato', 'src': '/static/foodstim60/baked potato.jpg', 'key': 'u', 'origWidth': 409, 'origHeight': 410, 'width': 409, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 18, 'loaded': True, 'loadedTime': 2738.199999999255, 'positionName': 'LEFT', 'positionCoords': [561.08, 363], 'bid': 8.120000000000001}, {'imgObject': {}, 'id': 'strawberries', 'src': '/static/foodstim60/strawberries.jpg', 'key': 'i', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 18, 'loaded': True, 'loadedTime': 2510.699999999255, 'positionName': 'RIGHT', 'positionCoords': [1050.92, 363], 'bid': 9.5}]",37414.59999999963,1669830172067,baked potato,strawberries,8.120000000000001,9.5,1.379999999999999,baked potato,u,1252,1252,True,39175.59999999963,1761.0,1669830173828,1761,1252.4000000003725,HRV,HRV_0041,2022-11-30 17:47:43
19,"[{'imgObject': {}, 'id': 'blueberries', 'src': '/static/foodstim60/blueberries.jpg', 'key': 'u', 'origWidth': 411, 'origHeight': 411, 'width': 411, 'height': 411, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 19, 'loaded': True, 'loadedTime': 2741.7999999988824, 'positionName': 'LEFT', 'positionCoords': [559.08, 362.5], 'bid': 5.69}, {'imgObject': {}, 'id': 'mac & cheese', 'src': '/static/foodstim60/mac & cheese.jpg', 'key': 'i', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 19, 'loaded': True, 'loadedTime': 2578.0999999996275, 'positionName': 'RIGHT', 'positionCoords': [1050.92, 363], 'bid': 7.35}]",39175.79999999888,1669830173828,blueberries,mac & cheese,5.69,7.35,1.6599999999999993,mac & cheese,i,1042.800000000745,1043,True,40728.699999999255,1552.9000000003725,1669830175381,1553,1042.9000000003725,HRV,HRV_0041,2022-11-30 17:47:43
20,"[{'imgObject': {}, 'id': 'mango', 'src': '/static/foodstim60/mango.jpg', 'key': 'u', 'origWidth': 411, 'origHeight': 411, 'width': 411, 'height': 411, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 20, 'loaded': True, 'loadedTime': 2744.699999999255, 'positionName': 'LEFT', 'positionCoords': [559.08, 362.5], 'bid': 5.26}, {'imgObject': {}, 'id': 'kiwi', 'src': '/static/foodstim60/kiwi.jpg', 'key': 'i', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 20, 'loaded': True, 'loadedTime': 2689.7999999988824, 'positionName': 'RIGHT', 'positionCoords': [1050.92, 363], 'bid': 9.31}]",40728.79999999888,1669830175381,mango,kiwi,5.26,9.31,4.050000000000001,kiwi,i,1478,1478,True,42723.199999999255,1994.4000000003725,1669830177376,1995,1478.2000000011176,HRV,HRV_0041,2022-11-30 17:47:43
21,"[{'imgObject': {}, 'id': 'avocado', 'src': '/static/foodstim60/avocado.jpg', 'key': 'u', 'origWidth': 409, 'origHeight': 409, 'width': 409, 'height': 409, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 21, 'loaded': True, 'loadedTime': 2748.5999999996275, 'positionName': 'LEFT', 'positionCoords': [561.08, 363.5], 'bid': 1.85}, {'imgObject': {}, 'id': 'salmon', 'src': '/static/foodstim60/salmon.jpg', 'key': 'i', 'origWidth': 410, 'origHeight': 409, 'width': 410, 'height': 409, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 21, 'loaded': True, 'loadedTime': 2666.199999999255, 'positionName': 'RIGHT', 'positionCoords': [1050.92, 363.5], 'bid': 0.44}]",42723.40000000037,1669830177376,avocado,salmon,1.85,0.44,-1.4100000000000001,avocado,u,1063.3999999985099,1063,True,44305.79999999888,1582.3999999985099,1669830178958,1582,1063.5999999996275,HRV,HRV_0041,2022-11-30 17:47:43
22,"[{'imgObject': {}, 'id': 'sweetpotato', 'src': '/static/foodstim60/sweetpotato.jpg', 'key': 'u', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 22, 'loaded': True, 'loadedTime': 2751.9000000003725, 'positionName': 'LEFT', 'positionCoords': [560.08, 363], 'bid': 9.65}, {'imgObject': {}, 'id': 'chicken nuggets2', 'src': '/static/foodstim60/chicken nuggets2.jpg', 'key': 'i', 'origWidth': 410, 'origHeight': 409, 'width': 410, 'height': 409, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 22, 'loaded': True, 'loadedTime': 2735.4000000003725, 'positionName': 'RIGHT', 'positionCoords': [1050.92, 363.5], 'bid': 5.96}]",44306.0,1669830178958,sweetpotato,chicken nuggets2,9.65,5.96,-3.6900000000000004,sweetpotato,u,1048.4000000003725,1049,True,45870.40000000037,1564.4000000003725,1669830180523,1565,1048.7999999988824,HRV,HRV_0041,2022-11-30 17:47:43
23,"[{'imgObject': {}, 'id': 'rigatoni and sauce', 'src': '/static/foodstim60/rigatoni and sauce.jpg', 'key': 'u', 'origWidth': 410, 'origHeight': 411, 'width': 410, 'height': 411, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 23, 'loaded': True, 'loadedTime': 2609.2999999988824, 'positionName': 'LEFT', 'positionCoords': [560.08, 362.5], 'bid': 2.13}, {'imgObject': {}, 'id': 'cherry tomato', 'src': '/static/foodstim60/cherry tomato.jpg', 'key': 'i', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 23, 'loaded': True, 'loadedTime': 2757.4000000003725, 'positionName': 'RIGHT', 'positionCoords': [1050.92, 363], 'bid': 1.74}]",45870.59999999963,1669830180523,rigatoni and sauce,cherry tomato,2.13,1.74,-0.3899999999999999,rigatoni and sauce,u,1004,1004,True,47396.59999999963,1526.0,1669830182049,1526,1004.5,HRV,HRV_0041,2022-11-30 17:47:43
24,"[{'imgObject': {}, 'id': 'lox', 'src': '/static/foodstim60/lox.jpg', 'key': 'u', 'origWidth': 410, 'origHeight': 411, 'width': 410, 'height': 411, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 24, 'loaded': True, 'loadedTime': 2758.9000000003725, 'positionName': 'LEFT', 'positionCoords': [560.08, 362.5], 'bid': 0.66}, {'imgObject': {}, 'id': 'cocktailshrimp', 'src': '/static/foodstim60/cocktailshrimp.jpg', 'key': 'i', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 24, 'loaded': True, 'loadedTime': 2765.4000000003725, 'positionName': 'RIGHT', 'positionCoords': [1050.92, 363], 'bid': 1.4}]",47396.699999999255,1669830182049,lox,cocktailshrimp,0.66,1.4,0.7399999999999999,cocktailshrimp,i,949.5999999996275,950,True,48863.0,1466.300000000745,1669830183515,1466,949.8000000007451,HRV,HRV_0041,2022-11-30 17:47:43
25,"[{'imgObject': {}, 'id': 'olives', 'src': '/static/foodstim60/olives.jpg', 'key': 'u', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 25, 'loaded': True, 'loadedTime': 2768.199999999255, 'positionName': 'LEFT', 'positionCoords': [560.08, 363], 'bid': 1.19}, {'imgObject': {}, 'id': 'edamame', 'src': '/static/foodstim60/edamame.jpg', 'key': 'i', 'origWidth': 409, 'origHeight': 410, 'width': 409, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 25, 'loaded': True, 'loadedTime': 2770.7999999988824, 'positionName': 'RIGHT', 'positionCoords': [1050.92, 363], 'bid': 4.24}]",48863.09999999963,1669830183516,olives,edamame,1.19,4.24,3.0500000000000003,edamame,i,1091.5,1091,True,50464.79999999888,1601.699999999255,1669830185117,1601,1091.800000000745,HRV,HRV_0041,2022-11-30 17:47:43
26,"[{'imgObject': {}, 'id': 'burger', 'src': '/static/foodstim60/burger.jpg', 'key': 'u', 'origWidth': 409, 'origHeight': 409, 'width': 409, 'height': 409, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 26, 'loaded': True, 'loadedTime': 2519.0999999996275, 'positionName': 'LEFT', 'positionCoords': [561.08, 363.5], 'bid': 9.7}, {'imgObject': {}, 'id': 'roastedpotatoes', 'src': '/static/foodstim60/roastedpotatoes.jpg', 'key': 'i', 'origWidth': 409, 'origHeight': 410, 'width': 409, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 26, 'loaded': True, 'loadedTime': 2773.7999999988824, 'positionName': 'RIGHT', 'positionCoords': [1050.92, 363], 'bid': 8.950000000000001}]",50465.09999999963,1669830185117,burger,roastedpotatoes,9.7,8.950000000000001,-0.7499999999999982,roastedpotatoes,i,1529.699999999255,1530,True,52503.699999999255,2038.5999999996275,1669830187156,2039,1529.9000000003725,HRV,HRV_0041,2022-11-30 17:47:43
