success,trial_type,trial_index,time_elapsed,internal_node_id,Block,TrialNumber,TrialTime,trialTimeDiff,FPS_avg,FPS_med,FPS_mode,TrialDur,winResizeTime,rt,block,button_pressed,missTrial,missTrialMsg,MotCoh,MotDir,ColCoh,Color,ChoiceKey,Choice,Accuracy,RT,nFrames,FPS,PPD,onsetDelay,fullScreenExitTime,canvCenter,TrialType,Score,BlockTrial,stimulus,button_labels,exp,subjectId,date
,wl-rdm,15,75614,0.0-6.7-0.7,0.0,15.0,,,,,,,[],,,,False,,,,87.9,1.0,i,1.0,True,400.0,24.0,60.0,40.0,213.0834955972185,[],"[1024, 576]",ColorTask,2.0,8.0,,,HRV,HRV_0323,2022-12-01 01:17:09
,wl-rdm,16,77582,0.0-6.8-0.8,0.0,16.0,,,,,,,[],,,,False,,,,56.4,1.0,u,0.0,False,637.8999998569489,39.0,60.0,40.0,260.3236651869281,[],"[1024, 576]",ColorTask,1.0,9.0,,,HRV,HRV_0323,2022-12-01 01:17:09
,wl-rdm,17,79450,0.0-6.9-0.9,0.0,17.0,,,,,,,[],,,,False,,,,62.5,0.0,i,1.0,False,499.5,30.0,60.0,40.0,300.75775862589194,[],"[1024, 576]",ColorTask,0.0,10.0,,,HRV,HRV_0323,2022-12-01 01:17:09
,wl-rdm,18,81319,0.0-6.10-0.10,0.0,18.0,,,,,,,[],,,,False,,,,73.6,0.0,i,1.0,False,539.4000000953674,33.0,60.0,40.0,251.60081179476927,[],"[1024, 576]",ColorTask,-1.0,11.0,,,HRV,HRV_0323,2022-12-01 01:17:09
,wl-rdm,19,83437,0.0-6.11-0.11,0.0,19.0,,,,,,,[],,,,False,,,,56.4,1.0,u,0.0,False,811.8999998569489,49.0,60.0,40.0,245.86515604419367,[],"[1024, 576]",ColorTask,-2.0,12.0,,,HRV,HRV_0323,2022-12-01 01:17:09
,wl-rdm,20,85589,0.0-6.12-0.12,0.0,20.0,,,,,,,[],,,,False,,,,56.4,0.0,u,0.0,True,732.7000000476837,44.0,60.0,40.0,362.0030762177015,[],"[1024, 576]",ColorTask,-1.0,13.0,,,HRV,HRV_0323,2022-12-01 01:17:09
,wl-rdm,21,87574,0.0-6.13-0.13,0.0,21.0,,,,,,,[],,,,False,,,,56.4,0.0,i,1.0,False,579.5999999046326,35.0,60.0,40.0,336.89202546731957,[],"[1024, 576]",ColorTask,-2.0,14.0,,,HRV,HRV_0323,2022-12-01 01:17:09
,wl-rdm,22,89692,0.0-6.14-0.14,0.0,22.0,,,,,,,[],,,,False,,,,73.6,1.0,i,1.0,True,750.3999998569489,45.0,60.0,40.0,311.2967556695128,[],"[1024, 576]",ColorTask,-1.0,15.0,,,HRV,HRV_0323,2022-12-01 01:17:09
,wl-rdm,23,91694,0.0-6.15-0.15,0.0,23.0,,,,,,,[],,,,False,,,,56.4,1.0,i,1.0,True,615.2999999523163,37.0,60.0,40.0,325.0024505286236,[],"[1024, 576]",ColorTask,0.0,16.0,,,HRV,HRV_0323,2022-12-01 01:17:09
,wl-rdm,24,93879,0.0-6.16-0.16,0.0,24.0,,,,,,,[],,,,False,,,,53.2,1.0,i,1.0,True,781.0,47.0,60.0,40.0,341.73995870895646,[],"[1024, 576]",ColorTask,1.0,17.0,,,HRV,HRV_0323,2022-12-01 01:17:09
,wl-rdm,25,95781,0.0-6.17-0.17,0.0,25.0,,,,,,,[],,,,False,,,,87.9,0.0,u,0.0,True,604.2999999523163,37.0,60.0,40.0,221.2389089832445,[],"[1024, 576]",ColorTask,2.0,18.0,,,HRV,HRV_0323,2022-12-01 01:17:09
,wl-rdm,26,97732,0.0-6.18-0.18,0.0,26.0,,,,,,,[],,,,False,,,,53.2,1.0,i,1.0,True,596.0999999046326,36.0,60.0,40.0,283.96069678724587,[],"[1024, 576]",ColorTask,3.0,19.0,,,HRV,HRV_0323,2022-12-01 01:17:09
,wl-rdm,27,99717,0.0-6.19-0.19,0.0,27.0,,,,,,,[],,,,False,,,,53.2,1.0,i,1.0,True,582.4000000953674,35.0,60.0,40.0,345.41662595825005,[],"[1024, 576]",ColorTask,4.0,20.0,,,HRV,HRV_0323,2022-12-01 01:17:09
,wl-rdm,28,101735,0.0-6.20-0.20,0.0,28.0,,,,,,,[],,,,False,,,,53.2,1.0,i,1.0,True,678.1999998092651,41.0,60.0,40.0,272.92661719609055,[],"[1024, 576]",ColorTask,5.0,21.0,,,HRV,HRV_0323,2022-12-01 01:17:09
,wl-rdm,29,103670,0.0-6.21-0.21,0.0,29.0,,,,,,,[],,,,False,,,,53.2,1.0,i,1.0,True,604.5,37.0,60.0,40.0,258.09139921917404,[],"[1024, 576]",ColorTask,6.0,22.0,,,HRV,HRV_0323,2022-12-01 01:17:09
,wl-rdm,30,105555,0.0-6.22-0.22,0.0,30.0,,,,,,,[],,,,False,,,,62.5,1.0,i,1.0,True,576.2999999523163,35.0,60.0,40.0,244.02213125809283,[],"[1024, 576]",ColorTask,7.0,23.0,,,HRV,HRV_0323,2022-12-01 01:17:09
,wl-rdm,31,107457,0.0-6.23-0.23,0.0,31.0,,,,,,,[],,,,False,,,,87.9,1.0,i,1.0,True,447.2999999523163,27.0,60.0,40.0,388.6417946527421,[],"[1024, 576]",ColorTask,8.0,24.0,,,HRV,HRV_0323,2022-12-01 01:17:09
,wl-rdm,32,109392,0.0-6.24-0.24,0.0,32.0,,,,,,,[],,,,False,,,,56.4,1.0,i,1.0,True,584.5999999046326,36.0,60.0,40.0,274.77852373737187,[],"[1024, 576]",ColorTask,9.0,25.0,,,HRV,HRV_0323,2022-12-01 01:17:09
,wl-rdm,33,111627,0.0-6.25-0.25,0.0,33.0,,,,,,,[],,,,False,,,,53.2,0.0,u,0.0,True,852.0,52.0,60.0,40.0,314.2740543833853,[],"[1024, 576]",ColorTask,10.0,26.0,,,HRV,HRV_0323,2022-12-01 01:17:09
,wl-rdm,34,113395,0.0-6.26-0.26,0.0,34.0,,,,,,,[],,,,False,,,,87.9,0.0,u,0.0,True,480.5,29.0,60.0,40.0,221.92467397092554,[],"[1024, 576]",ColorTask,11.0,27.0,,,HRV,HRV_0323,2022-12-01 01:17:09
,wl-rdm,35,115280,0.0-6.27-0.27,0.0,35.0,,,,,,,[],,,,False,,,,53.2,1.0,i,1.0,True,559.0,34.0,60.0,40.0,257.78355142238024,[],"[1024, 576]",ColorTask,12.0,28.0,,,HRV,HRV_0323,2022-12-01 01:17:09
,wl-rdm,36,117365,0.0-6.28-0.28,0.0,36.0,,,,,,,[],,,,False,,,,53.2,0.0,u,0.0,True,622.9000000953674,38.0,60.0,40.0,390.8713676790876,[],"[1024, 576]",ColorTask,13.0,29.0,,,HRV,HRV_0323,2022-12-01 01:17:09
,wl-rdm,37,119650,0.0-6.29-0.29,0.0,37.0,,,,,,,[],,,,False,,,,50.0,0.0,u,0.0,True,867.2000000476837,52.0,60.0,40.0,361.8541669477005,[],"[1024, 576]",ColorTask,14.0,30.0,,,HRV,HRV_0323,2022-12-01 01:17:09
,wl-rdm,38,121802,0.0-6.30-0.30,0.0,38.0,,,,,,,[],,,,False,,,,50.0,0.0,u,0.0,True,783.7999999523163,47.0,60.0,40.0,305.7003292269733,[],"[1024, 576]",ColorTask,15.0,31.0,,,HRV,HRV_0323,2022-12-01 01:17:09
,wl-rdm,39,124070,0.0-6.31-0.31,0.0,39.0,,,,,,,[],,,,False,,,,56.4,0.0,u,0.0,True,921.5999999046326,56.0,60.0,40.0,269.9470475038564,[],"[1024, 576]",ColorTask,16.0,32.0,,,HRV,HRV_0323,2022-12-01 01:17:09
,wl-rdm,40,126089,0.0-6.32-0.32,0.0,40.0,,,,,,,[],,,,False,,,,50.0,1.0,u,0.0,False,561.9000000953674,34.0,60.0,40.0,398.2210345029355,[],"[1024, 576]",ColorTask,15.0,33.0,,,HRV,HRV_0323,2022-12-01 01:17:09
,wl-rdm,41,128140,0.0-6.33-0.33,0.0,41.0,,,,,,,[],,,,False,,,,53.2,0.0,i,1.0,False,771.5,47.0,60.0,40.0,206.96542034518174,[],"[1024, 576]",ColorTask,14.0,34.0,,,HRV,HRV_0323,2022-12-01 01:17:09
,wl-rdm,42,130175,0.0-6.34-0.34,0.0,42.0,,,,,,,[],,,,False,,,,56.4,1.0,i,1.0,True,758.0,46.0,60.0,40.0,208.5720147527268,[],"[1024, 576]",ColorTask,15.0,35.0,,,HRV,HRV_0323,2022-12-01 01:17:09
,wl-rdm,43,132093,0.0-6.35-0.35,0.0,43.0,,,,,,,[],,,,False,,,,87.9,0.0,u,0.0,True,501.39999985694885,31.0,60.0,40.0,337.4509708720428,[],"[1024, 576]",ColorTask,16.0,36.0,,,HRV,HRV_0323,2022-12-01 01:17:09
,wl-rdm,44,134495,0.0-6.36-0.36,0.0,44.0,,,,,,,[],,,,False,,,,53.2,0.0,i,1.0,False,1045.2000000476837,63.0,60.0,40.0,298.49935263872754,[],"[1024, 576]",ColorTask,15.0,37.0,,,HRV,HRV_0323,2022-12-01 01:17:09
,wl-rdm,45,136397,0.0-6.37-0.37,0.0,45.0,,,,,,,[],,,,False,,,,73.6,1.0,i,1.0,True,513.7999999523163,31.0,60.0,40.0,320.0485604779689,[],"[1024, 576]",ColorTask,16.0,38.0,,,HRV,HRV_0323,2022-12-01 01:17:09
,wl-rdm,46,138432,0.0-6.38-0.38,0.0,46.0,,,,,,,[],,,,False,,,,62.5,1.0,i,1.0,True,594.2999999523163,36.0,60.0,40.0,383.40217768421644,[],"[1024, 576]",ColorTask,17.0,39.0,,,HRV,HRV_0323,2022-12-01 01:17:09
,wl-rdm,47,140217,0.0-6.39-0.39,0.0,47.0,,,,,,,[],,,,False,,,,87.9,1.0,i,1.0,True,462.0,28.0,60.0,40.0,255.74107731188997,[],"[1024, 576]",ColorTask,18.0,40.0,,,HRV,HRV_0323,2022-12-01 01:17:09
,wl-rdm,48,142018,0.0-6.40-0.40,0.0,48.0,,,,,,,[],,,,False,,,,56.4,1.0,i,1.0,True,433.09999990463257,26.0,60.0,40.0,309.377031612732,[],"[1024, 576]",ColorTask,19.0,41.0,,,HRV,HRV_0323,2022-12-01 01:17:09
,wl-rdm,49,143970,0.0-6.41-0.41,0.0,49.0,,,,,,,[],,,,False,,,,62.5,0.0,u,0.0,True,544.2999999523163,33.0,60.0,40.0,343.3015045193496,[],"[1024, 576]",ColorTask,20.0,42.0,,,HRV,HRV_0323,2022-12-01 01:17:09
,wl-rdm,50,146271,0.0-6.42-0.42,0.0,50.0,,,,,,,[],,,,False,,,,53.2,0.0,u,0.0,True,1015.7000000476837,61.0,60.0,40.0,226.56128578961767,[],"[1024, 576]",ColorTask,21.0,43.0,,,HRV,HRV_0323,2022-12-01 01:17:09
,wl-rdm,51,148690,0.0-6.43-0.43,0.0,51.0,,,,,,,[],,,,False,,,,62.5,1.0,i,1.0,True,1146.2999999523163,69.0,60.0,40.0,207.16209243529482,[],"[1024, 576]",ColorTask,22.0,44.0,,,HRV,HRV_0323,2022-12-01 01:17:09
,wl-rdm,52,150675,0.0-6.44-0.44,0.0,52.0,,,,,,,[],,,,False,,,,87.9,0.0,i,1.0,False,584.7999999523163,36.0,60.0,40.0,317.26198591120965,[],"[1024, 576]",ColorTask,21.0,45.0,,,HRV,HRV_0323,2022-12-01 01:17:09
,wl-rdm,53,153077,0.0-6.45-0.45,0.0,53.0,,,,,,,[],,,,False,,,,53.2,1.0,u,0.0,False,1003.9000000953674,61.0,60.0,40.0,323.70848933809276,[],"[1024, 576]",ColorTask,20.0,46.0,,,HRV,HRV_0323,2022-12-01 01:17:09
,wl-rdm,54,155462,0.0-6.46-0.46,0.0,54.0,,,,,,,[],,,,False,,,,62.5,1.0,i,1.0,True,1096.0,66.0,60.0,40.0,233.1074747492795,[],"[1024, 576]",ColorTask,21.0,47.0,,,HRV,HRV_0323,2022-12-01 01:17:09
,wl-rdm,55,157347,0.0-6.47-0.47,0.0,55.0,,,,,,,[],,,,False,,,,87.9,1.0,i,1.0,True,611.5,37.0,60.0,40.0,209.44300198130136,[],"[1024, 576]",ColorTask,22.0,48.0,,,HRV,HRV_0323,2022-12-01 01:17:09
,wl-rdm,56,159515,0.0-6.48-0.48,0.0,56.0,,,,,,,[],,,,False,,,,53.2,0.0,u,0.0,True,801.4000000953674,49.0,60.0,40.0,285.3652915713893,[],"[1024, 576]",ColorTask,23.0,49.0,,,HRV,HRV_0323,2022-12-01 01:17:09
,wl-rdm,57,161450,0.0-6.49-0.49,0.0,57.0,,,,,,,[],,,,False,,,,73.6,0.0,u,0.0,True,639.5,39.0,60.0,40.0,224.1166468189454,[],"[1024, 576]",ColorTask,24.0,50.0,,,HRV,HRV_0323,2022-12-01 01:17:09
,wl-rdm,58,163419,0.0-6.50-0.50,0.0,58.0,,,,,,,[],,,,False,,,,73.6,0.0,u,0.0,True,604.0000002384186,37.0,60.0,40.0,297.5990627633151,[],"[1024, 576]",ColorTask,25.0,51.0,,,HRV,HRV_0323,2022-12-01 01:17:09
,wl-rdm,59,165253,0.0-6.51-0.51,0.0,59.0,,,,,,,[],,,,False,,,,73.6,1.0,i,1.0,True,501.30000019073486,31.0,60.0,40.0,250.5843052947205,[],"[1024, 576]",ColorTask,26.0,52.0,,,HRV,HRV_0323,2022-12-01 01:17:09
,wl-rdm,60,167505,0.0-6.52-0.52,0.0,60.0,,,,,,,[],,,,False,,,,50.0,0.0,i,1.0,False,894.7000000476837,54.0,60.0,40.0,293.1450603033133,[],"[1024, 576]",ColorTask,25.0,53.0,,,HRV,HRV_0323,2022-12-01 01:17:09
,wl-rdm,61,169657,0.0-6.53-0.53,0.0,61.0,,,,,,,[],,,,False,,,,50.0,0.0,i,1.0,False,685.2999999523163,42.0,60.0,40.0,399.9384338251915,[],"[1024, 576]",ColorTask,24.0,54.0,,,HRV,HRV_0323,2022-12-01 01:17:09
,wl-rdm,62,171759,0.0-6.54-0.54,0.0,62.0,,,,,,,[],,,,False,,,,50.0,0.0,u,0.0,True,808.0,49.0,60.0,40.0,218.31965651024495,[],"[1024, 576]",ColorTask,25.0,55.0,,,HRV,HRV_0323,2022-12-01 01:17:09
,wl-rdm,63,173594,0.0-6.55-0.55,0.0,63.0,,,,,,,[],,,,False,,,,50.0,1.0,u,0.0,False,462.89999985694885,28.0,60.0,40.0,305.8813415405874,[],"[1024, 576]",ColorTask,24.0,56.0,,,HRV,HRV_0323,2022-12-01 01:17:09
,wl-rdm,64,175512,0.0-6.56-0.56,0.0,64.0,,,,,,,[],,,,False,,,,73.6,1.0,i,1.0,True,550.7999999523163,34.0,60.0,40.0,291.00768344587095,[],"[1024, 576]",ColorTask,25.0,57.0,,,HRV,HRV_0323,2022-12-01 01:17:09
,wl-rdm,65,177563,0.0-6.57-0.57,0.0,65.0,,,,,,,[],,,,False,,,,50.0,1.0,i,1.0,True,673.7000000476837,41.0,60.0,40.0,310.7562385677002,[],"[1024, 576]",ColorTask,26.0,58.0,,,HRV,HRV_0323,2022-12-01 01:17:09
,wl-rdm,66,179749,0.0-6.58-0.58,0.0,66.0,,,,,,,[],,,,False,,,,50.0,1.0,u,0.0,False,772.8999998569489,47.0,60.0,40.0,349.7160962616689,[],"[1024, 576]",ColorTask,25.0,59.0,,,HRV,HRV_0323,2022-12-01 01:17:09
,wl-rdm,67,181650,0.0-6.59-0.59,0.0,67.0,,,,,,,[],,,,False,,,,87.9,0.0,u,0.0,True,552.2999999523163,34.0,60.0,40.0,280.4202879569461,[],"[1024, 576]",ColorTask,26.0,60.0,,,HRV,HRV_0323,2022-12-01 01:17:09
,wl-rdm,68,184152,0.0-6.60-0.60,0.0,68.0,,,,,,,[],,,,False,,,,56.4,0.0,u,0.0,True,1152.7000000476837,70.0,60.0,40.0,267.29293928296096,[],"[1024, 576]",ColorTask,27.0,61.0,,,HRV,HRV_0323,2022-12-01 01:17:09
,wl-rdm,69,186154,0.0-6.61-0.61,0.0,69.0,,,,,,,[],,,,False,,,,50.0,1.0,i,1.0,True,636.0999999046326,39.0,60.0,40.0,298.210730493594,[],"[1024, 576]",ColorTask,28.0,62.0,,,HRV,HRV_0323,2022-12-01 01:17:09
,wl-rdm,70,188155,0.0-6.62-0.62,0.0,70.0,,,,,,,[],,,,False,,,,87.9,0.0,u,0.0,True,631.5,38.0,60.0,40.0,300.71718695290997,[],"[1024, 576]",ColorTask,29.0,63.0,,,HRV,HRV_0323,2022-12-01 01:17:09
,wl-rdm,71,190174,0.0-6.63-0.63,0.0,71.0,,,,,,,[],,,,False,,,,62.5,0.0,i,1.0,False,738.1999998092651,45.0,60.0,40.0,206.4682623051905,[],"[1024, 576]",ColorTask,28.0,64.0,,,HRV,HRV_0323,2022-12-01 01:17:09
,wl-rdm,72,191992,0.0-6.64-0.64,0.0,72.0,,,,,,,[],,,,False,,,,53.2,1.0,u,0.0,False,512.5,31.0,60.0,40.0,236.19026375146143,[],"[1024, 576]",ColorTask,27.0,65.0,,,HRV,HRV_0323,2022-12-01 01:17:09
