trialN,stimuli,trialStartTime,trialStartTime_UNIX,stimulus1,stimulus2,stimulus1Bid,stimulus2Bid,delta,selected,rt,rt_UNIX,rt_perfnow,receivedResponse,rsp,trialEndTime,trialDuration,trialEndTime_UNIX,trialDuration_UNIX,trialEvents,exp,subjectId,date
17,"[{'imgObject': {}, 'id': 'olives', 'src': '/static/foodstim60/olives.jpg', 'key': 'u', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 17, 'loaded': True, 'loadedTime': 2123.699999809265, 'positionName': 'LEFT', 'positionCoords': [573.04, 300], 'bid': 7.7}, {'imgObject': {}, 'id': 'roastedpotatoes', 'src': '/static/foodstim60/roastedpotatoes.jpg', 'key': 'i', 'origWidth': 409, 'origHeight': 410, 'width': 409, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 17, 'loaded': True, 'loadedTime': 2124.5, 'positionName': 'RIGHT', 'positionCoords': [1064.96, 300], 'bid': 8.68}]",21199.5,1669856716703,olives,roastedpotatoes,7.7,8.68,0.9799999999999995,roastedpotatoes,764.5999999046326,765,765.0,True,i,22484.199999809265,1284.6999998092651,1669856717987,1284,,HRV,HRV_0323,2022-12-01 01:08:28
18,"[{'imgObject': {}, 'id': 'roastedpotatoes', 'src': '/static/foodstim60/roastedpotatoes.jpg', 'key': 'u', 'origWidth': 409, 'origHeight': 410, 'width': 409, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 18, 'loaded': True, 'loadedTime': 2123.899999856949, 'positionName': 'LEFT', 'positionCoords': [574.04, 300], 'bid': 8.68}, {'imgObject': {}, 'id': 'sweetpotato', 'src': '/static/foodstim60/sweetpotato.jpg', 'key': 'i', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 18, 'loaded': True, 'loadedTime': 2145.399999856949, 'positionName': 'RIGHT', 'positionCoords': [1064.96, 300], 'bid': 8.700000000000001}]",22484.39999985695,1669856717988,roastedpotatoes,sweetpotato,8.68,8.700000000000001,0.02000000000000135,roastedpotatoes,479.60000014305115,480,479.90000009536743,True,u,23478.599999904633,994.2000000476837,1669856718982,994,,HRV,HRV_0323,2022-12-01 01:08:28
19,"[{'imgObject': {}, 'id': 'cocktailshrimp', 'src': '/static/foodstim60/cocktailshrimp.jpg', 'key': 'u', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 19, 'loaded': True, 'loadedTime': 2167.2999999523163, 'positionName': 'LEFT', 'positionCoords': [573.04, 300], 'bid': 9.42}, {'imgObject': {}, 'id': 'baked potato', 'src': '/static/foodstim60/baked potato.jpg', 'key': 'i', 'origWidth': 409, 'origHeight': 410, 'width': 409, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 19, 'loaded': True, 'loadedTime': 2190.699999809265, 'positionName': 'RIGHT', 'positionCoords': [1064.96, 300], 'bid': 8.06}]",23478.599999904633,1669856718982,cocktailshrimp,baked potato,9.42,8.06,-1.3599999999999994,cocktailshrimp,575.4000000953674,575,575.5999999046326,True,u,24566.699999809265,1088.0999999046326,1669856720070,1088,,HRV,HRV_0323,2022-12-01 01:08:28
20,"[{'imgObject': {}, 'id': 'seaweed', 'src': '/static/foodstim60/seaweed.jpg', 'key': 'u', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 20, 'loaded': True, 'loadedTime': 2024, 'positionName': 'LEFT', 'positionCoords': [573.04, 300], 'bid': 8.83}, {'imgObject': {}, 'id': 'tacos', 'src': '/static/foodstim60/tacos.jpg', 'key': 'i', 'origWidth': 411, 'origHeight': 411, 'width': 411, 'height': 411, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 20, 'loaded': True, 'loadedTime': 2213.699999809265, 'positionName': 'RIGHT', 'positionCoords': [1064.96, 299.5], 'bid': 8.82}]",24566.699999809265,1669856720070,seaweed,tacos,8.83,8.82,-0.009999999999999787,tacos,467.30000019073486,467,467.5,True,i,25546.0,979.3000001907349,1669856721049,979,,HRV,HRV_0323,2022-12-01 01:08:28
21,"[{'imgObject': {}, 'id': 'pear', 'src': '/static/foodstim60/pear.jpg', 'key': 'u', 'origWidth': 411, 'origHeight': 410, 'width': 411, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 21, 'loaded': True, 'loadedTime': 2253.5999999046326, 'positionName': 'LEFT', 'positionCoords': [572.04, 300], 'bid': 7.8}, {'imgObject': {}, 'id': 'chicken nuggets2', 'src': '/static/foodstim60/chicken nuggets2.jpg', 'key': 'i', 'origWidth': 410, 'origHeight': 409, 'width': 410, 'height': 409, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 21, 'loaded': True, 'loadedTime': 2253.899999856949, 'positionName': 'RIGHT', 'positionCoords': [1064.96, 300.5], 'bid': 2.15}]",25546.199999809265,1669856721049,pear,chicken nuggets2,7.8,2.15,-5.65,chicken nuggets2,439.80000019073486,441,440.2000000476837,True,i,26494.39999985695,948.2000000476837,1669856721998,949,,HRV,HRV_0323,2022-12-01 01:08:28
22,"[{'imgObject': {}, 'id': 'sushi w_condiments', 'src': '/static/foodstim60/sushi w_condiments.jpg', 'key': 'u', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 22, 'loaded': True, 'loadedTime': 2021.1999998092651, 'positionName': 'LEFT', 'positionCoords': [573.04, 300], 'bid': 9.57}, {'imgObject': {}, 'id': 'kiwi', 'src': '/static/foodstim60/kiwi.jpg', 'key': 'i', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 22, 'loaded': True, 'loadedTime': 2275.0999999046326, 'positionName': 'RIGHT', 'positionCoords': [1064.96, 300], 'bid': 9.69}]",26494.5,1669856721998,sushi w_condiments,kiwi,9.57,9.69,0.11999999999999922,sushi w_condiments,1027.5,1027,1027.6999998092651,True,u,28025.199999809265,1530.6999998092651,1669856723528,1530,,HRV,HRV_0323,2022-12-01 01:08:28
23,"[{'imgObject': {}, 'id': 'burger', 'src': '/static/foodstim60/burger.jpg', 'key': 'u', 'origWidth': 409, 'origHeight': 409, 'width': 409, 'height': 409, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 23, 'loaded': True, 'loadedTime': 2296.5, 'positionName': 'LEFT', 'positionCoords': [574.04, 300.5], 'bid': 9.61}, {'imgObject': {}, 'id': 'lox', 'src': '/static/foodstim60/lox.jpg', 'key': 'i', 'origWidth': 410, 'origHeight': 411, 'width': 410, 'height': 411, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 23, 'loaded': True, 'loadedTime': 2106.5, 'positionName': 'RIGHT', 'positionCoords': [1064.96, 299.5], 'bid': 9.59}]",28025.39999985695,1669856723529,burger,lox,9.61,9.59,-0.019999999999999574,lox,556.6000001430511,556,556.7999999523163,True,i,29094.199999809265,1068.7999999523163,1669856724597,1068,,HRV,HRV_0323,2022-12-01 01:08:28
24,"[{'imgObject': {}, 'id': 'fruitsalad', 'src': '/static/foodstim60/fruitsalad.jpg', 'key': 'u', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 24, 'loaded': True, 'loadedTime': 2297.199999809265, 'positionName': 'LEFT', 'positionCoords': [573.04, 300], 'bid': 9.68}, {'imgObject': {}, 'id': 'eggsalad', 'src': '/static/foodstim60/eggsalad.jpg', 'key': 'i', 'origWidth': 410, 'origHeight': 409, 'width': 410, 'height': 409, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 24, 'loaded': True, 'loadedTime': 2057.7999999523163, 'positionName': 'RIGHT', 'positionCoords': [1064.96, 300.5], 'bid': 9.76}]",29094.299999952316,1669856724597,fruitsalad,eggsalad,9.68,9.76,0.08000000000000007,fruitsalad,443.5,444,443.7999999523163,True,u,30045.199999809265,950.8999998569489,1669856725548,951,,HRV,HRV_0323,2022-12-01 01:08:28
25,"[{'imgObject': {}, 'id': 'ice cream sundae 002', 'src': '/static/foodstim60/ice cream sundae 002.jpg', 'key': 'u', 'origWidth': 409, 'origHeight': 409, 'width': 409, 'height': 409, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 25, 'loaded': True, 'loadedTime': 2007.7999999523163, 'positionName': 'LEFT', 'positionCoords': [574.04, 300.5], 'bid': 7.76}, {'imgObject': {}, 'id': 'olives', 'src': '/static/foodstim60/olives.jpg', 'key': 'i', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 25, 'loaded': True, 'loadedTime': 2116.399999856949, 'positionName': 'RIGHT', 'positionCoords': [1064.96, 300], 'bid': 7.7}]",30045.299999952316,1669856725548,ice cream sundae 002,olives,7.76,7.7,-0.05999999999999961,olives,516.7000000476837,518,517.0999999046326,True,i,31070.5,1025.2000000476837,1669856726574,1026,,HRV,HRV_0323,2022-12-01 01:08:28
26,"[{'imgObject': {}, 'id': 'sweetpotato', 'src': '/static/foodstim60/sweetpotato.jpg', 'key': 'u', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 26, 'loaded': True, 'loadedTime': 2166.0999999046326, 'positionName': 'LEFT', 'positionCoords': [573.04, 300], 'bid': 8.700000000000001}, {'imgObject': {}, 'id': 'blueberries', 'src': '/static/foodstim60/blueberries.jpg', 'key': 'i', 'origWidth': 411, 'origHeight': 411, 'width': 411, 'height': 411, 'widthPercent': 0.45, 'rescaleHeight': False, 'trialN': 26, 'loaded': True, 'loadedTime': 2108.199999809265, 'positionName': 'RIGHT', 'positionCoords': [1064.96, 299.5], 'bid': 7.73}]",31070.599999904633,1669856726574,sweetpotato,blueberries,8.700000000000001,7.73,-0.9700000000000006,sweetpotato,743.4000000953674,743,743.7999999523163,True,u,32323.699999809265,1253.0999999046326,1669856727827,1253,,HRV,HRV_0323,2022-12-01 01:08:28
