trialN,QuestionNum,Question,Answer,QuestionRating,AnswerRating,exp,subjectId,date
0.0,358,Which wild mammal in Africa has killed the highest number of people? ,Hippopotamus ,64,72,HRV,HRV_0292,2022-11-30 20:49:47
1.0,288,What was the name of the American actress who was first to appear on a postage stamp?  ,Grace Kelly ,Know,NaN,HRV,HRV_0292,2022-11-30 20:49:47
2.0,404,What kind of bean produces the Asian-style bean sprouts in the produce section of supermarkets? ,Mung beans ,16,22,HRV,HRV_0292,2022-11-30 20:49:47
3.0,281,What was the first American novel to sell one million copies? ,Uncle Tom's Cabin ,20,63,HRV,HRV_0292,2022-11-30 20:49:47
4.0,61,"In what country did the domesticated ""potbellied pig"" originate?",Vietnam,Know,NaN,HRV,HRV_0292,2022-11-30 20:49:47
5.0,115,"Though an eleven-year ceasefire held from 1972 to 1983, what African country has been embroiled in a civil war since 1955?",Sudan,19,18,HRV,HRV_0292,2022-11-30 20:49:47
6.0,184,"What gullible author believed that Harry Houdini had ""wonderful powers"" after Houdini showed him the child's trick of pretending to remove his thumb? ",Arthur Conan Doyle,11,13,HRV,HRV_0292,2022-11-30 20:49:47
7.0,441,Sailors used to suffer from a horrible illness called scurvy. Which food prevents scurvy?,citrus fruit (scurvy is caused by a lack of vitamin c),19,71,HRV,HRV_0292,2022-11-30 20:49:47
8.0,99,The first suburban shopping center in the U.S. was established in what city?,Kansas City ,Know,NaN,HRV,HRV_0292,2022-11-30 20:49:47
9.0,424,What is used to make hummus?,chickpeas,Know,NaN,HRV,HRV_0292,2022-11-30 20:49:47
